,HGH1 (51236)
ACH-000004,-0.1519929042305128
ACH-000005,0.2245366487459612
ACH-000007,-0.13209129051449214
ACH-000009,0.008211031198076731
ACH-000011,0.029789142151318768
ACH-000012,-0.2549900869773367
ACH-000013,0.05240204420334858
ACH-000014,-0.2458692292776947
ACH-000015,0.12155692575079588
ACH-000017,-0.1150963532764405
ACH-000018,-0.11126611588236933
ACH-000019,0.016094319450638647
ACH-000021,-0.007159628006319406
ACH-000022,-0.14191767334054328
ACH-000025,0.02882855843781955
ACH-000028,-0.2681915493006156
ACH-000030,-0.052899986953357854
ACH-000035,-0.03559653675463538
ACH-000036,0.17197651013577345
ACH-000037,-0.2259989764287071
ACH-000039,0.02733743865243224
ACH-000040,-0.021944687071461445
ACH-000041,-0.028350226705251717
ACH-000042,-0.04511311502167472
ACH-000045,-0.17568201813478615
ACH-000047,-0.04804595369073866
ACH-000052,-0.05597740069828857
ACH-000053,0.045557050754153984
ACH-000054,0.1923368489624241
ACH-000055,-0.05909304795530644
ACH-000060,0.11320289262522965
ACH-000067,-0.034379333304845154
ACH-000070,0.04347798882018916
ACH-000075,-0.08318948094157093
ACH-000078,-0.03530156207477895
ACH-000082,-0.10617471049477112
ACH-000085,0.04009884674552685
ACH-000086,-0.03886195572766895
ACH-000087,0.17140116505240469
ACH-000092,0.04083915616385534
ACH-000095,0.14445979414048382
ACH-000097,0.018399514482216297
ACH-000098,-0.0377052482193552
ACH-000099,0.056864589111855074
ACH-000108,-0.03928440588782957
ACH-000113,-0.04728610611533262
ACH-000116,-0.026742122125645692
ACH-000118,-0.009216852061597822
ACH-000120,4.0608052809157695e-06
ACH-000123,-0.06610696738745278
ACH-000127,-0.05985886944901005
ACH-000128,0.010416857549194409
ACH-000132,-0.13035967880659666
ACH-000133,-0.035966878337017595
ACH-000137,0.05578870342540202
ACH-000138,-0.03792451131131922
ACH-000142,0.00794945279807669
ACH-000143,-0.02091592452748024
ACH-000146,0.04865040034768205
ACH-000148,0.045591102044393816
ACH-000150,-0.18429974733815505
ACH-000152,-0.22492419725795254
ACH-000153,0.08737033166803147
ACH-000159,-0.15349204188968946
ACH-000160,0.030277979839587525
ACH-000163,0.006024789594101158
ACH-000167,-0.35986158507039834
ACH-000168,-0.028217988307724817
ACH-000169,0.001917463859199721
ACH-000178,-0.19293175045534414
ACH-000183,-0.18271676969525244
ACH-000188,0.13778187942453465
ACH-000189,0.1840780234026132
ACH-000190,-0.14972310981589618
ACH-000198,0.0918970079573159
ACH-000203,0.0035845340355061686
ACH-000204,0.3243699814719753
ACH-000206,-0.20111437056934348
ACH-000207,0.05770224437990724
ACH-000208,0.348495210896146
ACH-000210,-0.2534069636932237
ACH-000211,-0.09081701816885554
ACH-000215,0.027978520731595808
ACH-000221,0.009199466344856022
ACH-000222,0.15651362823491394
ACH-000223,-0.002510110628592004
ACH-000226,-0.012581065693842805
ACH-000227,0.11714698446382747
ACH-000228,0.14640427619677487
ACH-000231,-0.050943252719140325
ACH-000232,-0.14853236057872835
ACH-000233,-0.035417546423701506
ACH-000234,-0.1946420336970142
ACH-000235,-0.10998385417226024
ACH-000237,-0.03541093376644735
ACH-000238,-0.12569084751432544
ACH-000242,0.23197796791880915
ACH-000243,-0.06663817482964307
ACH-000244,0.32343348788150744
ACH-000246,-0.019711720357642147
ACH-000248,-0.010942076752142186
ACH-000250,-0.20663942759801104
ACH-000251,-0.4317558733569872
ACH-000252,-0.2286335900763988
ACH-000253,-0.08230445677591686
ACH-000255,0.04476901610511014
ACH-000256,-0.004013753210867306
ACH-000257,0.24336009062201736
ACH-000258,0.05872237724125505
ACH-000259,-0.0008442670377799882
ACH-000260,-0.0033504315467641657
ACH-000261,0.010429578570227005
ACH-000262,-0.20893931524551834
ACH-000263,-0.11424398838183035
ACH-000264,-0.027357992188465418
ACH-000265,-0.13012707672509974
ACH-000266,-0.10508630690153968
ACH-000272,0.06565289304361775
ACH-000274,0.07187852837612703
ACH-000277,-0.2065840818258602
ACH-000278,0.12271230512074502
ACH-000279,0.06540049742223115
ACH-000280,-0.05445453037714405
ACH-000281,0.10397692802391388
ACH-000288,0.1099799515737734
ACH-000291,-0.19194009616276053
ACH-000293,-0.2304877249399225
ACH-000294,-0.25910745969959725
ACH-000295,-0.10047043770511108
ACH-000296,-0.16396741474102092
ACH-000302,0.01352242310766646
ACH-000304,0.21997633686222792
ACH-000307,0.07832216669181953
ACH-000308,-0.07338066421688122
ACH-000310,0.1112089032420822
ACH-000311,-0.18832460400811546
ACH-000312,-0.06598888108618131
ACH-000315,-0.0016347944320406064
ACH-000316,-0.08565533279679591
ACH-000317,-0.29916044636426503
ACH-000318,-0.13275179453770647
ACH-000319,-0.08076342602071702
ACH-000320,-0.0059272259281518865
ACH-000322,-0.18827083399997774
ACH-000323,-0.03535656884443148
ACH-000324,0.03386106199599236
ACH-000329,-0.10079257143567848
ACH-000330,-0.000856887476129159
