,ZPBP2 (124626)
ACH-000461,-0.3102618889587401
ACH-000463,-0.2452677230694227
ACH-000464,-0.20174565446714707
ACH-000466,-0.6524613669386503
ACH-000467,-0.3438824134557387
ACH-000468,-0.4265503841081531
ACH-000469,-0.19061974526501207
ACH-000470,-0.3682580365701604
ACH-000471,-0.27853694510183985
ACH-000472,-0.28559008081689224
ACH-000473,-0.4169349520627434
ACH-000475,-0.2773505145057874
ACH-000476,-0.1875656004003791
ACH-000477,-0.20492611621962825
ACH-000479,-0.08278288612256669
ACH-000480,-0.2914969229245313
ACH-000481,-0.3630751985253859
ACH-000483,-0.32562663627995425
ACH-000484,-0.2857551918605604
ACH-000485,-0.43459696450751134
ACH-000486,-0.19909490567721205
ACH-000487,-0.16482995825253322
ACH-000488,-0.2811105434492657
ACH-000490,-0.3493379064544302
ACH-000491,-0.06468127263921772
ACH-000495,-0.2958922263773219
ACH-000496,-0.2506137120657995
ACH-000499,-0.16400906543058175
ACH-000500,-0.283330365747268
ACH-000502,-0.3386082912401369
ACH-000503,-0.4560106673623602
ACH-000505,-0.2992491744314907
ACH-000507,-0.2909910358226283
ACH-000510,-0.19612043875117885
ACH-000511,-0.2355959653665904
ACH-000512,-0.25296631490128424
ACH-000516,-0.3133257905271301
ACH-000517,-0.3323076769739381
ACH-000518,-0.3048015116577637
ACH-000520,-0.30934734353625826
ACH-000521,-0.5606711410518216
ACH-000522,-0.21494365649639027
ACH-000524,-0.29269520253597603
ACH-000527,-0.2449242356749311
ACH-000528,-0.2009317448531341
ACH-000537,-0.2547672710338312
ACH-000541,-0.09694342519938276
ACH-000542,-0.22153228747345466
ACH-000544,-0.31314998205809635
ACH-000545,-0.2588774829656398
ACH-000547,-0.3018889705653518
ACH-000548,-0.3688237403685925
ACH-000549,-0.40718215069342384
ACH-000550,-0.293151707967161
ACH-000552,-0.4159493260574367
ACH-000556,-0.4259718047208539
ACH-000557,-0.1842995352593149
ACH-000569,-0.6131092878874771
ACH-000570,-0.2802375112800746
ACH-000571,-0.2633006439780457
ACH-000573,-0.20116294549024671
ACH-000576,-0.4370745576935055
ACH-000579,-0.194802686015228
ACH-000580,-0.39898835514571857
ACH-000584,-0.21646906693328594
ACH-000585,-0.188337990374758
ACH-000588,-0.19401717343695388
ACH-000589,-0.2487902555441414
ACH-000591,-0.23910288577703184
ACH-000593,-0.31235819464070563
ACH-000600,-0.4965283089238581
ACH-000601,-0.22520987597491615
ACH-000605,-0.2677150253384547
ACH-000606,-0.3399757757557055
ACH-000608,-0.2509990822063937
ACH-000614,-0.3166320131599718
ACH-000616,-0.2328970069568593
ACH-000618,-0.2325901745934285
ACH-000619,-0.2731680480924769
ACH-000620,-0.21356191125791055
ACH-000621,-0.32797268406021346
ACH-000622,-0.2925148429109099
ACH-000623,-0.37251887988293136
ACH-000624,-0.2658114589064575
ACH-000627,-0.3760729427241657
ACH-000630,-0.2964355122737044
ACH-000631,-0.2669264998534419
ACH-000632,-0.3620336592629082
ACH-000633,-0.21139637466019234
ACH-000637,-0.35916575977386755
ACH-000638,-0.22630996924777705
ACH-000646,-0.08870507402499977
ACH-000647,-0.3670483184874227
ACH-000648,-0.4522482428871242
ACH-000649,-0.1946348950991236
ACH-000651,-0.2105418423043746
ACH-000652,-0.27406688086485625
ACH-000653,-0.2748588750111707
ACH-000657,-0.4103721098264968
ACH-000658,-0.2465716917602537
ACH-000661,-0.2773831448975786
ACH-000662,-0.18952553391787225
ACH-000663,-0.27086998127397394
ACH-000665,-0.19582284854198576
ACH-000671,-0.2869181060887317
ACH-000672,-0.5772635325771702
ACH-000673,-0.2773687909187509
ACH-000676,-0.21301360403633784
ACH-000677,-0.1503404907203869
ACH-000681,-0.3098117986253653
ACH-000683,-0.17996396038423826
ACH-000684,-0.3142424137457745
ACH-000688,-0.5042478105467885
ACH-000693,-0.3525619684167827
ACH-000694,-0.2962164109416883
ACH-000695,-0.31278329526735155
ACH-000696,-0.2412149959627992
ACH-000697,-0.5881388388184347
ACH-000699,-0.2871154160385042
ACH-000701,-0.29399180174192624
ACH-000706,-0.14945711882015725
ACH-000711,-0.3424856987804844
ACH-000713,-0.3843638723571815
ACH-000714,-0.44590010271019176
ACH-000718,-0.2722598752800447
ACH-000720,-0.25608945619789353
ACH-000721,-0.3490187011297939
ACH-000724,-0.3111551270504747
ACH-000725,-0.2541721799127614
ACH-000732,-0.4821596562570481
ACH-000734,-0.15221597695026415
ACH-000735,-0.3712706313029282
ACH-000736,-0.3867057072694712
ACH-000738,-0.20489977695038425
ACH-000746,-0.2578328604588606
ACH-000747,-0.29061259298194103
ACH-000748,-0.3290479577084429
ACH-000753,-0.19618130531346814
ACH-000756,-0.22401191237921844
ACH-000757,-0.24646219207919345
ACH-000758,-0.2657780251808064
ACH-000760,-0.3090092710102278
ACH-000762,-0.2638565138725473
ACH-000763,-0.2437293053002215
ACH-000764,-0.2918686249499989
ACH-000765,-0.215717531852835
ACH-000766,-0.3654654153235622
ACH-000767,-0.2034503075403576
ACH-000768,-0.1334648563453416
ACH-000769,-0.3843507258385439
ACH-000770,-0.2590608671934836
ACH-000771,-0.2805653945366155
ACH-000773,-0.28136423307270153
ACH-000776,-0.3009793224067791
ACH-000777,-0.3207392456629853
ACH-000778,-0.33886298183121605
ACH-000781,-0.17608587246871502
ACH-000782,-0.12819509716966596
ACH-000783,-0.3071273335863565
ACH-000784,-0.186528114851308
ACH-000785,-0.3858069175022482
ACH-000787,-0.10138028900165882
ACH-000788,-0.2642166069227936
ACH-000791,-0.2026477739459777
ACH-000792,-0.32291250949194805
ACH-000794,-0.24653239683743305
ACH-000796,-0.2533995903417722
ACH-000798,-0.3047358992479413
ACH-000799,-0.2499976707930906
ACH-000800,-0.4905314071150201
ACH-000802,-0.3528184051237596
ACH-000804,-0.3466978372933693
ACH-000805,-0.1951050563306133
ACH-000809,-0.4536593419053471
ACH-000810,-0.27577080871395243
ACH-000811,-0.4632098016258782
ACH-000817,-0.2688572026628758
ACH-000819,-0.1410507917441057
ACH-000820,-0.18397576430327792
ACH-000821,-0.23800599830910102
ACH-000822,-0.30837301548983753
ACH-000823,-0.2514755273237865
ACH-000824,-0.24010666038306144
ACH-000827,-0.2896770066352356
ACH-000829,-0.20351347270054865
ACH-000831,-0.17171879285985192
ACH-000832,-0.5934732434432423
ACH-000833,-0.19463048838000074
ACH-000834,-0.31201271726400176
ACH-000835,-0.1913045259440255
ACH-000836,-0.3219684626199446
ACH-000837,-0.3341990871393441
ACH-000838,-0.21783189545630266
ACH-000839,-0.3411572784364879
ACH-000840,-0.2808662357530776
ACH-000841,-0.12160087046356785
ACH-000843,-0.387938687908231
ACH-000846,-0.22668760475823715
ACH-000847,-0.29973945749074143
ACH-000848,-0.3142074733156028
ACH-000849,-0.27503892101571803
ACH-000851,-0.3845018712054603
ACH-000855,-0.1826493653902681
ACH-000856,-0.24101597232848
ACH-000858,-0.3252153369209539
ACH-000859,-0.3761752230306265
ACH-000861,-0.3160199360044748
ACH-000862,-0.27463651357007274
ACH-000865,-0.3133626483236403
ACH-000866,-0.28152373071394554
ACH-000867,-0.27375881070736025
ACH-000869,-0.2166512552493728
ACH-000872,-0.1579883465757227
ACH-000873,-0.1358737711186833
ACH-000876,-0.3158797724971518
ACH-000878,-0.3813961330459736
ACH-000880,-0.2938394735565986
ACH-000881,-0.2591091481030369
ACH-000882,-0.2372494666460099
ACH-000884,-0.3355670128318569
ACH-000885,-0.2416536059925801
ACH-000887,-0.41421781118553136
ACH-000889,-0.4268456356324806
ACH-000896,-0.22409024876464356
ACH-000898,-0.08319139430057425
ACH-000900,-0.4354929410512125
ACH-000901,-0.24304967023823
ACH-000905,-0.20430400933619666
ACH-000906,-0.2009706612973532
ACH-000907,-0.3666236743400317
ACH-000910,-0.2949157904815735
ACH-000911,-0.1763016867853191
ACH-000912,-0.29822286624355143
ACH-000913,-0.26101356564054656
ACH-000915,-0.13246843483230952
ACH-000916,-0.4722717261522543
ACH-000917,-0.19702176152428166
ACH-000920,-0.06411468496192897
ACH-000921,-0.2737853951669155
ACH-000924,-0.3644509067176091
ACH-000926,-0.20191780535331044
ACH-000928,-0.05806248208011484
ACH-000929,-0.30406027896076115
ACH-000932,-0.20282568723519726
ACH-000935,-0.20363516916706256
ACH-000936,-0.2154051832372253
ACH-000937,-0.2643637982410952
ACH-000938,-0.3072707147324333
ACH-000939,-0.30340631788791816
ACH-000941,-0.21097082808583334
ACH-000943,-0.372163544504815
ACH-000946,-0.3351833412480273
ACH-000947,-0.31123111170344986
ACH-000948,-0.3331909928659862
ACH-000950,-0.1811213876474431
ACH-000953,-0.26471476038374664
ACH-000954,-0.17497740214317506
ACH-000957,-0.5306999092938037
ACH-000958,-0.14522921919997325
ACH-000960,-0.31791083552281496
ACH-000963,-0.1340881574294389
ACH-000968,-0.1354772004414988
ACH-000969,-0.3579434469781376
ACH-000972,-0.3663714860376193
ACH-000973,-0.40631539166770575
ACH-000974,-0.21303539074658834
ACH-000978,-0.29281574681239264
ACH-000984,-0.3424735642302938
ACH-000986,-0.3870457670338529
ACH-000988,-0.333590735791565
ACH-000993,-0.2886483749376677
ACH-000994,-0.19774405510574647
ACH-000996,-0.21495759194951644
ACH-001001,-0.2757391883346797
ACH-001020,-0.151462531936107
ACH-001028,-0.22897271266668126
ACH-001031,-0.2384539154366216
ACH-001038,-0.22132542473367695
ACH-001048,-0.3878341173508461
ACH-001050,-0.2626677898688755
ACH-001053,-0.12918866677352828
ACH-001054,-0.3439049015736842
ACH-001061,-0.22356995171034635
ACH-001067,-0.20610575113141094
ACH-001075,-0.2850694249848291
ACH-001096,-0.31678274902567954
ACH-001111,-0.2038299562376817
ACH-001119,-0.12414230963107875
ACH-001128,-0.4422829545103511
ACH-001134,-0.3803876691509005
ACH-001151,-0.2793598281970165
ACH-001163,-0.39479457711523097
ACH-001164,-0.4053938590291202
ACH-001183,-0.31021942207202324
ACH-001192,-0.26226164761952303
ACH-001193,-0.6715691785933009
ACH-001196,-0.2861964337927033
ACH-001197,-0.3992799749612399
ACH-001205,-0.17546556220780954
ACH-001211,-0.3559335002653922
ACH-001212,-0.3328524856227281
ACH-001228,-0.3782069534484273
ACH-001232,-0.3267514499091452
ACH-001239,-0.35716567114016223
ACH-001270,-0.0702016975991261
ACH-001274,-0.3281851284354268
ACH-001275,-0.2980532699834084
ACH-001277,-0.2682137832859687
ACH-001278,-0.1075574910389535
ACH-001280,-0.09049398294477017
ACH-001283,-0.4270016030321241
ACH-001289,-0.06057426050246086
ACH-001300,-0.23576715138742585
ACH-001301,-0.10170209028101933
ACH-001302,-0.17545851296271572
ACH-001306,-0.30006757208253465
ACH-001318,-0.33112531785490057
ACH-001322,-0.2806591913968633
ACH-001328,-0.43318491437877626
ACH-001332,-0.4381374879639965
ACH-001336,-0.07499140226222079
ACH-001346,-0.4142404754195377
ACH-001353,-0.2440341622987104
ACH-001354,-0.3492455168240734
ACH-001367,-0.1948638529803081
ACH-001368,-0.28136577161429704
ACH-001374,-0.04692538787899152
ACH-001377,-0.22677905687282696
ACH-001380,-0.24533876140633185
ACH-001391,-0.17282345453947456
ACH-001408,-0.2620703253413573
ACH-001430,-0.3263001784422028
ACH-001431,-0.41907640814892205
ACH-001450,-0.20098744814065805
ACH-001496,-0.26691604126767204
ACH-001500,-0.4449763936556121
ACH-001523,-0.4470384212419138
ACH-001532,-0.2868239697322444
ACH-001550,-0.2907098999504679
ACH-001552,-0.3321921724494487
ACH-001554,-0.2707704417504746
ACH-001654,-0.3906482554788156
ACH-001735,-0.2440862391925394
ACH-001736,-0.3525141121757684
ACH-001737,-0.32854900678158433
ACH-001740,-0.19620950382410632
ACH-001745,-0.2964543410046133
ACH-001765,-0.1982906376804212
