,CNOT2 (4848)
ACH-000004,-0.3226256169126451
ACH-000005,-0.20914033369609727
ACH-000007,-0.4771566355762136
ACH-000009,-0.5178231937831379
ACH-000011,-0.3398532615766789
ACH-000012,-0.3728088983455368
ACH-000013,-0.25599564864115776
ACH-000014,-0.4063555063868798
ACH-000015,-0.6200590600370363
ACH-000017,-0.3386692073567777
ACH-000018,-0.3681957096946489
ACH-000019,-0.532248577295995
ACH-000021,-0.5578590675854784
ACH-000022,-0.415726178504051
ACH-000025,-0.1291604187078122
ACH-000028,-0.3975589028677029
ACH-000030,-0.5361047217356188
ACH-000035,-0.30129934714130696
ACH-000036,0.09772161245393596
ACH-000037,-0.3454466187870769
ACH-000039,-0.4854729899930449
ACH-000040,-0.3626249062240935
ACH-000041,-0.38502401237062667
ACH-000042,-0.6200925237800673
ACH-000045,-0.3410587223988038
ACH-000047,-0.5235253327799132
ACH-000052,-0.955163242529624
ACH-000053,-0.2758996110633397
ACH-000054,-0.550794742794504
ACH-000055,-0.5344519653094439
ACH-000060,-0.4172902700247536
ACH-000067,-0.6408899903655735
ACH-000070,-0.6918990188069714
ACH-000075,-0.5095689842865816
ACH-000078,-0.574187596417562
ACH-000082,-0.43833032100839897
ACH-000085,-0.6842160840571954
ACH-000086,-0.4926593092118062
ACH-000087,-0.5847429010632561
ACH-000092,-0.2813458819170332
ACH-000095,-0.4115090865316524
ACH-000097,-0.8386423274106768
ACH-000098,-0.1389401910223178
ACH-000099,-0.3539512671307802
ACH-000108,-0.3915317947756235
ACH-000113,-0.6783117328168651
ACH-000116,-0.3927226437134283
ACH-000118,-0.7707397212025953
ACH-000120,-0.6691090332247496
ACH-000123,-0.6029542993812729
ACH-000127,-0.4128549219213405
ACH-000128,-0.5139354464262502
ACH-000132,-0.04811872472799155
ACH-000133,-0.3215848940294754
ACH-000137,-0.4798558643964656
ACH-000138,-0.35810470851116605
ACH-000142,-0.3513381447727493
ACH-000143,-0.34360127215730696
ACH-000146,-0.6648444802534219
ACH-000148,-0.4824890960837776
ACH-000150,-0.16976642400729358
ACH-000152,-0.4647087391079878
ACH-000153,-0.5825901459198689
ACH-000159,-0.3383514681573143
ACH-000160,-0.52509475354884
ACH-000163,-0.26527097929914323
ACH-000167,-0.21275959469902908
ACH-000168,-0.2883292660357821
ACH-000169,-0.5158999509311408
ACH-000178,-0.7419397153816265
ACH-000183,-0.6663918906099351
ACH-000188,-0.3496247030227456
ACH-000189,-0.7325353113815358
ACH-000190,-0.2574633947067334
ACH-000198,-0.4145001991393169
ACH-000203,-0.1872000444081037
ACH-000204,-0.338575545466934
ACH-000206,-0.3396357275883796
ACH-000207,-0.4318163212984797
ACH-000208,-0.48638483279333
ACH-000210,-0.4384681265564076
ACH-000211,-0.4613263469808858
ACH-000215,-0.5055907853473945
ACH-000221,-0.34837230838817435
ACH-000222,-0.5847385710914544
ACH-000223,-0.6610570956183586
ACH-000226,-0.3987165203792682
ACH-000227,-0.5268449911483923
ACH-000228,-0.4171620537204395
ACH-000231,-0.2833532815155935
ACH-000232,-0.2956587032777503
ACH-000233,-0.5272610952715056
ACH-000234,-0.6350717425035779
ACH-000235,-0.4857149392483272
ACH-000237,-0.5429023949414701
ACH-000238,-0.5627260000070451
ACH-000242,-0.6210147125146698
ACH-000243,-0.6310817145836639
ACH-000244,-0.6159828865937654
ACH-000246,-0.5329878154528248
ACH-000248,-0.25682276321713216
ACH-000250,-0.20439499816663373
ACH-000251,-0.43568998845314777
ACH-000252,-0.6520485225929804
ACH-000253,-0.4130203360983105
ACH-000255,-0.3017415776593963
ACH-000256,-0.5108229817648541
ACH-000257,-0.1446631890026844
ACH-000258,-0.3612152359443245
