,CRTAM (56253)
ACH-000004,-0.07639649251603191
ACH-000005,0.17553528929603526
ACH-000007,0.08891472849667822
ACH-000009,0.032018131338114944
ACH-000011,-0.1977586191946393
ACH-000012,0.02427246068057832
ACH-000013,-0.08485260841374281
ACH-000014,0.1302083190285556
ACH-000015,0.1694542570966266
ACH-000017,0.1809934427153626
ACH-000018,-0.1994308562050915
ACH-000019,0.16057662464502911
ACH-000021,0.09887922110363974
ACH-000022,-0.07017385713560409
ACH-000025,0.038543056838369096
ACH-000028,0.13634549553420874
ACH-000030,0.022253009601144385
ACH-000035,0.01422951675546579
ACH-000036,-0.09305062065231774
ACH-000037,0.2301735479047311
ACH-000039,-0.14368765089238575
ACH-000040,-0.02289444121704834
ACH-000041,-0.02446562058641816
ACH-000042,0.13399805799063588
ACH-000045,0.05588994159941184
ACH-000047,-0.051227953589497235
ACH-000052,0.13826393849492702
ACH-000053,0.05988746037596902
ACH-000054,-0.06634054180153287
ACH-000055,0.12826952620267487
ACH-000060,0.19197897031125505
ACH-000067,-0.003598664955903357
ACH-000070,0.27845897975869793
ACH-000075,0.03715620255935835
ACH-000078,-0.0004916324366978155
ACH-000082,0.04185441997234727
ACH-000085,-0.04663944989173198
ACH-000086,-0.05498260693714821
ACH-000087,-0.02016899277120202
ACH-000092,0.16319377237709842
ACH-000095,0.06545774114699075
ACH-000097,-0.07270221755522396
ACH-000098,0.040992716384636856
ACH-000099,-0.00658975309210061
ACH-000108,0.04550116277860222
ACH-000113,0.10898434730886172
ACH-000116,0.012402999886408906
ACH-000118,0.04438414634083786
ACH-000120,0.1925217132323208
ACH-000123,-0.0741992426737048
ACH-000127,0.02533997662647904
ACH-000128,0.0862214886052596
ACH-000132,0.06397234063351573
ACH-000133,0.191032271687698
ACH-000137,-0.08930199610449183
ACH-000138,0.006709364429938097
ACH-000142,0.0970214253683005
ACH-000143,-0.0600476699650874
ACH-000146,0.0023040332382248665
ACH-000148,-0.002990235166137444
ACH-000150,0.11909765126919415
ACH-000152,0.0018959925452210426
ACH-000153,0.09629880165975876
ACH-000159,0.06692334159612014
ACH-000160,0.02806834935683175
ACH-000163,0.016516200998246144
ACH-000167,0.3909746398983317
ACH-000168,-0.02102460356813333
ACH-000169,0.02378941974096471
ACH-000178,0.12333173033263448
ACH-000183,0.04600122885069341
ACH-000188,-0.036341158603849226
ACH-000189,-0.06507488550980371
ACH-000190,-0.21031857307591295
ACH-000198,-0.008536158154678352
ACH-000203,-0.30986828902492386
ACH-000204,-0.12176758971398555
ACH-000206,0.2434137386563282
ACH-000207,0.13723832664896968
ACH-000208,0.013382480537623814
ACH-000210,-0.1776271541329006
ACH-000211,0.11747124391749032
ACH-000215,0.04782494675296016
ACH-000221,0.06645160158620447
ACH-000222,0.04352735488707634
ACH-000223,0.1238129480735608
ACH-000226,0.054798344897362516
ACH-000227,-0.06694517861683617
ACH-000228,0.07162657940928979
ACH-000231,0.055568978529149285
ACH-000232,0.013247617917431878
ACH-000233,-0.04430669201466709
ACH-000234,-0.14079684195652029
ACH-000235,0.06926696614914736
ACH-000237,0.034029919435876986
ACH-000238,-0.025940043169545863
ACH-000242,0.2385441447296163
ACH-000243,0.0892762004771077
ACH-000244,-0.18712128726657504
ACH-000246,0.11028623911834896
ACH-000248,0.1781102095602326
ACH-000250,-0.04237726605772458
ACH-000251,0.18696521178257405
ACH-000252,0.003382495912538463
ACH-000253,0.05256169552708859
ACH-000255,0.14984005181929488
ACH-000256,-0.05679913673401767
ACH-000257,0.14866039561271893
ACH-000258,0.15656673314403782
ACH-000259,0.034294175195963415
ACH-000260,-0.05868671151402985
ACH-000261,0.0577205757440514
ACH-000262,0.15456566064996116
ACH-000263,0.035896267244896626
ACH-000264,-0.00019113333824629243
ACH-000265,0.11321205953305627
ACH-000266,0.06911846438978868
ACH-000272,-0.004641798201710418
ACH-000274,-0.08205363898939741
ACH-000277,0.053185142324778674
ACH-000278,-0.11059312113961986
ACH-000279,0.04439999688849211
ACH-000280,-0.04916681338542523
