,HARBI1 (283254)
ACH-000004,-0.21596535371449035
ACH-000005,-0.0903714247146272
ACH-000007,-0.13907409831325782
ACH-000009,-0.1202421012671928
ACH-000011,-0.0740524709992784
ACH-000012,-0.18427569270002067
ACH-000013,-0.19927168200801548
ACH-000014,-0.1866838968149847
ACH-000015,-0.09157828373149786
ACH-000017,-0.09453360655823903
ACH-000018,-0.00900108382851093
ACH-000019,-0.2932512229283475
ACH-000021,-0.15120960070223385
ACH-000022,-0.11558491089475087
ACH-000025,-0.13253392107069112
ACH-000028,-0.2628914984987215
ACH-000030,-0.2751553982401402
ACH-000035,-0.18655453072491865
ACH-000036,-0.0416426065302116
ACH-000037,-0.038567721906763136
ACH-000039,-0.14555925521869145
ACH-000040,-0.18171953478204506
ACH-000041,-0.14716932776894792
ACH-000042,-0.22730831888616196
ACH-000045,-0.11733883386804635
ACH-000047,-0.01965705533980699
ACH-000052,-0.2722769737099945
ACH-000053,-0.11616955250088355
ACH-000054,-0.09897356311110228
ACH-000055,-0.16723042761325674
ACH-000060,-0.18780390052649687
ACH-000067,-0.17918368073997035
ACH-000070,-0.19307028696438747
ACH-000075,-0.3130555967370511
ACH-000078,-0.14526826376126056
ACH-000082,-0.22893526103146025
ACH-000085,0.09914275447755196
ACH-000086,-0.2325922857388273
ACH-000087,-0.10570585484902936
ACH-000092,-0.03883811433105575
ACH-000095,-0.14759061683952285
ACH-000097,-0.19615083761652255
ACH-000098,-0.12886364721078333
ACH-000099,-0.1445567526588068
ACH-000108,-0.0564649777754899
ACH-000113,-0.2144587852773967
ACH-000116,-0.14129410543408566
ACH-000118,-0.0982365657207058
ACH-000120,-0.08382879293420784
ACH-000123,-0.3545566897185096
ACH-000127,-0.1409885328360096
ACH-000128,-0.06879888797014448
ACH-000132,-0.018258461360602003
ACH-000133,-0.2661441326605892
ACH-000137,-0.3276764545291965
ACH-000138,-0.3026744787242027
ACH-000142,-0.06208984278669661
ACH-000143,-0.13631892643994947
ACH-000146,-0.2811170552586024
ACH-000148,-0.2122706009188556
ACH-000150,-0.09191920795092093
ACH-000152,-0.09515532588264893
ACH-000153,-0.12015804323167098
ACH-000159,-0.1922878568423484
ACH-000160,-0.1505663791684122
ACH-000163,-0.03568152692916405
ACH-000167,-0.16829613834132093
ACH-000168,-0.20160963604768564
ACH-000169,-0.08601918116126954
ACH-000178,-0.15659179591648828
ACH-000183,0.034009063128225735
ACH-000188,-0.14232548467647338
ACH-000189,-0.17332053993591476
ACH-000190,0.025325505533907743
ACH-000198,-0.13199144477666638
ACH-000203,-0.1858563969206276
ACH-000204,-0.05509791505556472
ACH-000206,-0.25553176454847026
ACH-000207,-0.3675710808958036
ACH-000208,0.2281874639970276
ACH-000210,-0.1499964572207836
ACH-000211,-0.04899737507321835
ACH-000215,-0.16564821043410652
ACH-000221,-0.26149012705447405
ACH-000222,-0.11789090729731888
ACH-000223,-0.20230509680559874
ACH-000226,-0.0921467914767724
ACH-000227,-0.2008532599982818
ACH-000228,-0.09221505811790624
ACH-000231,-0.17088814693806625
ACH-000232,-0.1940882176186257
ACH-000233,-0.055292498255316166
ACH-000234,-0.12961290001453746
ACH-000235,-0.17965089439209486
ACH-000237,-0.15896907697509366
ACH-000238,-0.04608854902429989
ACH-000242,-0.04525748980508672
ACH-000243,-0.11742441837143533
ACH-000244,-0.06509873608579915
ACH-000246,-0.02860850458239443
ACH-000248,-0.26161957353896315
ACH-000250,-0.12132455571197605
ACH-000251,0.03244086129344062
ACH-000252,-0.2558768933848117
ACH-000253,-0.09207529673480946
ACH-000255,-0.21203332535262565
ACH-000256,-0.2855061173601102
ACH-000257,-0.17276032127517105
ACH-000258,-0.1343256853661267
ACH-000259,-0.2208721967657349
ACH-000260,-0.18667493964359985
ACH-000261,-0.2326560164890477
ACH-000262,-0.07521232220661599
ACH-000263,-0.4179179642031572
ACH-000264,-0.19361252789332156
ACH-000265,-0.26360255147326805
ACH-000266,-0.11595251797560567
ACH-000272,-0.09579291985529896
ACH-000274,-0.1186513412486228
ACH-000277,-0.08779747745031008
ACH-000278,-0.24661176081573236
ACH-000279,-0.06170918784148394
ACH-000280,-0.044688431432023515
ACH-000281,-0.04378822840674822
ACH-000288,-0.1661423869807388
ACH-000291,-0.022328220794035902
ACH-000293,-0.21683481519822428
ACH-000294,-0.009957370235670495
ACH-000295,-0.23057051495616274
ACH-000296,-0.14159408662247502
ACH-000302,-0.13746839798996685
ACH-000304,-0.07483954030447455
ACH-000307,-0.17088873004226546
ACH-000308,-0.123251588914158
ACH-000310,-0.04325362737102822
ACH-000311,-0.21337300005722545
ACH-000312,-0.1621119831198724
ACH-000315,-0.03226585529222811
ACH-000316,-0.062204393615357616
ACH-000317,-0.07842426577002104
ACH-000318,-0.2037043771641571
ACH-000319,-0.19085537374615744
ACH-000320,-0.08049231753251965
ACH-000322,-0.10177938327613513
ACH-000323,-0.16662797595494755
ACH-000324,-0.1363405827586788
ACH-000329,-0.15718926514852605
ACH-000330,-0.31382260086632635
ACH-000331,-0.09854106862466136
ACH-000332,-0.08375971494910055
ACH-000334,-0.07478946570864563
ACH-000335,-0.04087879301337809
ACH-000336,-0.18183939623539488
ACH-000337,-0.04868477574633357
ACH-000338,-0.011783994258714335
ACH-000339,-0.037568220196923324
ACH-000341,-0.3911731218604065
ACH-000348,-0.2267456126767529
ACH-000350,-0.12540012694641545
ACH-000352,-0.1263618153862238
ACH-000356,-0.2974526090467373
ACH-000361,-0.4035199192816712
ACH-000362,-0.15393712288402625
ACH-000363,-0.07266335392152867
ACH-000364,-0.077585440570494
ACH-000365,-0.09443626349212952
ACH-000366,-0.17092925269366913
ACH-000368,-0.14076299474129106
ACH-000374,-0.22451091115038155
ACH-000375,-0.1574008471997168
ACH-000376,-0.17144829885024018
ACH-000381,0.02466145506787394
ACH-000383,-0.15860685770921312
ACH-000387,-0.15532126702208854
ACH-000389,-0.055425208374005566
ACH-000390,-0.25924713426748497
ACH-000393,-0.3119898676521604
ACH-000395,0.09042016432829347
ACH-000396,-0.03967562690250305
ACH-000397,-0.18727292215256167
ACH-000401,-0.06362631989062763
ACH-000402,-0.4200605695189785
ACH-000403,-0.07822373282074259
ACH-000404,-0.24650077868557094
ACH-000406,-0.11018932917955344
ACH-000407,-0.051920188549326375
ACH-000408,-0.2173217978344164
ACH-000410,-0.03902832888539471
ACH-000411,-0.04794115810266639
ACH-000414,-0.1914360303061552
ACH-000415,-0.23960159358182764
ACH-000416,-0.04111430208850752
ACH-000420,-0.1233334448221796
ACH-000421,-0.25448443133510706
ACH-000424,0.01765203957317054
ACH-000425,-0.07575497291032339
ACH-000426,-0.031910499789625096
ACH-000427,-0.12819028355669504
ACH-000433,-0.17583033330053605
ACH-000435,-0.2359478541799413
ACH-000436,-0.17613187472391642
ACH-000444,-0.09034740087762223
ACH-000445,-0.036638093068754894
ACH-000448,-0.09859394161403028
ACH-000450,8.403844989244002e-06
ACH-000452,-0.21100983176391047
ACH-000454,-0.15692612696828387
ACH-000458,-0.22537452747193595
ACH-000459,0.03307947000652118
