,PUM1 (9698)
ACH-000004,-0.38509269157955145
ACH-000005,-0.2281879550750177
ACH-000007,-0.12627296204656518
ACH-000009,-0.5080950422167747
ACH-000011,-0.19739539428748384
ACH-000012,-0.09706619579538606
ACH-000013,-0.4640468505269222
ACH-000014,-0.1192305532033934
ACH-000015,-0.05545397754533755
ACH-000017,-0.06624043698372394
ACH-000018,-0.1708030975722149
ACH-000019,-0.34014497096908897
ACH-000021,-0.14314426016073495
ACH-000022,-0.22376879958564488
ACH-000025,-0.2999008374111052
ACH-000028,-0.23560482752499096
ACH-000030,-0.44954982582690256
ACH-000035,-0.2145534139944554
ACH-000036,-0.31479918680724817
ACH-000037,-0.31384015720904784
ACH-000039,-0.5541715810742518
ACH-000040,-0.265230841171249
ACH-000041,-0.6371850584025265
ACH-000042,-0.15474343987796235
ACH-000045,-0.00791141638768007
ACH-000047,-0.1420878782600772
ACH-000052,-0.42865465430937016
ACH-000053,-0.013163051346612184
ACH-000054,-0.18953563299724324
ACH-000055,-0.333626463581202
ACH-000060,-0.17555857141822254
ACH-000067,-0.5079596877983324
ACH-000070,0.011725361121502348
ACH-000075,-0.5473545846068255
ACH-000078,-0.18054441399201004
ACH-000082,-0.3386732556815218
ACH-000085,-0.20720950618134926
ACH-000086,-0.4271667485048056
ACH-000087,-0.2350610220661345
ACH-000092,-0.3063563800527929
ACH-000095,-0.15597478907708326
ACH-000097,-0.3859550652125055
ACH-000098,-0.25886554873468565
ACH-000099,-0.2606920451784592
ACH-000108,-0.5569695949293363
ACH-000113,-0.4374780561120711
ACH-000116,-0.5173929844496844
ACH-000118,-0.3358994539078179
ACH-000120,-0.2908285900212744
ACH-000123,-0.5518157456187853
ACH-000127,-0.22818499758540176
ACH-000128,-0.4144035858030409
ACH-000132,-0.10614966979939816
ACH-000133,-0.4920230686832718
ACH-000137,-0.31807101989432396
ACH-000138,-0.4195978235305274
ACH-000142,0.0039214276557114364
ACH-000143,-0.7179821693798989
ACH-000146,-0.18963291269852556
ACH-000148,-0.39531308700714907
ACH-000150,-0.499990904724947
ACH-000152,-0.4054747986566449
ACH-000153,-0.08785775417203083
ACH-000159,-0.23257369409596834
ACH-000160,-0.3802119180596976
ACH-000163,-0.3023273889954736
ACH-000167,-0.1760076373922436
ACH-000168,-0.2525233554597245
ACH-000169,-0.6392869345843556
ACH-000178,-0.5416177574713021
ACH-000183,-0.17285688989187908
ACH-000188,-0.6859420986722676
ACH-000189,-0.22579758154063406
ACH-000190,-0.16051620084405546
ACH-000198,-0.1163782383786366
ACH-000203,-0.4400978593981581
ACH-000204,-0.35093789080244875
ACH-000206,-0.2995813278997111
ACH-000207,-0.3835658483148915
ACH-000208,-0.6096150018220163
ACH-000210,-0.13036739680972365
ACH-000211,-0.2606005487738385
ACH-000215,-0.27420223339095445
ACH-000221,-0.08577796072189774
ACH-000222,-0.2367619749169024
ACH-000223,-0.3006456544419539
ACH-000226,-0.35736953944190336
ACH-000227,-0.38805508265716737
ACH-000228,-0.5343257433585077
ACH-000231,-0.3000091242775297
ACH-000232,-0.33174294987775993
ACH-000233,-0.021612257081284413
ACH-000234,0.10341770856434253
ACH-000235,-0.3857426423004282
ACH-000237,-0.6223976649455554
ACH-000238,-0.7033904128047188
ACH-000242,-0.489317312621537
ACH-000243,-0.24594770232890276
ACH-000244,-0.3121580580019513
ACH-000246,0.07328592489151894
ACH-000248,-0.3146416282819719
ACH-000250,-0.2355317102146962
ACH-000251,-0.20576034845886532
ACH-000252,-0.4846206696088731
ACH-000253,-0.3153732602871052
ACH-000255,-0.42407065208260974
ACH-000256,-0.29323140438341305
ACH-000257,-0.35135365538551644
ACH-000258,-0.2673387785952253
ACH-000259,-0.05610696622007915
ACH-000260,-0.3947692442146489
ACH-000261,-0.37824714562994605
ACH-000262,-0.3659328366554931
ACH-000263,-0.25134573846479824
ACH-000264,-0.17296908724519602
ACH-000265,-0.4065583415539252
ACH-000266,0.10223041029993186
ACH-000272,-0.16609772764961162
ACH-000274,-0.3521289502764659
ACH-000277,-0.13408519550623527
ACH-000278,-0.5472827558004517
ACH-000279,-0.14842880966234173
ACH-000280,-0.3879679399569719
ACH-000281,-0.2635927291374105
ACH-000288,-0.4609705833777658
ACH-000291,-0.39318342440807785
ACH-000293,-0.7100491865742309
ACH-000294,-0.5129920444304469
ACH-000295,-0.2346486441607916
ACH-000296,-0.29082259296430296
ACH-000302,-0.17718624911119754
ACH-000304,-0.3158242443614033
ACH-000307,-0.07344413100118219
ACH-000308,-0.6046420242712731
ACH-000310,-0.3187100772325846
ACH-000311,-0.33843223379878307
ACH-000312,-0.17991352489951234
ACH-000315,0.016862137200936253
ACH-000316,-0.4351684176123569
ACH-000317,-0.5055640199408923
ACH-000318,-0.15931534397472882
ACH-000319,-0.17858539668653606
ACH-000320,-0.26998699263900783
ACH-000322,-0.33642770581939
ACH-000323,-0.3281775981914636
ACH-000324,-0.06578180295499453
ACH-000329,-0.3327269731388072
ACH-000330,-0.2916767197072384
ACH-000331,-0.4381452951468612
ACH-000332,-0.17393015805534282
ACH-000334,-0.229392752980502
ACH-000335,-0.4607762511801237
ACH-000336,0.17358592305008436
ACH-000337,-0.1433322692135592
ACH-000338,-0.06394554810376309
ACH-000339,-0.3174449140488863
ACH-000341,-0.4233698203020177
ACH-000348,-0.23043269757738574
ACH-000350,-0.08035518725746088
ACH-000352,-0.2410220484606936
ACH-000356,-0.3221384706131196
ACH-000361,0.2097576162398524
ACH-000362,-0.046848811061903035
ACH-000363,-0.1580899590746906
ACH-000364,-0.5410909604491689
ACH-000365,-0.0573055807928664
ACH-000366,-0.1980781775593864
ACH-000368,-0.16492949465403414
ACH-000374,-0.30337761141659525
ACH-000375,-0.06344288796699482
ACH-000376,-0.12679156620632806
ACH-000381,-0.43206121177623397
ACH-000383,-0.2848595329867433
ACH-000387,-0.2621297952230848
ACH-000389,-0.3096691278712945
ACH-000390,-0.3682830236027612
ACH-000393,-0.2066150234091184
ACH-000395,0.08609164251857722
ACH-000396,-0.4990067606640023
ACH-000397,-0.3831051415800132
ACH-000401,-0.518140122135361
ACH-000402,-0.4407999822822749
ACH-000403,-0.278092166451788
ACH-000404,-0.5402716095262646
ACH-000406,-0.14641950051158295
ACH-000407,-0.021947609861254637
ACH-000408,-0.34458797825830234
ACH-000410,-0.2857172199870638
ACH-000411,-0.343669296508151
ACH-000414,-0.4273860353694202
ACH-000415,-0.17273732548835133
ACH-000416,-0.12015096335220775
ACH-000420,-0.28524107939911914
ACH-000421,-0.3104974932175925
ACH-000424,-0.3149823679220609
ACH-000425,-0.0473639593660345
ACH-000426,-0.16816711341838558
ACH-000427,0.0127913217957306
ACH-000433,0.05693657228286676
ACH-000435,-0.14281102302869927
ACH-000436,-0.1607624331618301
ACH-000444,-0.13034782046997653
ACH-000445,-0.14765354910154194
ACH-000448,-0.2904188459562517
ACH-000450,-0.4946295815602411
ACH-000452,0.011044768527134171
ACH-000454,-0.30413987891548394
ACH-000458,-0.32536464958781514
ACH-000459,-0.4141759095590914
ACH-000460,-0.5172735563583488
ACH-000461,-0.431897628605674
ACH-000463,-0.231016454362048
ACH-000464,-0.2198821684503942
ACH-000466,-0.21158521266887972
ACH-000467,-0.2437931539962093
ACH-000468,-0.1335215070584263
ACH-000469,-0.515725499085781
ACH-000470,-0.10729774656306017
ACH-000471,-0.2844709598460895
ACH-000472,-0.1433881176410754
ACH-000473,-0.4004441974791527
ACH-000475,-0.5157902654468851
ACH-000476,-0.03152444819334984
ACH-000477,-0.2347654786002452
ACH-000479,-0.5240965409707605
ACH-000480,-0.28863667005308546
ACH-000481,-0.14523659940304004
ACH-000483,-0.009792111733969518
ACH-000484,-0.0910321534536064
ACH-000485,-0.3774795435061721
ACH-000486,-0.10685003097801572
ACH-000487,-0.28840501688698283
ACH-000488,-0.4186748290425501
ACH-000490,-0.07070571413393259
ACH-000491,-0.3354791641121899
ACH-000495,-0.3971404886325269
ACH-000496,-0.2854235921748124
ACH-000499,-0.6018394867362781
ACH-000500,-0.1439847538991358
ACH-000502,-0.3814277412356802
ACH-000503,-0.5105309362815368
ACH-000505,-0.15193849676196372
ACH-000507,-0.41803353865894427
ACH-000510,-0.24304772187714024
ACH-000511,-0.23845442650846865
ACH-000512,-0.3459634429844129
ACH-000516,-0.16824080149623502
