,NCAPD2 (9918)
ACH-000004,-0.9051442522844508
ACH-000005,-0.8122463142911338
ACH-000007,-0.8565600738153246
ACH-000009,-0.7199894398403228
ACH-000011,-0.7469849941236925
ACH-000012,-0.7014555534496962
ACH-000013,-0.81812421486039
ACH-000014,-0.8940960233369826
ACH-000015,-0.8605730255245531
ACH-000017,-0.9306185785436732
ACH-000018,-1.0005546269961152
ACH-000019,-0.8414364955746197
ACH-000021,-0.6991650365355278
ACH-000022,-0.9034359656294008
ACH-000025,-0.8891150882313769
ACH-000028,-0.7360679803818897
ACH-000030,-0.5150686729536104
ACH-000035,-0.869588286163053
ACH-000036,-0.929666104747194
ACH-000037,-0.9656292924046176
ACH-000039,-0.8984157563440068
ACH-000040,-0.8024582709332996
ACH-000041,-0.6899572939590345
ACH-000042,-0.9734833343880738
ACH-000045,-0.8276777050286679
ACH-000047,-0.8392907258231997
ACH-000052,-0.5519925398286617
ACH-000053,-0.8501703332321305
ACH-000054,-0.5445804871490517
ACH-000055,-0.5997679582541505
ACH-000060,-0.6157863739070416
ACH-000067,-0.8381011581200061
ACH-000070,-0.6724224806752546
ACH-000075,-0.7220211537002986
ACH-000078,-0.7914724403619077
ACH-000082,-0.7037907575354524
ACH-000085,-0.8029577204987223
ACH-000086,-0.7627386980264955
ACH-000087,-0.8003116011209735
ACH-000092,-0.7164946116363384
ACH-000095,-0.8381124031147327
ACH-000097,-0.6190107463923538
ACH-000098,-0.7692899513161642
ACH-000099,-1.06460139964633
ACH-000108,-0.6495156051717851
ACH-000113,-0.7183852316467733
ACH-000116,-0.5384033367688122
ACH-000118,-0.895993781012065
ACH-000120,-0.9129274171354079
ACH-000123,-0.7160961290453314
ACH-000127,-0.6097443797942457
ACH-000128,-0.6633053769711381
ACH-000132,-0.6934804781325455
ACH-000133,-0.9335332089105716
ACH-000137,-1.1539094037257311
ACH-000138,-0.7850279981610665
ACH-000142,-0.6450909277643
ACH-000143,-0.947777764926486
ACH-000146,-1.0346400685802437
ACH-000148,-0.922717727782506
ACH-000150,-0.6300513209026193
ACH-000152,-0.7727806160476197
ACH-000153,-0.6213117507806557
ACH-000159,-0.8237018967819105
ACH-000160,-0.7024479529255654
ACH-000163,-0.5508821187170403
ACH-000167,-0.7661741587471339
ACH-000168,-0.9975987422901936
ACH-000169,-0.757626512545516
ACH-000178,-0.6312203686552535
ACH-000183,-1.0295363927269343
ACH-000188,-0.565073915183193
ACH-000189,-0.8782715437197293
ACH-000190,-0.6567183203657625
ACH-000198,-0.8026360002699279
ACH-000203,-0.8401210901375284
ACH-000204,-0.849924817689153
ACH-000206,-0.6570915897235805
ACH-000207,-0.8278787923115896
ACH-000208,-0.7036945399872377
ACH-000210,-0.9048878621857492
ACH-000211,-0.6083742108430371
ACH-000215,-0.5187917729548278
ACH-000221,-0.7057925839643518
ACH-000222,-0.7404078450258941
ACH-000223,-0.8400215610782399
ACH-000226,-0.6534755870198042
ACH-000227,-0.7401225781671477
ACH-000228,-0.8890802051599347
ACH-000231,-0.7694018997344237
ACH-000232,-0.6209653676407662
ACH-000233,-0.8735403919674107
ACH-000234,-0.8366494920638128
ACH-000235,-0.6687178071258701
ACH-000237,-0.6983991780045161
ACH-000238,-0.7426699108778296
ACH-000242,-0.9672424911147124
ACH-000243,-0.7551115054922926
ACH-000244,-0.6447024198367056
ACH-000246,-0.7396377581496807
ACH-000248,-0.646432052656421
ACH-000250,-0.6322851702683647
ACH-000251,-0.9287212763538252
ACH-000252,-0.9151332496369824
ACH-000253,-0.8975981955470895
ACH-000255,-0.91922460584304
ACH-000256,-0.6685794744938639
ACH-000257,-0.881876598403262
ACH-000258,-0.6451841562814363
ACH-000259,-0.7042847919461812
ACH-000260,-0.8451921915261159
ACH-000261,-0.6951767613263363
ACH-000262,-0.8243241745707623
ACH-000263,-0.8523569495490905
ACH-000264,-0.7830498148538368
ACH-000265,-0.5165384282315193
ACH-000266,-0.9558953364650632
ACH-000272,-0.6859667823162361
ACH-000274,-0.6355418236282365
ACH-000277,-0.7783687156184237
ACH-000278,-0.6519685998944615
ACH-000279,-0.6541178305887854
ACH-000280,-0.6909987303430292
ACH-000281,-0.8178949448086265
ACH-000288,-0.8533181527329908
ACH-000291,-0.6645892051690838
ACH-000293,-0.7127460901383705
ACH-000294,-0.7370921175062554
ACH-000295,-1.0213549279895395
ACH-000296,-0.6684592346932245
ACH-000302,-0.7627111085785954
ACH-000304,-0.6944859207727164
ACH-000307,-0.8278519753838331
ACH-000308,-1.08249711172123
ACH-000310,-0.6764073385957963
ACH-000311,-0.7653708037023996
ACH-000312,-0.8065493440623503
ACH-000315,-0.9008347550571352
ACH-000316,-0.8224375424646113
ACH-000317,-0.9694308627698914
ACH-000318,-0.7116706894098175
ACH-000319,-0.764386990182458
ACH-000320,-0.7036358476621323
ACH-000322,-0.9676898547849052
ACH-000323,-0.9130829033880902
ACH-000324,-0.6823484460308076
ACH-000329,-0.8848849128438738
ACH-000330,-0.9696446187598624
ACH-000331,-0.874689418716135
ACH-000332,-0.9316117868775248
ACH-000334,-0.7164332752507392
ACH-000335,-0.641517446250603
ACH-000336,-0.483320178410561
ACH-000337,-0.9464599110316018
ACH-000338,-0.31210649683642233
ACH-000339,-0.8550584610765893
ACH-000341,-0.5912772526010138
ACH-000348,-1.0007185878994274
ACH-000350,-0.7460077289000161
ACH-000352,-0.7976893148152151
