,SEMG2 (6407)
ACH-000004,0.07312250556966211
ACH-000005,-0.016031511803236604
ACH-000007,0.2482287084003966
ACH-000009,0.2092027316342165
ACH-000011,0.006877671579558673
ACH-000012,0.06412182814564499
ACH-000013,0.010207416496020113
ACH-000014,0.09622520812382733
ACH-000015,0.049369797696095806
ACH-000017,-0.031308433034073165
ACH-000018,-0.14212481085273124
ACH-000019,0.23648327519361506
ACH-000021,-0.04325754311589775
ACH-000022,-0.027014502906000243
ACH-000025,0.07356149508205348
ACH-000028,0.09287083297850952
ACH-000030,-0.01067466805797428
ACH-000035,0.2436131774136675
ACH-000036,0.0932200143917112
ACH-000037,0.02352232812669763
ACH-000039,0.020835546169315357
ACH-000040,0.04449907136123539
ACH-000041,-0.006877439296016245
ACH-000042,-0.13633913050290547
ACH-000045,-0.08609685776927875
ACH-000047,-0.008472754981414492
ACH-000052,-0.03798875551062365
ACH-000053,0.02472856613561961
ACH-000054,0.011915028299601584
ACH-000055,0.0751498670636512
ACH-000060,-0.008016276393650249
ACH-000067,0.00254318006016198
ACH-000070,0.06671629177365979
ACH-000075,-0.1076084801841508
ACH-000078,-0.03624040057843615
ACH-000082,0.014181466447922956
ACH-000085,0.11454638206558987
ACH-000086,0.09824277759476804
ACH-000087,0.40092147957245095
ACH-000092,-0.006503083563854666
ACH-000095,0.02645149662390384
ACH-000097,0.004212970343517192
ACH-000098,0.030748288786724486
ACH-000099,0.024901364734479015
ACH-000108,-0.02874240347864112
ACH-000113,0.10031842383011047
ACH-000116,0.05571564510257007
ACH-000118,0.09840906945637
ACH-000120,0.1338806278314206
ACH-000123,0.20194981650492536
ACH-000127,-0.020155172538547702
ACH-000128,0.004859379649538272
ACH-000132,0.07087419171789087
ACH-000133,-0.1162436039557362
ACH-000137,0.044539753511571016
ACH-000138,-0.06648346566857825
ACH-000142,0.03487554418152066
ACH-000143,0.1291433703495487
ACH-000146,0.01839768959150035
ACH-000148,0.03338914281740757
ACH-000150,-0.2321152663837137
ACH-000152,0.05351808087332193
ACH-000153,0.1854213151869777
ACH-000159,0.04496407837211264
ACH-000160,-0.02022008440733001
ACH-000163,0.15440286453136415
ACH-000167,0.1728248317448366
ACH-000168,-0.05271060691754387
ACH-000169,-0.07234366572297217
ACH-000178,0.11132317184559253
ACH-000183,-0.021000008623746562
ACH-000188,0.13002629822096368
ACH-000189,0.06450844840748908
ACH-000190,-0.04953103790898833
ACH-000198,-0.10880793439226567
ACH-000203,0.07529372065359362
ACH-000204,-0.16613975987237095
ACH-000206,-0.018208595961883768
ACH-000207,-0.008343470514275728
ACH-000208,-0.2518401259908558
ACH-000210,0.22294176757497
ACH-000211,-0.02303875362886554
ACH-000215,0.039458376202178604
ACH-000221,0.05969416228225489
ACH-000222,0.031203105417197688
ACH-000223,0.17934993398923066
ACH-000226,0.04061510818078034
ACH-000227,0.032066236827544864
ACH-000228,0.02851552267931522
ACH-000231,-0.0912442276028884
ACH-000232,0.05401803197468705
ACH-000233,-0.008373756257843031
ACH-000234,-0.06353622116124691
ACH-000235,0.01752195763644464
ACH-000237,0.0228700150587828
ACH-000238,0.02387689471808323
ACH-000242,-0.35866261602442795
ACH-000243,0.04612488201599189
ACH-000244,0.030679238417575007
ACH-000246,0.05281108448606299
ACH-000248,0.1433153983527965
ACH-000250,0.017921506294000984
ACH-000251,-0.13097883267036153
ACH-000252,0.12019548367941195
ACH-000253,-0.04417458467646729
ACH-000255,0.11405101763412165
ACH-000256,0.2006491777777443
ACH-000257,0.019704035540848312
ACH-000258,-0.09046680005697083
ACH-000259,-0.04468853023962155
ACH-000260,0.03916412483932373
ACH-000261,0.06417699549609586
ACH-000262,0.12645681884171905
ACH-000263,-0.2589203775062127
ACH-000264,0.030482157039074517
ACH-000265,-0.02079112833757601
ACH-000266,-0.013174473900901405
ACH-000272,-0.015158794245420912
ACH-000274,-0.1137588106818224
ACH-000277,-0.2904009433029366
ACH-000278,0.1371281773204715
ACH-000279,0.06527665079243755
ACH-000280,0.0817776106230292
ACH-000281,0.010195296902106618
ACH-000288,0.01594705811357331
ACH-000291,-0.04169680232905448
ACH-000293,-0.1625692513556485
ACH-000294,-0.1420575737598876
ACH-000295,0.1852398726476593
ACH-000296,0.16821743508753464
ACH-000302,0.04503265847896578
ACH-000304,0.010523839013675212
ACH-000307,0.01004961239219505
ACH-000308,-0.0077815466596068816
ACH-000310,-0.02324214921241121
ACH-000311,-0.056079368634462085
ACH-000312,-0.08930634739358805
ACH-000315,-0.09306589671037284
ACH-000316,0.12661537351012211
ACH-000317,0.042766797474913014
ACH-000318,0.05895697077737488
ACH-000319,0.1068048238897898
ACH-000320,-0.0509010824942825
ACH-000322,0.1036533750726647
ACH-000323,0.008168919350103188
ACH-000324,0.023196466466234304
ACH-000329,0.006257821112509257
ACH-000330,0.1140489796068665
ACH-000331,0.08232876383133858
ACH-000332,-0.06392243657823292
ACH-000334,0.10956267398280696
ACH-000335,-0.2309852774820545
ACH-000336,-0.3349072268175816
ACH-000337,-0.07818498982245639
ACH-000338,0.11992439402148232
ACH-000339,0.14945208726281164
ACH-000341,-0.17926901507166865
ACH-000348,0.11292900065594555
ACH-000350,-0.06342197556974771
ACH-000352,0.025785746751486118
ACH-000356,-0.18299543004233945
ACH-000361,0.059533562419768114
ACH-000362,0.05193368768726556
ACH-000363,0.005331103306092373
ACH-000364,0.061026668201985025
ACH-000365,-0.05235031744788032
ACH-000366,0.05009964321020224
ACH-000368,0.021214471347881105
ACH-000374,-0.025857638457607846
ACH-000375,0.2434828067825357
ACH-000376,-0.11972785126650265
ACH-000381,0.17925835457810554
ACH-000383,0.05462444010110869
ACH-000387,0.11614500548595925
ACH-000389,-0.0459873597708738
ACH-000390,0.13601452708674167
ACH-000393,-0.011792475234722485
ACH-000395,-0.09553855128257704
ACH-000396,0.15110733818883995
ACH-000397,0.05344602415342023
ACH-000401,-0.05997035093568168
ACH-000402,-0.06534560716953597
ACH-000403,-0.0954608784414594
ACH-000404,-0.16611723899106087
ACH-000406,0.020613921116434283
ACH-000407,0.05803786685890549
ACH-000408,-0.019115340666746788
ACH-000410,0.07737272014317434
ACH-000411,-0.05162450510494949
ACH-000414,0.008204555954542328
ACH-000415,0.07984683891775006
ACH-000416,0.027948873190463564
ACH-000420,0.03161295411471858
ACH-000421,0.0912582820971059
ACH-000424,0.11181725361601078
ACH-000425,-0.08476614521015431
ACH-000426,-0.16476687203399315
ACH-000427,-0.011080894270576768
ACH-000433,0.12968511143964204
ACH-000435,0.10723403574402987
ACH-000436,0.16015937247740594
ACH-000444,-0.021050166637433376
ACH-000445,0.0767381173661022
ACH-000448,0.1454738760385957
ACH-000450,0.2421961114014448
ACH-000452,0.005643541301495841
ACH-000454,0.18386744115634213
ACH-000458,0.1303737916596532
ACH-000459,0.2535405101239425
