,TG (7038)
ACH-000004,0.0384584034379483
ACH-000005,0.2087073457588527
ACH-000007,0.07523188685410474
ACH-000009,0.13714891398598686
ACH-000011,-0.015275971688288504
ACH-000012,0.012794502491932131
ACH-000013,0.08967442052574834
ACH-000014,-0.02388183129179637
ACH-000015,0.11426901259700685
ACH-000017,0.08548320915659316
ACH-000018,0.14113012849908926
ACH-000019,0.10350940099918304
ACH-000021,0.08079692947526597
ACH-000022,0.004834212019796352
ACH-000025,0.054844374598891264
ACH-000028,0.0702755027520438
ACH-000030,0.1286938941025917
ACH-000035,-0.017850321235521792
ACH-000036,0.13178199004365504
ACH-000037,0.002284506218676464
ACH-000039,-0.3554027053507213
ACH-000040,0.11841061836213401
ACH-000041,0.0005737544566507616
ACH-000042,0.006494725746258414
ACH-000045,-0.03979659953126135
ACH-000047,0.1597039042852235
ACH-000052,-0.09219867301967866
ACH-000053,0.017818396031514475
ACH-000054,0.012976908851782484
ACH-000055,-0.05874088177307226
ACH-000060,-0.0951877724041698
ACH-000067,-0.024611735131401063
ACH-000070,-0.2201403797759926
ACH-000075,-0.06121398965326784
ACH-000078,0.13728142945094954
ACH-000082,-0.040195119851059814
ACH-000085,-0.04579069011636923
ACH-000086,0.16892869480445702
ACH-000087,-0.10577898891512123
ACH-000092,0.03238794904371881
ACH-000095,0.09860054446534404
ACH-000097,0.1431235039759412
ACH-000098,0.020088127992919768
ACH-000099,0.14590241172042967
ACH-000108,0.030408505203399737
ACH-000113,-0.11041773558553647
ACH-000116,0.02407826441157634
ACH-000118,-0.2849326949790011
ACH-000120,-0.03828017320857955
ACH-000123,-0.045651294249282284
ACH-000127,0.016987330079229954
ACH-000128,0.06170497784412035
ACH-000132,0.042553253175937916
ACH-000133,0.09832153614761162
ACH-000137,0.035581670974314625
ACH-000138,-0.0935594391507569
ACH-000142,0.0517743072251727
ACH-000143,0.0911106427476898
ACH-000146,0.01028485300674336
ACH-000148,0.02444326667920044
ACH-000150,-0.3714807095405604
ACH-000152,-0.11520502904379472
ACH-000153,-0.06873212536093458
ACH-000159,0.10306264257145847
ACH-000160,0.16028507770324898
ACH-000163,-0.08243532048829341
ACH-000167,0.11013465106842588
ACH-000168,-0.0849967446923251
ACH-000169,0.0071591560521085595
ACH-000178,-0.06207343948691525
ACH-000183,-0.040871548692217916
ACH-000188,-0.0945008741511589
ACH-000189,0.12176464078132215
ACH-000190,-0.10102830268471412
ACH-000198,-0.022722885726175937
ACH-000203,0.7841696726359877
ACH-000204,0.09751300970448476
ACH-000206,0.20526417306519704
ACH-000207,0.026322579795605712
ACH-000208,0.0019495409093710067
ACH-000210,-0.2269039778669404
ACH-000211,0.00471187034622228
ACH-000215,0.02418564993118358
ACH-000221,0.0072107259612301435
ACH-000222,0.13672603529843094
ACH-000223,-0.0809460976527044
ACH-000226,-0.14688606439645094
ACH-000227,-0.01378885052961105
ACH-000228,0.11514064617684715
ACH-000231,-0.07076401902162109
ACH-000232,-0.020958879271054016
ACH-000233,0.17148011350622105
ACH-000234,-0.1162527331207538
ACH-000235,-0.06203514422279172
ACH-000237,0.035456499719943316
ACH-000238,-0.08642018776226779
ACH-000242,-0.10833558476526606
ACH-000243,-0.04479947886692536
ACH-000244,-0.21353529619769
ACH-000246,0.006777815259399707
ACH-000248,0.0848868315363131
ACH-000250,-0.02833294306474597
