,KATNBL1 (79768)
ACH-000004,-0.053066760304534666
ACH-000005,-0.021770034810883482
ACH-000007,0.13155233352670798
ACH-000009,-0.03727002650540534
ACH-000011,0.2203082162031985
ACH-000012,0.14436195487878795
ACH-000013,0.10849416454300423
ACH-000014,0.0018542052204681648
ACH-000015,0.10045801041688374
ACH-000017,0.02665220642366413
ACH-000018,0.2948853114209198
ACH-000019,0.12592611711350654
ACH-000021,0.0990720684274354
ACH-000022,-0.07238486185259488
ACH-000025,-0.10533726437951166
ACH-000028,0.09989606660915946
ACH-000030,0.1295170166610109
ACH-000035,0.1683760370163228
ACH-000036,0.07381894264742768
ACH-000037,0.19399394004436568
ACH-000039,0.05211860756528282
ACH-000040,0.14214960326980974
ACH-000041,0.044862326477048256
ACH-000042,0.08445885698431778
ACH-000045,0.12464544417059187
ACH-000047,0.09783776577743901
ACH-000052,-0.040159635485613576
ACH-000053,0.10552255852772124
ACH-000054,0.03183116151544225
ACH-000055,-0.057307125734968226
ACH-000060,-0.0024179528780333397
ACH-000067,0.0169857499978687
ACH-000070,0.141536430279846
ACH-000075,0.100599144010104
ACH-000078,0.0971743226949126
ACH-000082,0.14236655778996662
ACH-000085,0.25844806511097124
ACH-000086,0.029099934298053368
ACH-000087,-0.011651815057037128
ACH-000092,0.001535582551334979
ACH-000095,-0.00472381347744124
ACH-000097,0.026244955970695944
ACH-000098,0.14557278523408196
ACH-000099,-0.021439768608718025
ACH-000108,0.1674323746926131
ACH-000113,-0.021082156841046674
ACH-000116,0.05201839938480393
ACH-000118,0.11015920520735574
ACH-000120,0.007738557932778616
ACH-000123,0.04708685704488939
ACH-000127,0.0353170979593722
ACH-000128,0.05254882343513762
ACH-000132,-0.03339257048762444
ACH-000133,0.0473256370921858
ACH-000137,0.1828512741000567
ACH-000138,0.1111726821029359
ACH-000142,0.0582058155351864
ACH-000143,0.04106712654651328
ACH-000146,0.06346560209260496
ACH-000148,0.12248884400543453
ACH-000150,0.07519697493928396
ACH-000152,0.10639632514667206
ACH-000153,-0.058758196238035014
ACH-000159,0.041041071414720125
ACH-000160,0.02522241039668834
ACH-000163,0.13002191525038553
ACH-000167,-0.2650139453447531
ACH-000168,0.0009153311153743328
ACH-000169,0.04435620632714838
ACH-000178,0.19207448373675945
ACH-000183,0.049657912437178126
ACH-000188,0.08913712527110003
ACH-000189,0.11766388274674408
ACH-000190,0.040917644279970834
ACH-000198,0.004709934254599818
ACH-000203,-0.029381303392453626
ACH-000204,-0.4092913805227011
ACH-000206,0.21372511222834184
ACH-000207,0.23419028169591866
ACH-000208,-0.023411191535201437
ACH-000210,-0.0960203765796338
ACH-000211,0.0141889138385572
ACH-000215,0.1398232288128864
ACH-000221,-0.20685913186708504
ACH-000222,0.08645040215230303
ACH-000223,0.06785674170466273
ACH-000226,0.09622126491912032
ACH-000227,-0.05624026187730647
ACH-000228,0.07347779127061409
ACH-000231,0.11957358020628032
ACH-000232,0.12579001867905826
ACH-000233,0.06814570442957239
ACH-000234,-0.011833510655101513
ACH-000235,0.09685085139317567
ACH-000237,0.06776062679188566
ACH-000238,0.07773067229987451
ACH-000242,0.12278825214630668
ACH-000243,-0.043188178897565564
ACH-000244,-0.1523802546386101
ACH-000246,0.10530096770847976
ACH-000248,0.0929256736902728
ACH-000250,0.04895496802246823
ACH-000251,0.04724218063323008
ACH-000252,0.28126700035228996
ACH-000253,0.13455196262578745
ACH-000255,0.04594032917592067
ACH-000256,0.025385726217150267
ACH-000257,0.07881861185033576
ACH-000258,0.042658871347788035
ACH-000259,0.1469433149958888
ACH-000260,0.13277106708251826
ACH-000261,-0.004143329340956785
ACH-000262,0.1794873809850568
ACH-000263,0.10200099581804033
ACH-000264,0.033598387911433755
