,POTED (317754)
ACH-000004,0.05404190314749046
ACH-000005,0.010145607879798957
ACH-000007,0.0015828192790069185
ACH-000009,0.04406808408232694
ACH-000011,0.0639754134519064
ACH-000012,-0.06304841197525123
ACH-000013,0.08967025761833346
ACH-000014,0.23747634031679346
ACH-000015,-0.03344985459192275
ACH-000017,0.13718261603754972
ACH-000018,-0.29543554430049024
ACH-000019,0.018687980777745524
ACH-000021,-0.011401435719521279
ACH-000022,0.026348940249669852
ACH-000025,0.019004782448558542
ACH-000028,-0.04920596097371411
ACH-000030,-0.06175119692059286
ACH-000035,0.02903940060369692
ACH-000036,-0.02024851803521496
ACH-000037,-0.02834908957142048
ACH-000039,0.026628520473135117
ACH-000040,0.03140318060104083
ACH-000041,0.15425703398383234
ACH-000042,0.0056879507510276895
ACH-000045,-0.031177829963756943
ACH-000047,0.002037949288052949
ACH-000052,-0.11959136079416414
ACH-000053,0.04051593539052722
ACH-000054,-0.02054082270119581
ACH-000055,0.17590226563509925
ACH-000060,-0.03529933945958893
ACH-000067,0.11769521531234067
ACH-000070,-0.0207591350201721
ACH-000075,0.08523852261045736
ACH-000078,0.03600355690158473
ACH-000082,-0.04987499389986011
ACH-000085,-0.039330800080372055
ACH-000086,0.1444753500994249
ACH-000087,-0.12592199801019402
ACH-000092,0.05818946468469264
ACH-000095,0.03288145534830933
ACH-000097,-0.012372060437306627
ACH-000098,0.1145877784998282
ACH-000099,-0.09328583783625972
ACH-000108,0.0514001238497417
ACH-000113,0.058803108005797765
ACH-000116,0.06776502797079248
ACH-000118,0.1053192566971403
ACH-000120,-0.022821109110372627
ACH-000123,-0.0714666594783401
ACH-000127,-0.020849119057739257
ACH-000128,0.2454810928193562
ACH-000132,-0.13558769699461673
ACH-000133,0.04780373059881994
ACH-000137,-0.06451276859355022
ACH-000138,0.06908992647193306
ACH-000142,0.11031002419815376
ACH-000143,-0.08391641160556741
ACH-000146,-0.04893312279671329
ACH-000148,-0.09517351049047924
ACH-000150,0.0375325054181743
ACH-000152,-0.08284434502061723
ACH-000153,0.13214839742803414
ACH-000159,0.046900881064629474
