,HPX (3263)
ACH-000004,0.15048075131890076
ACH-000005,0.2220069850791907
ACH-000007,-0.018264119226330502
ACH-000009,0.013691986570953073
ACH-000011,0.07675735757506615
ACH-000012,0.01230251086097361
ACH-000013,0.013538592827303738
ACH-000014,-0.12935833208020012
ACH-000015,0.008960389295061716
ACH-000017,0.13036766829613938
ACH-000018,-0.2325058821180104
ACH-000019,0.1573877063409997
ACH-000021,-0.04199747595248174
ACH-000022,0.0877298273154211
ACH-000025,0.0158401808389036
ACH-000028,0.09401935988072188
ACH-000030,-0.12451080647094
ACH-000035,-0.04039315747305555
ACH-000036,0.07356942715399281
ACH-000037,0.030581927771031574
ACH-000039,-0.09753610162328212
ACH-000040,0.04045757863296683
ACH-000041,-0.03624354066660337
ACH-000042,-0.028108312650865844
ACH-000045,0.08093334781474619
ACH-000047,0.0811476714435383
ACH-000052,-0.006728447126653232
ACH-000053,0.0020236019114630906
ACH-000054,0.05272207794421994
ACH-000055,-0.1539500492749587
ACH-000060,0.020438485308755375
ACH-000067,0.0288636633367058
ACH-000070,0.005632155859072095
ACH-000075,-0.028913962871604294
ACH-000078,0.0232142227303798
ACH-000082,0.10320664123302184
ACH-000085,0.16081499277830666
ACH-000086,0.04229825371465717
ACH-000087,0.028247218296492217
ACH-000092,0.0600855675555612
ACH-000095,0.05523615601911597
ACH-000097,0.025323748801541618
ACH-000098,0.023508699220401386
ACH-000099,-0.0300310226098204
ACH-000108,-0.06707995979710271
ACH-000113,-0.008856694569418634
ACH-000116,0.04596083241445665
ACH-000118,0.05636190707606915
ACH-000120,0.031680611335136215
ACH-000123,0.09390785808464024
ACH-000127,-0.05316907228488253
ACH-000128,0.12096925964356345
ACH-000132,-0.04903356509054658
ACH-000133,0.01632992043098613
ACH-000137,0.08028396039867762
ACH-000138,-0.13054170515796704
ACH-000142,0.13744244250747584
ACH-000143,0.16708028924548698
ACH-000146,0.0009595115759142381
ACH-000148,0.0658901767241072
ACH-000150,-0.06695758370110984
ACH-000152,-0.007996272885020859
ACH-000153,0.14584163929496102
ACH-000159,-0.010961718893963012
ACH-000160,0.06694476439060335
ACH-000163,0.00208060546375691
ACH-000167,-0.144745267000719
ACH-000168,0.0673988519368613
ACH-000169,0.06437985536318129
ACH-000178,-0.07585778515629049
ACH-000183,-0.02242079413080656
ACH-000188,0.06371306919046671
ACH-000189,-0.15644554219087006
ACH-000190,-0.09267203197999077
ACH-000198,0.057713300464017736
ACH-000203,0.18495059519854207
ACH-000204,0.018907731626997062
ACH-000206,-0.0060943212939988285
ACH-000207,0.11978243273846766
ACH-000208,0.1873550850313395
ACH-000210,-0.05025500184417293
ACH-000211,0.07509999475474001
ACH-000215,-0.02504365068605604
ACH-000221,-0.02274393511757733
ACH-000222,0.1463571090092158
ACH-000223,0.06110130732555213
ACH-000226,0.08327700355116413
ACH-000227,0.034817243901315624
ACH-000228,0.1351685567964022
ACH-000231,0.07945261632984202
ACH-000232,-0.00985100930196423
ACH-000233,0.1114062195047662
ACH-000234,0.08649944171628869
ACH-000235,0.03281517273707034
ACH-000237,-0.0454208815185836
ACH-000238,0.05564267128916588
ACH-000242,0.19559246290455046
ACH-000243,0.07905792316857485
ACH-000244,-0.05088924265880939
ACH-000246,0.08308723910532227
ACH-000248,0.10235021293591012
ACH-000250,0.08414826108244926
ACH-000251,0.21804200730948414
ACH-000252,-0.13439859255251416
ACH-000253,0.02986869264470252
ACH-000255,0.0859964351757396
ACH-000256,-0.14742368745601336
ACH-000257,-0.21148622113149784
ACH-000258,-0.19300588052067325
ACH-000259,0.03316485911416649
ACH-000260,-0.042096314369471685
ACH-000261,-0.1066458125023658
ACH-000262,0.09829676802969674
ACH-000263,-0.06693773781190995
ACH-000264,0.14745706665890027
ACH-000265,0.033086521143545836
ACH-000266,0.0631597582659756
ACH-000272,-0.037395571256568616
ACH-000274,-0.0013920158250818402
ACH-000277,0.0342200707317296
ACH-000278,-0.08952233291054973
ACH-000279,0.027678003179791657
ACH-000280,-0.0033997323874588817
ACH-000281,-0.029551085131027874
ACH-000288,0.0513825068353844
ACH-000291,-0.0521977954679755
ACH-000293,-0.10380652484379586
ACH-000294,0.15881287144278725
ACH-000295,-0.08935110042865049
ACH-000296,-0.004804853566395631
ACH-000302,0.10041047542632306
ACH-000304,-0.0453477106660554
ACH-000307,-0.015556411179399984
ACH-000308,0.046290336462826286
ACH-000310,-0.08384448679141755
