,SLC51B (123264)
ACH-000004,0.0035800226044116687
ACH-000005,-0.07306026994065397
ACH-000007,0.04856717114800185
ACH-000009,-0.10024435431691248
ACH-000011,-0.053128925512696684
ACH-000012,-0.1440548526310269
ACH-000013,-0.20172924467261766
ACH-000014,-0.2319519797808424
ACH-000015,-0.09441188450211788
ACH-000017,-0.03882925041900042
ACH-000018,-0.11654350624232925
ACH-000019,0.06170939388641924
ACH-000021,-0.032999887361214265
ACH-000022,-0.280854622012057
ACH-000025,-0.06757089583410841
ACH-000028,-0.04277647721201998
ACH-000030,-0.08234946516686989
ACH-000035,-0.19799296312136308
ACH-000036,0.04423745226882633
ACH-000037,0.02769426430471713
ACH-000039,-0.16879472499868753
ACH-000040,0.059424652939962734
ACH-000041,-0.3204064814434953
ACH-000042,-0.075102761493133
ACH-000045,-0.010565806956741534
ACH-000047,-0.13510143761937862
ACH-000052,-0.11276405510963125
ACH-000053,-0.09453506262183932
ACH-000054,-0.0998642866193856
ACH-000055,-0.23110124125931014
ACH-000060,-0.08786421281868294
ACH-000067,-0.10475828853512087
ACH-000070,-0.028777205115669956
ACH-000075,-0.2686975548262993
ACH-000078,-0.2357131377709753
ACH-000082,-0.0537384856875509
ACH-000085,-0.1217040225066626
ACH-000086,-0.13041585709868514
ACH-000087,-0.14273426634049524
ACH-000092,-0.1069313512711566
ACH-000095,-0.09247430407302974
ACH-000097,-0.08551729049712181
ACH-000098,0.03718141852697356
ACH-000099,-0.2261800761022545
ACH-000108,-0.008358774175018102
ACH-000113,-0.11890641669420934
ACH-000116,-0.2581238623626487
ACH-000118,-0.03964894143184482
ACH-000120,-0.25844416315934804
ACH-000123,-0.17798309199473528
ACH-000127,-0.02526028137076357
ACH-000128,-0.01379297152268591
ACH-000132,-0.15696858610792552
ACH-000133,-0.09498860573204283
ACH-000137,0.012697287147177171
ACH-000138,-0.004528005991498123
ACH-000142,-0.06647929064194619
ACH-000143,-0.21855006565939333
ACH-000146,-0.10412645053416276
ACH-000148,-0.2933930168079016
ACH-000150,-0.04793783014834736
ACH-000152,-0.11414213140965898
ACH-000153,-0.2027599348778117
ACH-000159,-0.00035958789526084373
ACH-000160,-0.05692917334810407
ACH-000163,-0.07684992024713974
ACH-000167,0.2683029017291537
ACH-000168,-0.032172648155084325
ACH-000169,-0.08134972453996205
ACH-000178,-0.07344509735049512
ACH-000183,0.07184951764762683
ACH-000188,0.023064664123751445
ACH-000189,-0.25293823115609826
ACH-000190,-0.04736317177021935
ACH-000198,-0.08181524080035564
ACH-000203,-0.5016995949327956
ACH-000204,-0.11214766058233676
ACH-000206,-0.10416260410622033
ACH-000207,-0.06617980457199936
ACH-000208,-0.06528328672836793
ACH-000210,-0.041589960380137736
ACH-000211,0.00982791809024194
ACH-000215,-0.093200322387242
ACH-000221,-0.08827662653303041
ACH-000222,0.06121197555525069
ACH-000223,-0.04887714505666395
ACH-000226,-0.22216069508934352
ACH-000227,-0.2381980701176428
ACH-000228,-0.022938984264795008
ACH-000231,-0.18040927238523136
ACH-000232,-0.05820938379961069
ACH-000233,-0.013545223868870318
ACH-000234,-0.11174634930892498
ACH-000235,-0.07718419878617233
ACH-000237,-0.14593637001770585
ACH-000238,-0.11524443175259035
ACH-000242,-0.3034728843881576
ACH-000243,-0.13802597436605304
ACH-000244,0.11915209376126565
ACH-000246,-0.09284832517132093
ACH-000248,-0.039329090715348
ACH-000250,-0.08851593097430356
ACH-000251,-0.14664846795494568
ACH-000252,-0.19797930451415047
ACH-000253,-0.12310696944319975
ACH-000255,-0.07229849100697441
ACH-000256,-0.12749201726718926
ACH-000257,-0.20076962681401064
ACH-000258,-0.2684464262191417
ACH-000259,-0.08127028440821278
ACH-000260,-0.1215047937573928
ACH-000261,-0.08025819872398786
ACH-000262,-0.26461226817847033
ACH-000263,-0.06150542750430111
ACH-000264,-0.1282727349292511
ACH-000265,-0.3224913034092651
ACH-000266,-0.08815607136960217
ACH-000272,-0.10760593149734596
ACH-000274,-0.14590302945551153
ACH-000277,-0.07796712970566694
ACH-000278,-0.10975474861803472
ACH-000279,-0.13500777373773235
ACH-000280,-0.1125530331952699
ACH-000281,-0.27203884634038217
ACH-000288,-0.13910328305518754
ACH-000291,-0.1134349146554382
ACH-000293,-0.01081138468649048
ACH-000294,-0.23199112576797404
ACH-000295,0.0546021006603949
ACH-000296,-0.03034026297913279
ACH-000302,-0.1950825376174169
ACH-000304,-0.4082033435117902
ACH-000307,-0.19241974451218327
ACH-000308,-0.05495057535183586
ACH-000310,-0.13714002380636292
ACH-000311,-0.15417194257034533
ACH-000312,-0.1424727973212577
ACH-000315,-0.20437319556585312
ACH-000316,-0.06529710100718948
ACH-000317,-0.051231733597658216
ACH-000318,-0.1267552858595814
ACH-000319,-0.06285341699443106
ACH-000320,-0.042303742009059536
ACH-000322,-0.09001398582115322
ACH-000323,0.20065974495989414
ACH-000324,-0.027630716777581416
ACH-000329,-0.06026451584546376
ACH-000330,-0.03305597654495205
ACH-000331,-0.06660448081964702
ACH-000332,-0.0666828088570414
ACH-000334,-0.051740313229454285
ACH-000335,-0.16563716066322165
ACH-000336,-0.08300556470826688
ACH-000337,0.09113285490770807
ACH-000338,0.16299591222407084
ACH-000339,-0.05791265277534933
ACH-000341,-0.08604965386230877
ACH-000348,-0.13085994726074548
ACH-000350,-0.21637005397012013
ACH-000352,-0.18809328544621892
ACH-000356,-0.052136302206939385
ACH-000361,0.007194629211478881
ACH-000362,-0.05166722363098068
ACH-000363,-0.14728920837301168
ACH-000364,-0.3170418399199945
ACH-000365,-0.13074848669037942
ACH-000366,-0.16063786280741602
ACH-000368,-0.11684372355565815
ACH-000374,-0.23187823255471254
ACH-000375,0.06804636039879422
ACH-000376,-0.16974526404561768
ACH-000381,-0.17996024810944972
ACH-000383,-0.05576584974612812
ACH-000387,-0.27003872115563154
ACH-000389,-0.15722659616234394
ACH-000390,-0.07005631766283023
ACH-000393,0.10227599778234744
ACH-000395,-0.17502424727541982
ACH-000396,-0.12998147012553365
ACH-000397,-0.06469937605325435
ACH-000401,0.10447084685219417
ACH-000402,0.12278244798892644
ACH-000403,-0.13438129323852413
ACH-000404,-0.0079306154627278
ACH-000406,-0.1184972834472518
ACH-000407,-0.18083413381815505
ACH-000408,-0.2678318270917237
ACH-000410,-0.1626615545957235
ACH-000411,-0.002227252538447565
ACH-000414,0.0026140833202441924
ACH-000415,-0.13561713020958496
ACH-000416,-0.09852738952374908
ACH-000420,-0.2507881591226323
ACH-000421,-0.13191541041450885
ACH-000424,0.019257868488953764
ACH-000425,-0.034319790389976346
ACH-000426,-0.028471181962944687
ACH-000427,-0.0799291083972266
ACH-000433,0.019032617551591958
ACH-000435,-0.17741319147058832
ACH-000436,-0.02215209578647604
ACH-000444,-0.038362253341916466
ACH-000445,-0.09518619678063944
ACH-000448,-0.14239187014584967
ACH-000450,-0.11130938501427597
ACH-000452,-0.13127433861959226
ACH-000454,-0.07254055927214026
ACH-000458,0.02018388150943185
ACH-000459,-0.0444241519500642
ACH-000460,-0.13124136970688188
ACH-000461,-0.001107084266880481
ACH-000463,0.09396123486094908
ACH-000464,-0.2142110825103802
ACH-000466,-0.0541614121644234
ACH-000467,-0.09314355396000597
ACH-000468,-0.2305720982823953
ACH-000469,-0.09337036142386193
ACH-000470,-0.1004679149290941
ACH-000471,-0.08062012339646564
ACH-000472,-0.07718936598904108
ACH-000473,-0.1831323112025105
ACH-000475,-0.02148801163890757
ACH-000476,0.006217711882783775
ACH-000477,-0.08029486295571657
ACH-000479,-0.22599236180505
ACH-000480,-0.05728588150689691
ACH-000481,-0.042961428586675315
ACH-000483,-0.16772347690432554
ACH-000484,0.04289273954998267
ACH-000485,-0.20430191409921292
ACH-000486,-0.24959823723827704
ACH-000487,-0.158962290394164
ACH-000488,-0.025141714422599628
ACH-000490,-0.06673141418402209
ACH-000491,-0.21787765757346456
ACH-000495,-0.3108743195595444
ACH-000496,-0.1559526131287392
ACH-000499,-0.12454220058358237
ACH-000500,-0.26550904980158946
ACH-000502,0.06720080525899741
ACH-000503,0.34486701901321026
ACH-000505,-0.16607253278209078
ACH-000507,-0.12123757936090718
ACH-000510,-0.10047241755691368
ACH-000511,-0.08462690931918272
ACH-000512,-0.20875545886328692
ACH-000516,-0.14596302531548885
ACH-000517,-0.08098224848801347
ACH-000518,-0.027502922929744898
ACH-000520,-0.15853183974482332
ACH-000521,-0.05137649443897322
ACH-000522,-0.2866403716377939
ACH-000524,-0.06052737954843285
ACH-000527,-0.2309111933227867
ACH-000528,-0.09398747856552273
ACH-000537,-0.1200686230944082
ACH-000541,-0.16987034433510353
ACH-000542,-0.07211847202039111
ACH-000544,-0.0688402089486517
ACH-000545,-0.01971611010539276
ACH-000547,0.2090206874146638
ACH-000548,-0.20880311238140647
ACH-000549,-0.027613742302981456
ACH-000550,-0.06959867724349361
ACH-000552,-0.0022828188198901747
ACH-000556,-0.1650837503716602
ACH-000557,-0.10457783332416297
ACH-000569,-0.061725177567183084
ACH-000570,-0.18608300777117745
ACH-000571,-0.05513023945023012
ACH-000573,-0.05533687927362321
ACH-000576,-0.2112657180672104
ACH-000579,0.021501735061607987
ACH-000580,-0.131637421061003
ACH-000584,0.0004797639278166677
ACH-000585,-0.09396206582093412
ACH-000588,-0.13668155894262454
ACH-000589,0.02573362887995034
ACH-000591,-0.05541887532009369
