,DRAM2 (128338)
ACH-000004,0.002608801305700729
ACH-000005,-0.25562280449820196
ACH-000007,-0.14548710248308028
ACH-000009,-0.23503496966628945
ACH-000011,-0.15289193116490105
ACH-000012,-0.08027174091028705
ACH-000013,-0.15054750939438394
ACH-000014,-0.1326659439683182
ACH-000015,-0.1460626284936042
ACH-000017,-0.06925425612535334
ACH-000018,-0.09392652396829393
ACH-000019,-0.3968914950672934
ACH-000021,-0.1043557612589866
ACH-000022,-0.09588902055959664
ACH-000025,-0.3007215913949949
ACH-000028,-0.28051869787345435
ACH-000030,-0.2302318994197209
ACH-000035,-0.3376433950879389
ACH-000036,-0.17377412994135624
ACH-000037,-0.17682182013200345
ACH-000039,-0.06463430052015616
ACH-000040,-0.27263463661156345
ACH-000041,-0.14479360883000375
ACH-000042,-0.12551028617381904
ACH-000045,0.1544311101725412
ACH-000047,-0.08688497111115935
ACH-000052,-0.10795585417067782
ACH-000053,-0.19795358124410264
ACH-000054,-0.1869829631470215
ACH-000055,-0.11294746632997678
ACH-000060,-0.1630350515245575
ACH-000067,-0.234251049307838
ACH-000070,-0.15225114717565896
ACH-000075,-0.08633330338734628
ACH-000078,-0.2410787252127795
ACH-000082,-0.1827223341967472
ACH-000085,-0.2012772984406712
ACH-000086,-0.16757249781884687
ACH-000087,0.047357216672008456
ACH-000092,-0.2962998155057968
ACH-000095,-0.1501554165633481
ACH-000097,-0.16582059581087286
ACH-000098,-0.04710354463080895
ACH-000099,-0.049820528882893365
ACH-000108,-0.08567473233134168
ACH-000113,-0.035844434275217434
ACH-000116,-0.005963690776500062
ACH-000118,-0.17203850890876862
ACH-000120,-0.056876727679396666
ACH-000123,-0.136940372597582
ACH-000127,-0.21304465902172606
ACH-000128,-0.12482395171019142
ACH-000132,-0.22547555735982955
ACH-000133,-0.2794854383951922
ACH-000137,-0.2752815168798599
ACH-000138,-0.08760338949232352
ACH-000142,-0.1225397513552416
ACH-000143,0.02767174350518491
ACH-000146,-0.029989054812859142
ACH-000148,-0.19033858381482907
ACH-000150,0.07279769199099842
ACH-000152,-0.28097710872686504
ACH-000153,-0.2678344606060596
ACH-000159,-0.08273435328036581
ACH-000160,-0.2077976249062616
ACH-000163,-0.14427799525564636
ACH-000167,-0.4562218257240911
ACH-000168,-0.07012121149979877
ACH-000169,-0.20101706951507572
ACH-000178,-0.052046296763801375
ACH-000183,-0.36564153558261137
ACH-000188,-0.040715377978522364
ACH-000189,-0.14657250419100634
ACH-000190,-0.3318636173551117
ACH-000198,-0.1436342866908686
ACH-000203,-0.7411818646647764
ACH-000204,-0.2088994281864633
ACH-000206,-0.34126166715321804
ACH-000207,-0.2455283332889453
ACH-000208,-0.4166202971385181
ACH-000210,-0.16800453892038172
ACH-000211,-0.15873800356591772
ACH-000215,-0.1709640310018581
ACH-000221,-0.12453117826215734
ACH-000222,-0.038682686140086436
ACH-000223,-0.2256976877940569
ACH-000226,-0.0949186897031375
ACH-000227,-0.32620338950949457
ACH-000228,-0.3142907027665049
ACH-000231,-0.14862110214009708
ACH-000232,-0.21839704900541346
ACH-000233,-0.02064595162277106
ACH-000234,-0.07983347956435992
ACH-000235,-0.18402442807126634
ACH-000237,-0.2015843073925558
ACH-000238,-0.2821319371217756
ACH-000242,0.441167135154994
ACH-000243,-0.12960787649084124
ACH-000244,-0.14704698590496934
ACH-000246,-0.14758371900038555
ACH-000248,0.006183525876027808
ACH-000250,-0.1417907919911474
ACH-000251,-0.033627186298463334
ACH-000252,-0.13007388178044724
ACH-000253,-0.19025502768364466
ACH-000255,-0.2829353900360632
ACH-000256,-0.016183935717634934
ACH-000257,0.06587943149213976
ACH-000258,-0.0929009753934066
ACH-000259,-0.1705477618193752
ACH-000260,-0.05326340582027509
ACH-000261,-0.14852597266355588
ACH-000262,-0.08357425003075265
ACH-000263,-0.16603865410039903
ACH-000264,-0.008248407756649334
ACH-000265,-0.22022450876742652
ACH-000266,-0.036574894902930186
ACH-000272,-0.27365564718476953
ACH-000274,-0.15429551646942105
ACH-000277,-0.2702719215326897
ACH-000278,-0.10103365712748856
ACH-000279,-0.08557815077400713
ACH-000280,-0.1935421539595752
ACH-000281,-0.08214388516999696
ACH-000288,-0.13264482572694536
ACH-000291,-0.12834767339446804
ACH-000293,-0.09272375723203856
ACH-000294,-0.15511481647915476
ACH-000295,0.03351113397328411
ACH-000296,-0.24812510107246424
ACH-000302,-0.2323925109607937
ACH-000304,-0.35918707093963115
ACH-000307,-0.2428507499691065
ACH-000308,-0.1810795624493022
ACH-000310,-0.06047843605078609
ACH-000311,-0.0584467649349313
ACH-000312,-0.2219275403283392
ACH-000315,-0.07897359234051403
ACH-000316,-0.22195389185601386
ACH-000317,-0.13066306064474414
ACH-000318,-0.06068046839893972
ACH-000319,-0.11838650507938132
ACH-000320,-0.4246732437486789
ACH-000322,-0.12849608381782046
ACH-000323,-0.3290284971350396
ACH-000324,-0.02767018850875571
ACH-000329,-0.15383343959176005
ACH-000330,-0.25908463718371544
ACH-000331,-0.4144689151813352
ACH-000332,-0.2097827816845451
ACH-000334,0.0597951458832381
ACH-000335,-0.23788532417403305
ACH-000336,-0.2683048822741536
ACH-000337,-0.4071257232923399
ACH-000338,-0.044364597191253255
ACH-000339,-0.10717186599327262
ACH-000341,-0.2650111972032327
ACH-000348,-0.1173733978858454
ACH-000350,-0.03019220009966617
ACH-000352,-0.1289227978004109
ACH-000356,-0.2233473657733886
ACH-000361,-0.2689864812257204
ACH-000362,-0.15179156588197826
ACH-000363,-0.20316230890631928
ACH-000364,-0.03152559273805502
ACH-000365,-0.23500389494760415
ACH-000366,-0.04689197261116475
ACH-000368,-0.2955913141147565
ACH-000374,-0.18448731440951813
ACH-000375,-0.1535136740199279
ACH-000376,-0.19813399069500431
ACH-000381,-0.32424119396868595
ACH-000383,-0.15061329172645296
ACH-000387,-0.11932254733691768
ACH-000389,-0.11286118106729985
ACH-000390,-0.11213364023207358
ACH-000393,-0.2645168575230356
ACH-000395,-0.0990473056595519
ACH-000396,-0.10530956396771464
ACH-000397,-0.11868625125922187
ACH-000401,0.02997963175107132
ACH-000402,-0.09673495315156297
ACH-000403,-0.20605305174036206
ACH-000404,-0.06661642203932581
ACH-000406,-0.07974487688050681
ACH-000407,-0.10677621974084844
ACH-000408,-0.06112720606415852
ACH-000410,-0.19272706788723853
ACH-000411,-0.2097362532861026
ACH-000414,-0.12810090366408852
ACH-000415,-0.2452788645782161
ACH-000416,-0.27237033295617635
ACH-000420,-0.11144274499107834
ACH-000421,-0.1113663795215965
ACH-000424,-0.47003982306901204
ACH-000425,-0.13270511493229675
ACH-000426,-0.1498127448431926
ACH-000427,-0.21554338036438664
ACH-000433,-0.19853740033261527
ACH-000435,-0.11530815569792174
ACH-000436,-0.1055845411889035
ACH-000444,-0.16694599795100434
ACH-000445,-0.21908052014452006
ACH-000448,-0.1773402885846267
ACH-000450,-0.008837211783077038
ACH-000452,-0.13462677697390688
ACH-000454,-0.22426285136918125
ACH-000458,-0.19743582696887807
ACH-000459,0.10914012575010157
ACH-000460,-0.19331821295089088
ACH-000461,-0.3626133695374744
ACH-000463,-0.053659198699083324
ACH-000464,-0.2183787559314464
ACH-000466,-0.06694677454996625
ACH-000467,-0.09242168851980258
ACH-000468,-0.13968303885005082
ACH-000469,-0.03396613123688886
ACH-000470,-0.15039618560068452
ACH-000471,-0.09195988609204978
ACH-000472,-0.12356210869202852
ACH-000473,-0.12910505953877188
ACH-000475,-0.13843704674432786
ACH-000476,-0.15094997561608925
ACH-000477,0.0410105155225889
ACH-000479,-0.09050965310868277
ACH-000480,-0.051058780592610105
ACH-000481,-0.21646275266161236
ACH-000483,-0.1459214649820127
ACH-000484,-0.09829391390130003
ACH-000485,-0.3060364715828929
ACH-000486,-0.20799190147294014
ACH-000487,0.00410781381227539
ACH-000488,-0.23917194231271666
ACH-000490,-0.14694047501502774
ACH-000491,-0.19710049294254767
ACH-000495,-0.15647502557513668
ACH-000496,-0.27029973835578336
ACH-000499,-0.1586043436059265
ACH-000500,-0.6826330626603392
ACH-000502,-0.18709210410933175
ACH-000503,-0.13830659964607836
ACH-000505,-0.16114757959283058
ACH-000507,-0.15978721328772827
ACH-000510,-0.20857497456491686
ACH-000511,-0.13525323670395645
ACH-000512,-0.09129021648053463
ACH-000516,-0.2560955917640627
ACH-000517,-0.16329540850776753
ACH-000518,-0.09919925768127764
ACH-000520,-0.10085987687285076
ACH-000521,-0.11451986790562538
ACH-000522,-0.2779682229946199
ACH-000524,-0.15314053591699342
ACH-000527,-0.19634957073468112
ACH-000528,-0.03289719418528402
ACH-000537,-0.13762272317987384
ACH-000541,-0.4505496417532104
ACH-000542,-0.19113412624937912
ACH-000544,-0.266209768680618
ACH-000545,-0.34408305785769994
ACH-000547,-0.2951452323445461
ACH-000548,-0.09378438098784936
ACH-000549,-0.26306737601606345
ACH-000550,-0.0610082167666674
ACH-000552,-0.07904395979579527
ACH-000556,-0.15572642702566533
ACH-000557,-0.12782934590301276
ACH-000569,-0.3193151266754385
ACH-000570,-0.1145862789845108
ACH-000571,-0.06161026798912224
ACH-000573,-0.04076415524289581
ACH-000576,-0.16628276771463205
ACH-000579,-0.16807155703373994
ACH-000580,-0.11952869228768692
ACH-000584,-0.12612958026987134
ACH-000585,-0.15560523984710073
ACH-000588,0.029438412647262276
ACH-000589,-0.23810707370692105
ACH-000591,-0.12586161701137752
ACH-000593,-0.023950918758537627
ACH-000600,0.0001914873237474095
ACH-000601,-0.11943532664730035
ACH-000605,-0.365092355737998
ACH-000606,-0.11340853110531375
ACH-000608,-0.10820585488737863
ACH-000614,-0.18893014337605796
ACH-000616,-0.32143315739984657
ACH-000618,-0.06843322693209737
ACH-000619,-0.15730392515980382
ACH-000620,-0.08909181088842373
ACH-000621,-0.21056674342144288
ACH-000622,-0.08561423226044723
ACH-000623,-0.1479153699667939
ACH-000624,-0.11104851757413636
ACH-000627,-0.29387260851988584
ACH-000630,-0.14101275059664173
ACH-000631,0.2787257763120639
ACH-000632,-0.11034714103587323
ACH-000633,-0.13698473081243387
ACH-000637,-0.12156524352740734
ACH-000638,-0.1789760041947423
ACH-000646,0.0035847990057531
ACH-000647,-0.1418966895876294
ACH-000648,-0.1189307810507821
ACH-000649,-0.12779119767876992
ACH-000651,-0.15396033407224466
ACH-000652,-0.06504017078938769
ACH-000653,-0.2887322244985404
ACH-000657,-0.20017863809960795
ACH-000658,0.03397688563023763
ACH-000661,0.02684788272100173
ACH-000662,-0.10396633606451956
ACH-000663,-0.10855798310477056
ACH-000665,-0.1316651258273469
ACH-000671,-0.16288093994064531
ACH-000672,-0.050724893005885584
ACH-000673,-0.17499437514786811
ACH-000676,-0.145892063094943
ACH-000677,-0.02432080939177797
ACH-000681,-0.16576593166784612
ACH-000683,-0.12781124190169266
ACH-000684,-0.2426604057380753
ACH-000688,-0.4688847992128586
ACH-000693,-0.09861367483348048
ACH-000694,-0.2587387659530561
ACH-000695,-0.03119651786805705
ACH-000696,-0.18251570497866434
ACH-000697,-0.3193572056370892
ACH-000699,-0.18220480661570104
ACH-000701,-0.246780042987423
ACH-000706,-0.11664900034171707
ACH-000711,-0.19306057488053294
ACH-000713,-0.12600933705721165
ACH-000714,-0.1801974185400203
ACH-000718,-0.14925629787208725
ACH-000720,-0.039303298794031834
ACH-000721,-0.20371720713752128
ACH-000724,0.02829504543000225
ACH-000725,-0.06904997966614433
ACH-000732,-0.3669984598105484
ACH-000734,-0.1923368992474876
ACH-000735,-0.13571742143952212
ACH-000736,-0.3506589150679778
ACH-000738,-0.2082262705962223
ACH-000746,-0.06118553068352538
ACH-000747,-0.17833779158033444
ACH-000748,-0.1573470549533956
ACH-000753,-0.20670623486043208
ACH-000756,-0.2948049530319034
ACH-000757,-0.32083186283065274
ACH-000758,-0.1638448794984009
ACH-000760,-0.03177099670269571
ACH-000762,0.005715492738994687
ACH-000763,-0.18175647368815304
ACH-000764,-0.220678593942782
ACH-000765,-0.1754042227308731
ACH-000766,-0.06613913543519973
ACH-000767,-0.06929477411500956
ACH-000768,-0.1272780404693309
ACH-000769,0.06255596384603827
ACH-000770,-0.28229780077659483
ACH-000771,-0.18582086483723886
ACH-000773,-0.11173015787945093
ACH-000776,-0.07296533388574104
ACH-000777,-0.1441481355778516
ACH-000778,-0.20503437239919367
ACH-000781,-0.14644689210123693
ACH-000782,-0.16042249630482996
ACH-000783,-0.20415974723771171
ACH-000784,-0.08278398423885944
ACH-000785,-0.1980748044272965
ACH-000787,-0.08402286153709773
ACH-000788,-0.0727235099977493
ACH-000791,-0.2909638895816107
ACH-000792,-0.11592932425695725
ACH-000794,-0.2815285070754942
ACH-000796,-0.20071339509146985
ACH-000798,-0.1403497872793553
ACH-000799,-0.26029194824695245
ACH-000800,-0.10599063171615714
ACH-000802,-0.09440443198552252
ACH-000804,0.030212628705238036
ACH-000805,-0.15117009660774594
ACH-000809,-0.0973974460155806
ACH-000810,-0.2896444507067084
ACH-000811,-0.27849995920953696
ACH-000817,-0.06026640315155015
ACH-000819,-0.158073686011952
ACH-000820,-0.3099850532227803
ACH-000821,-0.2188919140469158
ACH-000822,-0.06976569695035081
ACH-000823,-0.11580951415051352
ACH-000824,-0.1097384764520087
ACH-000827,-0.07032681471390273
ACH-000829,-0.07215622348053054
ACH-000831,-0.368080539545765
ACH-000832,-0.3018786714496229
ACH-000833,-0.16680113316009584
ACH-000834,-0.1868298586271097
ACH-000835,-0.24768116339088145
ACH-000836,-0.1440177950322161
