,LSMEM1 (286006)
ACH-000004,0.02281229587706119
ACH-000005,0.016705364753305117
ACH-000007,-0.08750058704372496
ACH-000009,0.0068372344852497356
ACH-000011,-0.08119347321876202
ACH-000012,0.053482133218419034
ACH-000013,0.06352106056415502
ACH-000014,-0.21139626823323507
ACH-000015,0.045564169239543886
ACH-000017,-0.033395142712635266
ACH-000018,0.01867750364966316
ACH-000019,0.01923366511440905
ACH-000021,-0.14191214203493027
ACH-000022,-0.01405002917147768
ACH-000025,-0.17245580451833029
ACH-000028,-0.02814516077678532
ACH-000030,-0.00763940036120966
ACH-000035,0.10023949027213304
ACH-000036,-0.10371983302031998
ACH-000037,-0.19659763014667836
ACH-000039,0.05327046853759226
ACH-000040,0.01377573075475995
ACH-000041,-0.015523810702142498
ACH-000042,-0.0012042125633113616
ACH-000045,0.19236363195297806
ACH-000047,-0.1214945466437407
ACH-000052,0.1314407056471147
ACH-000053,0.04057776261454657
ACH-000054,-0.043867266208638615
ACH-000055,-0.1142794743526414
ACH-000060,0.026235676262962675
ACH-000067,-0.20923467865050197
ACH-000070,-0.03716755528475164
ACH-000075,0.07036919483413352
ACH-000078,-0.10556710745424217
ACH-000082,-0.13908060844923067
ACH-000085,-0.17889094307230727
ACH-000086,-0.018880814430321642
ACH-000087,-0.0080368732934027
ACH-000092,0.0644015948150858
ACH-000095,-0.013588836990976906
ACH-000097,-0.08248724314606383
ACH-000098,-0.029049209787983508
ACH-000099,-0.07403323021352498
ACH-000108,0.04003150177222573
ACH-000113,0.03699205948447897
ACH-000116,-0.0007754030418551306
ACH-000118,-0.08366193042290132
ACH-000120,-0.04644342843920952
ACH-000123,-0.11730802422646895
ACH-000127,-0.004369499895346487
ACH-000128,-0.12148480060350927
ACH-000132,0.044365249501539486
ACH-000133,0.06692196424167386
ACH-000137,0.03505765498538143
ACH-000138,-0.01364090055305798
ACH-000142,0.0003799212864787395
ACH-000143,-0.04515690054739992
ACH-000146,0.05154139511507647
ACH-000148,0.06957784497228453
ACH-000150,0.06987578940575727
ACH-000152,-0.015904475283861602
ACH-000153,-0.08131119764480081
ACH-000159,-0.15943686428153075
ACH-000160,0.06447009511170798
ACH-000163,-0.049161770739090886
ACH-000167,0.5025914298278557
ACH-000168,0.14392541078629015
ACH-000169,0.17255210481103847
ACH-000178,0.043183057912057066
ACH-000183,0.07682421649517808
ACH-000188,0.04552800790780377
ACH-000189,-0.01890203058185217
ACH-000190,-0.21203826813860369
ACH-000198,-0.046764125364214884
ACH-000203,-0.3104609851144953
ACH-000204,-0.1084242818437015
ACH-000206,0.3230454479847287
ACH-000207,0.12386281677539066
ACH-000208,-0.251440329160068
ACH-000210,0.10110489852169342
ACH-000211,-0.07273812667903483
ACH-000215,0.0185653531737648
ACH-000221,-0.07270566881616435
ACH-000222,-0.04634685632147231
ACH-000223,-0.10148715551147476
ACH-000226,-0.09201325731812117
ACH-000227,-0.04900743893887597
ACH-000228,0.1297679147809606
ACH-000231,-0.008288012318350866
ACH-000232,-0.10210185114169006
ACH-000233,0.013459401090602731
ACH-000234,-0.04812916911086219
ACH-000235,0.014610410598479187
ACH-000237,-0.020741134903612412
ACH-000238,-0.03910673775546045
ACH-000242,-0.12508010338909095
ACH-000243,-0.07105095645102329
ACH-000244,-0.010724804707616638
ACH-000246,-0.002682452786921619
ACH-000248,0.10398023719573522
ACH-000250,-0.10645176698124603
ACH-000251,0.08234952786519861
ACH-000252,-0.03986785310230271
ACH-000253,-0.0022416220246989638
ACH-000255,0.01811611619680641
ACH-000256,-0.0891407698367634
ACH-000257,0.08963379326553396
ACH-000258,-0.09164400109417804
ACH-000259,-0.024994900137933897
ACH-000260,0.023963718593441843
ACH-000261,-0.01045963477104563
ACH-000262,-0.018351091821510845
ACH-000263,-0.02231678408953333
ACH-000264,-0.0870698707078883
ACH-000265,0.0885914904199547
ACH-000266,-0.014352970605169097
ACH-000272,0.04200044763384722
ACH-000274,0.03489871158376825
ACH-000277,0.006467796161716654
ACH-000278,-0.022532592562495832
ACH-000279,0.05007930495124231
ACH-000280,0.09218952135017572
ACH-000281,0.023397387643010456
ACH-000288,-0.032261143158596885
ACH-000291,-0.030463534538014987
ACH-000293,-0.16882145088298894
ACH-000294,0.1714924297410293
ACH-000295,0.15887611831419332
ACH-000296,-0.1984617409578116
ACH-000302,0.02038148567742723
ACH-000304,-0.15284792499705424
ACH-000307,0.010670017375454659
ACH-000308,0.02447087552666192
ACH-000310,-0.0972236295200239
ACH-000311,0.1981793265234491
ACH-000312,-0.015759741598448975
ACH-000315,-0.043738842067639234
ACH-000316,-0.038279691202642234
ACH-000317,-0.03248155705080825
ACH-000318,0.02155253924231924
ACH-000319,-0.08267781963626174
ACH-000320,0.026237181071627626
ACH-000322,-0.21661085544624487
ACH-000323,0.050184904893899714
ACH-000324,0.014273400639553884
ACH-000329,0.05422952101992426
ACH-000330,0.07012278150130097
ACH-000331,0.09515742158541342
ACH-000332,0.052811293918977736
ACH-000334,0.2693480996266814
ACH-000335,-0.01046236029902392
ACH-000336,-0.10917603034724246
ACH-000337,0.10571886826047198
ACH-000338,-0.4291202869568619
ACH-000339,-0.010265738964406888
ACH-000341,0.09278040939713984
ACH-000348,0.06569806566907996
ACH-000350,0.16491438922860474
ACH-000352,0.08310430506075675
ACH-000356,0.11202039254279607
ACH-000361,-0.029058651271511624
ACH-000362,0.051633271347648085
ACH-000363,-0.1582596977831476
ACH-000364,-0.13283602068308212
ACH-000365,0.09719949998206473
ACH-000366,0.062206051233583026
ACH-000368,0.1317145436686422
ACH-000374,-0.10223256528753326
