,PKM (5315)
ACH-000004,-0.8079916287811226
ACH-000005,-0.9034507620370344
ACH-000007,-0.7360907024396148
ACH-000009,-1.0650022301245337
ACH-000011,-0.5715226794824046
ACH-000012,-1.1052119624872954
ACH-000013,-0.534061210032639
ACH-000014,-0.9525239790006548
ACH-000015,-0.6937548448400949
ACH-000017,-0.9329499505336656
ACH-000018,-1.1239674652122975
ACH-000019,-0.3798791180030561
ACH-000021,-0.7004488982974081
ACH-000022,-0.7452929034176398
ACH-000025,-1.038833894980358
ACH-000028,-0.6198816115878856
ACH-000030,-0.9061033219382172
ACH-000035,-1.160975268443068
ACH-000036,-0.7545928757699139
ACH-000037,-0.6853464273284556
ACH-000039,-0.7975138000457057
ACH-000040,-0.8372973790314086
ACH-000041,-0.8443367766020677
ACH-000042,-1.0425116038595366
ACH-000045,-0.9516331391681032
ACH-000047,-0.8051411123082847
ACH-000052,-1.1585242648159386
ACH-000053,-0.6297664871439098
ACH-000054,-0.6650926514109844
ACH-000055,-1.0958065332541649
ACH-000060,-0.7646463720529714
ACH-000067,-1.0024603893009718
ACH-000070,-0.7049861634593216
ACH-000075,-1.047792871189852
ACH-000078,-0.7035796602482371
ACH-000082,-0.5489393910450063
ACH-000085,-0.720743660706933
ACH-000086,-0.7915050167812607
ACH-000087,-1.2689410795025318
ACH-000092,-0.2879446122421169
ACH-000095,-0.7301350507208105
ACH-000097,-0.5221233824363567
ACH-000098,-0.8898326222085609
ACH-000099,-0.8876438659293387
ACH-000108,-0.9236339123487762
ACH-000113,-0.6943645075419775
ACH-000116,-0.7248285093209361
ACH-000118,-0.8410757390662881
ACH-000120,-0.4819257634762734
ACH-000123,-0.7234960476398355
ACH-000127,-0.9410362222084728
ACH-000128,-0.6801107424314723
ACH-000132,-0.8247973566986799
ACH-000133,-0.7268519121468083
ACH-000137,-1.1541260502624882
ACH-000138,-0.8748430454096192
ACH-000142,-0.965354150572186
ACH-000143,-0.8458263802091563
ACH-000146,-0.7346651492879798
ACH-000148,-1.0758245744368893
ACH-000150,-0.8530330564764519
ACH-000152,-0.6768276363383195
ACH-000153,-0.7214766543015583
ACH-000159,-0.5271486829063613
ACH-000160,-0.9777020905119188
ACH-000163,-0.9726711446584182
ACH-000167,-1.0509000046238903
ACH-000168,-0.4916092031019298
ACH-000169,-0.8233427748017339
ACH-000178,-0.8690503268087398
ACH-000183,-0.7475970671386499
ACH-000188,-0.9445666200514484
ACH-000189,-0.7682318484284929
ACH-000190,-0.8917665559854475
ACH-000198,-0.7256956789944485
ACH-000203,-0.8234310278750044
ACH-000204,-0.9986501777518316
ACH-000206,-0.7599562601703256
ACH-000207,-0.3790786759740988
ACH-000208,-1.008412767689609
ACH-000210,-0.9500421990908959
ACH-000211,-0.8445811010631707
ACH-000215,-0.8755468785680324
ACH-000221,-1.00226155768381
ACH-000222,-0.5549059565445812
ACH-000223,-0.8392139061332908
ACH-000226,-0.9524641503306314
ACH-000227,-0.7189769961248506
ACH-000228,-0.933213227183515
ACH-000231,-1.0195465361924816
ACH-000232,-0.8476307400254729
ACH-000233,-0.7102123620240468
ACH-000234,-0.8463426926412861
ACH-000235,-0.9722663084195824
ACH-000237,-0.8388451310875498
ACH-000238,-0.7363968473508504
ACH-000242,-0.7624693914951823
ACH-000243,-1.1130992489775122
ACH-000244,-0.7569645332228936
ACH-000246,-0.8627495938766346
ACH-000248,-1.130583439569929
ACH-000250,-0.8378192624348587
ACH-000251,-1.013400277321032
ACH-000252,-0.643131154950761
ACH-000253,-0.7713641073503946
ACH-000255,-1.1837302524647315
ACH-000256,-1.0039879789131654
ACH-000257,-0.8970489797869111
ACH-000258,-0.7227439834217456
ACH-000259,-0.9000556501415853
ACH-000260,-0.8302402409966793
ACH-000261,-1.1289923969643183
ACH-000262,-0.9250499009863205
ACH-000263,-0.5783471211702739
ACH-000264,-0.5033179332772981
ACH-000265,-1.0383119901478504
ACH-000266,-0.8504662098661239
ACH-000272,-0.7198508877279076
ACH-000274,-0.7951076820150835
ACH-000277,-0.6180424130488165
ACH-000278,-0.9062367213685828
ACH-000279,-1.0843620580414843
ACH-000280,-0.8873168766198006
ACH-000281,-0.9572782753793356
ACH-000288,-0.9463480893627476
ACH-000291,-0.5090403939968549
ACH-000293,-0.5716687755991353
ACH-000294,-0.9468030812704064
ACH-000295,-0.9516091418467328
ACH-000296,-1.066851706235118
ACH-000302,-1.0472549887982865
ACH-000304,-0.7710424788158704
ACH-000307,-1.0091237193498417
ACH-000308,-0.30590565677174314
ACH-000310,-0.2758734382186204
ACH-000311,-0.6730189232241408
ACH-000312,-0.7866387106201898
ACH-000315,-0.8164418071582975
ACH-000316,-0.9272595080801486
ACH-000317,-0.942491342105484
ACH-000318,-0.7577376302858231
ACH-000319,-1.0078960327573216
ACH-000320,-0.7991624191151787
ACH-000322,-0.8969662189429773
ACH-000323,-1.039968561085466
ACH-000324,-0.9635955255756538
ACH-000329,-0.6932919381371175
ACH-000330,-0.7914197358888007
ACH-000331,-0.9769035574402478
ACH-000332,-0.7720381646139087
ACH-000334,-0.6364964709479989
ACH-000335,-1.109199401639644
ACH-000336,-0.9594453817826089
ACH-000337,-0.6846096447407369
ACH-000338,-0.8366849780667632
ACH-000339,-1.0379769613235512
ACH-000341,-0.7371499614189008
ACH-000348,-0.9020601392326328
ACH-000350,-0.4875374964969992
ACH-000352,-0.9409982648296428
ACH-000356,-0.4625191149068605
ACH-000361,-0.8442075583367298
ACH-000362,-0.5968527710366265
ACH-000363,-0.3238636739480875
ACH-000364,-0.9716465891510624
ACH-000365,-0.8190856092407917
ACH-000366,-0.9946640327900288
ACH-000368,-0.8104870287394098
ACH-000374,-0.7438193015251084
ACH-000375,-0.8693921470330226
ACH-000376,-0.8489721230142401
ACH-000381,-0.9888572362153611
ACH-000383,-1.0142063151261211
ACH-000387,-0.8455911650847948
ACH-000389,-1.0455788537375728
ACH-000390,-0.7055442299344946
ACH-000393,-1.0434132644201295
ACH-000395,-0.9062273824224262
ACH-000396,-0.8879003919291905
ACH-000397,-0.6947858570605236
ACH-000401,-0.901124307802464
ACH-000402,-0.5844841050561616
ACH-000403,-0.825871326261856
ACH-000404,-0.5492749577087215
ACH-000406,-0.8234268397108119
ACH-000407,-1.1107783329274024
ACH-000408,-0.9888902936158224
ACH-000410,-1.1208928384461372
ACH-000411,-0.6492703281093721
ACH-000414,-0.4987352048031172
ACH-000415,-1.0257191730057194
ACH-000416,-1.1107233655280246
ACH-000420,-0.7550201685538769
ACH-000421,-0.663874591976806
ACH-000424,-0.7499353148868252
ACH-000425,-0.9236496030871216
ACH-000426,-0.9046767173595264
ACH-000427,-0.5893206001344763
ACH-000433,-0.7777473339049639
ACH-000435,-1.0792769019759922
ACH-000436,-0.7702078750098068
ACH-000444,-0.9329223500047268
ACH-000445,-0.7713903593153043
ACH-000448,-0.8126460851554635
ACH-000450,-0.6345635201167755
ACH-000452,-0.6417323954685493
ACH-000454,-0.9452271924351284
ACH-000458,-0.8151398515890868
ACH-000459,-0.8026390844263858
ACH-000460,-0.9570570892024458
ACH-000461,-0.6185414561697713
ACH-000463,-0.7439014048687514
ACH-000464,-0.9217672089541104
ACH-000466,-0.8315306476942597
ACH-000467,-0.5591144579845179
ACH-000468,-0.6334305845867301
ACH-000469,-0.835463570815922
ACH-000470,-1.0032373772375962
ACH-000471,-0.7911343453260731
ACH-000472,-0.9626096259308444
ACH-000473,-0.7342827263950102
ACH-000475,-0.4560201190202236
ACH-000476,-0.2632513700990586
ACH-000477,-0.8424893952356725
ACH-000479,-0.9263038616932564
ACH-000480,-0.9323276614616882
ACH-000481,-1.0851140617515185
ACH-000483,-1.1255902590576718
ACH-000484,-0.7198541617573002
ACH-000485,-0.9344878586180616
ACH-000486,-0.7592719088495361
ACH-000487,-0.3547450403041395
ACH-000488,-0.7736405503213382
ACH-000490,-0.6840324181203867
ACH-000491,-0.6901241179767668
ACH-000495,-0.5936096237686899
ACH-000496,-0.9402477376258436
ACH-000499,-1.0089266036937965
ACH-000500,-0.7521162036018121
ACH-000502,-0.8056786705684229
ACH-000503,-1.0371089821324893
ACH-000505,-0.8125413822741899
ACH-000507,-0.741345192596266
ACH-000510,-0.7954607393069872
ACH-000511,-1.2559355883230467
ACH-000512,-0.7798072569135363
ACH-000516,-0.6730306170389756
ACH-000517,-0.9095553483017156
ACH-000518,-1.0059373610193054
ACH-000520,-1.0194001210307029
ACH-000521,-0.8224954590100642
ACH-000522,-1.1236547777840529
ACH-000524,-0.5038244720762229
ACH-000527,-0.8832337333683675
ACH-000528,-0.3544462493627342
ACH-000537,-0.9541435806250772
ACH-000541,-0.7057802682446725
ACH-000542,-0.9562794034346674
ACH-000544,-0.8530669094711719
ACH-000545,-0.9117769196164852
ACH-000547,-0.8472003738982432
ACH-000548,-0.6271798764249925
ACH-000549,-1.052608339389739
