,KLHDC4 (54758)
ACH-000004,-0.11454053247113755
ACH-000005,-0.2739602785754622
ACH-000007,-0.2705676034034565
ACH-000009,-0.11712343278220147
ACH-000011,-0.11974108699677938
ACH-000012,-0.24043474919692664
ACH-000013,-0.2440222086464126
ACH-000014,-0.19988326114859356
ACH-000015,-0.10727739684057704
ACH-000017,-0.12582190658298562
ACH-000018,-0.1391216230032672
ACH-000019,-0.1871720524652358
ACH-000021,-0.182786487459855
ACH-000022,-0.13269187052160905
ACH-000025,-0.27592129183431746
ACH-000028,-0.09444241563234904
ACH-000030,-0.14943358686650815
ACH-000035,-0.05450348630989458
ACH-000036,-0.4386579711344348
ACH-000037,-0.3286489235243889
ACH-000039,-0.038091048921540964
ACH-000040,-0.3155640680040231
ACH-000041,-0.030353114921874674
ACH-000042,-0.208358644670983
ACH-000045,-0.31051011880170604
ACH-000047,-0.23162324892158276
ACH-000052,-0.21867667205539426
ACH-000053,-0.09153192862125234
ACH-000054,-0.34081393963436457
ACH-000055,-0.2348516067268357
ACH-000060,-0.13419044848530026
ACH-000067,-0.06885321809482448
ACH-000070,-0.050203663743134064
ACH-000075,-0.1737081982280511
ACH-000078,-0.18788571815083746
ACH-000082,-0.1977688782635985
ACH-000085,-0.5385355290375315
ACH-000086,-0.12368823523030525
ACH-000087,-0.06679062143651797
ACH-000092,-0.19658291413071127
ACH-000095,-0.12460194954548945
ACH-000097,-0.1678668266902763
ACH-000098,-0.18581063267555173
ACH-000099,-0.15460699524702715
ACH-000108,-0.3121828439037233
ACH-000113,-0.2448070124643785
ACH-000116,-0.13156079265363038
ACH-000118,-0.1774822354596106
ACH-000120,-0.14609911511076906
ACH-000123,-0.2675705254653198
ACH-000127,-0.15721933908414235
ACH-000128,-0.17423314657400102
ACH-000132,-0.1878556033205384
ACH-000133,-0.27127757663237384
ACH-000137,-0.31636242364292344
ACH-000138,-0.3274035902490466
ACH-000142,-0.30096692639562256
ACH-000143,-0.152228145069428
ACH-000146,-0.15141338011755728
ACH-000148,-0.21813795258276825
ACH-000150,-0.10869778866572716
ACH-000152,-0.17185323204022873
ACH-000153,-0.3845125119591337
ACH-000159,-0.11652640906691868
ACH-000160,-0.15593849974824728
ACH-000163,-0.1345415941849374
ACH-000167,-0.2905671385710004
ACH-000168,-0.5114247105664758
ACH-000169,-0.16217050390409368
ACH-000178,-0.26705772947503353
ACH-000183,-0.058203881662930224
ACH-000188,-0.2571208051602831
ACH-000189,-0.1946234056909359
ACH-000190,0.07233832133279196
ACH-000198,-0.2310556835014645
ACH-000203,-0.6165621082038909
ACH-000204,0.04862251978281796
ACH-000206,-0.21526342569112644
ACH-000207,-0.19159490435687648
ACH-000208,-0.11393426899772527
ACH-000210,-0.10018228876082327
ACH-000211,-0.2180148777648644
ACH-000215,-0.25170653315501945
ACH-000221,-0.21493556866451227
ACH-000222,-0.19102355853470385
ACH-000223,-0.1411343879331054
ACH-000226,-0.2510694704982599
ACH-000227,-0.3584478697458792
ACH-000228,-0.18777740487263286
ACH-000231,-0.14949044771105524
ACH-000232,-0.09807872223874058
ACH-000233,-0.3045490823186968
ACH-000234,-0.2727430738009465
ACH-000235,-0.13639862203866351
ACH-000237,-0.2588398576575736
ACH-000238,-0.2962910880405437
ACH-000242,0.05616663021340356
ACH-000243,-0.1810788654604616
ACH-000244,-0.21248845738543784
ACH-000246,-0.16157255780731994
ACH-000248,-0.2295024377932998
ACH-000250,-0.2512135867563017
ACH-000251,-0.11761502290019853
ACH-000252,-0.1907154358912964
ACH-000253,-0.11041011136602673
ACH-000255,-0.2336143101329649
ACH-000256,-0.15584881774827225
ACH-000257,0.06398094052246207
ACH-000258,-0.13073177394389324
ACH-000259,-0.15485098577242634
ACH-000260,-0.21220695215072216
ACH-000261,-0.16920877962566816
ACH-000262,-0.10463764351670196
ACH-000263,-0.1170095903661466
ACH-000264,-0.28945082921123266
ACH-000265,-0.045581101085013176
ACH-000266,-0.15572606350008028
ACH-000272,-0.0586616147938233
ACH-000274,-0.1691941744101743
ACH-000277,-0.3367187896112834
ACH-000278,-0.30853588902595536
ACH-000279,-0.15913018081739125
ACH-000280,-0.4078200325006591
ACH-000281,-0.3387680138600361
ACH-000288,-0.2549502263443011
ACH-000291,-0.07389610542623241
ACH-000293,-0.19547187136600147
ACH-000294,-0.13543623223137913
ACH-000295,0.09514929876682776
ACH-000296,0.015932535735191516
ACH-000302,-0.17328407737023924
ACH-000304,-0.23549912736417355
ACH-000307,-0.1180360384759199
ACH-000308,-0.1787395684257083
ACH-000310,-0.10639136924650293
ACH-000311,-0.12413676837971235
ACH-000312,-0.15620442939721374
ACH-000315,-0.22117318494393226
ACH-000316,-0.2481448661352025
ACH-000317,-0.08842223193162274
ACH-000318,-0.04815890019828696
ACH-000319,-0.19738686030664626
ACH-000320,-0.2582464016092389
ACH-000322,-0.24958102148944186
ACH-000323,-0.2838113602452318
ACH-000324,-0.23508745796660235
ACH-000329,-0.24489886195180224
ACH-000330,-0.13468197454433695
ACH-000331,-0.2733905956725216
ACH-000332,-0.21592820397748647
ACH-000334,-0.21729812039691995
ACH-000335,-0.3735670444791445
ACH-000336,0.034451875641810764
ACH-000337,-0.3293944544430016
ACH-000338,-0.525498408079668
ACH-000339,-0.2065646650450135
ACH-000341,0.1196030071304369
ACH-000348,-0.16557246912896206
ACH-000350,-0.25312893083498866
ACH-000352,-0.12259508666399545
ACH-000356,-0.2593170066309357
ACH-000361,-0.007531727252544746
ACH-000362,-0.10544955525693947
ACH-000363,-0.19319217337977476
ACH-000364,-0.22366000148705675
ACH-000365,-0.23679035951365715
ACH-000366,-0.1767352888657494
ACH-000368,-0.3277919115278789
ACH-000374,-0.1266375567775427
ACH-000375,-0.16440414422680927
ACH-000376,-0.27924975852431977
ACH-000381,-0.2589974117798829
ACH-000383,-0.22398982259401487
ACH-000387,-0.2290168277283092
ACH-000389,-0.11329582913038865
ACH-000390,-0.05148232860444272
ACH-000393,-0.1860857852922346
ACH-000395,-0.31934503159447336
ACH-000396,-0.18175074287063334
ACH-000397,-0.2205322509244179
ACH-000401,-0.2028919265251081
ACH-000402,-0.13214232475418272
ACH-000403,-0.27974563423392484
ACH-000404,-0.07178977693091118
ACH-000406,-0.08210034073355403
ACH-000407,-0.13152103722180394
ACH-000408,0.04152384730581482
ACH-000410,-0.11166094862550922
ACH-000411,-0.13032417186812678
ACH-000414,-0.29891288965651164
ACH-000415,-0.19729078162871144
ACH-000416,-0.29594991505114715
ACH-000420,-0.1097218732479936
ACH-000421,-0.2233412609658795
ACH-000424,-0.1240433475819218
ACH-000425,-0.1103280160874648
ACH-000426,-0.0008723786726126541
ACH-000427,-0.1871734125426389
ACH-000433,-0.26503110615753017
ACH-000435,-0.4829860932134347
ACH-000436,-0.1602991152964779
ACH-000444,-0.10863731956346888
ACH-000445,-0.1320708313088886
ACH-000448,-0.23469013465920194
ACH-000450,-0.06560800653095329
ACH-000452,-0.19793318877617475
ACH-000454,-0.23535617042065876
ACH-000458,-0.19382486549401007
ACH-000459,-0.10754600039419104
ACH-000460,-0.1051707570930957
ACH-000461,-0.1041186733379803
ACH-000463,-0.29244540538938035
ACH-000464,-0.2156120925503396
ACH-000466,-0.18455971004667954
ACH-000467,-0.14717837684573745
ACH-000468,-0.14346669391700026
ACH-000469,-0.18381580739432046
ACH-000470,-0.17558790927872764
ACH-000471,-0.06989551085807348
ACH-000472,-0.29924880643733864
ACH-000473,-0.06730428603103701
ACH-000475,-0.24112945935350685
ACH-000476,-0.09179553941030276
ACH-000477,0.00016170622972851666
ACH-000479,-0.3354134463504496
ACH-000480,-0.10150968122259328
ACH-000481,-0.0880632621589481
ACH-000483,-0.19227554238821154
ACH-000484,-0.19869852909574734
ACH-000485,-0.16368554496817805
ACH-000486,-0.15037043522136626
ACH-000487,-0.20325765036194104
ACH-000488,-0.3548251085221936
ACH-000490,-0.11149713898053884
ACH-000491,-0.07003344340097431
ACH-000495,-0.47710927470568
ACH-000496,-0.2916956489013977
ACH-000499,-0.13017460107983772
ACH-000500,-0.3036277604517032
ACH-000502,-0.2642330715220587
ACH-000503,-0.05339299412975447
ACH-000505,-0.14503181465733142
ACH-000507,-0.21644304452206325
ACH-000510,-0.15800818818924567
ACH-000511,-0.1677223942617664
ACH-000512,0.07549450006575559
ACH-000516,-0.16349882071431707
ACH-000517,-0.2314486266599418
ACH-000518,-0.06797760569554116
ACH-000520,-0.08827184008550487
ACH-000521,-0.07545407463101643
ACH-000522,-0.2698108944481919
