,FRAT2 (23401)
ACH-000004,-0.19965707825076606
ACH-000005,-0.3502473366470103
ACH-000007,-0.3012553222449717
ACH-000009,-0.062346063523199276
ACH-000011,-0.1591245817688661
ACH-000012,-0.2492985509222323
ACH-000013,-0.12608012943296512
ACH-000014,-0.1653581547758752
ACH-000015,-0.12244345930884848
ACH-000017,-0.08236859377991773
ACH-000018,-0.3815179850000451
ACH-000019,-0.11570153448356868
ACH-000021,-0.07238962296911404
ACH-000022,-0.1446850070401535
ACH-000025,-0.21765504483813
ACH-000028,-0.051444910972759036
ACH-000030,-0.07513344859656078
ACH-000035,-0.19273409413324724
ACH-000036,-0.29157140000036513
ACH-000037,-0.24575219371014465
ACH-000039,-0.03855183127830298
ACH-000040,-0.22410629717621344
ACH-000041,-0.22683998501394395
ACH-000042,-0.27175538058378385
ACH-000045,-0.25844020763831865
ACH-000047,-0.02174021148045085
ACH-000052,-0.2521661636912969
ACH-000053,-0.16345862747649315
ACH-000054,-0.3869503683963578
ACH-000055,-0.09997262608039707
ACH-000060,-0.18437299152192166
ACH-000067,-0.3155715975291953
ACH-000070,-0.2354820811719895
ACH-000075,-0.12161314126583116
ACH-000078,-0.19903251876757272
ACH-000082,-0.10402070357050272
ACH-000085,-0.34214464901158353
ACH-000086,-0.2479366243047281
ACH-000087,-0.23790773383888325
ACH-000092,-0.2023611194487638
ACH-000095,-0.3533836247301953
ACH-000097,-0.1794767923582159
ACH-000098,-0.17358944597710896
ACH-000099,-0.16588766922218998
ACH-000108,-0.15692105406828116
ACH-000113,-0.2927753123414961
ACH-000116,-0.0448744779555215
ACH-000118,-0.28065740328802435
ACH-000120,-0.19988602375557096
ACH-000123,-0.15885129031474438
ACH-000127,-0.18714274873762093
ACH-000128,-0.3404111837151322
ACH-000132,-0.2645361947074938
ACH-000133,-0.2670921110612849
ACH-000137,-0.3117105316445568
ACH-000138,-0.2275328238262121
ACH-000142,-0.19785778136623552
ACH-000143,0.0633897829938279
ACH-000146,-0.07052157827481118
ACH-000148,-0.16689356805620756
ACH-000150,-0.09473744372749923
ACH-000152,-0.3300787411980761
ACH-000153,-0.017372474459890576
ACH-000159,-0.2859694635572925
ACH-000160,-0.2793735784630963
ACH-000163,-0.09539547318890212
ACH-000167,-0.0961948472163151
