,OR51F1 (256892)
ACH-000004,-0.06710479508248637
ACH-000005,-0.05415922435180842
ACH-000007,-0.13376706899003246
ACH-000009,-0.08733103865565263
ACH-000011,0.0342656769455315
ACH-000012,-0.020468672815487518
ACH-000013,0.021994942900277318
ACH-000014,-0.037026497635067386
ACH-000015,-0.04561159157869594
ACH-000017,0.14170080683764258
ACH-000018,0.1170094049723544
ACH-000019,-0.09423901867500227
ACH-000021,-0.06919882531768634
ACH-000022,-0.016434243721248888
ACH-000025,-0.22293446956068705
ACH-000028,-0.2391685288584025
ACH-000030,-0.12162802962423043
ACH-000035,-0.04329452859558633
ACH-000036,-0.008097691426636413
ACH-000037,-0.06604101082410888
ACH-000039,0.07794225476467426
ACH-000040,-0.1843272541054808
ACH-000041,-0.09680775226937144
ACH-000042,-0.14159027466183632
ACH-000045,-0.11634382623823974
ACH-000047,-0.01147113434797446
ACH-000052,-0.1223890943785567
ACH-000053,-0.14012977020325287
ACH-000054,-0.1367991699871753
ACH-000055,-0.4595782939631236
ACH-000060,-0.10492900070755824
ACH-000067,-0.13029704012200302
ACH-000070,-0.06643032191357202
ACH-000075,0.01620668859748395
ACH-000078,-0.25744986008101645
ACH-000082,-0.16449784765336606
ACH-000085,-0.17589353212858744
ACH-000086,0.0554262977649442
ACH-000087,-0.05345844804841718
ACH-000092,-0.09492705507091263
ACH-000095,-0.16712189529604238
ACH-000097,-0.09362237596804904
ACH-000098,-0.04220144477277697
ACH-000099,-0.2726369884381249
ACH-000108,-0.12779980891789006
ACH-000113,-0.016938453755362154
ACH-000116,-0.05629885995931285
ACH-000118,0.07222910610032306
ACH-000120,-0.18915251439658587
ACH-000123,-0.008805597720265916
ACH-000127,-0.2512071593705069
ACH-000128,-0.061383933456785215
ACH-000132,-0.06477248939599259
ACH-000133,-0.1517452915719472
ACH-000137,0.029665909158141088
ACH-000138,-0.04869081658607579
ACH-000142,-0.05311940754832813
ACH-000143,0.02661347526973425
ACH-000146,-0.10109868955103184
ACH-000148,-0.02219084117865653
ACH-000150,-0.02694980477990685
ACH-000152,0.16842846347965532
ACH-000153,0.12537101650456506
ACH-000159,-0.15484269206325502
ACH-000160,-0.35608528467945505
ACH-000163,-0.02426861119699909
ACH-000167,-0.4955996214400046
ACH-000168,-0.08174193158946931
ACH-000169,-0.012045827850385792
ACH-000178,-0.09863584753132736
ACH-000183,0.017691382771588778
ACH-000188,0.052626300931133206
ACH-000189,-0.30547269091967355
ACH-000190,-0.2552527010130911
ACH-000198,-0.1859140929275784
ACH-000203,-0.06457748787664558
ACH-000204,0.12350746790861898
ACH-000206,-0.14105846820979645
ACH-000207,0.10996885777680908
ACH-000208,0.014585438437977568
ACH-000210,-0.5005382419287601
ACH-000211,-0.01588744859456054
ACH-000215,-0.05691957511886255
ACH-000221,0.062133243958683415
ACH-000222,-0.044629868482261935
ACH-000223,-0.10387344265283452
ACH-000226,0.13638532830309982
ACH-000227,-0.238017589889444
ACH-000228,-0.07661691790406895
ACH-000231,0.03141634334082044
ACH-000232,-0.0663469507145837
ACH-000233,-0.1327688316385602
ACH-000234,0.07885087760110875
ACH-000235,-0.03276664655940882
ACH-000237,-0.21607495293303156
ACH-000238,-0.13247057175587088
ACH-000242,-0.20973774354306726
ACH-000243,-0.03225122643689951
ACH-000244,-0.11298364877408745
ACH-000246,-0.19133559539839565
ACH-000248,0.2636240860085396
ACH-000250,-0.15735347233095673
ACH-000251,-0.14766383418824364
ACH-000252,-0.16843669144315102
ACH-000253,-0.13973061021874164
ACH-000255,-0.047672705336910814
ACH-000256,-0.3732784993444767
ACH-000257,-0.1176428704246048
ACH-000258,-0.21369732768288294
ACH-000259,-0.005421577115310402
ACH-000260,-0.06910106121640518
ACH-000261,-0.31312587175542816
ACH-000262,-0.03245469274281525
ACH-000263,-0.2850299339664945
ACH-000264,0.008136371061956341
ACH-000265,-0.03755845266457298
ACH-000266,-0.11072132984803716
ACH-000272,0.005211116167385129
ACH-000274,-0.14045946912121815
ACH-000277,-0.037709154652066965
ACH-000278,-0.16035799896343764
ACH-000279,-0.0966475158926769
ACH-000280,0.07409965865133747
ACH-000281,-0.17395077825836314
ACH-000288,-0.062182388435007764
ACH-000291,0.03310015879883087
ACH-000293,-0.016995165038108186
ACH-000294,0.07078837345116885
ACH-000295,-0.10444023900923044
ACH-000296,-0.02934197748340258
ACH-000302,-0.0848052800250984
ACH-000304,-0.06665379007588254
ACH-000307,-0.09676314170250223
ACH-000308,-0.17703585319538434
ACH-000310,-0.1777226690884906
ACH-000311,0.05450425315040225
ACH-000312,0.004404536578404446
ACH-000315,0.10862206065029427
ACH-000316,-0.14036738599380233
ACH-000317,-0.11665956850880756
ACH-000318,-0.0523586067891407
ACH-000319,-0.024336766925319813
ACH-000320,0.03719185019420584
ACH-000322,-0.09117877539497786
ACH-000323,-0.07262356444437952
ACH-000324,-0.2837548510994355
ACH-000329,-0.21501585794196987
ACH-000330,-0.09755946877791673
ACH-000331,-0.07175608466383009
ACH-000332,-0.12305814149837607
ACH-000334,-0.26700332576855906
ACH-000335,-0.12149715864662655
ACH-000336,-0.22190927198259766
ACH-000337,-0.30121656244552897
ACH-000338,0.5944208221772309
ACH-000339,-0.09395993164842266
ACH-000341,-0.0754172101094609
ACH-000348,-0.13442514661138807
ACH-000350,-0.023916363206414663
ACH-000352,-0.00620616500253812
ACH-000356,-0.32517243684092745
ACH-000361,0.07529624914387395
ACH-000362,-0.19178100231877354
ACH-000363,-0.042751888209294944
ACH-000364,-0.24315311745725984
ACH-000365,-0.12098340251759496
ACH-000366,-0.13118933331420304
ACH-000368,-0.10199865052490163
ACH-000374,-0.2500468720993255
ACH-000375,0.2337410119174157
ACH-000376,-0.0336468684919265
ACH-000381,-0.14420160527607226
ACH-000383,-0.13011693443732092
ACH-000387,-0.11884421061149628
ACH-000389,0.1437800640259666
ACH-000390,-0.03044647326058455
ACH-000393,-0.16646275063809715
ACH-000395,-0.15082141012727385
ACH-000396,-0.12303925333048465
ACH-000397,-0.2084055987262973
ACH-000401,-0.13538746848614466
ACH-000402,-0.19407939080490388
ACH-000403,-0.25165834896318434
ACH-000404,0.025796914675832998
ACH-000406,-0.04406857504452322
ACH-000407,-0.06365215173162596
ACH-000408,-0.3030630081014701
ACH-000410,-0.044789071280287605
ACH-000411,-0.09332193804185138
ACH-000414,0.02121009326455629
ACH-000415,0.04175633060435361
ACH-000416,-0.11499039239455447
ACH-000420,-0.2611505764304841
ACH-000421,-0.257168896713682
ACH-000424,-0.183929204005832
ACH-000425,-0.026447070772869657
ACH-000426,-0.2695776303697464
ACH-000427,-0.14157797991690707
ACH-000433,-0.14024826732421053
ACH-000435,0.16814939470987894
ACH-000436,-0.07580402964476406
ACH-000444,-0.02762132846275164
ACH-000445,-0.17641338498922607
ACH-000448,-0.28279584250454937
ACH-000450,-0.06035581234544634
ACH-000452,-0.03507647001012137
ACH-000454,0.15313743836356936
ACH-000458,0.050570320882020216
ACH-000459,-0.2604268395292828
ACH-000460,0.010441198358307379
ACH-000461,-0.009180662694343806
ACH-000463,-0.05426813041141093
ACH-000464,-0.08178470806691822
ACH-000466,0.03857653687185236
ACH-000467,-0.18491276891134625
ACH-000468,-0.047593290660992965
ACH-000469,-0.19245899602431069
ACH-000470,-0.05138252941167402
ACH-000471,-0.18348537855486094
ACH-000472,-0.13817714294474506
ACH-000473,-0.05075675113631132
ACH-000475,-0.2443731541896203
ACH-000476,-0.0492539765194052
ACH-000477,-0.13429510361291208
ACH-000479,-0.116178353995044
ACH-000480,-0.11018631065834664
ACH-000481,-0.13333960821059745
ACH-000483,-0.2606155576589393
ACH-000484,-0.007477385705839911
ACH-000485,-0.11778942426844626
ACH-000486,-0.09563394382113713
ACH-000487,-0.0948388864964494
ACH-000488,-0.18810236266776173
ACH-000490,0.10889650059360513
ACH-000491,-0.05030588402377882
ACH-000495,-0.21307443364615075
ACH-000496,-0.06610799885920889
ACH-000499,-0.060967091402258575
ACH-000500,-0.13751419016035374
ACH-000502,-0.1650215183067626
ACH-000503,-0.01792651401095461
ACH-000505,-0.12117694511296526
ACH-000507,-0.042275713270044965
ACH-000510,-0.10241861123904784
ACH-000511,-0.05513561377545357
ACH-000512,-0.09719053361600832
ACH-000516,-0.07488095667722126
ACH-000517,-0.059844234901770016
ACH-000518,-0.1906246161462622
ACH-000520,-0.0803358276997931
ACH-000521,-0.15032438631258302
ACH-000522,-0.19602737527939446
ACH-000524,-0.09993672273016058
ACH-000527,-0.15953049108787395
ACH-000528,-0.07120666596621605
