,ARMC6 (93436)
ACH-000004,-0.19242146381533595
ACH-000005,-0.7052433795743731
ACH-000007,-0.5685488307519345
ACH-000009,-0.2868797293997128
ACH-000011,-0.340647771548416
ACH-000012,-0.301984429640031
ACH-000013,-0.5198421412896105
ACH-000014,-0.4229991738007674
ACH-000015,-0.4906172431861794
ACH-000017,-0.2796353292922631
ACH-000018,-0.6519750824464414
ACH-000019,-0.4854994694429093
ACH-000021,-0.4361997157284011
ACH-000022,-0.4082313622507294
ACH-000025,-0.3816400661248553
ACH-000028,-0.3705165902627017
ACH-000030,-0.4815926260376464
ACH-000035,-0.4967894529599442
ACH-000036,-0.5019393478216174
ACH-000037,-0.4666415162756785
ACH-000039,-0.3596850904023659
ACH-000040,-0.3739066122413227
ACH-000041,-0.3789523663536136
ACH-000042,-0.3977874212816493
ACH-000045,-0.2991828053894498
ACH-000047,-0.4538415121835089
ACH-000052,-0.250147992015814
ACH-000053,-0.5027338619628289
ACH-000054,-0.3549590085406028
ACH-000055,-0.21811526710048584
ACH-000060,-0.4726363076111756
ACH-000067,-0.4228414555504145
ACH-000070,-0.4784975804556697
ACH-000075,-0.4195650345691823
ACH-000078,-0.2485033333434771
ACH-000082,-0.3763725240927699
ACH-000085,-0.3156918844385441
ACH-000086,-0.3228999631231319
ACH-000087,-0.33283168256131906
ACH-000092,-0.4523362326066777
ACH-000095,-0.2287358176751401
ACH-000097,-0.4466096294256671
ACH-000098,-0.5210411372595251
ACH-000099,-0.2685351507549841
ACH-000108,-0.4067840219678235
ACH-000113,-0.5084495606808138
ACH-000116,-0.6273979524004235
ACH-000118,-0.4642489851003174
ACH-000120,-0.3413496929253384
ACH-000123,-0.4615933349178696
ACH-000127,-0.4077362701183588
ACH-000128,-0.4459071562114564
ACH-000132,-0.4059747943405621
ACH-000133,-0.3794749949404963
ACH-000137,-0.3366978310066123
ACH-000138,-0.4163897670239593
ACH-000142,-0.16578371293361732
ACH-000143,-0.26843143398888936
ACH-000146,-0.3760790290834215
ACH-000148,-0.3654448232518172
ACH-000150,-0.28902023565972235
ACH-000152,-0.2228529530246383
ACH-000153,-0.2792104247283472
ACH-000159,-0.2712289586768837
ACH-000160,-0.25310409131173606
ACH-000163,-0.3104664624282233
ACH-000167,-0.21085458048205324
ACH-000168,-0.3017462184067083
ACH-000169,-0.19030462304284412
ACH-000178,-0.4395748434786866
ACH-000183,-0.44608018074899697
ACH-000188,-0.43965872748178986
ACH-000189,-0.5393493368433855
ACH-000190,-0.35888647715437644
ACH-000198,-0.3136866313846841
ACH-000203,-0.3072130219222963
ACH-000204,-0.20774995411385772
ACH-000206,-0.2979985511170123
ACH-000207,-0.18522101915776792
