,HMGCR (3156)
ACH-000004,-0.8783037233625588
ACH-000005,-0.8526090943351337
ACH-000007,-0.4140389623685599
ACH-000009,-0.38897529524207214
ACH-000011,-0.6537242752951178
ACH-000012,-0.569714331874232
ACH-000013,-0.3153286825928021
ACH-000014,-0.7427174156813726
ACH-000015,-0.8829563113898592
ACH-000017,-0.7893327494655809
ACH-000018,-0.8255844760212143
ACH-000019,-0.7089038422257129
ACH-000021,-0.5140077579558793
ACH-000022,-0.4567085162125265
ACH-000025,-0.577891063416626
ACH-000028,-0.4556164314465902
ACH-000030,-0.8951953118073751
ACH-000035,-0.7301826927401859
ACH-000036,-0.6066651148004466
ACH-000037,-0.4808401164827362
ACH-000039,-0.2781642374057112
ACH-000040,-0.7186374400870501
ACH-000041,-0.4196481044569536
ACH-000042,-0.7384291558336117
ACH-000045,-0.6327502844751018
ACH-000047,-0.7223399750005283
ACH-000052,-0.4010197668117775
ACH-000053,-0.7411548059573612
ACH-000054,-0.6353569364565971
ACH-000055,-0.4294973138953611
ACH-000060,-0.4706288492921826
ACH-000067,-0.7773368166479291
ACH-000070,-0.6857050623569203
ACH-000075,-0.37483236388634295
ACH-000078,-0.5115101096247475
ACH-000082,-0.5466343572507115
ACH-000085,-0.8935326752848258
ACH-000086,-0.2587493616622235
ACH-000087,-0.7432609056756769
ACH-000092,-0.7998823304356888
ACH-000095,-0.635123279779289
ACH-000097,-0.7090087284488539
ACH-000098,-0.25716928161321273
ACH-000099,-0.4141329305146523
ACH-000108,-0.8682705917263646
ACH-000113,-0.7479808492284915
ACH-000116,-0.3603055139220182
ACH-000118,-0.7206375474936804
ACH-000120,-0.6790962108224883
ACH-000123,-0.8261003640217828
ACH-000127,-0.7089816267251798
ACH-000128,-0.5298263869301254
ACH-000132,-0.8065457327460311
ACH-000133,-0.5804005877163577
ACH-000137,-0.35484805518921386
ACH-000138,-0.5820491093938648
ACH-000142,-0.502598821834474
ACH-000143,-0.8615083443038241
ACH-000146,-0.8115353159424941
ACH-000148,-0.4114470705291812
ACH-000150,-0.6006285869622583
ACH-000152,-0.6479569860944023
ACH-000153,-0.4300110851921248
ACH-000159,-0.6010234985049628
ACH-000160,-0.8442599943080344
ACH-000163,-0.27145382359350273
ACH-000167,-0.9318212123144928
ACH-000168,-0.7369300528607181
ACH-000169,-0.7086145423007165
ACH-000178,-0.6869257983492608
ACH-000183,-0.5598523636091073
ACH-000188,-0.6174765553868007
ACH-000189,-0.7634012725591858
ACH-000190,-0.6112606812302418
ACH-000198,-0.4658373289113706
ACH-000203,-1.1536790043099179
ACH-000204,-0.5454965194352388
ACH-000206,-0.5615245775745078
ACH-000207,-0.7949652657887011
ACH-000208,-0.730823668558183
ACH-000210,-0.314577053752538
ACH-000211,-0.4635661747230464
ACH-000215,-0.4288977541583798
ACH-000221,-0.1823004159439704
ACH-000222,-0.6337289673369115
ACH-000223,-0.6695172546312894
ACH-000226,-0.5161709047175892
ACH-000227,-0.6374625347444057
ACH-000228,-0.5661745265265843
ACH-000231,-0.3188645999241231
ACH-000232,-0.5011849261232683
ACH-000233,-0.7462751913473584
ACH-000234,-0.7933444590451468
ACH-000235,-0.8176913176797639
ACH-000237,-0.4964835181728737
ACH-000238,-0.449253595333904
ACH-000242,-0.3545698734199826
ACH-000243,-0.6267958350639442
ACH-000244,-0.216683912789614
ACH-000246,-0.6665986661303795
ACH-000248,-0.5262755140520188
ACH-000250,-0.5749159567047494
ACH-000251,-0.5173473615103029
ACH-000252,-0.6718192539968224
ACH-000253,-0.9469038176476764
ACH-000255,-0.6583249908813658
ACH-000256,-0.6038862037467602
ACH-000257,-0.7017573717877933
ACH-000258,-0.5128757542131914
ACH-000259,-0.7197946480325527
ACH-000260,-0.6846475219800703
ACH-000261,-0.7945375594141514
ACH-000262,-0.9414549432661286
ACH-000263,-0.9279141582041563
ACH-000264,-0.8008636276099838
ACH-000265,-0.5637854223074398
ACH-000266,-0.7035414605359374
ACH-000272,-0.5523717907505376
ACH-000274,-0.6778423765772298
ACH-000277,-0.7065276735289592
ACH-000278,-0.9487353832427036
ACH-000279,-0.3844837469801396
ACH-000280,-0.4844795418965658
ACH-000281,-0.5352952993829434
ACH-000288,-0.4540408489479171
ACH-000291,-0.6037980717646895
ACH-000293,-0.3601011868385946
ACH-000294,-0.7544170083710113
ACH-000295,-0.6456380172443255
ACH-000296,-0.4850448629936132
ACH-000302,-0.8872023759700665
ACH-000304,-1.0271441295035766
ACH-000307,-0.5502171373917348
ACH-000308,-0.6699864416153085
ACH-000310,-0.4268081893146507
ACH-000311,-0.6390817723783841
ACH-000312,-0.5376459690217616
ACH-000315,-0.9675092049379276
ACH-000316,-0.5807693175274492
ACH-000317,-0.7252690257643328
ACH-000318,-0.7790172257730738
ACH-000319,-0.6453184380340645
ACH-000320,-0.4631752030679055
ACH-000322,-0.8236633146459311
ACH-000323,-0.25230207147847755
ACH-000324,-0.5749094369259525
ACH-000329,-0.5150831903608335
ACH-000330,-0.4403694972817179
ACH-000331,-0.6730704486428482
ACH-000332,-0.5256145260204339
ACH-000334,-1.0102563622142593
ACH-000335,-0.4835569658302259
ACH-000336,-0.4771132830379028
ACH-000337,-0.7864162714003969
ACH-000338,-0.8369394548335476
ACH-000339,-0.6090269058508961
ACH-000341,-0.929817861286806
ACH-000348,-0.8832870940976182
ACH-000350,-0.6007856097262341
ACH-000352,-0.808994844391751
ACH-000356,-0.5865123939159229
ACH-000361,-0.7224989854942201
ACH-000362,-0.5408692833978614
ACH-000363,-0.8215243840771393
ACH-000364,-0.6549689354425655
ACH-000365,-0.7234049113115957
ACH-000366,-0.4938997865493983
ACH-000368,-0.14994765429124424
ACH-000374,-0.3873028207069097
ACH-000375,-0.7347974213001826
ACH-000376,-0.6733975793279703
ACH-000381,-0.5666261738870838
ACH-000383,-0.4985093727203468
ACH-000387,-0.6306003830823085
ACH-000389,-0.4254203883044774
ACH-000390,-0.6948366121004135
ACH-000393,-0.2787741997658971
ACH-000395,-0.8104875756495199
ACH-000396,-0.9299581309182106
ACH-000397,-0.5715415148498789
ACH-000401,-1.0047176784742855
ACH-000402,-0.4322006604842631
ACH-000403,-0.7159002394502578
ACH-000404,-0.9208102345697168
ACH-000406,-0.4992143277252269
ACH-000407,-0.3685514017862241
ACH-000408,-0.7283643442558502
ACH-000410,-0.7327102858510476
ACH-000411,-0.7283171693063695
ACH-000414,-0.7091854020819925
ACH-000415,-0.5530737045563183
ACH-000416,-0.8843804888285045
ACH-000420,-0.6424658731070102
ACH-000421,-0.4941483815301461
ACH-000424,-0.6261601903676609
ACH-000425,-0.7030489948183158
ACH-000426,-1.0218403146526611
ACH-000427,-0.538129161870329
ACH-000433,-0.4916527536724407
ACH-000435,-0.8915057537627351
ACH-000436,-0.652190117596323
ACH-000444,-0.7165272215216569
ACH-000445,-0.5880412036343685
ACH-000448,-0.7049599575921611
ACH-000450,-0.948892763328676
ACH-000452,-0.5262396114974957
ACH-000454,-0.3418981751957634
ACH-000458,-0.5569031851997932
ACH-000459,-1.193676824220021
ACH-000460,-0.4850522734391974
ACH-000461,-0.6346092167782259
ACH-000463,-0.5208150744747981
ACH-000464,-0.6796707162503717
ACH-000466,-0.8526057119469231
ACH-000467,-0.6701934550234505
ACH-000468,-0.4919217374056256
ACH-000469,-0.2789356826654159
ACH-000470,-0.4428714769862841
ACH-000471,-0.5453736595707787
ACH-000472,-0.39400125135019376
ACH-000473,-0.317556413480422
ACH-000475,-0.4131297551193212
ACH-000476,-0.6038426331728372
ACH-000477,-1.0019326476558303
ACH-000479,-0.6765130360182015
ACH-000480,-0.2336044796604834
ACH-000481,-0.5422221917048946
ACH-000483,-0.5802725089988483
ACH-000484,-0.6589443310475085
ACH-000485,-0.38376434019097055
ACH-000486,-0.8326325682412586
ACH-000487,-0.6986548360798889
ACH-000488,-0.6750042054358297
ACH-000490,-0.4970559572936191
ACH-000491,-0.9091950886506248
ACH-000495,-0.3256254514632889
ACH-000496,-0.580012750278156
ACH-000499,-0.2357255538148699
ACH-000500,-0.5196385037305884
ACH-000502,-0.6775784324771612
ACH-000503,-0.5568488522125766
ACH-000505,-0.7081578849721084
ACH-000507,-0.7405941077043621
ACH-000510,-0.6236503667021764
ACH-000511,-0.839305484347236
ACH-000512,-0.3521771402110657
ACH-000516,-0.45005478488945533
ACH-000517,-0.871289563595761
ACH-000518,-0.7322081148102013
ACH-000520,-0.4433492308898391
ACH-000521,-0.6508216228126125
ACH-000522,-0.5699673204076923
ACH-000524,-0.6613143748373935
ACH-000527,-0.7289228070290544
ACH-000528,-0.8321803455552625
ACH-000537,-0.9595145051353476
ACH-000541,-0.12433210407476665
ACH-000542,-0.5779282204909478
ACH-000544,-0.4827801231784876
ACH-000545,-0.4930635480392597
ACH-000547,-0.5390132222096992
ACH-000548,-0.8741104869740102
ACH-000549,-0.6598996649726977
ACH-000550,-0.50914059149852
ACH-000552,-0.42075873258557456
ACH-000556,-0.6981307493150245
ACH-000557,-0.5325421107328455
ACH-000569,-0.7350306636811408
ACH-000570,-0.7468587687045417
ACH-000571,-0.6754309493515304
ACH-000573,-0.9352728670022038
ACH-000576,-0.9281712074103832
ACH-000579,-0.6345057090573292
ACH-000580,-0.7300095683970599
ACH-000584,-0.6616692566614144
ACH-000585,-0.8162632100305107
ACH-000588,-0.4094773033023989
ACH-000589,-0.7004116528999034
ACH-000591,-0.2384567762762693
ACH-000593,-0.5783102000179746
ACH-000600,-0.662110613141426
ACH-000601,-0.4720477613799912
ACH-000605,-0.6937793416542413
ACH-000606,-0.6148537143908028
ACH-000608,-0.67892784504989
ACH-000614,-0.803401296302199
ACH-000616,-0.6827673458753888
ACH-000618,-1.0645725792614544
ACH-000619,-0.752611772652784
ACH-000620,-0.3400760208607456
ACH-000621,-0.8353333836026638
ACH-000622,-0.15057400337020868
ACH-000623,-0.4045327501120564
ACH-000624,-0.705101812213193
ACH-000627,-0.5523197530900873
ACH-000630,-0.7466925418140087
ACH-000631,-0.5188522006703664
ACH-000632,-0.6033700397754992
ACH-000633,-0.4674835599953544
ACH-000637,-0.7180915381783728
ACH-000638,-0.5788166776724671
ACH-000646,-0.8399653017101042
ACH-000647,-0.5756037089838529
ACH-000648,-0.6990687985789312
ACH-000649,-0.664418930792141
ACH-000651,-0.5231726824399959
ACH-000652,-0.7161979035876169
ACH-000653,-0.6588731857220905
ACH-000657,-0.6107917776808097
ACH-000658,-0.6162750282437776
ACH-000661,-0.7345645340421812
ACH-000662,-0.6375234450514287
ACH-000663,-0.9547289247653412
ACH-000665,-0.6017996197554484
ACH-000671,-0.5024396331441627
ACH-000672,-0.542748583565693
ACH-000673,-0.8271054784481594
ACH-000676,-0.5824101175216999
ACH-000677,-1.0865548699878225
ACH-000681,-0.6014828642579433
ACH-000683,-0.29316865273058484
ACH-000684,-0.6438215198754287
ACH-000688,-1.039767352724316
ACH-000693,-0.5466856195569516
ACH-000694,-0.7170742087496623
ACH-000695,-0.5511891161201458
ACH-000696,-0.7747430196065886
ACH-000697,-0.6780116023562559
ACH-000699,-1.0896506129924852
ACH-000701,-0.621818338741834
ACH-000706,-0.6818938925247863
ACH-000711,-0.7941759520257087
ACH-000713,-0.4386317361884747
ACH-000714,-0.5448824416937438
ACH-000718,-0.6856380495198738
ACH-000720,-0.5794418262401025
ACH-000721,-0.5911390056631275
ACH-000724,-0.22501614179489332
ACH-000725,-0.7060438008268856
ACH-000732,-0.7239250048893431
ACH-000734,-0.2544388620188338
ACH-000735,-0.6618908607247941
ACH-000736,-0.5300049946242376
ACH-000738,-0.7039734974640425
ACH-000746,-0.8067958535598931
ACH-000747,-0.5719308186210589
ACH-000748,-0.7681075244171715
ACH-000753,-0.6660491421612522
ACH-000756,-0.029213039368779895
ACH-000757,-0.6994993854218635
ACH-000758,-0.5144755121977165
ACH-000760,-0.8683002163347086
ACH-000762,-0.5209613579219414
ACH-000763,-0.8975948894391091
ACH-000764,-0.9546451545115976
ACH-000765,-0.5307903327519787
ACH-000766,-0.696177550905645
ACH-000767,-0.7046378956635236
ACH-000768,-0.8236138247505145
ACH-000769,-0.5753478289657902
ACH-000770,-0.5924244864444603
ACH-000771,-0.6688546237093689
ACH-000773,-0.4232221175290185
ACH-000776,-0.5716429045634067
ACH-000777,-0.4731893251551021
ACH-000778,-1.0619719576980091
ACH-000781,-0.7792458610615609
ACH-000782,-0.6425180773141428
ACH-000783,-0.5786487066778203
ACH-000784,-0.558390891166728
ACH-000785,-0.9273373549612736
ACH-000787,-0.7271001728528236
ACH-000788,-0.6245578513355797
ACH-000791,-0.6565840327923106
ACH-000792,-0.7321371654022261
ACH-000794,-0.5972068346547164
ACH-000796,-0.8710162602630466
ACH-000798,-0.6200475449565119
ACH-000799,-0.6664193640281075
ACH-000800,-0.7055306670835153
ACH-000802,-0.7425351692057255
ACH-000804,-0.5262378249441164
ACH-000805,-0.6585003774351785
ACH-000809,-0.7105626780789966
ACH-000810,-0.19174091969176146
ACH-000811,-0.7082561005089086
ACH-000817,-0.4644409840863677
ACH-000819,-0.7225111046349875
ACH-000820,-0.6897314405307456
ACH-000821,-0.5413133920847852
ACH-000822,-0.8310397666325705
ACH-000823,-0.5217591846544716
ACH-000824,-0.2733588534238369
ACH-000827,-0.6078945735124238
ACH-000829,-0.7815577506989605
ACH-000831,-0.7159344906642424
ACH-000832,-0.7910212980539878
ACH-000833,-0.5036841439610837
ACH-000834,-0.18574963831781927
