,ZP4 (57829)
ACH-000004,-0.13700317399935924
ACH-000005,-0.02619467060233126
ACH-000007,-0.10767813338954177
ACH-000009,-0.05928645251382723
ACH-000011,0.02114905904027568
ACH-000012,-0.027988170840088818
ACH-000013,-0.013438209822558035
ACH-000014,-0.010187811587020808
ACH-000015,0.19081052496808007
ACH-000017,0.0044638359870632265
ACH-000018,0.07336522331126058
ACH-000019,-0.036785338155956734
ACH-000021,0.08179014724033272
ACH-000022,0.01798649675499573
ACH-000025,0.0008921925095862725
ACH-000028,0.107828196403771
ACH-000030,-0.012987679006415436
ACH-000035,0.10554353158449364
ACH-000036,0.14361359532525303
ACH-000037,0.017816285187232706
ACH-000039,0.2305622364655857
ACH-000040,-0.05832136568453675
ACH-000041,0.015577514846640569
ACH-000042,0.05403153513064345
ACH-000045,0.03363661227621592
ACH-000047,0.02121696742591995
ACH-000052,0.14148831123713634
ACH-000053,0.06168798510467857
ACH-000054,0.1173001464421196
ACH-000055,0.0592713084964531
ACH-000060,0.07708683381629251
ACH-000067,0.08544463665517807
ACH-000070,0.060495653486877375
ACH-000075,0.1367508449639612
ACH-000078,0.005909429715497608
ACH-000082,0.061899044346906275
ACH-000085,0.2190338727984006
ACH-000086,-0.03417510644983502
ACH-000087,0.010639646378729826
ACH-000092,0.04931339960206736
ACH-000095,0.1856653322490069
ACH-000097,0.10202712067219223
ACH-000098,0.06943243054022982
ACH-000099,0.06773010825984724
ACH-000108,0.09962760150573756
ACH-000113,0.07139792349793958
ACH-000116,0.058719590662233576
ACH-000118,0.042177870473183485
ACH-000120,-0.06604073221181549
ACH-000123,-0.05776245698288456
ACH-000127,-0.011225056737965282
ACH-000128,-0.07473832140700998
ACH-000132,-0.01906871403920006
ACH-000133,0.06081630879581053
ACH-000137,0.05117148423923474
ACH-000138,0.1330333436421991
ACH-000142,0.08962606838108685
ACH-000143,0.15168363042536614
ACH-000146,0.13702844730821254
ACH-000148,-0.04256496392118217
ACH-000150,-0.04902330938443674
ACH-000152,0.0944550498158036
ACH-000153,0.17875807383526635
ACH-000159,0.09238038986899692
ACH-000160,-0.04084721739003246
ACH-000163,-0.05015376269492488
ACH-000167,-0.26843189444700594
ACH-000168,0.16033496112191384
ACH-000169,0.06620386822033121
ACH-000178,0.13991516086044434
ACH-000183,-0.12345550075875213
ACH-000188,0.07802184427115663
ACH-000189,0.2962564939401981
ACH-000190,-0.04989323789170522
ACH-000198,0.021302834561848203
ACH-000203,-0.3360541176887432
ACH-000204,0.004219262575130958
ACH-000206,0.18296600925808326
ACH-000207,0.046745271376766234
ACH-000208,0.16761647340988506
ACH-000210,-0.0139984225769362
ACH-000211,-0.00023585198120409728
ACH-000215,-0.058753091921621516
ACH-000221,-0.05299192253229583
ACH-000222,0.0868132677712595
ACH-000223,0.01938631805929681
ACH-000226,-0.11264714230860708
ACH-000227,-0.22950079112237484
ACH-000228,0.005576527240213408
ACH-000231,0.022218920952373808
ACH-000232,0.04667990313377623
ACH-000233,0.0
ACH-000234,0.03999897861598526
ACH-000235,0.031945644623591576
ACH-000237,-0.027522484020518444
ACH-000238,-0.040153548441863834
ACH-000242,0.05241185798954612
ACH-000243,0.007840231045755888
ACH-000244,0.06454621586179138
ACH-000246,0.0724811422633348
ACH-000248,-0.013523292371006928
ACH-000250,0.018111696055065168
ACH-000251,0.002862454447242281
ACH-000252,-0.10286338269400076
ACH-000253,0.1121851264167448
ACH-000255,0.04802569145809508
ACH-000256,-0.13529199154397706
ACH-000257,-0.004503332051385603
ACH-000258,0.009196523512657352
ACH-000259,0.09446912493768972
ACH-000260,0.0045352154436238854
ACH-000261,0.004243308218336026
ACH-000262,-0.1400065520539968
ACH-000263,0.0983542531128103
ACH-000264,-0.009023151042956964
ACH-000265,0.10647712559148476
ACH-000266,0.0240785685868913
ACH-000272,-0.12118226532608802
ACH-000274,-0.023635483078568345
ACH-000277,-0.017290399616129094
ACH-000278,-0.020363086572307686
ACH-000279,0.059672216179118026
ACH-000280,0.16567374070701346
ACH-000281,-0.006982919241894264
ACH-000288,-0.04981562537361448
ACH-000291,0.07885856513480409
ACH-000293,-0.0149839735796694
ACH-000294,-0.018311667316210017
ACH-000295,-0.05713572555623218
ACH-000296,0.24620821111126026
