,WDR45B (56270)
ACH-000004,0.10276248977190076
ACH-000005,0.08896607651735708
ACH-000007,0.3218404857891668
ACH-000009,-0.16220950657276914
ACH-000011,0.004171301215960032
ACH-000012,0.034699807304012134
ACH-000013,0.12790363420682802
ACH-000014,0.27350941415875946
ACH-000015,0.010768893505250732
ACH-000017,-0.17164976213479946
ACH-000018,0.08066703418630157
ACH-000019,0.14214731698773336
ACH-000021,0.008267113756336734
ACH-000022,0.11688964491940045
ACH-000025,0.02944847507483855
ACH-000028,-0.1393951929164607
ACH-000030,0.12462343535787497
ACH-000035,0.15940234494051578
ACH-000036,-0.04010554754657835
ACH-000037,-0.13715474447514742
ACH-000039,0.08888256885496104
ACH-000040,0.08827023667418649
ACH-000041,0.09815583906774822
ACH-000042,-0.04107541271436635
ACH-000045,-0.03641888290751884
ACH-000047,0.14932342686386813
ACH-000052,-0.02578426255005072
ACH-000053,0.2205386103438789
ACH-000054,-0.020153093592649645
ACH-000055,0.009347804155390835
ACH-000060,-0.058236057545110985
ACH-000067,0.1415300383090719
ACH-000070,0.15288797881801572
ACH-000075,0.04578584603920762
ACH-000078,-0.014356594930772763
ACH-000082,0.0674903919415537
ACH-000085,-0.03308327495521482
ACH-000086,0.08788935914712755
ACH-000087,-0.2280506674176733
ACH-000092,0.10034507837565584
ACH-000095,0.16841651724154216
ACH-000097,-0.005141441052639952
ACH-000098,0.10840575702008964
ACH-000099,-0.025912843188930727
ACH-000108,0.010568170390367143
ACH-000113,0.10138423732415157
ACH-000116,0.08301813484270171
ACH-000118,0.02825575496821849
ACH-000120,-0.05242145070852218
ACH-000123,0.2784808427147382
ACH-000127,0.2448008423752157
ACH-000128,0.04651271019973948
ACH-000132,-0.016909911093364382
ACH-000133,0.08776575692070039
ACH-000137,0.2118577156245419
ACH-000138,0.13729325063481304
ACH-000142,-0.04465967047604447
ACH-000143,0.19456790348058292
ACH-000146,0.12105864171654497
ACH-000148,0.09629886261668058
ACH-000150,0.1715951963842132
ACH-000152,0.10294011960176208
ACH-000153,0.16611847487433612
ACH-000159,0.020733257414817744
ACH-000160,0.010375754093854371
ACH-000163,-0.0003817229864266948
ACH-000167,0.23990064863022675
ACH-000168,0.14003892994252076
ACH-000169,0.0865365538145649
ACH-000178,0.08476734276478114
ACH-000183,0.2103168296764832
ACH-000188,0.016911278311033985
ACH-000189,-0.09783693463970006
ACH-000190,-0.06259644980261947
ACH-000198,0.10055411250727438
ACH-000203,-0.7190149798180949
ACH-000204,0.030375171940031562
ACH-000206,0.2867405080526677
ACH-000207,0.08938624321782378
ACH-000208,-0.03577162137049679
ACH-000210,0.24409359516655926
ACH-000211,0.11894436814839532
ACH-000215,0.17231280140913835
ACH-000221,-0.016393913868659838
ACH-000222,0.02550083875539596
ACH-000223,0.07120500718644175
ACH-000226,0.16759764420552165
ACH-000227,0.07080330836460888
ACH-000228,0.06798963178782627
ACH-000231,0.020159323786723485
ACH-000232,0.22123531366143812
ACH-000233,0.05902360260996085
ACH-000234,0.1053450568739956
ACH-000235,0.003885502208058136
ACH-000237,0.16289605655209385
ACH-000238,-0.035365330468886895
ACH-000242,0.0917461179854367
ACH-000243,0.09605881360957624
ACH-000244,0.24838998946733215
ACH-000246,-0.035553388758118656
ACH-000248,-0.031114040463981068
ACH-000250,-0.013429890250063546
ACH-000251,-0.3560398108158776
ACH-000252,0.08925827065283369
ACH-000253,-0.012260861001098432
ACH-000255,0.1120739485448143
ACH-000256,0.01675957196617251
ACH-000257,0.15729381191404646
ACH-000258,-0.00237028742798332
ACH-000259,0.03734562489329716
ACH-000260,0.07784897382886223
ACH-000261,0.049784039713762614
ACH-000262,-0.1756681260455926
ACH-000263,-0.13711738480059046
ACH-000264,-0.06432064983368373
ACH-000265,0.09179269792527632
ACH-000266,-0.04924795731947867
ACH-000272,0.041244813752441004
ACH-000274,0.09493172480687002
ACH-000277,-0.07207716067956492
ACH-000278,0.19952374101629555
ACH-000279,0.13251959336726776
ACH-000280,0.03629569184325291
ACH-000281,0.160268469871911
ACH-000288,-0.010703749483881971
ACH-000291,0.03743853833388576
ACH-000293,0.14687836750099506
ACH-000294,0.015108091363765659
ACH-000295,0.025472580916205825
ACH-000296,0.02357323489046029
ACH-000302,0.1832860109312205
ACH-000304,-0.008280501376394373
ACH-000307,0.05056534530191294
ACH-000308,0.030941145334406683
ACH-000310,0.007891418737618188
ACH-000311,0.24976006767490694
ACH-000312,0.02979815027670509
ACH-000315,-0.018926979120163463
ACH-000316,0.0552551730719336
ACH-000317,0.08521599870780103
ACH-000318,0.2259219420632855
ACH-000319,0.26759380534880617
ACH-000320,0.11918432136062905
ACH-000322,0.039724612089923526
ACH-000323,0.11303305898606016
ACH-000324,0.07771670387638316
ACH-000329,-0.04025789983714687
ACH-000330,0.030176120828826487
ACH-000331,0.10072471785712933
ACH-000332,0.035012844488412215
ACH-000334,0.014701304031167109
ACH-000335,-0.0267460583843471
ACH-000336,0.17058736254993173
ACH-000337,0.17904146262359433
ACH-000338,0.3455482480489585
ACH-000339,-0.09179511278282444
ACH-000341,0.17650005606042296
ACH-000348,0.06206308352785104
ACH-000350,0.019098817372487198
ACH-000352,-0.4849648555827257
ACH-000356,-0.010805042570118556
ACH-000361,0.17674561806910266
ACH-000362,0.07268048707323603
ACH-000363,0.19323943853328668
ACH-000364,0.1279914571900914
ACH-000365,0.003061228074456539
ACH-000366,0.050349890993734055
ACH-000368,0.16419208968821575
ACH-000374,-0.08840044471633522
ACH-000375,-0.15879960400831486
ACH-000376,0.0299938512926361
ACH-000381,0.13197993392594307
ACH-000383,-0.041554815417764485
ACH-000387,0.12498511055900124
ACH-000389,0.10634310679218427
ACH-000390,0.12826213154905172
ACH-000393,0.08817791379420276
ACH-000395,-0.1955168439773168
ACH-000396,0.03152508073575665
ACH-000397,0.04193116756754811
ACH-000401,0.1214873157978279
ACH-000402,0.16393008372325993
ACH-000403,0.013582589974625506
ACH-000404,0.11826498514110452
ACH-000406,0.1208352426850744
ACH-000407,0.04078278074522015
ACH-000408,0.06674961117190632
ACH-000410,0.04281807785553325
ACH-000411,0.01247203904730839
ACH-000414,0.2421802711344795
ACH-000415,0.06972919755834325
ACH-000416,-0.0043570536145795796
ACH-000420,0.08534193495858079
ACH-000421,0.05622888909456936
ACH-000424,0.02719720129016193
ACH-000425,0.014484352595296169
ACH-000426,0.2710444349589518
ACH-000427,0.08481519420215859
ACH-000433,-0.14397695247118644
ACH-000435,0.17618911612619514
ACH-000436,0.15744968670822648
ACH-000444,-0.04684513928731463
ACH-000445,-0.00412081218717448
ACH-000448,-0.012018268088547996
ACH-000450,0.38358691363300396
ACH-000452,0.1163747565669773
ACH-000454,-0.07155293334002667
ACH-000458,0.06275508051407308
ACH-000459,0.11028242127269898
ACH-000460,0.029595436498217175
ACH-000461,-0.033933300852398145
ACH-000463,0.08183724484954888
ACH-000464,-0.02418679024112557
ACH-000466,0.04107407559709033
ACH-000467,0.09653994315307234
ACH-000468,0.0737840770177368
ACH-000469,0.1396201289571569
ACH-000470,-0.009545877148960632
ACH-000471,0.08834301165856552
ACH-000472,0.0665591498960179
ACH-000473,0.2975482927922005
ACH-000475,-0.07078545670646477
ACH-000476,0.050262262321786176
ACH-000477,0.284730783291826
ACH-000479,0.2635584831907652
ACH-000480,0.002175709394644796
ACH-000481,0.18021019086689025
ACH-000483,0.2357120502403189
ACH-000484,0.07410722720941544
ACH-000485,-0.058791101929671866
ACH-000486,0.1277004528997189
ACH-000487,0.09319994786589017
ACH-000488,0.07785315614177528
ACH-000490,0.2236134837284744
ACH-000491,0.2822081892886562
ACH-000495,0.0271402749469271
ACH-000496,0.10837369185258428
ACH-000499,0.1939125016916471
ACH-000500,0.29329039048518324
ACH-000502,-0.06894282465227826
ACH-000503,0.1604782337129917
ACH-000505,0.09302577616703712
ACH-000507,-0.02721038663833103
ACH-000510,-0.0022064149297009216
ACH-000511,0.058296727797646414
ACH-000512,0.07268478556893787
ACH-000516,0.10573550745888598
ACH-000517,0.12568656686694593
ACH-000518,0.12746256838170236
ACH-000520,0.06609829287789544
ACH-000521,0.17689928880366793
ACH-000522,0.1208937291379066
ACH-000524,0.04941085200324392
ACH-000527,0.06715553466115376
ACH-000528,0.16020248984558216
ACH-000537,0.0353750359318949
ACH-000541,0.08211734607921209
ACH-000542,0.16332752042229062
ACH-000544,0.014017049172911323
ACH-000545,0.20193121533009034
ACH-000547,0.13256562735194652
ACH-000548,0.00903061719612823
ACH-000549,0.13126476022559308
ACH-000550,0.1235696790014177
ACH-000552,0.017967165103858276
ACH-000556,-0.02176291301454996
ACH-000557,-0.052763529580511
ACH-000569,0.13482528275406308
ACH-000570,0.016554563794896456
ACH-000571,0.09185009804097018
ACH-000573,0.04480362801481599
ACH-000576,-0.17630879353417478
ACH-000579,-0.02186869163314015
ACH-000580,0.18970200860482092
ACH-000584,-0.0137476818068996
ACH-000585,0.1499264638175783
ACH-000588,0.2929307869944598
ACH-000589,0.08809774592320127
ACH-000591,0.10722024019795283
ACH-000593,0.12762875808935756
ACH-000600,0.1633794937144978
ACH-000601,0.0488353605418048
ACH-000605,0.08388948434478417
ACH-000606,0.1453128712241209
ACH-000608,0.10477618581185984
ACH-000614,0.1840711967659341
ACH-000616,-0.07024706132824775
ACH-000618,0.07859779150649017
ACH-000619,-0.07377378378532642
ACH-000620,0.21837289856879674
ACH-000621,-0.11742023760914805
