,TMEM39A (55254)
ACH-000004,0.12203754575040256
ACH-000005,0.17978065398449153
ACH-000007,-0.016267443804739892
ACH-000009,0.07800873194221614
ACH-000011,0.1154530856136032
ACH-000012,0.025058035289181924
ACH-000013,-0.025263429210257603
ACH-000014,-0.047098232176983036
ACH-000015,0.06779991248341014
ACH-000017,0.007340378160244036
ACH-000018,0.10099503588055644
ACH-000019,-0.06019939534283455
ACH-000021,0.05609861440999787
ACH-000022,-0.052390570051358686
ACH-000025,-0.06690396416006981
ACH-000028,-0.00611197859822084
ACH-000030,0.017434790504994472
ACH-000035,-0.07200986716993908
ACH-000036,-0.11996213493718648
ACH-000037,0.11350816306113433
ACH-000039,0.11820751950015435
ACH-000040,-0.06773292724545017
ACH-000041,0.0943234872555392
ACH-000042,0.04323236267222783
ACH-000045,0.26212535273676063
ACH-000047,0.06537525757737242
ACH-000052,0.15262991723616345
ACH-000053,0.07138742489141046
ACH-000054,0.16392254884053886
ACH-000055,-0.11534177606736155
ACH-000060,0.016491852297751384
ACH-000067,0.06719502965191428
ACH-000070,0.15827179182350573
ACH-000075,0.01533586882118079
ACH-000078,0.06244538778651733
ACH-000082,0.15849069632823298
ACH-000085,-0.016286060292686026
ACH-000086,-0.04566229096235077
ACH-000087,0.13257857389508906
ACH-000092,-0.0033959485687941678
ACH-000095,0.11608295008954955
ACH-000097,0.02623932736455967
ACH-000098,0.1469767263707426
ACH-000099,0.10908203045401807
ACH-000108,-0.043485730454433685
ACH-000113,0.10971003398195316
ACH-000116,0.1071144816235532
ACH-000118,0.12920570099452125
ACH-000120,-0.19548491828326667
ACH-000123,0.012563608823645142
ACH-000127,-0.04737527165284069
ACH-000128,-0.03130379852744853
ACH-000132,0.044708159162715325
ACH-000133,0.06955345345827171
ACH-000137,-0.03109695459402849
ACH-000138,-0.07688133727662416
ACH-000142,0.14083325758716705
ACH-000143,0.03647214208014755
ACH-000146,0.10941572236089778
ACH-000148,0.11010325096226067
ACH-000150,0.08276984699319709
ACH-000152,-0.0606264576804495
ACH-000153,-0.08349258878288758
ACH-000159,0.048284773835824434
ACH-000160,-0.1380539591307194
ACH-000163,0.04398622442945408
ACH-000167,-0.3487096600728403
ACH-000168,0.16089950339885106
ACH-000169,-0.10929781604771356
ACH-000178,-0.021619000043690727
ACH-000183,0.04883266543141557
ACH-000188,-0.04334683304564309
ACH-000189,0.07631322489701663
ACH-000190,0.108301097421374
ACH-000198,0.065791965501927
ACH-000203,0.22946444869526056
ACH-000204,0.5204380101977936
ACH-000206,0.09977604652817106
ACH-000207,0.04723334085231889
ACH-000208,-0.030065712882361418
ACH-000210,0.21900517377089032
ACH-000211,0.001240951817260818
ACH-000215,-0.00024138078071650175
ACH-000221,0.13790849322396548
ACH-000222,-0.0983059542152702
ACH-000223,0.0048881530810825176
ACH-000226,-0.07659944426700377
ACH-000227,0.09099739955001376
ACH-000228,0.04058428807401993
ACH-000231,0.021362811049656486
ACH-000232,0.05173122858284406
ACH-000233,0.11154876488897457
ACH-000234,0.0343777197585872
ACH-000235,-0.019102321833109972
ACH-000237,0.05385242817781427
ACH-000238,0.07146577262309073
ACH-000242,0.015559616952047425
ACH-000243,-0.1004491333765072
ACH-000244,0.011737130881591996
ACH-000246,0.10844012063085567
ACH-000248,0.1416311571060445
ACH-000250,0.06628674998333972
ACH-000251,-0.11929800916373975
