,SPAG11B (10407)
ACH-000004,-0.04519862740519789
ACH-000005,0.08984902828413578
ACH-000007,-0.0394819428551676
ACH-000009,0.05303454251270963
ACH-000011,0.19549241282310792
ACH-000012,-0.1366457521397302
ACH-000013,0.1540385021095054
ACH-000014,-0.037564114466992135
ACH-000015,0.11518165697384113
ACH-000017,0.04987725017408081
ACH-000018,0.12448539555086335
ACH-000019,-0.03966650218267443
ACH-000021,0.19537540564799752
ACH-000022,-0.18235674439909494
ACH-000025,-0.07792316439961695
ACH-000028,0.044466008085438304
ACH-000030,-0.059542422879146586
ACH-000035,0.0669692185938124
ACH-000036,0.03763732977096257
ACH-000037,-0.05016932170475834
ACH-000039,-0.1235711143731573
ACH-000040,-0.19080809479473734
ACH-000041,-0.1131415232111806
ACH-000042,0.10112298314256554
ACH-000045,-0.3213654900118751
ACH-000047,-0.06274015074930113
ACH-000052,0.014037795330704005
ACH-000053,-0.06883649248752179
ACH-000054,0.08719282441212768
ACH-000055,-0.02786788187724316
ACH-000060,-0.07472292747033699
ACH-000067,0.0685530988571207
ACH-000070,0.11375116767421392
ACH-000075,-0.0479470928512529
ACH-000078,-0.4178393105704996
ACH-000082,-0.6273056972638063
ACH-000085,-0.12750508659845106
ACH-000086,0.08523711470496413
ACH-000087,0.053522051007778425
ACH-000092,-0.08186818845356371
ACH-000095,0.15989284885331406
ACH-000097,-0.023057146841062515
ACH-000098,0.037309357685581794
ACH-000099,0.07602510677990591
ACH-000108,-0.08487164349966304
ACH-000113,-0.26399257810278826
ACH-000116,0.04886761205680458
ACH-000118,0.06190868508511886
ACH-000120,0.1021042528740854
ACH-000123,0.08354057284262148
ACH-000127,0.06010227349453955
ACH-000128,0.030998180829484124
ACH-000132,0.015278138656373454
ACH-000133,0.10447427715290228
ACH-000137,-0.08325490368254056
ACH-000138,0.040381315347509786
ACH-000142,-0.05326935281968415
ACH-000143,-0.12135782151319376
ACH-000146,-0.016457986257782973
ACH-000148,-0.007859057108278413
ACH-000150,0.027395152446147143
ACH-000152,-0.029543570567428793
ACH-000153,-0.08478640595507887
ACH-000159,-0.13221994646207275
ACH-000160,0.2955375628316833
ACH-000163,-0.09836370712738757
ACH-000167,-0.8018472583681601
ACH-000168,-0.20174123280124964
ACH-000169,-0.1567608220168078
ACH-000178,-0.23598004646457216
ACH-000183,0.035474084418173374
ACH-000188,-0.12301278255711842
ACH-000189,-0.08478338561379724
ACH-000190,-0.05288861984491163
ACH-000198,-0.2816151375338232
ACH-000203,0.3830945632224221
ACH-000204,-0.08073458999795705
ACH-000206,0.046036642444602406
ACH-000207,0.16663328968305
ACH-000208,-0.1821777653737392
ACH-000210,0.16375854305743354
ACH-000211,0.04318485993307311
ACH-000215,0.036677840466930005
ACH-000221,0.0554984300646059
ACH-000222,-0.26169866184350266
ACH-000223,-0.06679078113585821
ACH-000226,0.08553823207627524
ACH-000227,0.009114605633291716
ACH-000228,-0.062180473074895534
ACH-000231,-0.01323543285037447
