,HNRNPF (3185)
ACH-000004,0.09116590581689846
ACH-000005,0.13843384029518532
ACH-000007,-0.1289346116575328
ACH-000009,-0.08272260284049822
ACH-000011,-0.15887939492569542
ACH-000012,-0.2664134184710703
ACH-000013,-0.15461594870431014
ACH-000014,-0.044039592944846835
ACH-000015,-0.20592054021812645
ACH-000017,-0.4755613465229887
ACH-000018,-0.2520476173739588
ACH-000019,-0.06068247003192509
ACH-000021,-0.10306559346911304
ACH-000022,-0.13749192452560036
ACH-000025,-0.2763347439031182
ACH-000028,-0.6322890294585005
ACH-000030,-0.3808514288373375
ACH-000035,-0.2754773622574276
ACH-000036,-0.2565684781142152
ACH-000037,-0.13658145679594108
ACH-000039,-0.06803592265549896
ACH-000040,-0.21121777888190996
ACH-000041,-0.19203129193044124
ACH-000042,-0.2893851949155321
ACH-000045,-0.10824060738919432
ACH-000047,0.057147245917918116
ACH-000052,-0.012144418853268998
ACH-000053,-0.08471394002207489
ACH-000054,-0.1573307268332557
ACH-000055,-0.4189457595816852
ACH-000060,-0.2677213961076368
ACH-000067,-0.4672880653050852
ACH-000070,0.16278588852704765
ACH-000075,-0.17216095197625725
ACH-000078,-0.1878418852821627
ACH-000082,-0.2928301622965323
ACH-000085,0.03110115339081115
ACH-000086,-0.3625338378232326
ACH-000087,-0.07457311122868866
ACH-000092,-0.4172249556599789
ACH-000095,0.007602798150040787
ACH-000097,-0.2967332642823875
ACH-000098,-0.23620472970514794
ACH-000099,-0.10135470740389757
ACH-000108,-0.1913757310870464
ACH-000113,-0.197130912697794
ACH-000116,-0.12425685686895215
ACH-000118,-0.20953883973121956
ACH-000120,-0.16175606365264786
ACH-000123,-0.14502673502858093
ACH-000127,-0.20865247684856605
ACH-000128,-0.4208089780460088
ACH-000132,-0.2741195896366691
ACH-000133,-0.1782549466807028
ACH-000137,-0.2960074490832394
ACH-000138,-0.11921413456058545
ACH-000142,-0.4579547042989442
ACH-000143,-0.24677977493607486
ACH-000146,-0.2087233279537731
ACH-000148,-0.2334104058778265
ACH-000150,-0.08363474319110455
ACH-000152,-0.1937410506314837
ACH-000153,-0.07515655786608531
ACH-000159,-0.306561951802136
ACH-000160,-0.11079326231985584
ACH-000163,-0.3835640810609721
ACH-000167,-0.1005541377260221
ACH-000168,0.002770366919035184
ACH-000169,-0.12808314914021562
ACH-000178,-0.2164687467385356
ACH-000183,-0.2309397844921585
ACH-000188,-0.2117080814785224
ACH-000189,-0.5994978600418224
ACH-000190,-0.2366982993946672
ACH-000198,-0.4925235799538091
ACH-000203,-0.4227943710559368
ACH-000204,-0.13396536889507518
ACH-000206,-0.012637031432585114
ACH-000207,-0.19904703822348352
ACH-000208,-0.1447913791335533
ACH-000210,-0.15445150537956764
ACH-000211,-0.0290235796574388
ACH-000215,-0.09361166449468916
ACH-000221,-0.3041899692951257
ACH-000222,-0.26540761588492484
ACH-000223,-0.226752208796441
ACH-000226,-0.3921023068776792
ACH-000227,-0.18830768910175147
ACH-000228,-0.5230176300003148
ACH-000231,-0.5452328091344789
ACH-000232,0.2086567958979578
ACH-000233,-0.535264545197233
ACH-000234,-0.17008762275827896
ACH-000235,-0.21500598018086
ACH-000237,-0.2426418706599512
ACH-000238,-0.19515236427608607
ACH-000242,-0.1787554460381746
ACH-000243,-0.07907392572056834
ACH-000244,-0.1999507075155428
ACH-000246,-0.116933387969645
ACH-000248,-0.5105918970645237
ACH-000250,-0.5277847274537962
ACH-000251,0.06469625254458584
ACH-000252,-0.3585825376143624
ACH-000253,-0.1729219925459691
ACH-000255,-0.2886552102803225
ACH-000256,-0.1624556356660895
ACH-000257,-0.3224404832986444
ACH-000258,-0.19354759130877944
ACH-000259,-0.1839727242274274
ACH-000260,-0.26480676924786484
ACH-000261,-0.037906812378899514
ACH-000262,-0.4478106420079576
ACH-000263,0.013257437428500891
ACH-000264,-0.34851192253740193
ACH-000265,-0.3042205476755354
ACH-000266,-0.06932177397003972
ACH-000272,-0.1539215110355586
ACH-000274,-0.07153841547417394
ACH-000277,-0.2321490213204306
ACH-000278,-0.059539170716968126
ACH-000279,-0.3516215095345675
ACH-000280,-0.16998315318634394
ACH-000281,-0.1853311419318161
ACH-000288,-0.395253977913186
ACH-000291,-0.09259767019718176
ACH-000293,-0.2609364485997636
ACH-000294,-0.050753268099356666
ACH-000295,-0.6606349279631137
ACH-000296,-0.14158294070837146
ACH-000302,-0.1826149686727488
ACH-000304,-0.4389544283135166
ACH-000307,-0.19882633046779785
ACH-000308,0.17704861062650662
ACH-000310,-0.1596823851041083
ACH-000311,0.1817124176150242
ACH-000312,-0.2387291383408583
ACH-000315,-0.352723595543674
ACH-000316,-0.21283070988745814
ACH-000317,-0.24393709410189496
ACH-000318,-0.2953592865629007
ACH-000319,-0.1838738343100934
ACH-000320,-0.09289094592250924
ACH-000322,-0.3134546473834348
ACH-000323,-0.00581961808327404
ACH-000324,-0.09573613643860493
ACH-000329,-0.21914426615830296
ACH-000330,-0.4397025535112307
ACH-000331,-0.3749675435385985
ACH-000332,-0.10276308080877793
ACH-000334,-0.5443695834372771
ACH-000335,-0.1821209804050115
ACH-000336,0.2021077218797972
ACH-000337,-0.011427631273380943
ACH-000338,-0.7540493474305464
ACH-000339,-0.32774101715675497
ACH-000341,-0.060591502427008365
ACH-000348,-0.10392351095629718
ACH-000350,-0.10989669710010982
ACH-000352,-0.22372889388390726
ACH-000356,-0.37522836608461935
ACH-000361,-0.0071923042450440875
ACH-000362,-0.20844366079827234
ACH-000363,0.057612569975469236
ACH-000364,-0.5167677495841094
ACH-000365,-0.3062204315805846
ACH-000366,-0.25630112594559795
ACH-000368,-0.26134147579062256
ACH-000374,-0.32940648942602424
ACH-000375,-0.2723862999095672
ACH-000376,-0.3797337841914962
ACH-000381,-0.1214770341333232
ACH-000383,-0.2925065733748569
ACH-000387,-0.06035319117431055
ACH-000389,-0.1380808565548779
ACH-000390,-0.14212844221514814
ACH-000393,-0.03678306062427658
ACH-000395,-0.2989011643020678
ACH-000396,-0.3132950640995693
ACH-000397,-0.3065956492657836
ACH-000401,-0.23023615903367964
ACH-000402,-0.2147505951946866
ACH-000403,-0.2878755582347577
ACH-000404,0.008085311539341871
ACH-000406,-0.4162150628901762
ACH-000407,-0.40971357994241775
ACH-000408,-0.4455918212860185
ACH-000410,-0.28591912765507016
ACH-000411,-0.4215681394161552
ACH-000414,-0.06575122089532043
ACH-000415,-0.5094765508864596
ACH-000416,-0.17618303928098894
ACH-000420,-0.3027083931616861
ACH-000421,-0.028333268804559813
ACH-000424,-0.13233066250997375
ACH-000425,-0.08564113095191166
ACH-000426,-0.2796653550071675
ACH-000427,-0.2564083036756736
ACH-000433,-0.3196794232264995
ACH-000435,-0.4793943719573986
ACH-000436,-0.08925082214040228
ACH-000444,-0.2770158063025733
ACH-000445,-0.3146529733109983
ACH-000448,-0.06797327985130593
ACH-000450,-0.11232932949957636
ACH-000452,-0.1654206887254058
ACH-000454,-0.02622501116194557
ACH-000458,-0.14817064532397972
ACH-000459,-0.08278922903322185
ACH-000460,-0.3148935403487473
ACH-000461,-0.3404152932871827
ACH-000463,-0.35111868910906713
ACH-000464,-0.2867772043075748
ACH-000466,-0.14803390167536756
ACH-000467,-0.17348386734435953
ACH-000468,-0.3468386666150528
ACH-000469,-0.08223520315046627
ACH-000470,-0.37513996653146975
ACH-000471,-0.17237428686221767
ACH-000472,-0.3835746157613227
ACH-000473,0.01594821308692686
ACH-000475,-0.10639506321017367
ACH-000476,-0.05827224420186303
ACH-000477,-0.2570124934762395
ACH-000479,0.12255502440113406
ACH-000480,-0.2642065689704811
ACH-000481,-0.23949301013605534
ACH-000483,-0.1754056662187419
ACH-000484,0.13705981665902373
ACH-000485,-0.09744128803661473
ACH-000486,-0.328281977672124
ACH-000487,-0.50960711588109
ACH-000488,-0.34310178204586106
ACH-000490,-0.1701336828079463
ACH-000491,-0.27068661830214874
ACH-000495,-0.22928238140536175
ACH-000496,-0.2714683347601341
ACH-000499,-0.3173516346419993
ACH-000500,-0.4765953106752198
ACH-000502,-0.22304786898965698
ACH-000503,-0.2981034930116049
ACH-000505,0.05861333286972191
ACH-000507,-0.2506013700264341
ACH-000510,-0.15183211470712918
ACH-000511,-0.12994183863180547
ACH-000512,-0.21846738065999147
ACH-000516,-0.0622644699732565
ACH-000517,-0.06896702553315508
ACH-000518,-0.1160300159482732
ACH-000520,-0.0372568315058985
ACH-000521,-0.1880565928286093
ACH-000522,-0.3441323686870349
ACH-000524,-0.0788267312295604
ACH-000527,0.09704977253070046
ACH-000528,-0.10682101060399474
ACH-000537,-0.22739819588160634
ACH-000541,-0.5423757329443613
ACH-000542,-0.247832015996783
ACH-000544,-0.6626506783011433
ACH-000545,-0.2156032263239203
ACH-000547,-0.2871655964826706
ACH-000548,-0.15479927612933442
ACH-000549,-0.18687525411092784
ACH-000550,-0.1069107299069704
ACH-000552,-0.20365324881002975
ACH-000556,-0.10144354643207913
ACH-000557,-0.08690219318324796
ACH-000569,-0.03986201643961313
ACH-000570,-0.1859773373940524
ACH-000571,-0.10093133668295837
ACH-000573,-0.18691357789159813
ACH-000576,0.15756105750025462
ACH-000579,-0.3588035011148014
ACH-000580,-0.2704193870542593
ACH-000584,-0.22140762890437676
ACH-000585,-0.34363885896624063
ACH-000588,-0.16807891587650475
ACH-000589,-0.16203121331202006
ACH-000591,-0.19475351143171246
ACH-000593,-0.03475409111038611
ACH-000600,-0.28053292913559275
ACH-000601,-0.25855190360117103
ACH-000605,-0.15217710261583312
ACH-000606,-0.4329175332710569
ACH-000608,-0.23530616214019245
ACH-000614,-0.28605187603183363
ACH-000616,-0.1710667472984766
ACH-000618,-0.30954181142544657
ACH-000619,-0.4081432519825928
ACH-000620,0.053376335888700915
ACH-000621,-0.2437197243289981
ACH-000622,-0.2002137330367823
ACH-000623,-0.3120463445480847
ACH-000624,-0.1641223742308955
ACH-000627,-0.2357566192009245
ACH-000630,-0.3690371088804851
ACH-000631,0.01843116760859489
ACH-000632,-0.07113217214668782
ACH-000633,-0.3978494425862134
ACH-000637,-0.2692996057375615
ACH-000638,-0.3644912870141645
ACH-000646,-0.4958259969762557
ACH-000647,-0.30099469156237324
ACH-000648,-0.3145341922197369
ACH-000649,-0.28258718855954984
ACH-000651,-0.27042159709701097
ACH-000652,0.13331788470531422
ACH-000653,-0.3798784809921959
ACH-000657,-0.3618280336704064
ACH-000658,-0.10141795326261056
ACH-000661,-0.026692070523096655
ACH-000662,-0.0331095033910054
ACH-000663,-0.4644618331433274
ACH-000665,-0.22018144276893692
ACH-000671,-0.05046052366650585
ACH-000672,-0.373741480354932
ACH-000673,-0.13949532489498082
ACH-000676,-0.1704241755149655
ACH-000677,-0.12734482036685546
ACH-000681,-0.02690694436015396
ACH-000683,-0.26534796846831965
ACH-000684,0.18624774668740154
ACH-000688,-0.226667541073782
ACH-000693,-0.2686582527968606
ACH-000694,-0.1989028603318065
ACH-000695,-0.3077954088554649
ACH-000696,-0.3454364077570852
ACH-000697,0.1955435147616301
ACH-000699,-0.14073460166175344
ACH-000701,-0.20721556050270784
ACH-000706,-0.15367421450023572
ACH-000711,-0.39604624483127066
ACH-000713,-0.25313279019057194
ACH-000714,-0.2641737769245243
ACH-000718,-0.3382231389942236
ACH-000720,-0.07953077529334715
ACH-000721,-0.244067404250442
ACH-000724,-0.16930734034248815
ACH-000725,-0.3432341235878346
ACH-000732,-0.5172248059963337
ACH-000734,-0.14715159218312038
ACH-000735,-0.3373441671097586
ACH-000736,-0.19720798116413307
ACH-000738,-0.22214195377805745
ACH-000746,-0.1419166295361649
ACH-000747,-0.4779781767169175
ACH-000748,-0.05436046356084327
ACH-000753,-0.3832424902599804
ACH-000756,-0.26198799684203977
ACH-000757,-0.4208027252184097
ACH-000758,-0.2479856018406939
ACH-000760,-0.1736107253600001
ACH-000762,-0.2639377965497912
ACH-000763,-0.2082536427617073
ACH-000764,-0.3064825236510724
ACH-000765,-0.0779508633290169
ACH-000766,-0.20931535658086176
ACH-000767,-0.2163459346544407
ACH-000768,0.011834746835421907
ACH-000769,-0.09043537543789654
ACH-000770,-0.059502432480317724
ACH-000771,-0.08525216121669787
ACH-000773,-0.2707284318112832
ACH-000776,-0.14317043283538092
ACH-000777,-0.16715505333187242
ACH-000778,-0.16306280940149626
ACH-000781,-0.1540304509575171
ACH-000782,0.007673873804715366
ACH-000783,-0.14784561623726286
ACH-000784,-0.03659725032462872
ACH-000785,-0.19334692804635986
ACH-000787,-0.29302876636568903
ACH-000788,-0.115026229896059
ACH-000791,-0.19544419960212836
ACH-000792,-0.4196582570165709
ACH-000794,-0.5314754904180795
ACH-000796,-0.4455520418064679
ACH-000798,-0.12638864977395647
ACH-000799,-0.3172759017456749
ACH-000800,-0.1010874523050594
ACH-000802,-0.19980494332254195
ACH-000804,-0.2092792933841039
ACH-000805,-0.04645835680717271
ACH-000809,-0.09021373984530442
ACH-000810,-0.2700736091224864
ACH-000811,-0.06562436285281381
ACH-000817,-0.17267836933088732
ACH-000819,-0.15333670324006712
ACH-000820,-0.23863911865310874
