,CSRP2BP (57325)
ACH-000746,-0.19653767693766885
ACH-000747,-0.4066439511694549
ACH-000748,-0.3775110268394867
ACH-000753,-0.11031492490303027
ACH-000756,-0.22977490288085534
ACH-000757,-0.15738363827833576
ACH-000758,-0.1894748495886804
ACH-000760,-0.05091063392039686
ACH-000762,-0.09834412725712027
ACH-000763,-0.1842844458778069
ACH-000764,-0.1116559662087664
ACH-000765,-0.020037184327053984
ACH-000766,-0.1938408371762429
ACH-000767,-0.10339929575107516
ACH-000768,-0.09342766860469827
ACH-000769,-0.33301131840440085
ACH-000770,-0.2428592091664215
ACH-000771,-0.08664095526230446
ACH-000773,0.0632692931084739
ACH-000776,-0.02179222073422678
ACH-000777,-0.11114574162925783
ACH-000778,-0.17173740006267935
ACH-000781,-0.26124773962034165
ACH-000782,-0.2229556777527901
ACH-000783,-0.18373776443397616
ACH-000784,-0.2764777016346341
ACH-000785,-0.04105298841521254
ACH-000787,-0.3115133668295453
ACH-000788,-0.39776003641285934
ACH-000791,-0.060649133177171986
ACH-000792,-0.021079511675646687
ACH-000794,-0.13760831083155298
ACH-000796,-0.1587209255114762
ACH-000798,-0.3342208517135401
ACH-000799,-0.19686049325327687
ACH-000800,-0.15177309657247426
ACH-000802,-0.1113116164899424
ACH-000804,0.07564813978960115
ACH-000805,-0.30161483917619203
ACH-000809,-0.1962090292658719
ACH-000810,-0.0017764872808067687
ACH-000811,-0.14417936388266667
ACH-000817,-0.11662762843853335
ACH-000819,-0.31341637923747706
ACH-000820,-0.113417959159566
ACH-000821,-0.32751402217529924
ACH-000822,-0.07949024826070811
ACH-000823,-0.27430510504269145
ACH-000824,-0.08644512135161937
ACH-000827,-0.30121289334379603
ACH-000829,-0.1793537294903411
ACH-000831,-0.23264205902688054
ACH-000832,-0.10458969296565357
ACH-000833,-0.22000870405852105
ACH-000834,-0.24810545642237955
ACH-000835,-0.2886602194686195
ACH-000836,0.20198184462897675
ACH-000837,-0.37511956724486173
ACH-000838,-0.06632896488185923
ACH-000839,-0.05145297105806932
ACH-000840,-0.15593806717960432
ACH-000841,-0.08072986710444424
ACH-000843,-0.3343060312357119
ACH-000846,-0.2396946411974027
ACH-000847,-0.2389112986110559
ACH-000848,-0.04017863913276999
ACH-000849,-0.08197231849912599
ACH-000851,-0.2706395548931592
ACH-000855,-0.22308594387356034
ACH-000856,-0.1890502217675184
ACH-000858,-0.16508520139299945
ACH-000859,-0.295247892813394
ACH-000861,-0.13614916169949778
ACH-000862,-0.2368266216151972
ACH-000865,-0.29093952940886203
ACH-000866,-0.3386715090827879
ACH-000867,-0.12690107287922536
ACH-000869,-0.1628762558325375
ACH-000872,-0.031234775484940237
ACH-000873,-0.2725905092483014
ACH-000876,-0.18132156828948293
ACH-000878,-0.34139600442261303
ACH-000880,0.03657903818374659
ACH-000881,-0.09016878980089084
ACH-000882,-0.18182515498222301
ACH-000884,-0.1737280077366054
ACH-000885,0.023278671594465464
ACH-000887,-0.07014983225171846
ACH-000889,-0.009770572303557136
ACH-000896,0.02158028390255368
ACH-000898,-0.1188609183116958
ACH-000900,-0.0868993749963872
ACH-000901,-0.06347971224325713
ACH-000905,-0.2253636459667822
ACH-000906,-0.12371428543863358
ACH-000907,-0.20280980704454624
ACH-000910,-0.02694235989183496
ACH-000911,-0.15292798868727406
ACH-000912,-0.3146750880357381
ACH-000913,-0.2072210479264213
ACH-000915,-0.22405606739227396
ACH-000916,-0.3038262192539797
ACH-000917,-0.1866703506497416
ACH-000920,0.06123017096266916
ACH-000921,-0.2089139658570256
ACH-000924,-0.106638820507827
ACH-000926,-0.2771675394188097
ACH-000928,-0.18066082863692592
ACH-000929,-0.14267744299101745
ACH-000932,-0.2684396105630399
ACH-000935,-0.09012928854861636
ACH-000936,-0.04479660941059674
ACH-000937,-0.07577547971339098
ACH-000938,-0.2687261275544065
ACH-000939,0.08377701612937216
ACH-000941,-0.08044077919570257
ACH-000943,-0.09381883268348427
ACH-000946,-0.043633443350533936
ACH-000947,-0.11826474879694733
ACH-000948,-0.008260924955092496
ACH-000950,0.1270679825765796
ACH-000953,0.1340915918183205
ACH-000954,-0.24630201551108485
ACH-000957,-0.0065024227619625286
ACH-000958,-0.15051882110410064
ACH-000960,-0.1153880876938045
ACH-000963,-0.011911106653070774
ACH-000968,-0.06444890794028083
ACH-000969,0.06009584031669269
ACH-000972,-0.07027121044612282
ACH-000973,-0.009012033339322168
ACH-000974,-0.34704001680731394
ACH-000978,-0.17748180283712292
ACH-000984,-0.2008224717920454
ACH-000986,-0.1950179220005948
ACH-000988,-0.2660765216749148
ACH-000993,-0.2572324614380176
ACH-000994,-0.18792976363758224
ACH-000996,-0.17343704237261395
ACH-001001,-0.008837185902705947
ACH-001020,-0.03035213894597542
ACH-001028,-0.2681612739515577
ACH-001031,-0.16422346567888882
ACH-001038,-0.14118150426435996
ACH-001048,-0.09924990664265848
ACH-001050,-0.3008267795314584
ACH-001053,-0.12622533108681694
ACH-001054,-0.2054721756742892
ACH-001061,-0.103134979009517
ACH-001067,-0.3630647752313936
ACH-001075,-0.4757690152324616
ACH-001096,-0.23450015448365225
ACH-001111,0.02470139468004826
ACH-001119,-0.07665067788997999
ACH-001128,0.617862450915862
ACH-001134,-0.2979078446916445
ACH-001151,-0.20229793140232635
ACH-001163,-0.0650068254326365
ACH-001164,-0.4570946853233132
ACH-001183,-0.2287377378130544
ACH-001192,-0.2636895189306082
ACH-001193,-0.3607914879788908
ACH-001196,-0.23562736506600254
ACH-001197,-0.11243887376959737
ACH-001205,-0.31892800324218673
ACH-001211,-0.08728824529206172
ACH-001212,-0.22137620889995965
ACH-001228,-0.10190945689883614
ACH-001232,-0.2406685447734282
ACH-001239,-0.253298574709976
ACH-001270,-0.40180865397903903
ACH-001274,-0.11835793892618507
ACH-001275,-0.334993464702582
ACH-001277,-0.06560892156518545
ACH-001278,-0.19932838250204465
ACH-001280,-0.3228854692665828
ACH-001283,-0.23478711701141644
ACH-001289,-0.1990609764795704
ACH-001300,-0.22249604135616485
ACH-001301,-0.12843331442107772
ACH-001302,-0.364691005291176
ACH-001306,-0.014208941895597387
ACH-001318,-0.1980140228235672
ACH-001322,-0.5138016617455955
ACH-001328,0.038827292301022436
ACH-001332,0.03051585259774222
ACH-001336,-0.23627536768641774
ACH-001346,-0.13176805429554347
ACH-001353,-0.2017289400415121
ACH-001354,-0.16949239782023434
ACH-001367,0.029888326077749543
ACH-001368,-0.2665468381268806
ACH-001374,-0.1012380326589961
ACH-001377,0.01534462064144648
ACH-001380,-0.2661467114697269
ACH-001391,-0.23343599672744866
ACH-001408,-0.04936138987876551
ACH-001430,-0.2306459740816869
ACH-001431,-0.2248416767898239
ACH-001450,0.08458782208708646
ACH-001496,0.024074243590556592
ACH-001500,-0.09082785196592164
ACH-001523,-0.1891350783982261
ACH-001532,-0.3954655242628387
ACH-001550,0.06289398301915895
ACH-001552,-0.2440901793926248
ACH-001554,-0.08417419446968236
ACH-001654,-0.14739618519074008
ACH-001735,-0.08189532193936315
ACH-001736,-0.10021818834375204
ACH-001737,-0.3276113150898448
ACH-001740,-0.2151346912732532
ACH-001745,-0.1080351093894052
ACH-001765,-0.007323114415535411
