,LRRC16B (90668)
ACH-000004,-0.04000414991581653
ACH-000005,-0.4390580194621455
ACH-000007,-0.102610473585402
ACH-000009,-0.2083782707207971
ACH-000011,-0.13067115920392705
ACH-000012,-0.15258319693955394
ACH-000013,-0.08437740089499701
ACH-000014,-0.15737255252859833
ACH-000015,-0.09403011773947244
ACH-000017,-0.28454530248221377
ACH-000018,-0.1924760597336744
ACH-000019,-0.18151198457680476
ACH-000021,-0.15501986827315098
ACH-000022,-0.13947192257643354
ACH-000025,-0.11750215089578993
ACH-000028,-0.1899950142268275
ACH-000030,-0.14019963739161515
ACH-000035,-0.14127744782750046
ACH-000036,-0.05241121858437253
ACH-000037,-0.05372839168063757
ACH-000039,-0.153715737229715
ACH-000040,-0.01954560299180791
ACH-000041,-0.10922197273533256
ACH-000042,-0.03721430376827479
ACH-000045,-0.06766359262585588
ACH-000047,-0.28093494302347444
ACH-000052,-0.17712935174798886
ACH-000053,-0.07242470900230015
ACH-000054,-0.12044737326352675
ACH-000055,-0.05186520666620556
ACH-000060,-0.1770450490082383
ACH-000067,-0.15882874107767672
ACH-000070,-0.14433478689600265
ACH-000075,-0.06345768496305848
ACH-000078,0.10411359976537723
ACH-000082,-0.06967204751655616
ACH-000085,-0.16425610956942496
ACH-000086,-0.04096282816951212
ACH-000087,-0.003026669376540359
ACH-000092,-0.06902612737916275
ACH-000095,-0.05674751926866101
ACH-000097,-0.18959450063404876
ACH-000098,-0.12841089344891626
ACH-000099,-0.0811538952083408
ACH-000108,-0.022712467631732798
ACH-000113,-0.1920611626394569
ACH-000116,-0.16019224991489622
ACH-000118,-0.1877714952589368
ACH-000120,-0.11732630278578482
ACH-000123,-0.08867666595169928
ACH-000127,-0.14724505685235853
ACH-000128,-0.14298165428385953
ACH-000132,0.02670968631140213
ACH-000133,-0.07729425126383943
ACH-000137,-0.13286137675129142
ACH-000138,-0.06419247397311185
ACH-000142,-0.07330846705817007
ACH-000143,-0.02558462388845541
ACH-000146,-0.11493033206851927
ACH-000148,-0.1294786291172466
ACH-000150,0.05430685541226905
ACH-000152,-0.20521942602735774
ACH-000153,-0.13494024104731853
ACH-000159,-0.1121626045171608
ACH-000160,-0.2871894290187177
ACH-000163,-0.10248447086534196
ACH-000167,-0.2753573132699079
ACH-000168,-0.2775271991164828
ACH-000169,-0.1696869757111038
ACH-000178,-0.15255821058747482
ACH-000183,-0.14301127693377533
ACH-000188,-0.02801510212138688
ACH-000189,-0.2756961545074064
ACH-000190,-0.16587110417445808
ACH-000198,-0.14742909603563628
ACH-000203,-0.3341166631038973
ACH-000204,-0.04313438894403683
ACH-000206,0.09795617099332106
ACH-000207,-0.13890708817800232
ACH-000208,-0.2128012275496708
ACH-000210,0.2636805324643908
ACH-000211,-0.14386546915726614
ACH-000215,-0.16840153927781135
ACH-000221,-0.2256981602944454
ACH-000222,-0.09792336062283337
ACH-000223,-0.11471293100885055
ACH-000226,-0.18605655781050895
ACH-000227,-0.15475568933689896
ACH-000228,-0.11621747059768628
ACH-000231,-0.130383812359021
ACH-000232,-0.0675822224929504
ACH-000233,0.019925692419383568
ACH-000234,-0.0393826065139744
ACH-000235,-0.1685512057963121
ACH-000237,0.01745465284859833
ACH-000238,-0.2030595934653637
ACH-000242,-0.08052772341940304
ACH-000243,-0.15768211841345936
ACH-000244,-0.0776285857811106
ACH-000246,-0.11676873344841375
ACH-000248,-0.2740779994439837
ACH-000250,-0.18670262012540675
ACH-000251,0.06543514762788816
ACH-000252,-0.20558735541351708
ACH-000253,-0.1365493114796977
ACH-000255,-0.0663563224364109
ACH-000256,-0.01323627709185485
ACH-000257,-0.1543659369978602
ACH-000258,0.05242922021127591
ACH-000259,-0.11506887954494095
ACH-000260,-0.045053025982036934
ACH-000261,-0.1314731460035435
ACH-000262,-0.1711460437059776
ACH-000263,0.17632640950056985
ACH-000264,-0.11365895232956785
ACH-000265,-0.10222857509198244
ACH-000266,-0.1522542111663352
ACH-000272,-0.12229286437349322
ACH-000274,-0.023139604766719314
ACH-000277,-0.022339138609066524
ACH-000278,-0.12436704504246122
ACH-000279,-0.13881332836396698
ACH-000280,-0.08310753904937487
ACH-000281,-0.06717465286175124
ACH-000288,-0.10123215035209378
ACH-000291,-0.07772949008972564
