,MICALL1 (85377)
ACH-000004,-0.3367992033239516
ACH-000005,-0.7697459416474097
ACH-000007,-0.19735661660436854
ACH-000009,-0.33009660951791897
ACH-000011,-0.4163839222809554
ACH-000012,-0.3218764749036003
ACH-000013,-0.3628118737966939
ACH-000014,-0.24021766040535214
ACH-000015,-0.32326610300624553
ACH-000017,-0.25638989198613593
ACH-000018,-0.24543717677239854
ACH-000019,-0.1917400959421346
ACH-000021,-0.2392750608227027
ACH-000022,-0.1808647171483568
ACH-000025,-0.2573750055592421
ACH-000028,-0.31544235128786763
ACH-000030,-0.4168264427282749
ACH-000035,-0.26561004597666976
ACH-000036,-0.1928546940162261
ACH-000037,-0.20175817843952165
ACH-000039,-0.20243121886558305
ACH-000040,-0.12794715048826288
ACH-000041,-0.14989556452310615
ACH-000042,-0.3211178210806452
ACH-000045,-0.2883371002411227
ACH-000047,-0.07429651657024909
ACH-000052,-0.1637586398318048
ACH-000053,-0.17477186763647856
ACH-000054,-0.023682710705269068
ACH-000055,-0.10092851443113207
ACH-000060,-0.30823560002348305
ACH-000067,-0.28557845280973176
ACH-000070,-0.04049939477968823
ACH-000075,-0.419293494663892
ACH-000078,-0.3600095109329513
ACH-000082,-0.2286430532692212
ACH-000085,-0.08240072694888495
ACH-000086,-0.17900228576439287
ACH-000087,-0.05044700858099956
ACH-000092,-0.30225480136705
ACH-000095,-0.2431125743139725
ACH-000097,-0.17107277916203628
ACH-000098,-0.3050991847034958
ACH-000099,-0.2967472037223252
ACH-000108,-0.2911658754386573
ACH-000113,-0.2892334318180687
ACH-000116,-0.13558848102353566
ACH-000118,-0.18161062522224092
ACH-000120,0.0011214146639013003
ACH-000123,-0.31321662755311763
ACH-000127,-0.13550635709279005
ACH-000128,-0.10661476279491536
ACH-000132,-0.3325996017319077
ACH-000133,-0.34160377782481544
ACH-000137,-0.21258460409112512
ACH-000138,-0.005392978637385246
ACH-000142,-0.06702077048708541
ACH-000143,-0.2886125647600761
ACH-000146,-0.08338816242173024
ACH-000148,-0.2743922810622907
ACH-000150,-0.2611044847956455
ACH-000152,-0.19657955078558856
ACH-000153,-0.06904816814940055
ACH-000159,-0.0502633579063978
ACH-000160,-0.2275069276228317
ACH-000163,-0.2160400153810384
ACH-000167,-0.23941624972406936
ACH-000168,-0.3473471032878987
ACH-000169,-0.34280974209095244
ACH-000178,-0.15973997604845971
ACH-000183,-0.3324348383838737
ACH-000188,-0.13229692987541375
ACH-000189,0.035387869193562814
ACH-000190,-0.08329545419210903
ACH-000198,-0.2282968925631716
ACH-000203,-0.389085319155454
ACH-000204,-0.2459582933139241
ACH-000206,-0.3349348502343621
ACH-000207,-0.2126672650853843
ACH-000208,-0.055046702900905686
ACH-000210,-0.0918083684773546
ACH-000211,-0.2584097181243135
ACH-000215,-0.23657151522590794
ACH-000221,-0.3304831682628924
ACH-000222,-0.06858118347717289
ACH-000223,-0.29251902425722703
ACH-000226,-0.20423390213686748
ACH-000227,-0.4866744918541824
ACH-000228,-0.2454563434775684
ACH-000231,-0.21842741076267885
ACH-000232,-0.4337229549665187
ACH-000233,-0.3714561209704506
ACH-000234,-0.16226398838509334
ACH-000235,-0.1545545566182675
ACH-000237,-0.19220655659301164
ACH-000238,-0.1848849798520823
ACH-000242,-0.0425773967296424
ACH-000243,-0.2622266448969927
ACH-000244,-0.17031411138686078
ACH-000246,-0.18653178402566387
ACH-000248,-0.2198675322087967
ACH-000250,-0.21260651851452675
ACH-000251,-0.2145827748885176
ACH-000252,-0.06682077286639672
