,ZC2HC1C (79696)
ACH-000004,-0.053958250366593095
ACH-000005,0.2417255899130028
ACH-000007,-0.11973780994283982
ACH-000009,-0.10958128392377
ACH-000011,0.10011351647600368
ACH-000012,0.01923643049073856
ACH-000013,0.04455995443898378
ACH-000014,-0.059545997625473975
ACH-000015,0.01274964973099067
ACH-000017,-0.031565591258804385
ACH-000018,-0.1885201080525412
ACH-000019,0.10153276207268133
ACH-000021,0.035903485297333185
ACH-000022,-0.1934007948660409
ACH-000025,0.01638535946869157
ACH-000028,-0.06963206752317691
ACH-000030,0.016109390007682797
ACH-000035,-0.08787550136227082
ACH-000036,0.008357300016617062
ACH-000037,-0.09340027018632586
ACH-000039,-0.16905917405299545
ACH-000040,-0.045299334841782266
ACH-000041,-0.1789381267709923
ACH-000042,-0.08875472987578581
ACH-000045,0.008075435546087317
ACH-000047,-0.06638406376326256
ACH-000052,-0.1841292314941364
ACH-000053,-0.16498759675333782
ACH-000054,-0.02328383598161837
ACH-000055,-0.21307624715641746
ACH-000060,-0.1908748047643756
ACH-000067,-0.042467154641908415
ACH-000070,-0.03825106251471911
ACH-000075,-0.022742926397503856
ACH-000078,-0.06984706511096693
ACH-000082,-0.04911912275655391
ACH-000085,0.20725210653923565
ACH-000086,0.0508529053441907
ACH-000087,0.1853395063426921
ACH-000092,0.030745685863213707
ACH-000095,-0.15224591705369467
ACH-000097,-0.04522375550180621
ACH-000098,-0.03708422363726095
ACH-000099,-0.05554550514966818
ACH-000108,-0.007385292131466373
ACH-000113,-0.1404583393509118
ACH-000116,0.03781424651699574
ACH-000118,-0.033368355635655635
ACH-000120,-0.0692985132523018
ACH-000123,-0.08377571536561684
ACH-000127,0.01603183172170599
ACH-000128,-0.07184527575014878
ACH-000132,0.011221684817050754
ACH-000133,-0.029949700369550563
ACH-000137,-0.13926303226751496
ACH-000138,0.04721339999201515
ACH-000142,-0.09767246046990087
ACH-000143,-0.21094923363594825
ACH-000146,-0.015599642157550287
ACH-000148,-0.06239379542192481
ACH-000150,-0.07338425033291593
ACH-000152,-0.03747436512349338
ACH-000153,0.10383910470634222
ACH-000159,0.002527681249713558
ACH-000160,-0.12092847443039455
ACH-000163,0.005481547415941781
ACH-000167,0.053704634899582535
ACH-000168,-0.09426079111970673
ACH-000169,-0.041706534774679935
ACH-000178,0.030355083186556917
ACH-000183,0.09579836129392236
ACH-000188,0.10262554969048768
ACH-000189,-0.026634020749196928
ACH-000190,-0.10189272299706678
ACH-000198,0.004413352161144345
ACH-000203,-0.1498772816318402
ACH-000204,0.2310938232425764
ACH-000206,-0.2901310722710612
ACH-000207,-0.2410107617457337
ACH-000208,-0.11043240876619027
ACH-000210,0.11842684875144073
ACH-000211,-0.068659131696115
ACH-000215,0.01677336942850909
ACH-000221,0.03446449360926604
ACH-000222,-0.07035528153278046
ACH-000223,-0.03722119950502335
ACH-000226,-0.04298975913297523
ACH-000227,0.031504612775720364
ACH-000228,-0.11082676908111484
ACH-000231,-0.15448104806470192
ACH-000232,-0.044628294365689984
ACH-000233,-0.07483240112965388
ACH-000234,0.06294064508972799
ACH-000235,-0.026792761928998574
ACH-000237,0.07196437742041246
ACH-000238,-0.20598118980223784
ACH-000242,0.11283162645304275
ACH-000243,-0.0920110598293309
ACH-000244,-0.07294175328202313
ACH-000246,-0.03840831223554594
ACH-000248,0.0013884110025167598
ACH-000250,-0.03771321403702711
ACH-000251,0.13643229683284244
ACH-000252,-0.2323970081123111
ACH-000253,-0.06095298332156472
ACH-000255,0.0736658929557451
ACH-000256,-0.022223288848025158
ACH-000257,-0.2274051879658145
ACH-000258,0.04388013220574828
ACH-000259,-0.030249020010828742
ACH-000260,0.0430516825782477
ACH-000261,-0.05617897968273265
ACH-000262,0.2248162971035364
ACH-000263,0.017246025091743604
ACH-000264,-0.03922894514152777
ACH-000265,0.02123604753830402
ACH-000266,0.007608304730419591
ACH-000272,0.00012354384011937968
ACH-000274,0.015622090497101676
ACH-000277,0.0568028554508275
ACH-000278,-0.04293055299102313
ACH-000279,-0.2057816175866601
ACH-000280,-0.14963907039729885
ACH-000281,0.005319777247119137
ACH-000288,0.0009749551035546312
ACH-000291,-0.09639477191444587
ACH-000293,-0.0945049248914562
ACH-000294,-0.17931298342279106
ACH-000295,-0.10130176765225443
ACH-000296,0.03472209047888016
ACH-000302,-0.04083351005440429
ACH-000304,-0.06796083999277082
ACH-000307,-0.10903316147139663
ACH-000308,-0.040942066196432605
ACH-000310,-0.06490860392511842
ACH-000311,0.02982831816121825
ACH-000312,-0.012996762889679886
ACH-000315,-0.10834455449036977
ACH-000316,-0.03172219737593907
ACH-000317,-0.1771979202051017
ACH-000318,0.08165975561046092
ACH-000319,-0.09544505262918652
ACH-000320,0.08709350489162697
ACH-000322,-0.03474928053847861
ACH-000323,-0.038731923393828666
ACH-000324,-0.02958282221280225
ACH-000329,-0.10451214362423436
ACH-000330,-0.08366219850647076
ACH-000331,0.1960776863461456
ACH-000332,-0.01380344424142932
ACH-000334,-0.0889139643498797
ACH-000335,-0.23315076214556074
ACH-000336,-0.15161451264071865
ACH-000337,0.018053478528660998
ACH-000338,0.15852619551814814
ACH-000339,-0.04921582141922454
ACH-000341,-0.16185558205482578
ACH-000348,0.0021777392529562798
ACH-000350,0.023738598197200686
ACH-000352,0.04060948259954238
ACH-000356,0.035949951750941275
ACH-000361,-0.05059197461501585
ACH-000362,-0.1212786603230812
ACH-000363,-0.04860839266509388
ACH-000364,0.09378248773946694
ACH-000365,-0.08945435248022157
ACH-000366,-0.04302952487656821
ACH-000368,0.03974859662391607
ACH-000374,0.019865701418822858
ACH-000375,-0.2248600358257704
ACH-000376,0.0034645897099932067
ACH-000381,-0.01680986489908714
ACH-000383,-0.0964487586364641
ACH-000387,0.047487344456723785
ACH-000389,-0.22419679459091574
ACH-000390,-0.012840225833520576
ACH-000393,-0.15996495544845893
ACH-000395,-0.2053940662472031
ACH-000396,0.043357573115940407
ACH-000397,-0.15810011840744234
ACH-000401,-0.007537613793118489
ACH-000402,-0.5074242746732065
ACH-000403,-0.012900025877540536
ACH-000404,-0.1308072032738483
ACH-000406,-0.12862969904790794
ACH-000407,0.004954726665758695
ACH-000408,-0.15018620488630038
ACH-000410,-0.0222777242320435
ACH-000411,0.10943885556753237
ACH-000414,-0.01642379035779835
ACH-000415,-0.05503890195302996
ACH-000416,-0.037467790795458256
ACH-000420,-0.14953555051778442
ACH-000421,-0.0694622569400766
ACH-000424,-0.02018434974041361
ACH-000425,0.043911702903928214
ACH-000426,-0.15726814363688724
ACH-000427,-0.08056462018335069
ACH-000433,0.0300105444192217
ACH-000435,-0.36065096669582397
ACH-000436,0.06409776718402954
ACH-000444,0.061099543998254964
ACH-000445,-0.07316501593850584
ACH-000448,0.044752179733764975
ACH-000450,0.05781559404874589
ACH-000452,-0.04119619102198807
ACH-000454,-0.11443311335745948
ACH-000458,0.02060699629461837
ACH-000459,-0.07518108026171683
ACH-000460,-0.08347312593438773
ACH-000461,0.07688816674611311
ACH-000463,-0.07476631977528972
ACH-000464,0.05505466312092448
ACH-000466,-0.044235753490249406
ACH-000467,-0.15816351215391014
ACH-000468,0.0009445995139196326
ACH-000469,-0.07091131982275475
ACH-000470,0.0636527585824377
ACH-000471,-0.04507308724119242
ACH-000472,-0.036556940184710736
ACH-000473,-0.08459957233676142
ACH-000475,-0.09567231586214547
ACH-000476,0.09107095920465744
ACH-000477,-0.1200047996235936
ACH-000479,-0.0576046730245025
ACH-000480,-0.08327803288173757
ACH-000481,-0.21292029520860875
ACH-000483,0.028451134175992824
ACH-000484,-0.009280673529053178
ACH-000485,0.0010705107987509263
ACH-000486,-0.014878475665386841
ACH-000487,0.08632062190927481
ACH-000488,-0.013131909947146218
ACH-000490,0.07716290080265713
ACH-000491,-0.2545565508210937
ACH-000495,-0.05179361869818501
ACH-000496,0.03734839202202055
ACH-000499,0.11735369104235722
ACH-000500,-0.04198403585389216
ACH-000502,0.08621172448370341
ACH-000503,0.02757156855558867
ACH-000505,-0.12880725614940836
ACH-000507,0.058637158565760135
ACH-000510,-0.022240639865214653
ACH-000511,-0.04994537147935232
ACH-000512,-0.13882050894342712
ACH-000516,0.036429004003952964
ACH-000517,-0.11116906635346743
ACH-000518,-0.1199264446352661
ACH-000520,0.011785689972006276
ACH-000521,-0.090294462127271
ACH-000522,-0.06605599379508408
ACH-000524,-0.10863851204614293
ACH-000527,-0.04135694932174455
ACH-000528,-0.024196053015547288
ACH-000537,0.07961361556089863
ACH-000541,-0.2858404483891592
ACH-000542,-0.05223458614270714
ACH-000544,-0.05435128395032161
ACH-000545,-0.13394830385816592
ACH-000547,-0.08656323872361307
ACH-000548,-0.04213351427922668
ACH-000549,-0.015383083330061031
ACH-000550,-0.12390258864606285
ACH-000552,-0.000985512593437782
ACH-000556,-0.015302868046478638
ACH-000557,-0.12919849111969248
ACH-000569,-0.20375675876889748
ACH-000570,-0.012370068029028387
ACH-000571,-0.04776727465881308
ACH-000573,-0.03456363029370417
ACH-000576,-0.0012500971067268456
ACH-000579,-0.03168352063570926
ACH-000580,-0.1795090040691502
ACH-000584,-0.03067850693905697
ACH-000585,-0.10440929946642023
ACH-000588,0.008942009838050931
ACH-000589,0.024113893148876558
ACH-000591,-0.15762108833026706
ACH-000593,0.025107148931512432
ACH-000600,0.12805438286293785
ACH-000601,-0.030355989832331592
ACH-000605,-0.22183746297080573
ACH-000606,0.012464049577351978
ACH-000608,-0.017630123745487527
ACH-000614,0.011998737013020708
ACH-000616,-0.10299611970102994
ACH-000618,-0.07282079664303008
ACH-000619,-0.11005350982149847
ACH-000620,-0.015095724329794528
ACH-000621,0.043578642512005716
ACH-000622,-0.08755598410294381
ACH-000623,-0.1872173345353196
ACH-000624,-0.04352343242643776
