,RMI1 (80010)
ACH-000004,-0.3654148791746584
ACH-000005,-0.7531762452709364
ACH-000007,-0.5082373369968197
ACH-000009,-0.6415099402156923
ACH-000011,-0.6057163747036094
ACH-000012,-0.7100462696427223
ACH-000013,-0.8365537490117414
ACH-000014,-0.7207161219153184
ACH-000015,-0.8268394566683536
ACH-000017,-0.7776815086085352
ACH-000018,-0.5909279445336221
ACH-000019,-0.4804314755020792
ACH-000021,-0.4082820999525266
ACH-000022,-0.8079437574024102
ACH-000025,-0.6947072309501173
ACH-000028,-0.6266991390159007
ACH-000030,-0.32906600242058753
ACH-000035,-0.7114888979707591
ACH-000036,-0.8084098878497599
ACH-000037,-1.0670172930686412
ACH-000039,-0.7752639867056395
ACH-000040,-0.5743472733600273
ACH-000041,-0.4424186048977965
ACH-000042,-0.5621862864087243
ACH-000045,-0.4144559064198811
ACH-000047,-0.6186887433071223
ACH-000052,-0.7756607006113256
ACH-000053,-0.6294025186869496
ACH-000054,-0.4142446818692018
ACH-000055,-0.6064819858884086
ACH-000060,-0.6675967062837261
ACH-000067,-0.6227310071590509
ACH-000070,-0.286349967068896
ACH-000075,-0.7069115565642103
ACH-000078,-0.8712794961263677
ACH-000082,-0.2908801064685114
ACH-000085,-0.4805458370828125
ACH-000086,-0.6776311921760203
ACH-000087,-0.5941756716377744
ACH-000092,-0.6314205120164877
ACH-000095,-0.5728953802391783
ACH-000097,-0.6977045010636649
ACH-000098,-0.6292322863411265
ACH-000099,-0.6573991637993355
ACH-000108,-0.6056585148889085
ACH-000113,-0.6301091849828258
ACH-000116,-0.6511902509620794
ACH-000118,-0.7605103431235233
ACH-000120,-0.4188876103244337
ACH-000123,-0.4852832189782248
ACH-000127,-0.7040017392495217
ACH-000128,-0.7217634779565762
ACH-000132,-0.6121046908472969
ACH-000133,-0.5386779120879083
ACH-000137,-0.655068603294035
ACH-000138,-0.6636169727257629
ACH-000142,-0.7875541659047871
ACH-000143,-0.5639159209394324
ACH-000146,-0.6506502482780715
ACH-000148,-0.6964711632247609
ACH-000150,-0.5935063170281849
ACH-000152,-0.6636077250170467
ACH-000153,-0.6901908158644422
ACH-000159,-0.5516980789794621
ACH-000160,-0.5620417339855803
ACH-000163,-0.7515789748262147
ACH-000167,-1.0035125546160553
ACH-000168,-0.8574256946709343
ACH-000169,-0.7358964614894395
ACH-000178,-0.6889121571249569
ACH-000183,-0.7222777581931294
ACH-000188,-0.7469218500854314
ACH-000189,-0.6876258550706832
ACH-000190,-0.9319971569146824
ACH-000198,-0.9861532719370808
ACH-000203,-0.7231060659141052
ACH-000204,-0.6300287291211272
ACH-000206,-0.4395818230295889
ACH-000207,-0.586387670697076
ACH-000208,-0.5325422066568958
ACH-000210,-0.4971720779639607
ACH-000211,-0.447580874844712
ACH-000215,-0.7448343437942978
ACH-000221,-0.5611395137667236
ACH-000222,-0.6263354830190457
ACH-000223,-0.5138379467327364
ACH-000226,-0.525178496853408
ACH-000227,-0.495253143559358
ACH-000228,-0.8939990174050632
ACH-000231,-0.6447056294659222
ACH-000232,-0.6632544068312901
ACH-000233,-0.5646328986990943
ACH-000234,-0.6329708243143218
ACH-000235,-0.6758683234570997
ACH-000237,-0.6694286230046467
ACH-000238,-0.7551000033921124
ACH-000242,-0.5983776079061188
ACH-000243,-0.6700997029250044
ACH-000244,-0.5549582224477054
ACH-000246,-0.9225614538343626
ACH-000248,-0.8528819391657879
ACH-000250,-0.7149246017560137
ACH-000251,-0.7566738795660009
ACH-000252,-0.7817708250582998
ACH-000253,-0.5167757308451085
ACH-000255,-0.8608976871792764
ACH-000256,-0.5103542132072191
ACH-000257,-0.7582387022642938
ACH-000258,-0.6279484185436082
ACH-000259,-0.9715548297521605
ACH-000260,-0.7818359724460033
ACH-000261,-0.4499300877092466
ACH-000262,-0.8292904756220603
ACH-000263,-0.5312290148342397
ACH-000264,-0.3928840518192758
ACH-000265,-0.574120562749485
ACH-000266,-0.8720252767762211
ACH-000272,-0.8134231134345851
ACH-000274,-0.7158864256078591
ACH-000277,-0.5690946988274981
ACH-000278,-0.7694890439115198
ACH-000279,-0.5287374975028175
ACH-000280,-0.6506815874689564
ACH-000281,-0.4550756295975878
ACH-000288,-0.5704183391438474
ACH-000291,-0.8263810034989655
ACH-000293,-0.506143420828459
ACH-000294,-0.4313399509290183
ACH-000295,-0.9104673970233368
ACH-000296,-0.7593819864486814
ACH-000302,-0.3968105003284364
ACH-000304,-0.6460093672925029
ACH-000307,-0.6249382046573603
ACH-000308,-0.6514230011364996
ACH-000310,-0.4055934752319823
ACH-000311,-0.7763065746382243
ACH-000312,-0.7194318898083893
ACH-000315,-0.4093144738313769
ACH-000316,-0.8046600017299641
ACH-000317,-0.4640610648912947
ACH-000318,-0.4430947725906348
ACH-000319,-0.5308596858305893
ACH-000320,-0.5992073545480888
ACH-000322,-0.4485466398876264
ACH-000323,-1.02881872030091
ACH-000324,-0.5598735049623479
ACH-000329,-0.4060892955054723
ACH-000330,-0.7865248163884639
ACH-000331,-0.6941843837154908
ACH-000332,-0.7189054384513557
ACH-000334,-0.5370952333443162
ACH-000335,-0.7282956487404113
ACH-000336,-0.5514726982211366
ACH-000337,-0.774113918190649
ACH-000338,-0.7874575462874305
ACH-000339,-0.648025056096052
ACH-000341,-0.6071056428640925
ACH-000348,-0.712729056814235
ACH-000350,-0.21635849584581973
ACH-000352,-0.6336418045110289
ACH-000356,-0.8129727181385497
ACH-000361,-0.7201514457049538
ACH-000362,-0.4864314859340449
ACH-000363,-0.555415026866093
ACH-000364,-0.6526145637353946
ACH-000365,-0.5340392408292541
ACH-000366,-0.7116464954635229
ACH-000368,-0.7622511170584002
ACH-000374,-0.7136116814960412
ACH-000375,-0.8448901727717846
ACH-000376,-0.6812408375266112
ACH-000381,-0.5818936146977205
ACH-000383,-0.6041393638728749
ACH-000387,-0.8846063755483429
ACH-000389,-0.4721238399582729
ACH-000390,-0.4326251818754399
ACH-000393,-0.41139638809277296
ACH-000395,-0.399217796463602
ACH-000396,-0.7507806347505201
ACH-000397,-0.8351586155723237
ACH-000401,-0.9185669541604604
ACH-000402,-0.214853531143234
ACH-000403,-0.30240340695357193
ACH-000404,-0.40807124216700696
ACH-000406,-0.5678811263042942
ACH-000407,-0.8484794117147941
ACH-000408,-0.6142391973369494
ACH-000410,-0.4899828408853976
ACH-000411,-0.8182722227892282
ACH-000414,-0.6026003565324438
ACH-000415,-0.5301363272689711
ACH-000416,-0.4458981486816784
ACH-000420,-0.6826457617697179
ACH-000421,-0.8847133300309352
ACH-000424,-0.8930681562384521
ACH-000425,-0.6598489266877665
ACH-000426,-0.2821620291458513
ACH-000427,-0.7442529089071057
ACH-000433,-0.6480712688494513
ACH-000435,-0.8643078837111104
ACH-000436,-0.7139013677673309
ACH-000444,-0.8110815354507657
ACH-000445,-0.8314288407711167
ACH-000448,-0.7107961405696971
ACH-000450,-0.5591986035833149
ACH-000452,-0.6729288259844838
ACH-000454,-0.6966986018174333
ACH-000458,-0.6042897281522399
ACH-000459,-0.4976269099200217
ACH-000460,-0.6376729755102671
ACH-000461,-0.5117496662152559
ACH-000463,-0.5075227095895316
ACH-000464,-0.4594122732064495
ACH-000466,-0.4436162539870284
ACH-000467,-0.8625035963007137
ACH-000468,-0.4924552032358609
ACH-000469,-0.5394717819289294
ACH-000470,-0.5769017377480189
ACH-000471,-0.8730720664941517
ACH-000472,-0.7017993862571397
ACH-000473,-0.9703898283573024
ACH-000475,-0.7152390132014022
ACH-000476,-0.2932423459286612
ACH-000477,-0.4491006807167315
ACH-000479,-0.7755090191292194
ACH-000480,-0.7241014937337474
ACH-000481,-0.4830052673865328
ACH-000483,-0.617675497190511
ACH-000484,-0.5845585540928607
ACH-000485,-0.4555002162281703
ACH-000486,-0.6651099221159879
ACH-000487,-0.7871585034904773
ACH-000488,-0.7221389312227205
ACH-000490,-0.5540356527887647
ACH-000491,-0.3997809261342449
ACH-000495,-0.8244882049894546
ACH-000496,-0.8711669967656868
ACH-000499,-0.5025647371384259
ACH-000500,-0.463846222786333
ACH-000502,-0.622215866124485
ACH-000503,-0.454480176492931
ACH-000505,-0.6713949469222563
ACH-000507,-0.64492266483026
ACH-000510,-0.4492551983925525
ACH-000511,-0.7468868418476369
ACH-000512,-0.4749266230667453
ACH-000516,-0.2803031598937861
ACH-000517,-0.22149584688062465
ACH-000518,-0.5269736011793584
ACH-000520,-0.6295439195110151
ACH-000521,-0.8964052272872952
ACH-000522,-0.8568989078976713
ACH-000524,-0.639049498792837
ACH-000527,-0.7427535759799784
ACH-000528,-0.6228071560152036
ACH-000537,-0.8731066546250533
ACH-000541,-0.2863726651986982
ACH-000542,-0.7923635258140125
ACH-000544,-0.7964801716880969
ACH-000545,-0.5662458047874765
ACH-000547,-0.7590247931974181
ACH-000548,-0.6763448021637017
ACH-000549,-0.8159381008649828
ACH-000550,-0.5571598450594056
ACH-000552,-0.6767301072340167
ACH-000556,-0.4541085789512018
ACH-000557,-0.4242883445921383
ACH-000569,-0.7661693246730342
ACH-000570,-0.6117670541458108
