,ITLN1 (55600)
ACH-000004,0.14337520819645774
ACH-000005,-0.08813596956538029
ACH-000007,-0.05560036843495942
ACH-000009,-0.16364211017394462
ACH-000011,0.05114148200934207
ACH-000012,-0.1975482521794412
ACH-000013,-0.042086396919052964
ACH-000014,-0.0556266113747476
ACH-000015,-0.00047761799751146086
ACH-000017,-0.054385543268115566
ACH-000018,-0.09824723391813232
ACH-000019,-0.07929756675799242
ACH-000021,-0.057444703203484035
ACH-000022,-0.055222067588910434
ACH-000025,0.012806138051094098
ACH-000028,0.11329408566458
ACH-000030,-0.037799221784559314
ACH-000035,0.0035884018247115327
ACH-000036,0.08010233283676149
ACH-000037,0.026105506711471552
ACH-000039,0.1036054350574082
ACH-000040,-0.05103466810417978
ACH-000041,-0.04757270232449198
ACH-000042,-0.02462112963779893
ACH-000045,-0.03540502413137532
ACH-000047,0.0401377088419262
ACH-000052,-0.3573599343776965
ACH-000053,-0.04854647376569346
ACH-000054,-0.045478087091806084
ACH-000055,-0.20179472042085386
ACH-000060,0.045794759725785235
ACH-000067,-0.011033442012700184
ACH-000070,-0.07915735716599383
ACH-000075,-0.02612384096273453
ACH-000078,0.09841395030091182
ACH-000082,0.026574123678616373
ACH-000085,-0.16832305106525638
ACH-000086,-0.04522522590997559
ACH-000087,0.08599355650259304
ACH-000092,-0.06980638629784168
ACH-000095,0.029691047360600974
ACH-000097,-0.010760382378900932
ACH-000098,-0.07109379762762973
ACH-000099,-0.021037454496110497
ACH-000108,-0.03513295452340279
ACH-000113,-0.12814593281039646
ACH-000116,-0.11946109743048143
ACH-000118,-0.02501418300861009
ACH-000120,-0.074335459020414
ACH-000123,0.12398045414189593
ACH-000127,-0.12274627224034122
ACH-000128,-0.05266046012880783
ACH-000132,0.061366388756274586
ACH-000133,-0.04024512637491391
ACH-000137,-0.0076400899267275845
ACH-000138,-0.05536848311518289
ACH-000142,0.06348220826278796
ACH-000143,-0.03895086429922354
ACH-000146,-0.03854270673688015
ACH-000148,-0.007536363624866583
ACH-000150,0.1763466502713697
ACH-000152,0.015360144757913962
ACH-000153,0.17020856318506564
ACH-000159,-0.02749815532995319
ACH-000160,0.109407685958336
ACH-000163,0.10927190728966336
ACH-000167,0.33536667565280104
ACH-000168,0.025433493062520168
ACH-000169,0.020583824209743543
