,CITED4 (163732)
ACH-000004,-0.0664780168365463
ACH-000005,0.17050395394718598
ACH-000007,-0.01080536582398729
ACH-000009,0.023131796399344613
ACH-000011,-0.00494764860348031
ACH-000012,-0.18192358867881264
ACH-000013,-0.09720050466157644
ACH-000014,-0.060303610023769515
ACH-000015,0.08511968109857714
ACH-000017,-0.07304962842329875
ACH-000018,-0.03499892646967411
ACH-000019,-0.23578335111679136
ACH-000021,0.014544837917996191
ACH-000022,0.01566061854611144
ACH-000025,-0.0023493924926723275
ACH-000028,0.06494963744053768
ACH-000030,-0.07170707965862202
ACH-000035,-0.0902397457177293
ACH-000036,0.058266482726102874
ACH-000037,-0.016811817088727348
ACH-000039,0.06147173679393057
ACH-000040,-0.12689558339036225
ACH-000041,0.06482332467677042
ACH-000042,0.018232591582356548
ACH-000045,-0.08814554453185673
ACH-000047,0.06435278681010326
ACH-000052,2.7656264683077e-05
ACH-000053,-0.028483683622573974
ACH-000054,0.0005991508752459744
ACH-000055,-0.16055183711476576
ACH-000060,-0.15951504775573044
ACH-000067,-0.12097988176195147
ACH-000070,-0.18411584143672732
ACH-000075,-0.04714775598100303
ACH-000078,-0.2523876328263473
ACH-000082,0.07373690486350147
ACH-000085,-0.1698332699102915
ACH-000086,-0.2161734006435408
ACH-000087,-0.04655267511308004
ACH-000092,-0.10029559636751106
ACH-000095,-0.13808938330056578
ACH-000097,-0.04427098887886395
ACH-000098,-0.09982909923556424
ACH-000099,-0.04931350370275639
ACH-000108,-0.12335828558271945
ACH-000113,-0.07509754035121004
ACH-000116,-0.11171001072407527
ACH-000118,-0.01828369676294569
ACH-000120,-0.17290953845232007
ACH-000123,-0.12039686368679345
ACH-000127,0.013314411070582751
ACH-000128,-0.14100098758473298
ACH-000132,-0.12007270754255475
ACH-000133,-0.03288409806497368
ACH-000137,-0.17939822770975547
ACH-000138,-0.028359243306031925
ACH-000142,0.06066574824528453
ACH-000143,-0.09177967341392518
ACH-000146,0.05210464108987321
ACH-000148,0.040461370287539856
ACH-000150,-0.05269922403122445
ACH-000152,-0.03800279920590064
ACH-000153,-0.049131147539431035
ACH-000159,-0.054755332193620526
ACH-000160,0.3118677827557412
ACH-000163,-0.017893927084231154
ACH-000167,0.3112847662696926
ACH-000168,-0.007856742025457539
ACH-000169,0.061963121576620914
ACH-000178,-0.06002607245864652
ACH-000183,-0.0003832883709664443
ACH-000188,-0.18244218669542467
ACH-000189,-0.19784947475864026
ACH-000190,0.1461543101067912
ACH-000198,-0.009429169242825395
ACH-000203,0.3386229113609633
ACH-000204,-0.2241873050161674
ACH-000206,-0.10373916746747422
ACH-000207,-0.15549203922139576
ACH-000208,-0.29788925989084075
ACH-000210,0.4727394521673828
ACH-000211,0.10643280670663516
ACH-000215,0.05469024913492277
ACH-000221,-0.1042355549975428
ACH-000222,-0.10950692412146536
ACH-000223,0.014748398209936047
ACH-000226,-0.3227371249186093
ACH-000227,0.0955277222080174
ACH-000228,0.06435125957947224
ACH-000231,0.013468753032463424
ACH-000232,0.0927520026062396
ACH-000233,-0.0272566233397778
ACH-000234,-0.06596213048257835
ACH-000235,-0.10172903877550317
ACH-000237,-0.06718116618954406
ACH-000238,-0.00409742792693291
ACH-000242,-0.08931060661918166
ACH-000243,0.012960754750105474
ACH-000244,0.043577816768073104
ACH-000246,-0.06769005436357661
ACH-000248,0.11807713177714645
ACH-000250,0.008145216217277994
ACH-000251,0.01201041954794243
