,MTRF1L (54516)
ACH-000424,0.08602323960410913
ACH-000425,-0.1266271717400107
ACH-000426,0.19861194740503268
ACH-000427,-0.13796687020208429
ACH-000433,-0.2432229366378681
ACH-000435,-0.24799864893902315
ACH-000436,-0.14658448842935354
ACH-000444,-0.2615207395901729
ACH-000445,-0.29057410679451057
ACH-000448,-0.14100056911813313
ACH-000450,-0.6815687541351858
ACH-000452,-0.18343935072990855
ACH-000454,-0.3676746368767441
ACH-000458,-0.15659350155367185
ACH-000459,-0.5798768849510895
ACH-000460,-0.31058477460510125
ACH-000461,-0.4927120551596953
ACH-000463,-0.13917018678483964
ACH-000464,-0.2789750220113297
ACH-000466,-0.30424975003117216
ACH-000467,-0.5845210685156329
ACH-000468,-0.31015556976278097
ACH-000469,-0.3482254098801804
ACH-000470,-0.32727949486627084
ACH-000471,-0.1720909138201701
ACH-000472,-0.14284243216385806
ACH-000473,-0.36561502496758425
ACH-000475,-0.2888691760992078
ACH-000476,-0.2191033791592476
ACH-000477,-0.40570464766833547
ACH-000479,-0.14404800714679555
ACH-000480,-0.4719640368601991
ACH-000481,-0.23745039083811814
ACH-000483,-0.4688932465660332
ACH-000484,-0.3047126964144426
ACH-000485,-0.17383917251755351
ACH-000486,-0.16998580580256847
ACH-000487,-0.241072645816247
ACH-000488,-0.6392512461226648
ACH-000490,-0.30188201059344416
ACH-000491,-0.2494098816165609
ACH-000495,-0.1863221307287607
ACH-000496,-0.06684486655462314
ACH-000499,-0.3072117675333043
ACH-000500,-0.33412050979577845
ACH-000502,-0.16749852415877214
ACH-000503,-0.21907433909262847
ACH-000505,-0.2787958637129935
ACH-000507,-0.7496938364320395
ACH-000510,-0.19304678083027288
ACH-000511,-0.1843851623529112
ACH-000512,-0.4528767558217898
ACH-000516,-0.40115608700093497
ACH-000517,-0.2763977845979004
ACH-000518,-0.13985736635418916
ACH-000520,-0.16443991825208665
ACH-000521,-0.4042857971805954
ACH-000522,-0.29049766473820515
ACH-000524,-0.3140406990825751
ACH-000527,-0.24288476324141525
ACH-000528,-0.5868166169830498
ACH-000537,-0.3480590601794221
ACH-000541,-0.26105892701184324
ACH-000542,-0.04251674985236188
ACH-000544,-0.1869086248810689
ACH-000545,-0.1877825837042837
ACH-000547,-0.9840961308150936
ACH-000548,-0.21302539782790172
ACH-000549,-0.4639726610717982
ACH-000550,-0.268078410321776
ACH-000552,-0.4973227103179169
ACH-000556,-0.28248172594958026
ACH-000557,-0.15368983717081594
ACH-000569,-0.6799631875404116
ACH-000570,-0.2292122112205361
ACH-000571,-0.08735511747646668
ACH-000573,-0.2513444729116117
ACH-000576,-0.13616705812135568
ACH-000579,-0.6715420484668315
ACH-000580,-0.1043278421054586
ACH-000584,-0.38161675201770096
ACH-000585,-0.1928757115468888
ACH-000588,-0.11625475365758835
ACH-000589,-0.5506296435803856
ACH-000591,-0.3765141876786469
ACH-000593,-0.30070776117948306
ACH-000600,-0.3891143651301749
ACH-000601,-0.17905382362296593
ACH-000605,-0.4180080462646121
ACH-000606,-0.32624307140134196
ACH-000608,-0.20640823042763026
ACH-000614,-0.469768800323792
ACH-000616,-0.1621340885045331
ACH-000618,-0.6150509496368417
ACH-000619,-0.1334590963207565
ACH-000620,-0.26934980535466896
ACH-000621,-0.17564654877841931
ACH-000622,-0.1311070721616289
ACH-000623,-0.3781180179080811
ACH-000624,-0.12485887617858515
ACH-000627,-0.2393650707508669
ACH-000630,-0.3939801588561874
ACH-000631,-0.2620208488350823
ACH-000632,-0.2683314540958216
ACH-000633,-0.6562806408942673
ACH-000637,-0.41305644311992185
ACH-000638,-0.13391842981383098
ACH-000646,-0.20465698049375544
ACH-000647,-0.4210588930462919
ACH-000648,-0.23331155726102665
ACH-000649,-0.10261239125725194
ACH-000651,-0.6251491128894696
ACH-000652,-0.2704839708668407
ACH-000653,-0.3964952785636167
ACH-000657,-0.30440755598807506
ACH-000658,-0.3970537310827933
ACH-000661,-0.3055142900637677
ACH-000662,-0.7108447702099693
ACH-000663,-0.2781465953831626
ACH-000665,-0.13118147473265376
ACH-000671,-0.6981739118609972
ACH-000672,0.01496040605694987
ACH-000673,-0.13903573970628322
ACH-000676,-0.2610506587582873
ACH-000677,-0.42674948949233293
ACH-000681,-0.3158681583163675
ACH-000683,-0.31987389082116546
ACH-000684,-0.3016149566699822
ACH-000688,-0.2866075770216899
ACH-000693,-0.5488919557109673
ACH-000694,-0.4240807213234704
ACH-000695,-0.06974591018625813
ACH-000696,-0.4632789175070991
ACH-000697,-0.3815424370255246
ACH-000699,-0.3888524765933257
ACH-000701,-0.385967613473754
ACH-000706,-0.5891039505948603
ACH-000711,-0.07512070285362217
ACH-000713,-0.17352859270331356
ACH-000714,0.014050843727907287
ACH-000718,-0.4914814302616221
ACH-000720,-0.4728218064200887
ACH-000721,-0.1413096044463078
ACH-000724,-0.4542197794166248
ACH-000725,-0.5886338443639799
ACH-000732,-0.2371906177023229
ACH-000734,-0.5436547988955996
ACH-000735,-0.18635294251508028
ACH-000736,-0.4388745206996767
ACH-000738,-0.6767470269872743
ACH-000746,-0.31340256110595555
ACH-000747,-0.5834611490409395
ACH-000748,-0.08368568654260107
ACH-000753,-0.3035391767770563
ACH-000756,-0.0890945687651386
ACH-000757,-0.2245519406610481
ACH-000758,-0.5891699376982051
ACH-000760,-0.37708541891215175
ACH-000762,-0.09058845392437938
ACH-000763,-0.3908989196323925
ACH-000764,-0.1604758311882244
ACH-000765,-0.6194458906372874
ACH-000766,-0.28581845236754977
ACH-000767,-0.343561947533597
ACH-000768,-0.25389523503916483
ACH-000769,-0.4735558170810018
ACH-000770,-0.14278195967936838
ACH-000771,-0.23189791680333946
ACH-000773,-0.2482839607884861
ACH-000776,-0.27818469035728943
ACH-000777,-0.19400395743500132
ACH-000778,-0.14324384734208884
ACH-000781,-0.2535353016780785
ACH-000782,-0.22526724239962695
ACH-000783,-0.07025754761158147
ACH-000784,-0.35505083344311794
ACH-000785,-0.1788317768189361
ACH-000787,-0.30865807930913924
ACH-000788,-0.07292192042901864
ACH-000791,-0.3300309166497702
ACH-000792,-0.2013671243121658
ACH-000794,-0.0352233256803583
ACH-000796,-0.13461423887727955
ACH-000798,-0.3085648138983443
ACH-000799,-0.30049240987058096
ACH-000800,-0.528996704892564
ACH-000802,-0.2587889399400252
ACH-000804,-0.2989526073177769
ACH-000805,-0.21352892127066095
ACH-000809,-0.2891046012974928
ACH-000810,-0.15260418089198147
ACH-000811,-0.13203786948903914
ACH-000817,-0.2397675857557299
ACH-000819,-0.1636057260597001
ACH-000820,-0.3848123511564868
ACH-000821,-0.6443329399544534
ACH-000822,-0.2595554300475029
ACH-000823,-0.3012018913681224
ACH-000824,-0.029383720114716193
ACH-000827,-0.12833347037974244
ACH-000829,-0.1036800628426656
ACH-000831,-0.8211313203323667
ACH-000832,-0.03736739693345386
ACH-000833,-0.4792464204112529
ACH-000834,-0.4894406668354743
ACH-000835,-0.17921482615715653
ACH-000836,-0.1915089364467548
ACH-000837,-0.29864250420933514
ACH-000838,-0.04915129528205007
ACH-000839,0.004278334163604951
ACH-000840,-0.3804394176934235
ACH-000841,-0.040058435028947695
ACH-000843,-0.4744227010364617
ACH-000846,-0.1165173540122439
ACH-000847,-0.4803269273136375
ACH-000848,-0.23284785169167166
ACH-000849,-0.2826289316143651
ACH-000851,-0.5920675259269736
ACH-000855,-0.3968311340890253
ACH-000856,-0.4193812308491352
ACH-000858,-0.6340633516855807
ACH-000859,-0.23931742922622645
ACH-000861,-0.422902376182332
ACH-000862,-0.8857972424798098
ACH-000865,-0.3321431951806265
ACH-000866,-0.2692294689783917
ACH-000867,-0.2518878771762946
ACH-000869,-0.3236612951890496
ACH-000872,-0.1412207475904715
ACH-000873,-0.2424872396859565
ACH-000876,-0.6316069719460917
ACH-000878,-0.12491763937568012
ACH-000880,0.010244627495893485
ACH-000881,-0.3727719651421135
ACH-000882,-0.1818020819069644
ACH-000884,-0.33687036051164115
ACH-000885,-0.4520792446584548
ACH-000887,-0.30279586081966925
ACH-000889,-0.5918277371021597
ACH-000896,-0.1637848684777108
ACH-000898,-0.13916075662901045
ACH-000900,-0.21212072982823127
ACH-000901,-0.22584999036469866
ACH-000905,-0.2488691113989452
ACH-000906,-0.2571442863483697
ACH-000907,-0.1705461440301327
ACH-000910,-0.5622132871026021
ACH-000911,-0.3029916670024959
ACH-000912,-0.14567458294259464
ACH-000913,-0.40132678202365535
ACH-000915,-0.3611905360606215
ACH-000916,-0.3653377303673662
ACH-000917,-0.37014737301404455
ACH-000920,-0.5559624542788986
ACH-000921,-0.2523117856478555
ACH-000924,-0.6141272040909767
ACH-000926,-0.3047637602488735
ACH-000928,-0.3930325925010755
ACH-000929,-0.34808098553031563
ACH-000932,-0.22501860740268775
ACH-000935,-0.3753764338755439
ACH-000936,-0.4563726431061866
ACH-000937,-0.06788633518444133
ACH-000938,-0.30151011066940364
ACH-000939,-0.32439211201911355
ACH-000941,-0.2726587760893657
ACH-000943,-0.5273878804150024
ACH-000946,-0.2780214684671355
ACH-000947,-0.5222250025187586
ACH-000948,-0.4108464807875915
ACH-000950,-0.03501360012343791
ACH-000953,-0.07816424506814766
ACH-000954,-0.2756867353063889
ACH-000957,-0.3131361303394602
ACH-000958,-0.16458820808361066
ACH-000960,-0.2172786150946629
ACH-000963,-0.2625930160371474
ACH-000968,-0.923774736551417
ACH-000969,-0.131714738105629
ACH-000972,-0.2696583073044173
ACH-000973,-0.14622933323930626
ACH-000974,-0.2500825868846762
ACH-000978,-0.5497784115512676
ACH-000984,-0.16991837264352835
ACH-000986,-0.15016766259732475
ACH-000988,-0.05136409087477769
ACH-000993,-0.007891401114877784
ACH-000994,-0.26750448358987866
ACH-000996,-0.23896078424356154
ACH-001001,-0.3887922719211708
ACH-001020,0.10930665862449288
ACH-001028,-0.3414548729739899
ACH-001031,-0.2545278260521721
ACH-001038,-0.3968494494794552
ACH-001048,-0.3518092513386334
ACH-001050,-0.0865256876167438
ACH-001053,-0.2936714203279713
ACH-001054,-0.27467104800700803
ACH-001061,-0.42829435749432176
ACH-001067,-0.2453466618711557
ACH-001075,-0.3204294724327795
ACH-001096,-0.4969293638324472
ACH-001111,-0.5929482551775068
ACH-001119,-0.08016654010617258
ACH-001128,-0.2626969950780325
ACH-001134,-0.16064830683719575
ACH-001151,-0.21501696481554705
ACH-001163,-0.5831216341832606
ACH-001164,-0.4796913668541469
ACH-001183,-0.21959825489056206
ACH-001192,-0.21062645673552927
ACH-001193,-0.06857234564117376
ACH-001196,0.0018493936028432442
ACH-001197,-0.1468665820920663
ACH-001205,-0.06012073568870339
ACH-001211,-0.2497171639103913
ACH-001212,-0.27439788205644844
ACH-001228,-0.3760728843677712
ACH-001232,-0.298998761034877
ACH-001239,-0.4359032698440505
ACH-001270,-0.3651431983212217
ACH-001274,-0.06099064816686545
ACH-001275,-0.30144406318360906
ACH-001277,-0.3588784297669554
ACH-001278,-0.4675271016304002
ACH-001280,-0.0859211946727967
ACH-001283,-0.16736603109726275
ACH-001289,-0.17893885437806084
ACH-001300,-0.2740291813011078
ACH-001301,-0.17798641453176667
ACH-001302,-0.5078945765387718
ACH-001306,-0.3368396011223108
ACH-001318,-0.3064127691089903
ACH-001322,-0.2295287113295857
ACH-001328,-0.027410783996217658
ACH-001332,-0.24584923066538794
ACH-001336,-0.3728294036722061
ACH-001346,-0.0616979749855566
ACH-001353,-0.09962245774964923
ACH-001354,-0.2549664256811678
ACH-001367,-0.6063424775379654
ACH-001368,-0.2772476300954279
ACH-001374,0.006041552696693816
ACH-001377,-0.2482900171828474
ACH-001380,-0.6325329872023039
ACH-001391,-0.17508515065314434
ACH-001408,0.06918625984097665
ACH-001430,-0.21407898196085676
ACH-001431,-0.13804448787026666
ACH-001450,-0.4912653454224963
ACH-001496,-0.2353060962543033
ACH-001500,-0.4893641008893737
ACH-001523,-0.4604283440942248
ACH-001532,-0.2578581181374453
ACH-001550,-0.4558364585081561
ACH-001552,-0.2105156507803612
ACH-001554,-0.4826224199664198
ACH-001654,-0.21902424232687115
ACH-001735,-0.0760558840020495
ACH-001736,-0.058630623371332014
ACH-001737,-0.5865541485010983
ACH-001740,-0.2612848939533048
ACH-001745,-0.12754073166008045
ACH-001765,-0.2498046285881016
