,OSMR (9180)
ACH-000004,0.14398908222596446
ACH-000005,0.032810942832930484
ACH-000007,0.125735267785878
ACH-000009,0.11666777714165642
ACH-000011,0.29675564996726755
ACH-000012,0.1456385036506897
ACH-000013,0.16230958041921442
ACH-000014,-0.00985633199773814
ACH-000015,0.1091116583727006
ACH-000017,0.13976425687427574
ACH-000018,0.09158314519675684
ACH-000019,0.2899764097612504
ACH-000021,0.18569549338873248
ACH-000022,0.12599745692305644
ACH-000025,0.265046514217562
ACH-000028,0.1724543937978664
ACH-000030,0.2188634073004572
ACH-000035,0.21221105076075
ACH-000036,0.2335923788009437
ACH-000037,0.014088714765315482
ACH-000039,0.13467127850538524
ACH-000040,0.1201505155630675
ACH-000041,0.2615048049793631
ACH-000042,0.01140814491071965
ACH-000045,0.2033569414464924
ACH-000047,0.2328810053038209
ACH-000052,0.19608434435497146
ACH-000053,0.06391331698446881
ACH-000054,-0.06956779835831367
ACH-000055,0.160339693217951
ACH-000060,0.1478662534750656
ACH-000067,-0.038388962653281726
ACH-000070,0.28853556137469444
ACH-000075,0.04761093736448637
ACH-000078,0.04519459810745436
ACH-000082,0.03113473468051361
ACH-000085,0.17013767268932245
ACH-000086,0.1010169067914694
ACH-000087,0.048415998949766184
ACH-000092,0.1268268145451139
ACH-000095,0.1417262874440199
ACH-000097,0.01599992251720356
ACH-000098,0.06837757651624712
ACH-000099,0.1517948295419878
ACH-000108,0.11520275020290373
ACH-000113,0.186512217719648
ACH-000116,0.04585088039889161
ACH-000118,0.1859067192793803
ACH-000120,0.20129965132687488
ACH-000123,0.037688161923929285
ACH-000127,0.08409284613763525
ACH-000128,0.20201814281167102
ACH-000132,0.1318858438031164
ACH-000133,0.04892695583036512
ACH-000137,0.05937373062088925
ACH-000138,0.10715535274363057
ACH-000142,0.08953760837253946
ACH-000143,0.08876203199469518
ACH-000146,0.18524282723646615
ACH-000148,0.07281373230312163
ACH-000150,0.11137593557363862
ACH-000152,0.18338959801935706
ACH-000153,0.14158663333776242
ACH-000159,0.09273670630916754
ACH-000160,0.07955890498877632
ACH-000163,0.09988560003544676
ACH-000167,-0.011476254405028469
ACH-000168,0.12456995568102515
ACH-000169,0.09024347436357974
ACH-000178,0.12680455456693154
ACH-000183,0.0473285169212566
ACH-000188,0.19977172054561745
ACH-000189,0.3588299817942423
ACH-000190,0.22861337367591164
ACH-000198,0.1739196500836727
ACH-000203,0.28433713087902945
ACH-000204,0.15907506874875904
ACH-000206,0.12553545759056453
ACH-000207,0.10712063435424746
ACH-000208,0.34556555236598296
ACH-000210,0.12389616218507273
ACH-000211,0.12124353377992972
ACH-000215,0.16152904779177998
ACH-000221,0.16875858984317124
ACH-000222,0.09596102523798954
ACH-000223,0.16517302746217927
ACH-000226,0.1310136748170221
ACH-000227,0.18426631771362412
ACH-000228,0.054360893422862176
ACH-000231,0.08285436941707189
ACH-000232,0.1096636287071389
ACH-000233,0.2155619225883486
ACH-000234,0.19445633597154424
ACH-000235,0.08929001015016091
ACH-000237,0.011525351623484746
ACH-000238,0.04689386807081149
ACH-000242,0.1528398758726863
ACH-000243,0.15990359589996492
ACH-000244,0.09614537548194416
ACH-000246,0.15019533472973515
ACH-000248,0.24072051546838916
ACH-000250,0.11430094960668125
ACH-000251,0.2444743745107891
ACH-000252,0.3696778070434269
ACH-000253,0.17171611457310218
ACH-000255,0.31179209650515183
ACH-000256,0.10390708690459977
ACH-000257,0.01030816967758621
ACH-000258,0.05357573438457797
ACH-000259,0.08030941285064919
ACH-000260,0.09614331459487678
ACH-000261,0.11531882248983698
ACH-000262,0.08508324571077137
ACH-000263,-0.14846547187431905
ACH-000264,0.11485016857493223
ACH-000265,0.2062553334285264
ACH-000266,0.09025244033151712
ACH-000272,0.16424883411286534
ACH-000274,0.17770086152663753
ACH-000277,0.2198932652868622
ACH-000278,0.04542911770929678
ACH-000279,-0.019306838450068628
ACH-000280,0.2339360062655045
ACH-000281,0.2251053096764001
ACH-000288,0.07747288331362268
ACH-000291,0.20440502228300167
ACH-000293,-0.02148957957657948
ACH-000294,0.08850091273755215
ACH-000295,0.05058059949666697
ACH-000296,0.2701185179741919
ACH-000302,0.05348148590993483
ACH-000304,0.060815076475257364
ACH-000307,0.13834485846562042
ACH-000308,0.06323842461475489
ACH-000310,0.2028394894664605
ACH-000311,0.04469690450006114
ACH-000312,0.12584466954239534
ACH-000315,0.14096528193081528
ACH-000316,0.023718727515920808
ACH-000317,0.2862302326620272
ACH-000318,-0.01900059237728221
ACH-000319,0.16711951897111604
ACH-000320,0.10054662174190157
ACH-000322,-0.012895923425979913
ACH-000323,0.040393730612970837
ACH-000324,0.11282331444625256
ACH-000329,0.13314160759630356
ACH-000330,0.1164984931649913
ACH-000331,0.15385991406662158
ACH-000332,0.07431381129466234
ACH-000334,0.2414590436004229
ACH-000335,-0.03613929671077002
ACH-000336,-0.0528334830302016
ACH-000337,0.2095592668543504
ACH-000338,-0.06944312714392548
ACH-000339,0.13062234279154392
ACH-000341,0.17502477924587342
ACH-000348,0.02790289274123745
ACH-000350,0.0821946318095798
ACH-000352,0.15979161082452684
ACH-000356,0.2422967234570888
ACH-000361,0.3479953720701244
ACH-000362,-0.013687319160324877
ACH-000363,0.09567667448725777
ACH-000364,0.15188437403295638
