,ETFB (2109)
ACH-000004,-0.1141551071240336
ACH-000005,-0.21502685505227814
ACH-000007,-0.06240911589404127
ACH-000009,-0.07185611916559206
ACH-000011,0.003459366312480569
ACH-000012,-0.022984724061492816
ACH-000013,-0.1134496369323696
ACH-000014,0.11861927045017875
ACH-000015,-0.21391678839010045
ACH-000017,-0.013338728563022472
ACH-000018,-0.051194742530238216
ACH-000019,-0.23444856258109198
ACH-000021,-0.09893753917496004
ACH-000022,-0.11230570068346392
ACH-000025,0.056638585558761126
ACH-000028,-0.1474614344009447
ACH-000030,-0.13599707824650809
ACH-000035,-0.02027996434897084
ACH-000036,0.015799904094559124
ACH-000037,0.047466236441814164
ACH-000039,-0.013475407635050035
ACH-000040,0.0916055848464202
ACH-000041,0.028632810258613906
ACH-000042,-0.005972791723865402
ACH-000045,0.06422168959544111
ACH-000047,-0.09818533437323212
ACH-000052,0.01558343927597611
ACH-000053,-0.09203129631213564
ACH-000054,-0.13086519592682713
ACH-000055,-0.15596994193563726
ACH-000060,0.13317383274040318
ACH-000067,-0.20755098751787332
ACH-000070,0.059327862533293974
ACH-000075,0.031894701842529995
ACH-000078,-0.18888848229846672
ACH-000082,-0.0651300621863481
ACH-000085,0.0737402147366186
ACH-000086,-0.12012001193791408
ACH-000087,0.12931886987366467
ACH-000092,-0.1411536749171002
ACH-000095,-0.1130674460932358
ACH-000097,-0.1345346975067195
ACH-000098,-0.030074574504852413
ACH-000099,-0.15329044088443414
ACH-000108,-0.18223384936642092
ACH-000113,-0.1636767027502974
ACH-000116,-0.11016001558564348
ACH-000118,-0.04882844483799557
ACH-000120,-0.12847559858037322
ACH-000123,-0.13471877249976924
ACH-000127,-0.2265265416920188
ACH-000128,-0.19860336795868355
ACH-000132,-0.04466930920928646
ACH-000133,-0.06835701730474243
ACH-000137,-0.23689830508513995
ACH-000138,-0.05734629231693269
ACH-000142,-0.2042991124935761
ACH-000143,0.1606407179931635
ACH-000146,-0.16531556384322724
ACH-000148,-0.003466812639664322
ACH-000150,-0.05550551391370142
ACH-000152,0.0256787748246713
ACH-000153,0.02536957973295951
ACH-000159,-0.08973765593936253
ACH-000160,-0.10137809282923577
ACH-000163,-0.05410854888421452
ACH-000167,0.1682939369804421
ACH-000168,-0.0990775165263124
ACH-000169,-0.09125178988819754
ACH-000178,-0.037973008359935764
ACH-000183,-0.15914586394885996
ACH-000188,-0.05441089884592738
ACH-000189,-0.1834640008533899
ACH-000190,0.06953089684095655
ACH-000198,0.016830379495541517
ACH-000203,0.15246017862719186
ACH-000204,-0.08655858459627147
ACH-000206,-0.2181937186509769
ACH-000207,0.14492438273187885
ACH-000208,-0.08503762611609822
ACH-000210,-0.4355635806913444
ACH-000211,-0.1302182420790946
ACH-000215,-0.005947726445147221
ACH-000221,-0.1970857021876765
ACH-000222,-0.10856363298202364
ACH-000223,-0.13563452454143535
ACH-000226,-0.042994720864946434
ACH-000227,-0.10753991852984672
ACH-000228,0.029969816356321483
ACH-000231,-0.0019070381136864155
ACH-000232,-0.1340500242684592
ACH-000233,-0.2514135918451344
ACH-000234,-0.14488337870202656
ACH-000235,-0.06893481345442226
ACH-000237,-0.08417840837727189
ACH-000238,-0.06062569981888559
ACH-000242,-0.17842360463096085
ACH-000243,-0.06648934283811346
ACH-000244,-0.012924514151711624
ACH-000246,-0.09554133719094536
ACH-000248,-0.06720030389062764
ACH-000250,-0.1758091389441785
ACH-000251,-0.26174639262673577
ACH-000252,0.04489855820084648
ACH-000253,-0.08534787077424003
ACH-000255,-0.18190850793823604
ACH-000256,-0.12930384928009514
ACH-000257,-0.0855848432685686
ACH-000258,-0.16799054963061766
ACH-000259,-0.20619160492290373
ACH-000260,-0.0986452298379625
ACH-000261,-0.20070432941604566
ACH-000262,-0.13626523502442842
ACH-000263,-0.16484246958093854
ACH-000264,-0.07900983483876099
ACH-000265,-0.1451698832801293
ACH-000266,-0.016684609804285697
ACH-000272,-0.028659660519223626
ACH-000274,-0.022008324746589862
ACH-000277,-0.2309235441160836
ACH-000278,-0.09205602884949124
ACH-000279,-0.10070086859619802
ACH-000280,-0.10492970413523596
ACH-000281,-0.07416662764362725
ACH-000288,0.00756394575129012
ACH-000291,-0.23062658939335004
ACH-000293,-0.052298427140149865
ACH-000294,0.04023290092614427
ACH-000295,-0.14267689565767128
ACH-000296,-0.052292914547329004
ACH-000302,-0.19209086503286552
ACH-000304,0.11420499524448105
ACH-000307,-0.0849444236525561
ACH-000308,-0.1399941406428794
ACH-000310,-0.10935088625192184
ACH-000311,-0.09330031148959783
ACH-000312,-0.060740482982660826
ACH-000315,-0.17792276219029798
ACH-000316,-0.15570807738931172
ACH-000317,-0.1388104666758204
ACH-000318,-0.14449707844730214
ACH-000319,-0.22943971332358706
ACH-000320,0.16935166272386934
ACH-000322,0.029570037651135764
