,BATF (10538)
ACH-000004,0.19571780303242706
ACH-000005,0.10656208529674308
ACH-000007,-0.05316925793294978
ACH-000009,-0.015006821674616309
ACH-000011,0.013252658391181822
ACH-000012,0.08823941541674614
ACH-000013,0.056901995719142465
ACH-000014,0.015938670327443432
ACH-000015,0.16089590267916065
ACH-000017,0.04633445450792293
ACH-000018,0.15312275999122862
ACH-000019,-0.02708981941082665
ACH-000021,0.10175318501055568
ACH-000022,-0.029573598511508568
ACH-000025,0.08941175176290635
ACH-000028,0.11108267726990588
ACH-000030,0.2537168600172645
ACH-000035,0.213437262924661
ACH-000036,0.101757129002015
ACH-000037,0.08129702004335203
ACH-000039,0.006357439193472193
ACH-000040,0.09451452430589763
ACH-000041,-0.017114835223532802
ACH-000042,0.11019925326460944
ACH-000045,0.07232161970764385
ACH-000047,0.1004570856468047
ACH-000052,0.19554490210104555
ACH-000053,-0.11194895998855084
ACH-000054,0.13464936475745726
ACH-000055,0.0964873191464182
ACH-000060,0.039624215508063526
ACH-000067,-0.0560205715421524
ACH-000070,0.1243762513796441
ACH-000075,0.1250999128244504
ACH-000078,0.09164823760094247
ACH-000082,-0.005793473767311512
ACH-000085,0.06121209208832468
ACH-000086,0.161769979273949
ACH-000087,-0.008193243641052079
ACH-000092,0.09358703718430304
ACH-000095,0.12215043472131125
ACH-000097,0.05284968730604092
ACH-000098,-0.047787487755359084
ACH-000099,0.19005567029836826
ACH-000108,0.043514927200979166
ACH-000113,0.022843568573731703
ACH-000116,0.01930697334825869
ACH-000118,-0.016537733064491862
ACH-000120,-0.004408897577566013
ACH-000123,0.14688047874114865
ACH-000127,0.07378386326279833
ACH-000128,-0.024361086786895882
ACH-000132,0.11748433543316775
ACH-000133,0.06426009815470404
ACH-000137,0.2843093895526683
ACH-000138,0.06552368438252723
ACH-000142,0.11309472674369965
ACH-000143,0.2908479332964669
ACH-000146,0.02206695073960781
ACH-000148,0.0913090393687126
ACH-000150,0.18279433157811847
ACH-000152,0.06039540749659979
ACH-000153,0.0719018125226899
ACH-000159,-0.07068372501605147
ACH-000160,0.012312589658128521
ACH-000163,-0.03325585101053012
ACH-000167,-0.5553896672787395
ACH-000168,0.1428900034064857
ACH-000169,0.11835580418278875
ACH-000178,0.04605249727075827
ACH-000183,0.04446796991060932
ACH-000188,0.0057026396929312564
ACH-000189,0.10907826107870923
ACH-000190,0.33526017205901576
ACH-000198,0.14606022897861634
ACH-000203,0.4922239466636372
ACH-000204,0.2809049981380411
ACH-000206,-0.6788204744862567
ACH-000207,0.002548313501735829
ACH-000208,0.3146318713603822
ACH-000210,-0.07912233553952774
ACH-000211,0.01620870999793758
ACH-000215,0.08622859778957871
ACH-000221,0.20057449308590347
ACH-000222,-0.1359520245629112
ACH-000223,0.05015163683342145
ACH-000226,0.024031913895962997
ACH-000227,0.005867381372513557
ACH-000228,0.1047276028203541
ACH-000231,0.02924085819577686
ACH-000232,0.11542363848647172
ACH-000233,0.15890536459439344
ACH-000234,0.16148765454562145
ACH-000235,0.07229619796174845
ACH-000237,0.09261753886668857
ACH-000238,0.059666155757960575
ACH-000242,0.1955703590091167
ACH-000243,0.011986070894171424
ACH-000244,0.1297818899409293
ACH-000246,0.07511898019411058
ACH-000248,-0.04069539200007025
ACH-000250,0.09484379787356012
ACH-000251,0.21563863046673445
ACH-000252,-0.22699154010818884
ACH-000253,0.01025624919405767
ACH-000255,0.06734311149268772
ACH-000256,0.06369374916631416
ACH-000257,-0.08222778317403798
ACH-000258,0.16404293131141284
ACH-000259,0.07233606373515927
ACH-000260,0.06634814117042104
ACH-000261,0.04171453347048413
ACH-000262,0.12717551675381705
ACH-000263,0.2344709542478585
ACH-000264,0.05698601641539831
ACH-000265,0.12769209625871572
ACH-000266,0.0655510412822027
ACH-000272,-0.032990031238320595
ACH-000274,0.10137531618806328
ACH-000277,0.045448116252944495
ACH-000278,0.0057598282182386535
ACH-000279,0.04080364831176933
ACH-000280,-0.0842771779718591
ACH-000281,0.04001953496930975
ACH-000288,0.09680508536596302
ACH-000291,0.11563147428864233
ACH-000293,0.00395235181032245
ACH-000294,0.04584217926662277
ACH-000295,0.2311182915354337
ACH-000296,0.14522537671932953
ACH-000302,0.058528862055460526
ACH-000304,0.03436638844323808
ACH-000307,0.09530320477790652
ACH-000308,0.028718938648926693
ACH-000310,0.1716010503605217
ACH-000311,0.02585006967121839
ACH-000312,0.12418155192088925
ACH-000315,0.19006936833243196
ACH-000316,0.0969933560691573
ACH-000317,0.04082582305764865
ACH-000318,0.2322300643556845
ACH-000319,0.038383041217555564
ACH-000320,0.01583682950137715
ACH-000322,0.19578277577713105
