,IK (3550)
ACH-000334,-1.4333952197830222
ACH-000335,-0.6794189356733028
ACH-000336,-1.0708960516187307
ACH-000337,-0.9704935355633888
ACH-000338,-0.9537175318380516
ACH-000339,-0.9978394389783449
ACH-000341,-0.9783866031510382
ACH-000348,-1.1397861900162127
ACH-000350,-0.9325581882474422
ACH-000352,-1.113262688236674
ACH-000356,-1.0035766951855265
ACH-000361,-0.7207238882132608
ACH-000362,-1.1147665629964736
ACH-000363,-1.1027428311917529
ACH-000364,-1.0377618942057796
ACH-000365,-0.9495990483033948
ACH-000366,-0.8558676983115826
ACH-000368,-0.9670087148025608
ACH-000374,-0.9917947996036248
ACH-000375,-1.0941775206474589
ACH-000376,-0.9971437219709952
ACH-000381,-1.1032990918577
ACH-000383,-0.8553502128695565
ACH-000387,-1.0642182863643197
ACH-000389,-0.7504801604313553
ACH-000390,-0.8749902083631752
ACH-000393,-0.917792395291417
ACH-000395,-1.0355500938605782
ACH-000396,-0.7831733019902997
ACH-000397,-0.8877256095626881
ACH-000401,-0.8832110118089632
ACH-000402,-0.8376801021718846
ACH-000403,-0.7564461356915864
ACH-000404,-0.8561988640849061
ACH-000406,-1.1656179797941408
ACH-000407,-1.0201618980033311
ACH-000408,-0.8715342575075025
ACH-000410,-0.9896073245870316
ACH-000411,-0.8939684132585833
ACH-000414,-0.9708768045974628
ACH-000415,-1.0033373564065602
ACH-000416,-1.0584453729646464
ACH-000420,-1.0496997234139576
ACH-000421,-0.9958946635943584
ACH-000424,-0.8948645572402742
ACH-000425,-0.913728159185364
ACH-000426,-1.2149093817869725
ACH-000427,-1.1605502339666969
ACH-000433,-0.9178810479474157
ACH-000435,-0.9047407189036952
ACH-000436,-1.0138751651269275
ACH-000444,-0.9654109643600076
ACH-000445,-0.8116121552964174
ACH-000448,-0.9721429731375746
ACH-000450,-0.7111531109825657
ACH-000452,-0.8637529385187149
ACH-000454,-1.04018483513321
ACH-000458,-0.8372500420763116
ACH-000459,-1.4538141611020041
ACH-000460,-0.8713171220635638
ACH-000461,-0.9767364051382996
ACH-000463,-1.003896507319552
ACH-000464,-1.0339308752507008
ACH-000466,-1.0618545028931752
ACH-000467,-0.9437240519378892
ACH-000468,-0.782928449509639
ACH-000469,-0.9836849312067372
ACH-000470,-1.0427418849232892
ACH-000471,-0.8626487543119429
ACH-000472,-0.796791820306798
ACH-000473,-0.9935778566177604
ACH-000475,-0.8829524029677864
ACH-000476,-0.9222387385505452
ACH-000477,-0.9426145152479298
ACH-000479,-0.7851571566810547
ACH-000480,-0.9857948052027692
ACH-000481,-1.306365067317799
ACH-000483,-0.9821320093379726
ACH-000484,-1.1014844857637474
ACH-000485,-1.0791612189988489
ACH-000486,-0.8308456376693426
ACH-000487,-1.0746338853651505
ACH-000488,-0.9895809962207892
ACH-000490,-1.100622370572718
ACH-000491,-1.0437380152140134
ACH-000495,-0.8220431583774502
ACH-000496,-0.8278221432114296
ACH-000499,-0.9768021016268056
ACH-000500,-1.0666441258407366
ACH-000502,-0.9528484674319454
ACH-000503,-1.015914177643274
ACH-000505,-0.7801103691056224
ACH-000507,-1.0408189349675112
ACH-000510,-0.8306995636700167
ACH-000511,-0.9307400638123972
ACH-000512,-1.0870016238445823
ACH-000516,-0.7979563234456842
ACH-000517,-0.8277727091601469
ACH-000518,-1.0093710984375677
ACH-000520,-0.8819819728722371
ACH-000521,-1.0040867621412757
ACH-000522,-0.5189095116388986
ACH-000524,-1.0617058680378426
ACH-000527,-1.023578691083384
ACH-000528,-1.091773375145049
ACH-000537,-0.9623069695771128
ACH-000541,-1.30666014377577
ACH-000542,-0.7540165032877945
ACH-000544,-1.078124248119012
ACH-000545,-0.8245164077435432
ACH-000547,-1.0964526926517493
ACH-000548,-0.8703980449618987
ACH-000549,-1.063111677061323
ACH-000550,-0.8022962134609064
ACH-000552,-0.9295778208597294
ACH-000556,-0.7991319221566094
ACH-000557,-1.1136206911241828
ACH-000569,-1.01908391643499
ACH-000570,-0.854405658548103
ACH-000571,-0.8360450832224251
ACH-000573,-1.0285972563018688
ACH-000576,-1.0552910588070994
ACH-000579,-1.1323084872543394
ACH-000580,-1.1913657914272977
ACH-000584,-0.8068413728287859
ACH-000585,-0.8509136128932772
ACH-000588,-0.9159010555189668
ACH-000589,-0.9561062243411388
ACH-000591,-0.8837986592451518
ACH-000593,-0.8994031294324012
ACH-000600,-0.8369311246904134
ACH-000601,-0.8718258611168428
ACH-000605,-1.0583557386339209
ACH-000606,-1.1079584335260615
ACH-000608,-1.2372692309189712
ACH-000614,-0.8289995897558404
ACH-000616,-0.8629427345078776
ACH-000618,-1.0007594270321234
ACH-000619,-1.0130489914655327
ACH-000620,-0.8554466887863764
ACH-000621,-0.7710979062871027
ACH-000622,-1.1153711312517278
ACH-000623,-0.9558083966573634
ACH-000624,-1.028820050269022
ACH-000627,-0.6542603233453811
ACH-000630,-0.9947190252174692
ACH-000631,-0.6058653376225119
ACH-000632,-0.90743350022633
ACH-000633,-0.9523377698109096
ACH-000637,-1.0887501213411763
ACH-000638,-0.6340862739990061
ACH-000646,-1.3176797019262498
ACH-000647,-1.12399938336502
ACH-000648,-0.7252402297730561
ACH-000649,-0.8991714715539043
ACH-000651,-1.1177048462694648
ACH-000652,-0.8250654966316203
ACH-000653,-1.0624414731073435
ACH-000657,-0.8636655751458482
ACH-000658,-0.7895513281600262
ACH-000661,-1.1727656260096742
ACH-000662,-0.623043602948032
ACH-000663,-1.1280969667738243
ACH-000665,-1.0366410175450191
ACH-000671,-0.8965741743240739
ACH-000672,-0.93964731135861
ACH-000673,-0.9259328212873866
ACH-000676,-0.8955305597846352
ACH-000677,-0.8848276285492915
ACH-000681,-0.8267275275778121
ACH-000683,-1.1012944018382893
ACH-000684,-0.6863969853354644
ACH-000688,-1.2493332600150195
ACH-000693,-0.9299534832742804
ACH-000694,-0.9358474354490244
ACH-000695,-0.9137807364840812
ACH-000696,-1.0128073213112845
ACH-000697,-1.1432227785249975
ACH-000699,-1.11025835549534
ACH-000701,-1.1626716239342836
ACH-000706,-1.0091722435558534
ACH-000711,-1.1631491271864394
ACH-000713,-0.8277002379552337
ACH-000714,-0.963772783677994
ACH-000718,-1.10861006759008
ACH-000720,-0.911436298556802
ACH-000721,-0.9184749474660462
ACH-000724,-0.9912134255873788
ACH-000725,-1.1080313799393275
ACH-000732,-0.7891202247078113
ACH-000734,-0.9017425211672254
ACH-000735,-0.8923044337020587
ACH-000736,-0.8480220262695564
ACH-000738,-1.0148136672755828
ACH-000746,-1.3468306588907903
ACH-000747,-0.9419167638828976
ACH-000748,-0.8263838238260093
ACH-000753,-0.9173884102182204
ACH-000756,-0.8585797567910558
ACH-000757,-0.8213617428009979
ACH-000758,-1.1389973065417875
ACH-000760,-0.8833371885691045
ACH-000762,-0.8471730102649817
ACH-000763,-1.2289755940727027
ACH-000764,-0.8345165179247375
ACH-000765,-0.9201255072389386
ACH-000766,-0.8257996477875508
ACH-000767,-1.0131183023460884
ACH-000768,-1.0047825386469853
ACH-000769,-0.8714302002327851
ACH-000770,-0.9412758881877721
ACH-000771,-1.177634808797291
ACH-000773,-0.8267031809465699
ACH-000776,-0.8179916555273052
ACH-000777,-1.0054594429149513
ACH-000778,-1.0379773567287105
ACH-000781,-0.9963500247212048
ACH-000782,-0.9938497465394366
ACH-000783,-0.7678585373376529
ACH-000784,-0.677003938255897
ACH-000785,-1.126061048324038
ACH-000787,-0.93832038379069
ACH-000788,-0.9245061167671814
ACH-000791,-0.8409817152587762
ACH-000792,-0.7687312042850231
ACH-000794,-0.8765802609993018
ACH-000796,-1.1265012287644618
ACH-000798,-0.9065981710148646
ACH-000799,-0.8119887390352964
ACH-000800,-1.2974409837648329
ACH-000802,-1.04563844480168
ACH-000804,-0.9089967218347421
ACH-000805,-1.0442051211762786
ACH-000809,-0.8479407236699159
ACH-000810,-1.2367713154310909
ACH-000811,-1.1856280426666532
ACH-000817,-0.9222374363569076
ACH-000819,-0.8304763650465334
ACH-000820,-0.6982391225875244
ACH-000821,-0.9496701736717807
ACH-000822,-0.9763928421665397
ACH-000823,-1.087683281263599
ACH-000824,-0.7755919356101195
ACH-000827,-1.0572058576151178
ACH-000829,-1.0264145487142404
ACH-000831,-1.2007651322125388
ACH-000832,-0.9128628796563316
ACH-000833,-0.9313766789398132
ACH-000834,-1.119053928347997
ACH-000835,-0.8616337850531379
ACH-000836,-0.9705131841078694
ACH-000837,-0.9903093003420692
ACH-000838,-1.029760088155066
ACH-000839,-0.9412200525277308
ACH-000840,-1.1551450871106606
ACH-000841,-0.8530098792510182
ACH-000843,-0.840103551725903
ACH-000846,-0.7773471825121105
ACH-000847,-0.9701805437938414
ACH-000848,-0.8588677950133622
ACH-000849,-0.9522995653608322
ACH-000851,-0.9987936261040928
ACH-000855,-0.9440387909714968
ACH-000856,-0.8913184646555351
ACH-000858,-1.0305296666866834
ACH-000859,-0.8742062627111712
ACH-000861,-1.064474312019217
ACH-000862,-1.1278099538752488
ACH-000865,-1.095128129879526
ACH-000866,-1.0612855195331294
ACH-000867,-0.8471645468249297
ACH-000869,-1.2023178387755014
ACH-000872,-1.2612942780711434
ACH-000873,-0.7690073046923904
ACH-000876,-1.0730363363990698
ACH-000878,-0.8225123984633976
ACH-000880,-0.8715353930706629
ACH-000881,-0.6723113695743683
ACH-000882,-0.900110199605172
ACH-000884,-1.12332976509493
ACH-000885,-1.0268474426293617
ACH-000887,-0.9168790543584572
ACH-000889,-1.0032905727925732
ACH-000896,-0.9702918014633152
ACH-000898,-1.2811271543716345
ACH-000900,-0.8471109977413068
ACH-000901,-0.8706888587668747
ACH-000905,-0.7257379043779557
ACH-000906,-0.8495981668066208
ACH-000907,-0.8313191628697869
ACH-000910,-0.9299977897853772
ACH-000911,-0.9941058508309356
ACH-000912,-0.9238412775382564
ACH-000913,-0.9470538068946249
ACH-000915,-0.8811033359210582
ACH-000916,-0.8798075469343383
ACH-000917,-1.0943176631453733
ACH-000920,-0.772117561265506
ACH-000921,-1.068187522649708
ACH-000924,-0.9813106783697566
ACH-000926,-1.0750434318058204
ACH-000928,-1.0253396799230765
ACH-000929,-0.9737883380002141
ACH-000932,-1.0013735691170502
ACH-000935,-0.7420693701287995
ACH-000936,-1.1476723810142329
ACH-000937,-0.8477094398725153
ACH-000938,-0.7494298447449999
ACH-000939,-0.9776370130917904
ACH-000941,-1.0698881071904898
ACH-000943,-1.1976536524796628
ACH-000946,-1.1550973660380424
ACH-000947,-0.8493433312367741
ACH-000948,-1.050017293778602
ACH-000950,-0.9894790415160536
ACH-000953,-0.5981049098110668
ACH-000954,-0.7800211685355635
ACH-000957,-1.010006822229971
ACH-000958,-1.0482229365525129
ACH-000960,-0.93284744996348
ACH-000963,-0.9906805201054668
ACH-000968,-1.0616390245243732
ACH-000969,-1.0981082370035251
ACH-000972,-0.6768301762513198
ACH-000973,-0.9365268566084104
ACH-000974,-1.075817768301372
ACH-000978,-0.7496382439475261
ACH-000984,-0.9693151665672164
ACH-000986,-0.9477561425454126
ACH-000988,-0.9568757908531512
ACH-000993,-1.0317104671169015
ACH-000994,-0.9177369965205951
ACH-000996,-0.9469541168865026
ACH-001001,-0.7696209314226643
ACH-001020,-0.9992545226495582
ACH-001028,-0.8506841021943587
ACH-001031,-0.8828763822630421
ACH-001038,-0.944205568887004
ACH-001048,-1.0694254258071072
ACH-001050,-0.9333981525194976
ACH-001053,-0.9651157505087083
ACH-001054,-0.9366419654939192
ACH-001061,-0.9478139114886156
ACH-001067,-1.135652466551294
ACH-001075,-1.1391712719442553
ACH-001096,-0.8333934975072745
ACH-001111,-0.8521484684216883
ACH-001119,-1.0634004054723731
ACH-001128,-0.8697946175679574
ACH-001134,-1.03332428557937
ACH-001151,-0.8421800031486882
ACH-001163,-0.9250451295961516
ACH-001164,-0.6790433218849925
ACH-001183,-0.7899684672375308
ACH-001192,-1.1534595861520862
ACH-001193,-0.8493868619052622
ACH-001196,-1.0486016998854557
ACH-001197,-0.8861738137792275
ACH-001205,-0.8200254080439602
ACH-001211,-1.1210936051015767
ACH-001212,-0.999822329177538
ACH-001228,-1.052164786139952
ACH-001232,-1.0969729709632885
ACH-001239,-0.8090385828500907
ACH-001270,-0.7659310694763009
ACH-001274,-0.9609064420286784
ACH-001275,-0.9382272959555852
ACH-001277,-0.9730163776295564
ACH-001278,-0.9635676625434016
ACH-001280,-1.023114714562639
ACH-001283,-0.7776538630587256
ACH-001289,-1.024204287546293
ACH-001300,-1.0396623709518529
ACH-001301,-0.8287037365990043
ACH-001302,-1.0894237156730362
ACH-001306,-0.7232087772496651
ACH-001318,-1.2839857571815838
ACH-001322,-0.9780910612671312
ACH-001328,-1.1252049042126442
ACH-001332,-0.8862491104109925
ACH-001336,-0.9803349888973074
ACH-001346,-1.015705247795918
ACH-001353,-1.1512681720926523
ACH-001354,-0.9486344788294536
ACH-001367,-1.2400988117215326
ACH-001368,-1.2034805368108814
ACH-001374,-0.945624487191139
ACH-001377,-1.0415799945563566
ACH-001380,-0.965390510397394
ACH-001391,-0.9799838952400032
ACH-001408,-1.0545717932492054
ACH-001430,-0.8606213068249622
ACH-001431,-1.0612320868483291
ACH-001450,-1.1152354583205148
ACH-001496,-1.302366280481264
ACH-001500,-0.9566381834940191
ACH-001523,-1.0222563887825376
ACH-001532,-0.9855576674119714
ACH-001550,-1.0375881162205236
ACH-001552,-1.0215826849047391
ACH-001554,-1.20093126758416
ACH-001654,-1.1666835961064823
ACH-001735,-0.9577183992992488
ACH-001736,-0.9372387440161536
ACH-001737,-0.9678990075214696
ACH-001740,-1.1480473343578532
ACH-001745,-1.215855117390245
ACH-001765,-0.8253560985504229
