,CLEC16A (23274)
ACH-000004,-0.10683730217341587
ACH-000005,-0.1650978231288429
ACH-000007,0.06465120433161042
ACH-000009,0.05606474604890157
ACH-000011,0.09030960915565174
ACH-000012,0.12225892907680835
ACH-000013,-0.08399453408755296
ACH-000014,-0.04525874147342944
ACH-000015,-0.1735707116991161
ACH-000017,0.08189858875499695
ACH-000018,0.002576967854069093
ACH-000019,-0.025935765426092033
ACH-000021,-0.3000460126069555
ACH-000022,0.005752165514839134
ACH-000025,-0.06245202678148224
ACH-000028,-0.15221538356759556
ACH-000030,0.06434871170946789
ACH-000035,-0.2253854552220509
ACH-000036,0.09661055409217534
ACH-000037,0.02968398087703048
ACH-000039,-0.10074386253603944
ACH-000040,-0.08194222417867256
ACH-000041,0.14346674370308787
ACH-000042,-0.005837132661368567
ACH-000045,-0.019148556176267317
ACH-000047,-0.007810842750250772
ACH-000052,0.06512110957911926
ACH-000053,-0.14533225341957934
ACH-000054,0.02785911838023898
ACH-000055,-0.06345223259104847
ACH-000060,0.1222002187819226
ACH-000067,0.09904957755870078
ACH-000070,-0.026306295616685144
ACH-000075,-0.31963369329488783
ACH-000078,0.03255015385566507
ACH-000082,-0.13270371233075776
ACH-000085,0.2041868790024064
ACH-000086,-0.04899392567489143
ACH-000087,-0.10094462600596103
ACH-000092,-0.10637996003776604
ACH-000095,0.01446591330456174
ACH-000097,0.04039256292557022
ACH-000098,-0.09714340133558157
ACH-000099,0.10431413367230263
ACH-000108,-0.07611136543074272
ACH-000113,0.03603892327467028
ACH-000116,-0.021541279500911916
ACH-000118,-0.037373148830345836
ACH-000120,-0.08731498656681236
ACH-000123,0.02654807653484301
ACH-000127,-0.17808210016520656
ACH-000128,0.12852058099789612
ACH-000132,0.11125676952119712
ACH-000133,-0.2937922366285126
ACH-000137,-0.008594879225160345
ACH-000138,-0.0003737718473360151
ACH-000142,-0.08483012919564363
ACH-000143,0.1455350735245848
ACH-000146,-0.00856826980268151
ACH-000148,-0.03921297454161353
ACH-000150,-0.11150616738860662
ACH-000152,0.009539458361620602
ACH-000153,-0.16596456414336594
ACH-000159,0.050095778763561374
ACH-000160,-0.026705680121984942
ACH-000163,-0.11828279551307935
ACH-000167,-0.11382137243210555
ACH-000168,0.10570215653176313
ACH-000169,-0.12353507265936906
ACH-000178,-0.046506970745254964
ACH-000183,-0.0617128182254329
