,CFHR1 (3078)
ACH-000004,0.1245808242784608
ACH-000005,-0.004155049358099207
ACH-000007,0.043342909075708834
ACH-000009,-0.07414319057536904
ACH-000011,-0.2431176634487088
ACH-000012,0.05355746002298845
ACH-000013,0.025016460346431128
ACH-000014,0.055147960194984816
ACH-000015,-0.11094350357816284
ACH-000017,0.0743248676377904
ACH-000018,0.07746871698038298
ACH-000019,-0.06690721064255763
ACH-000021,-0.117829089359085
ACH-000022,0.07682918607539624
ACH-000025,-0.08569999163862893
ACH-000028,-0.08291734075452095
ACH-000030,-0.08891580512430987
ACH-000035,0.06681144528255258
ACH-000036,0.15354601425468534
ACH-000037,-0.06286505799010927
ACH-000039,-0.0024632678608096717
ACH-000040,0.095850088346971
ACH-000041,-0.0997746798322035
ACH-000042,0.08435397654658353
ACH-000045,-0.029878498853598938
ACH-000047,-0.01847703525685827
ACH-000052,0.03297681186799418
ACH-000053,-0.03265877337743643
ACH-000054,-0.09050685638891087
ACH-000055,-0.09120194100727498
ACH-000060,0.012714453516249915
ACH-000067,-0.1759204649596311
ACH-000070,-0.02145827146900222
ACH-000075,0.19795351621139146
ACH-000078,0.011964753410131704
ACH-000082,-0.010649177598402712
ACH-000085,0.03720330553466925
ACH-000086,-0.21024196850325805
ACH-000087,-0.180207036875432
ACH-000092,-0.12637679049828074
ACH-000095,-0.15758249251626474
ACH-000097,-0.1693717867369048
ACH-000098,-0.004150777669540245
ACH-000099,0.1353246122682349
ACH-000108,0.08200513840825431
ACH-000113,-0.2499072359533268
ACH-000116,-0.07255038137465182
ACH-000118,0.07881402603862102
ACH-000120,-0.20704675159503855
ACH-000123,-0.003093392300587304
ACH-000127,0.09393100803733608
ACH-000128,0.21530455693656936
ACH-000132,-0.18868298933264854
ACH-000133,-0.0240081787134727
ACH-000137,0.1795940993945954
ACH-000138,-0.07176537039516041
ACH-000142,-0.0001985835508752401
ACH-000143,-0.04581725733251092
ACH-000146,0.0018833530131100906
ACH-000148,-0.17108055158457894
ACH-000150,0.07791193532126384
ACH-000152,0.02951044775453117
ACH-000153,-0.2770270483683351
ACH-000159,-0.2149217918652248
ACH-000160,-0.09679512019772528
ACH-000163,-0.2008728345188463
ACH-000167,-0.20946109269784766
ACH-000168,-0.01809461874324712
ACH-000169,0.024566422882309785
ACH-000178,0.001371682408047074
ACH-000183,0.04865520513461856
ACH-000188,0.05415263415138541
ACH-000189,0.01618738696596795
ACH-000190,-0.255591085922524
ACH-000198,0.009722216175358204
ACH-000203,-0.1219696303127488
ACH-000204,-0.25825169733789743
ACH-000206,0.10488937783931604
ACH-000207,0.050599302473711145
ACH-000208,-0.053432109277846265
ACH-000210,-0.29941407059310554
ACH-000211,-0.027502297524789797
ACH-000215,-0.038301137051507714
ACH-000221,0.09483007512963268
ACH-000222,-0.1583274510528499
ACH-000223,-0.025695550384930314
ACH-000226,-0.06681732711985469
ACH-000227,0.03548147444395028
ACH-000228,-0.048397868248507434
ACH-000231,0.021305846204679776
ACH-000232,-0.024132945330598333
ACH-000233,0.026982325295517275
ACH-000234,0.03646655335578402
ACH-000235,-0.024159218523523717
ACH-000237,-0.11730271189168225
ACH-000238,0.03590801958319422
ACH-000242,-0.2409265307036809
ACH-000243,-0.06147661518872551
ACH-000244,-0.2671503204453102
ACH-000246,-0.15947818138708267
ACH-000248,-0.059130569840017126
ACH-000250,0.07209204584511468
ACH-000251,-0.05537785413537486
ACH-000252,-0.015505658028020343
ACH-000253,-0.06059876374191747
ACH-000255,-0.03286789342526037
ACH-000256,-0.037653667285561514
ACH-000257,0.0754637813279638
ACH-000258,-0.21199450131550607
ACH-000259,0.03836953587644252
ACH-000260,-0.00032584549867599764
ACH-000261,0.3922847985070004
ACH-000262,0.07154106377922473
ACH-000263,0.08001762456392593
ACH-000264,-0.13741628594366873
ACH-000265,0.11533447987187714
ACH-000266,-0.072469430053311
ACH-000272,0.028251471296897063
ACH-000274,-0.07199010398116121
ACH-000277,-0.09738076733747446
ACH-000278,0.032112949604031875
ACH-000279,-0.14090546578781402
ACH-000280,0.036059581769210265
ACH-000281,0.1422009085164613
ACH-000288,-0.04904984001938263
ACH-000291,-0.043597313268457234
ACH-000293,0.11223094120820802
ACH-000294,-0.05339988218667235
ACH-000295,-0.11076252925355347
ACH-000296,0.056148019364201066
ACH-000302,-0.07659431464395734
ACH-000304,-0.07708711016044698
ACH-000307,-0.008426434171445209
ACH-000308,0.057227868711021014
ACH-000310,0.17780852438194852
ACH-000311,0.010508061817413128
ACH-000312,0.13306796740778035
ACH-000315,0.01265824452448362
ACH-000316,0.0059832653669518255
ACH-000317,0.004364938315404615
ACH-000318,-0.0599324905381451
ACH-000319,-0.10129868528441473
ACH-000320,0.10565823285072283
ACH-000322,0.018727958627903944
ACH-000323,-0.0985899485618251
ACH-000324,-0.11988959695011042
ACH-000329,-0.06955753854977371
ACH-000330,-0.03194625896069447
ACH-000331,-0.09002724666258084
ACH-000332,-0.07360354520685666
ACH-000334,-0.15827108230755424
ACH-000335,-0.160167121724254
ACH-000336,0.11066800175492393
ACH-000337,-0.032009005131060135
ACH-000338,-0.09129958795801668
ACH-000339,-0.01843789742820823
ACH-000341,0.07885426186539486
ACH-000348,-0.04804144668142493
ACH-000350,-0.02597320808362899
ACH-000352,0.040179213338188656
ACH-000356,-0.1502749322477986
ACH-000361,-0.041183860569753976
ACH-000362,0.029031725407438286
ACH-000363,0.05946260123858727
ACH-000364,-0.0973857243082763
ACH-000365,-0.018331626225321532
ACH-000366,-0.003953153827098997
ACH-000368,-0.15994842705335174
ACH-000374,-0.09900843461774077
ACH-000375,-0.03873927548776447
ACH-000376,-0.10978807985174492
ACH-000381,-0.04740605537925381
ACH-000383,-0.12307463620523852
ACH-000387,-0.13213201572215044
ACH-000389,0.05389106510883685
ACH-000390,-0.032890104379791375
ACH-000393,0.11261502305580345
ACH-000395,-0.08679597374429332
ACH-000396,0.2177582520951621
ACH-000397,-0.05493478578232568
ACH-000401,-0.1198501418946813
ACH-000402,0.00986407836922152
ACH-000403,-0.1337784816466685
ACH-000404,0.037346047508660274
ACH-000406,0.02096377721377229
ACH-000407,0.057149629124916536
ACH-000408,-0.0318543539705676
ACH-000410,-0.2579073480614172
ACH-000411,-0.1428329950743124
ACH-000414,-0.1767449979206572
ACH-000415,0.03154367663380971
ACH-000416,-0.029137406785871026
ACH-000420,-0.09595433426167303
ACH-000421,-0.05050927538588917
ACH-000424,0.10091730723169748
ACH-000425,0.0163871082295213
ACH-000426,0.014593003114160312
ACH-000427,-0.05829425470801455
ACH-000433,-0.013964024083007526
ACH-000435,-0.25036078566904946
ACH-000436,0.14526944941747907
ACH-000444,-0.04222288240352248
ACH-000445,-0.06780233247307975
ACH-000448,0.005220634727780698
ACH-000450,0.0410708227953184
ACH-000452,0.10306460029477042
ACH-000454,0.15204447250360706
ACH-000458,0.12694055761303766
ACH-000459,0.002451321878199587
ACH-000460,-0.07984064251458706
ACH-000461,-0.19483638705023834
ACH-000463,0.025633294262018543
ACH-000464,-0.06046385919696064
ACH-000466,-0.10855185380432382
ACH-000467,-0.08970662774329925
ACH-000468,-0.00621773329505239
ACH-000469,-0.04985962334581947
