,EMR2 (30817)
ACH-000004,-0.1522209747439344
ACH-000005,0.006081268294586838
ACH-000007,-0.1443227043329645
ACH-000009,-0.08263135481259996
ACH-000011,-0.23943000024943176
ACH-000012,-0.20541835074747666
ACH-000013,-0.28552952125638936
ACH-000014,-0.1000633232351212
ACH-000015,-0.2771249080527653
ACH-000017,-0.33063365464665
ACH-000018,-0.29545215899571803
ACH-000019,-0.3841148685428933
ACH-000021,-0.2662049495700436
ACH-000022,-0.15872835688780354
ACH-000025,-0.15609776890276006
ACH-000028,-0.3081616876548034
ACH-000030,-0.2402480692625054
ACH-000035,-0.1209446239442652
ACH-000036,-0.20326619538110105
ACH-000037,-0.12787550563656672
ACH-000039,-0.25073214023604834
ACH-000040,-0.1249732465490646
ACH-000041,-0.16724946813262834
ACH-000042,-0.20096238035055164
ACH-000045,-0.145642134126932
ACH-000047,-0.16978657048303786
ACH-000052,-0.2026367714414564
ACH-000053,-0.2690152218957736
ACH-000054,-0.1400598420460601
ACH-000055,-0.009477543561399378
ACH-000060,-0.04672271189726488
ACH-000067,-0.1299957412552155
ACH-000070,-0.16873593866994346
ACH-000075,-0.11598426047162275
ACH-000078,0.0043152572776835145
ACH-000082,-0.16323144101100476
ACH-000085,-0.37749817774529504
ACH-000086,-0.16780925697758645
ACH-000087,-0.4015197545290916
ACH-000092,-0.1880285753843964
ACH-000095,-0.2297937810768591
ACH-000097,-0.252236084703314
ACH-000098,-0.1959861889668016
ACH-000099,-0.20125701595024506
ACH-000108,-0.2554094878725409
ACH-000113,-0.104402774299027
ACH-000116,-0.2945869096182375
ACH-000118,-0.2336840572647709
ACH-000120,-0.21921607516857386
ACH-000123,-0.2028467290650484
ACH-000127,-0.1972796767748907
ACH-000128,-0.08348521686462043
ACH-000132,-0.13124037286536214
ACH-000133,-0.16395386113409588
ACH-000137,-0.24015588210246064
ACH-000138,-0.2265882305205856
ACH-000142,-0.3130916040499332
ACH-000143,-0.05455348486467776
ACH-000146,-0.2144325358199308
ACH-000148,-0.2615796785100057
ACH-000150,-0.1049850880363078
ACH-000152,-0.2067041654228668
ACH-000153,-0.007553799852748171
ACH-000159,-0.18812684009771904
ACH-000160,-0.15875491157129418
ACH-000163,-0.226871278309402
ACH-000167,-0.24091768491382895
ACH-000168,-0.025050893898477183
ACH-000169,-0.19134336313392605
ACH-000178,-0.10299057704585596
ACH-000183,-0.13946993137110902
ACH-000188,-0.2790069848042209
ACH-000189,-0.2058039389101269
ACH-000190,-0.2369555123367501
ACH-000198,-0.14742703764062526
ACH-000203,-0.39058197403554107
ACH-000204,-0.15068513773501405
ACH-000206,-0.2511910179646781
ACH-000207,-0.09054828970648468
ACH-000208,0.0996396808590396
ACH-000210,-0.05610502076175535
ACH-000211,-0.2676665937784665
ACH-000215,-0.24570345538298655
ACH-000221,-0.15795966825313462
ACH-000222,-0.30349205534309875
ACH-000223,-0.32869567491662666
ACH-000226,-0.21555589270547432
ACH-000227,-0.11488309292256728
ACH-000228,-0.2068713551905088
ACH-000231,-0.0438796634564515
ACH-000232,-0.16829828299621238
ACH-000233,-0.3351288387821815
ACH-000234,-0.19308494830419687
ACH-000235,-0.2252627818521465
ACH-000237,-0.3411022429133637
ACH-000238,-0.2102279885008644
ACH-000242,-0.2672434126388201
ACH-000243,-0.19880757729112647
ACH-000244,-0.32974676915785883
ACH-000246,-0.18174162221331447
ACH-000248,-0.2316836944639287
ACH-000250,-0.2600008663898016
ACH-000251,-0.3744147875339784
ACH-000252,-0.16052279466192865
ACH-000253,-0.34194096061037665
ACH-000255,-0.21963145253727429
ACH-000256,-0.18495623000245245
ACH-000257,-0.08148755494641044
ACH-000258,-0.13148962614340046
ACH-000259,-0.06465882339841937
ACH-000260,-0.3130021838097501
ACH-000261,-0.19680232917535265
