,SECISBP2L (9728)
ACH-000233,-0.3117734309811693
ACH-000234,-0.19439757977504246
ACH-000235,-0.2295088177634225
ACH-000237,-0.1588344864693744
ACH-000238,-0.12609499312625508
ACH-000242,0.17671147861393144
ACH-000243,-0.2104915001806424
ACH-000244,-0.20890151245895774
ACH-000246,-0.15992696830741573
ACH-000248,-0.0931845371757315
ACH-000250,-0.12181768210780435
ACH-000251,-0.07405678432342097
ACH-000252,-0.5112962008654567
ACH-000253,-0.2699670466490937
ACH-000255,-0.23499320993553865
ACH-000256,-0.2167594161054583
ACH-000257,-0.2588523721974252
ACH-000258,-0.3455341942675987
ACH-000259,-0.13947665041682433
ACH-000260,-0.12028561707882796
ACH-000261,-0.2899758145731725
ACH-000262,-0.04775274250196944
ACH-000263,0.13258834973207442
ACH-000264,-0.16674940150540402
ACH-000265,-0.16940856200392404
ACH-000266,-0.16222431571465798
ACH-000272,-0.1828472790785358
ACH-000274,-0.21196663561918494
ACH-000277,-0.3739973316034866
ACH-000278,-0.19350676896714314
ACH-000279,-0.2566055987209653
ACH-000280,-0.029344110107601337
ACH-000281,-0.1298562160558045
ACH-000288,-0.17304083374807785
ACH-000291,-0.18749306607539384
ACH-000293,0.006767026711075446
ACH-000294,-0.3740266275429185
ACH-000295,-0.20863099829819576
ACH-000296,-0.07716398476002383
ACH-000302,-0.2946826241551805
ACH-000304,-0.23317173719255924
ACH-000307,-0.1719054330204057
ACH-000308,-0.17402379812983082
ACH-000310,-0.2856086597422836
ACH-000311,-0.2384926426024838
ACH-000312,-0.06401266586265551
ACH-000315,-0.29706895209005285
ACH-000316,-0.05349507940157236
ACH-000317,-0.2775618967044996
ACH-000318,-0.10690795129431696
ACH-000319,-0.26299613339616035
ACH-000320,-0.054610750878884534
ACH-000322,-0.2421438407127337
ACH-000323,-0.2895632165753489
ACH-000324,-0.012450355191387765
ACH-000329,-0.15769417067905395
ACH-000330,-0.12681771965852806
ACH-000331,-0.2418872788815797
ACH-000332,-0.07013976069508297
ACH-000334,-0.09300149187326487
ACH-000335,0.07759239311370192
ACH-000336,-0.2948239835409769
ACH-000337,-0.04460901003456252
ACH-000338,0.12077907817656022
ACH-000339,-0.1797478775051095
ACH-000341,-0.22976248957883014
ACH-000348,-0.12468014782967747
ACH-000350,-0.1546249467470153
ACH-000352,-0.2207606180542033
ACH-000356,-0.055367690906876
ACH-000361,-0.16329739415688022
ACH-000362,-0.1977365427596686
ACH-000363,-0.236150160598241
ACH-000364,-0.1258134212519626
ACH-000365,-0.09672027743373236
ACH-000366,-0.2440753679383375
ACH-000368,-0.2788949216472684
ACH-000374,-0.05253741078436285
ACH-000375,-0.10622519234412103
ACH-000376,-0.10910590379580404
ACH-000381,-0.11409113102476545
ACH-000383,-0.17382385076364693
ACH-000387,-0.2700461659146233
ACH-000389,-0.1323395750288129
ACH-000390,-0.08670326474489314
ACH-000393,-0.20170551133086276
ACH-000395,-0.3458353266549136
ACH-000396,-0.06452609989272222
ACH-000397,-0.2568810135918805
ACH-000401,-0.10514805487920127
ACH-000402,0.05969616832420059
ACH-000403,-0.31536674787607105
ACH-000404,-0.1836452424384216
ACH-000406,-0.14898409914002952
ACH-000407,-0.12728561226398796
ACH-000408,-0.21507312518763336
ACH-000410,-0.13755117415120846
ACH-000411,-0.13338830000537072
ACH-000414,-0.1351549032253481
ACH-000415,-0.2282213701456505
ACH-000416,-0.2305075048723849
ACH-000420,-0.08763188566272187
ACH-000421,-0.2197893522702252
ACH-000424,-0.1738271955987098
ACH-000425,-0.104084314997677
ACH-000426,-0.09107276711403553
ACH-000427,-0.31544501433336114
ACH-000433,-0.040145866167748366
ACH-000435,-0.14086375164643114
ACH-000436,-0.3123119584908526
ACH-000444,-0.18076537395073444
ACH-000445,-0.08677169592392395
ACH-000448,-0.23020554918646696
ACH-000450,-0.09212779040227763
ACH-000452,-0.2268781376459654
ACH-000454,-0.14477140748694964
ACH-000458,-0.10658365504209567
ACH-000459,-0.16155192191545958
ACH-000460,-0.242053979530379
ACH-000461,-0.17161786514175348
ACH-000463,-0.08393283463558426
ACH-000464,-0.27388092299353084
ACH-000466,-0.19858154089012856
ACH-000467,-0.20340871135667973
ACH-000468,-0.1992302079319758
ACH-000469,-0.2175795846601696
ACH-000470,-0.13570896012974118
ACH-000471,-0.12172109216889568
ACH-000472,-0.1971823306367962
ACH-000473,-0.013013523083687214
ACH-000475,-0.05135640718139749
ACH-000476,-0.0014585555792867974
ACH-000477,-0.4981337196137128
ACH-000479,0.16930120211384025
ACH-000480,0.015472325006364012
ACH-000481,-0.2511805352168425
ACH-000483,-0.2268659589641319
ACH-000484,-0.2404917296574509
ACH-000485,-0.13457231821535556
ACH-000486,-0.17065109857659302
ACH-000487,-0.178049739543934
ACH-000488,-0.1625726273973752
ACH-000490,-0.16373441587508286
ACH-000491,-0.38329290504816615
ACH-000495,-0.18221659415569672
ACH-000496,-0.14239878218939542
ACH-000499,0.04230618802000866
ACH-000500,-0.345702959211018
ACH-000502,-0.24278841453667244
ACH-000503,-0.052940895507292536
ACH-000505,-0.14643954195489675
ACH-000507,-0.2625685514582018
ACH-000510,-0.19346885111301607
ACH-000511,-0.08913235102747921
ACH-000512,-0.14077496911091034
ACH-000516,-0.08087146480612856
ACH-000517,-0.20230945652697016
ACH-000518,-0.14181709077115898
ACH-000520,-0.11541589991856573
ACH-000521,-0.29161151913060546
ACH-000522,-0.19561744757353708
ACH-000524,-0.14351817601572142
ACH-000527,-0.18172914760100206
ACH-000528,-0.32968170219207804
ACH-000537,-0.209086170812828
ACH-000541,-0.12257976868559806
ACH-000542,-0.16892727105184854
ACH-000544,-0.14951602574759126
ACH-000545,-0.32603091974003845
ACH-000547,-0.3204297800974325
ACH-000548,-0.20830101669118012
ACH-000549,-0.057428800588873986
ACH-000550,-0.16341581294418914
ACH-000552,-0.0593628478470494
ACH-000556,-0.17539261618102667
ACH-000557,-0.3217197068706159
ACH-000569,0.1484424100453766
ACH-000570,-0.15384479852642194
ACH-000571,-0.1896083474726496
ACH-000573,-0.22222650701945426
ACH-000576,-0.2959437408216967
ACH-000579,-0.13529210607130127
ACH-000580,-0.16478645668259445
ACH-000584,-0.08520567842193533
ACH-000585,-0.2848315126585127
ACH-000588,-0.12325678581213992
ACH-000589,-0.17274605148611438
ACH-000591,0.10901787106279597
ACH-000593,-0.10517744261753084
ACH-000600,-0.35162479923680434
ACH-000601,-0.13171373799688482
ACH-000605,-0.02566211051846694
ACH-000606,-0.0530558099743856
ACH-000608,-0.20536487356167546
ACH-000614,-0.07366691576058658
ACH-000616,-0.20376164585585266
ACH-000618,-0.1735948505100021
ACH-000619,-0.021766760515180044
ACH-000620,-0.24706141559915884
ACH-000621,-0.1221328807572971
ACH-000622,-0.2252412495778673
ACH-000623,-0.3953720459936987
ACH-000624,-0.17076979359442376
ACH-000627,-0.2597504316746379
ACH-000630,-0.2982972351827673
ACH-000631,-0.3923966307340345
ACH-000632,-0.2309749449430197
ACH-000633,-0.06747143034331941
ACH-000637,0.06767443042235942
ACH-000638,-0.14870865325261898
ACH-000646,-0.43252653782780254
ACH-000647,-0.11151570402064884
ACH-000648,-0.3441738953738828
ACH-000649,-0.12588574241828407
ACH-000651,-0.22442593582242545
ACH-000652,-0.01087898096547733
ACH-000653,-0.16857617937975727
ACH-000657,-0.143119424615692
ACH-000658,-0.2205988563394697
ACH-000661,-0.1503171390417514
ACH-000662,-0.30154648953897345
ACH-000663,-0.01855498566150963
ACH-000665,-0.17875121905826574
ACH-000671,-0.18349945606712406
ACH-000672,-0.10111972400923902
ACH-000673,-0.2754929053370674
ACH-000676,-0.16098810005718914
ACH-000677,-0.09425203126216954
ACH-000681,-0.022109846943669215
ACH-000683,-0.240704630892464
ACH-000684,0.041585348602551316
ACH-000688,-0.17759042740988906
ACH-000693,-0.18233574137157976
ACH-000694,-0.07540930103231383
ACH-000695,-0.1510940614027693
ACH-000696,-0.4011890843528129
ACH-000697,-0.13010175304274885
ACH-000699,-0.06913101403772001
ACH-000701,-0.10449933244925264
ACH-000706,-0.25744112784034257
ACH-000711,-0.2181921727965854
ACH-000713,-0.10285855508759653
ACH-000714,0.010469890987472615
ACH-000718,-0.1034197329558864
ACH-000720,-0.01772698323098078
ACH-000721,-0.1740072713309927
ACH-000724,-0.28677274388918705
ACH-000725,-0.2771170204986226
ACH-000732,0.0072860472819868795
ACH-000734,-0.07006184745260999
ACH-000735,-0.13891536468282012
ACH-000736,-0.14833422605792798
ACH-000738,-0.27126159023089946
ACH-000746,-0.07299563411404618
ACH-000747,-0.053980858697456086
ACH-000748,-0.140377228551536
ACH-000753,-0.1455331484601201
ACH-000756,-0.18542790847760354
ACH-000757,-0.2586418282467732
ACH-000758,-0.2031894364170733
ACH-000760,-0.2282437340398161
ACH-000762,-0.11666417951314592
ACH-000763,-0.2015336835933081
ACH-000764,-0.3728183139590737
ACH-000765,-0.17922790793116147
ACH-000766,-0.215632492171084
ACH-000767,-0.33156370944007296
ACH-000768,-0.021885231550544948
ACH-000769,-0.10175383479600282
ACH-000770,-0.2501004416414732
ACH-000771,-0.12729193671062375
ACH-000773,-0.19979414542538654
ACH-000776,-0.3198697897483394
ACH-000777,-0.06308332139489424
ACH-000778,-0.2650049303394167
ACH-000781,-0.11459153155123696
ACH-000782,-0.2789289363226909
ACH-000783,-0.1629844133711653
ACH-000784,-0.2369252908698262
ACH-000785,-0.12009755145841125
ACH-000787,-0.23787023724388165
ACH-000788,-0.21381427342154175
ACH-000791,-0.1474873493051599
ACH-000792,-0.06864031277122784
ACH-000794,-0.14224508969330069
ACH-000796,-0.1811191190705066
ACH-000798,-0.09134820533608866
ACH-000799,-0.15674520768649994
ACH-000800,0.03373539192495066
ACH-000802,-0.10756260763551488
ACH-000804,-0.2565178613759357
ACH-000805,-0.12550182093897938
ACH-000809,-0.1619164488169007
ACH-000810,0.07594687713442151
ACH-000811,-0.21255836174654466
ACH-000817,-0.4060797412686809
ACH-000819,-0.21850223782029074
ACH-000820,-0.1584339019825347
ACH-000821,-0.2761130036425452
ACH-000822,-0.1273990634265232
ACH-000823,-0.19681845002883389
ACH-000824,-0.20440271913744876
ACH-000827,-0.26097111156419306
ACH-000829,-0.1853892895265749
ACH-000831,-0.1889260342263253
ACH-000832,-0.2731304222032336
ACH-000833,-0.16837577801883644
ACH-000834,-0.013826220527506684
ACH-000835,-0.18778011251720794
ACH-000836,-0.2772497068969145
ACH-000837,-0.05838886829137676
ACH-000838,0.0580864112858951
ACH-000839,-0.12092238948531107
ACH-000840,-0.2278117392453479
ACH-000841,-0.16173480661301184
ACH-000843,-0.2827931948957555
ACH-000846,-0.306503464487258
ACH-000847,-0.06237561303592613
ACH-000848,-0.13109852574343311
ACH-000849,-0.16877984247747946
ACH-000851,-0.1168220766850915
ACH-000855,-0.08084543149206144
ACH-000856,-0.3210265109326949
ACH-000858,-0.12036392938665827
ACH-000859,0.08004561137279351
ACH-000861,-0.22371739915159347
ACH-000862,-0.16715355400028226
ACH-000865,-0.13141241918340352
ACH-000866,-0.13688099918330254
ACH-000867,-0.19563403494029788
ACH-000869,-0.2476709296935241
ACH-000872,-0.12216596289446535
ACH-000873,-0.07364972490018447
ACH-000876,-0.05004859838685232
ACH-000878,-0.2712685444569129
ACH-000880,-0.27509974082250416
ACH-000881,-0.10550680051068748
ACH-000882,-0.17398001450178274
ACH-000884,-0.22871946534609405
ACH-000885,-0.216374144590506
ACH-000887,-0.1877676243417812
ACH-000889,-0.010774685313427658
ACH-000896,-0.29500243316123176
ACH-000898,-0.043495338689866964
ACH-000900,-0.11389943111090176
ACH-000901,-0.18251708574641026
ACH-000905,-0.3151287024588126
ACH-000906,-0.2172546669639383
ACH-000907,-0.3626307270429287
ACH-000910,-0.5308518408071837
ACH-000911,-0.2309159183063357
ACH-000912,0.056918105006779934
ACH-000913,0.03899501027459184
ACH-000915,-0.23013833622329816
ACH-000916,-0.6362500680947195
ACH-000917,-0.16703831005146705
ACH-000920,-0.1157242073237062
ACH-000921,-0.11963644882048866
ACH-000924,-0.18997254531609475
ACH-000926,-0.13128159444724502
ACH-000928,-0.26224619118364123
ACH-000929,-0.08787455042149278
ACH-000932,-0.3418308174889533
ACH-000935,-0.6075589654229423
ACH-000936,-0.21859107069218076
ACH-000937,-0.25763773746754576
ACH-000938,-0.021153862229339626
ACH-000939,-0.3997963237889534
ACH-000941,-0.12270044063381752
ACH-000943,-0.21134268691469787
ACH-000946,-0.2386025578802721
ACH-000947,-0.2792775964561616
ACH-000948,-0.3221457119910312
ACH-000950,-0.3152483396651192
ACH-000953,-0.24787741723316356
ACH-000954,-0.14574670711641152
ACH-000957,-0.18343412977894485
ACH-000958,-0.11927113026240667
ACH-000960,-0.31259377320666304
ACH-000963,-0.2949515717382506
ACH-000968,-0.06696418134936254
ACH-000969,-0.18648197530766128
ACH-000972,-0.17984362409383314
ACH-000973,-0.2438876831094676
ACH-000974,-0.14849572233057115
ACH-000978,-0.4848249288125859
ACH-000984,-0.26305913222443805
ACH-000986,-0.0183357782569274
ACH-000988,-0.3196709437223417
ACH-000993,-0.13118364735114693
ACH-000994,-0.18449722258057671
ACH-000996,-0.12703484933097986
ACH-001001,-0.20330063732404588
ACH-001020,-0.19360355893105013
ACH-001028,-0.1789368495310916
ACH-001031,-0.17089726005620048
ACH-001038,-0.2613813318270209
ACH-001048,-0.2816586699272225
ACH-001050,-0.23898570822989484
ACH-001053,-0.3089871053457366
ACH-001054,-0.16110435319321836
ACH-001061,-0.19160466447273167
ACH-001067,-0.056681969173199426
ACH-001075,-0.2897783840326946
ACH-001096,-0.16731757071382505
ACH-001111,-0.10015476776506466
ACH-001119,-0.2187277511477089
ACH-001128,-0.6052157230507216
ACH-001134,-0.26925604750144183
ACH-001151,-0.2483918616562237
ACH-001163,-0.2302414942646285
ACH-001164,-0.264268347256573
ACH-001183,-0.12117523563982648
ACH-001192,-0.0615928428730182
ACH-001193,0.034323086196543104
ACH-001196,-0.13485428841604447
ACH-001197,-0.3819666441113798
ACH-001205,-0.09674645483468218
ACH-001211,-0.2443595102429727
ACH-001212,-0.02642412048005569
ACH-001228,-0.2587177209241285
ACH-001232,-0.19172226575623247
ACH-001239,-0.1849160621508272
ACH-001270,-0.2042227305446967
ACH-001274,-0.26824747759002976
ACH-001275,-0.22476072006675948
ACH-001277,0.09833881623597364
ACH-001278,-0.1216428626842414
ACH-001280,-0.10917243531971857
ACH-001283,-0.16116687604035368
ACH-001289,-0.13803806510588196
ACH-001300,-0.2384840100361269
ACH-001301,-0.5171541766497822
ACH-001302,-0.11488681251039815
ACH-001306,-0.3131120969555665
ACH-001318,-0.008123812281760777
ACH-001322,-0.31680192314258543
ACH-001328,-0.15146437612959562
ACH-001332,-0.42658296338061263
ACH-001336,-0.12521084584531955
ACH-001346,-0.11047808589734746
ACH-001353,-0.2866136916991007
ACH-001354,-0.28287878499950875
ACH-001367,-0.19834858891803145
ACH-001368,-0.1608694066602633
ACH-001374,-0.2158183229789633
ACH-001377,-0.13304653459275195
ACH-001380,-0.192188067217352
ACH-001391,-0.2824563204195691
ACH-001408,-0.2524427959684916
ACH-001430,-0.06939915555090073
ACH-001431,-0.20598266891794006
ACH-001450,-0.1470388254814432
ACH-001496,-0.1732659016334826
ACH-001500,-0.26673109198832784
ACH-001523,-0.2055046938259734
ACH-001532,-0.2854503986514001
ACH-001550,-0.12667975303932474
ACH-001552,-0.08609935625586893
ACH-001554,-0.3207755838918537
ACH-001654,-0.2996872045580114
ACH-001735,-0.22487634579769356
ACH-001736,-0.18437847517455005
ACH-001737,-0.08310286917451737
ACH-001740,-0.24894400237058498
ACH-001745,-0.26260035988337915
ACH-001765,-0.20877119473826825
