,MICU1 (10367)
ACH-000004,-0.0932646254245022
ACH-000005,0.4259977345926576
ACH-000007,0.1958043002996733
ACH-000009,0.07185503978766808
ACH-000011,0.12072173070630855
ACH-000012,0.11637052889754727
ACH-000013,0.22102283625447147
ACH-000014,0.048012928896645005
ACH-000015,0.16019040639193305
ACH-000017,0.0028306938916592434
ACH-000018,-0.09283615584918643
ACH-000019,-0.039929914261201384
ACH-000021,0.0306013811246436
ACH-000022,0.17401383129419154
ACH-000025,-0.045097150453621164
ACH-000028,-0.2702327136738013
ACH-000030,-0.14978902191149027
ACH-000035,0.3143198290734649
ACH-000036,0.09153329734338768
ACH-000037,0.09119464368889113
ACH-000039,-0.11621083899725396
ACH-000040,-0.05983697060630733
ACH-000041,-0.07705677332374893
ACH-000042,-0.01729778308160761
ACH-000045,-0.2562114335273972
ACH-000047,0.20503853627480725
ACH-000052,-0.16501237908405508
ACH-000053,0.018383575040649247
ACH-000054,0.20329388934636886
ACH-000055,0.024455053484861437
ACH-000060,0.04893472877167132
ACH-000067,-0.09971021250203477
ACH-000070,0.10271538372578196
ACH-000075,0.2597751072237923
ACH-000078,-0.01577667154920448
ACH-000082,0.1485966875161691
ACH-000085,-0.011517139775357291
ACH-000086,0.09072351526643133
ACH-000087,-0.029575487184019287
ACH-000092,0.2570488683937818
ACH-000095,0.07592037212666063
ACH-000097,-0.01905992890964089
ACH-000098,0.04253885291483788
ACH-000099,-0.010745953264766628
ACH-000108,-0.0036866548992221006
ACH-000113,-0.5032617417531899
ACH-000116,0.2767141272206467
ACH-000118,0.02432398209512774
ACH-000120,0.12511263218178642
ACH-000123,-0.05255504622909818
ACH-000127,0.02284983263451545
ACH-000128,-0.08304852758654496
ACH-000132,-0.012931475746985992
ACH-000133,0.01761489091908084
ACH-000137,0.01839031261491395
ACH-000138,0.04953004689067948
ACH-000142,0.053988755583861264
ACH-000143,-0.021941721386561547
ACH-000146,-0.144481579221917
ACH-000148,0.07471424451471473
ACH-000150,0.07718577419765484
ACH-000152,0.03447595391299633
ACH-000153,0.16320874024938825
ACH-000159,0.08612864219915352
ACH-000160,-0.13594187431906904
ACH-000163,-0.050235853672547896
ACH-000167,-0.257429022239727
ACH-000168,-0.3130308067005632
ACH-000169,0.0442247974967734
ACH-000178,0.01501099683543111
ACH-000183,0.14972908444006042
ACH-000188,0.017926327498813368
ACH-000189,0.16903116996545445
ACH-000190,0.2631487127461589
ACH-000198,-0.0607002790772238
ACH-000203,0.18540665567982287
ACH-000204,0.2977948852263447
ACH-000206,-0.09027504442372504
ACH-000207,-0.051674849910233515
ACH-000208,0.22212674732857746
ACH-000210,0.2412882585402081
ACH-000211,0.02572426854752169
ACH-000215,-0.05325904555145887
ACH-000221,-0.31930327581923984
ACH-000222,-0.09939441573797377
ACH-000223,0.08035364441978028
ACH-000226,-0.036329766888461616
ACH-000227,-0.05451939581733795
ACH-000228,-0.08276757505422175
ACH-000231,0.20274754270418974
ACH-000232,0.02947098004232909
ACH-000233,0.268859639427911
ACH-000234,0.024000351907378197
ACH-000235,0.032102133686936186
