,TFCP2L1 (29842)
ACH-000004,0.12274865689685838
ACH-000005,0.0158784619065763
ACH-000007,0.05261712683559753
ACH-000009,-0.022756630390582174
ACH-000011,-0.05121730555728761
ACH-000012,0.02270642017387867
ACH-000013,0.010455355806424356
ACH-000014,-0.08697253256234096
ACH-000015,0.02306818203232281
ACH-000017,0.14221218248685838
ACH-000018,0.10763041079984056
ACH-000019,-0.0427366628609696
ACH-000021,0.1970489464255793
ACH-000022,-0.07833965070166679
ACH-000025,-0.15827909695517028
ACH-000028,-0.031189086296292644
ACH-000030,-0.13383858931216858
ACH-000035,-0.18759134866100927
ACH-000036,0.03694527878379333
ACH-000037,0.12102550947565872
ACH-000039,0.14388869941439886
ACH-000040,0.03230926465869994
ACH-000041,-0.021855369680713117
ACH-000042,-0.02782506815964565
ACH-000045,0.21351380141361426
ACH-000047,-0.1720153735183544
ACH-000052,0.02967268476564492
ACH-000053,0.0018773109281837762
ACH-000054,-0.053942599742430986
ACH-000055,-0.02704198409682345
ACH-000060,0.09743185309337347
ACH-000067,-0.16267552722418513
ACH-000070,0.2690569352824752
ACH-000075,-0.11519086403506112
ACH-000078,-0.004876975134662739
ACH-000082,-0.034664618465164145
ACH-000085,-0.07894322578837253
ACH-000086,0.17711769632969138
ACH-000087,0.07469495863891039
ACH-000092,0.0033204322586166623
ACH-000095,-0.06576655380586982
ACH-000097,-0.07142989435308053
ACH-000098,-0.13640848256436572
ACH-000099,-0.08299708494347198
ACH-000108,-0.013880158229079115
ACH-000113,-0.006500816410885661
ACH-000116,0.022644329218029988
ACH-000118,-0.006264226473487957
ACH-000120,-0.02315092410969393
ACH-000123,-0.03964364547650443
ACH-000127,0.015098452226195203
ACH-000128,-0.12144328007465237
ACH-000132,-0.0427662484589576
ACH-000133,-0.08572961348642108
ACH-000137,-0.2196381547668043
ACH-000138,0.014272731537133631
ACH-000142,-0.009159565529475016
ACH-000143,-0.17757472646003514
ACH-000146,0.06756183229703698
ACH-000148,-0.07657964505620359
ACH-000150,-0.028012431019162728
ACH-000152,-0.010933261908291535
ACH-000153,0.21878778911684527
ACH-000159,-0.07526264486490335
ACH-000160,0.3255573460449595
ACH-000163,0.06499089166686428
ACH-000167,0.6763380994089648
ACH-000168,-0.018842565670906888
ACH-000169,0.03946227730125165
ACH-000178,-0.033470996299675836
ACH-000183,-0.17825488826082936
ACH-000188,-0.15255968858672264
ACH-000189,-0.051312306369289414
ACH-000190,0.17306671580272392
ACH-000198,0.062372307002952175
ACH-000203,0.04767104067401956
ACH-000204,0.0025201637956642165
ACH-000206,-0.29188813667037977
ACH-000207,0.15287038495938918
ACH-000208,-0.0177826934839774
ACH-000210,-0.11288267895537415
ACH-000211,0.02783266597125444
ACH-000215,0.01636628202217139
ACH-000221,-0.15498714324790053
ACH-000222,0.2351281233704037
ACH-000223,0.00819523732102577
ACH-000226,-0.05614255827337635
ACH-000227,-0.19940879993034816
ACH-000228,0.007535550130418541
ACH-000231,0.1350984448148846
ACH-000232,-0.08876113912614993
ACH-000233,-0.1572206681712967
ACH-000234,-0.0053576485818017175
ACH-000235,-0.0019987293587879467
ACH-000237,-0.0064043713386421
ACH-000238,0.0533575480989805
ACH-000242,-0.26636417749594554
ACH-000243,0.016715485241585826
ACH-000244,0.10282498618009067
ACH-000246,0.001155653736187262
ACH-000248,-0.031002364308606832
ACH-000250,-0.09768435806093456
ACH-000251,-0.19412587557853905
ACH-000252,0.1566303980255108
ACH-000253,0.002439860871147273
ACH-000255,-0.17257922913910387
ACH-000256,-0.05189098872791086
ACH-000257,0.06641755035594929
ACH-000258,0.08793078967576963
ACH-000259,-0.016629295276458934
ACH-000260,-0.13117824601446415
ACH-000261,-0.007217310842919631
ACH-000262,0.16087804174106474
ACH-000263,0.13788603958872994
ACH-000264,0.01596102504775305
ACH-000265,0.004046873475770003
ACH-000266,0.039371807646256266
ACH-000272,-0.025711257647002973
ACH-000274,-0.08184613177509492
ACH-000277,-0.0870881490993231
ACH-000278,0.08771433157151025
ACH-000279,-0.045943884826481006
ACH-000280,-0.014953381213451728
ACH-000281,-0.06259115016330577
ACH-000288,-0.031743102668543716
ACH-000291,-0.0007424042530635555
ACH-000293,-0.008678462301441772
ACH-000294,-0.02450483433567743
ACH-000295,-0.004408403252462525
ACH-000296,0.09009913478838706
ACH-000302,-0.02619532293894736
ACH-000304,0.2572644883061581
ACH-000307,-0.18476738335723816
ACH-000308,0.03606923186260351
ACH-000310,0.03266027288741714
ACH-000311,0.2268678959536422
ACH-000312,0.014514601305735826
ACH-000315,0.04204349942260605
ACH-000316,-0.09871260275441088
ACH-000317,-0.006827295469418641
ACH-000318,-0.0281153970696456
ACH-000319,0.15408230810740822
ACH-000320,0.018944072467650064
ACH-000322,0.009461870950091664
ACH-000323,0.01793419838603165
ACH-000324,-0.08553463408070594
ACH-000329,-0.008834875024598541
ACH-000330,0.03883669393934504
ACH-000331,-0.14607723916500134
ACH-000332,0.0737762036358652
ACH-000334,0.1905695160233259
ACH-000335,-0.3045839218731994
ACH-000336,-0.034418742604248265
ACH-000337,-0.03833667933524648
ACH-000338,-0.1377654310813517
ACH-000339,-0.0053709919571277576
ACH-000341,-0.1097433389533146
ACH-000348,-0.022188376803825575
ACH-000350,0.01641569050681752
ACH-000352,-0.032100528929405715
ACH-000356,-0.2407291410663921
ACH-000361,0.04218373187625834
ACH-000362,0.015127019523654162
ACH-000363,0.04671417931231691
ACH-000364,-0.07635183071778985
ACH-000365,0.00983637605841999
ACH-000366,0.09427177591313124
ACH-000368,0.11078106588950258
ACH-000374,-0.003432522626668533
ACH-000375,-0.05152127982160752
ACH-000376,0.011270826764183095
ACH-000381,0.04056545970900508
ACH-000383,0.05242539132214562
ACH-000387,0.0033276739460596787
ACH-000389,0.07874746925339647
ACH-000390,0.009774895778309142
ACH-000393,0.033523135778945605
ACH-000395,0.11060971169481856
ACH-000396,-0.10018728090310333
ACH-000397,-0.004014482165831994
ACH-000401,0.2363968143072679
ACH-000402,0.5670947684311248
ACH-000403,0.026663670268519696
ACH-000404,0.1334614353345998
ACH-000406,-0.02352333508775349
ACH-000407,-0.02962514453236537
ACH-000408,0.15152416685374884
ACH-000410,-0.0949054592477397
ACH-000411,-0.07565177746606748
ACH-000414,0.07269794910880548
ACH-000415,-0.011744949366380842
ACH-000416,-0.026590142183151352
ACH-000420,-0.013688026956361085
ACH-000421,-0.0036797762854216343
ACH-000424,-0.2638505052386579
ACH-000425,-0.005809223639025908
ACH-000426,0.035460990633486816
ACH-000427,-0.05843657456938255
ACH-000433,-0.07600509779470202
ACH-000435,-0.012196252607856
ACH-000436,0.020545402711023796
ACH-000444,0.030296312236630717
ACH-000445,-0.10176377013855828
ACH-000448,-0.12321791939717375
ACH-000450,-0.1843188212589112
ACH-000452,-0.043810077961920775
ACH-000454,-0.0683774191242539
