,AK7 (122481)
ACH-000004,-0.11052796031077172
ACH-000005,0.0426353143308353
ACH-000007,0.0991661631712833
ACH-000009,-0.15978602217946206
ACH-000011,-0.029707556682032562
ACH-000012,-0.10497362082863916
ACH-000013,-0.005479335451356
ACH-000014,-0.09811601085152663
ACH-000015,0.094566494962301
ACH-000017,-0.14521647651772449
ACH-000018,-0.17185001676378348
ACH-000019,-0.012978197553337215
ACH-000021,-0.09332507054115748
ACH-000022,-0.13479709596634226
ACH-000025,-0.03328759628587508
ACH-000028,-0.08246710707046481
ACH-000030,-0.046828763672465405
ACH-000035,0.04179743691011927
ACH-000036,0.006520188088129043
ACH-000037,-0.0637880682588968
ACH-000039,0.11874880134178875
ACH-000040,-0.09265792453289153
ACH-000041,-0.08426726721923075
ACH-000042,-0.17056557209448098
ACH-000045,-0.197690860884679
ACH-000047,-0.22250970352003727
ACH-000052,-0.21605653008571848
ACH-000053,-0.16541887297486338
ACH-000054,-0.031445267282032806
ACH-000055,0.06462429351539642
ACH-000060,-0.09210143351167613
ACH-000067,0.010762704370031512
ACH-000070,-0.1110977472380992
ACH-000075,-0.1547925970222099
ACH-000078,-0.11702914340993385
ACH-000082,-0.1798309250298956
ACH-000085,-0.1633315690662354
ACH-000086,-0.06295795261638051
ACH-000087,-0.14765209714325706
ACH-000092,-0.09833758816834293
ACH-000095,-0.1842480688800278
ACH-000097,-0.23154913717971834
ACH-000098,-0.1592804275458238
ACH-000099,0.07445164017951282
ACH-000108,-0.15227849510993033
ACH-000113,-0.0128903705790492
ACH-000116,-0.07086520856203975
ACH-000118,-0.014736745915483553
ACH-000120,-0.08428048117582387
ACH-000123,-0.07019897239510874
ACH-000127,-0.1279247900668837
ACH-000128,-0.2335189040044344
ACH-000132,-0.07621975108690221
ACH-000133,-0.038271547101208704
ACH-000137,-0.14560274823573652
ACH-000138,-0.2265557210042293
ACH-000142,0.11088447329488366
ACH-000143,-0.11408811507543153
ACH-000146,-0.1048008875416
ACH-000148,-0.12642975339177034
ACH-000150,-0.04784262055228053
ACH-000152,-0.18414909658163692
ACH-000153,-0.06598400956650538
ACH-000159,-0.18867336566245327
ACH-000160,-0.0718061414186798
ACH-000163,-0.022107370162601503
ACH-000167,-0.2638248716583245
ACH-000168,-0.22060324939146203
ACH-000169,-0.0588856791837662
ACH-000178,0.0831460854313493
ACH-000183,-0.010620901796441016
ACH-000188,-0.1512573128264129
ACH-000189,-0.08260369201394957
ACH-000190,0.2029807955653749
ACH-000198,-0.18834509918683176
ACH-000203,-0.03850495426633213
ACH-000204,-0.23196080863872195
ACH-000206,-0.09890255493192092
ACH-000207,-0.03307564196736466
ACH-000208,0.12960239828037967
ACH-000210,-0.11732113788398628
ACH-000211,-0.24896969682969206
ACH-000215,-0.07992250779164398
ACH-000221,-0.14997251855937924
ACH-000222,-0.1011716618751454
ACH-000223,-0.004018313902204783
ACH-000226,-0.09612159557209388
ACH-000227,-0.04438559588147103
ACH-000228,0.004155646360196342
ACH-000231,-0.11405257380703282
ACH-000232,-0.10756130977762987
ACH-000233,-0.027164432855439218
ACH-000234,0.012363440888046643
ACH-000235,-0.131247742398913
ACH-000237,0.00038751103911276516
ACH-000238,-0.17027296528834931
ACH-000242,-0.25623192359255903
ACH-000243,-0.14564313690430614
ACH-000244,-0.02816059246145975
ACH-000246,-0.052217394592348886
ACH-000248,-0.10896855661960343
ACH-000250,-0.12525887770807972
ACH-000251,-0.03972932628482585
ACH-000252,-0.21919379229660446
ACH-000253,-0.12669729472415395
ACH-000255,-0.029165553562698888
ACH-000256,0.023801319955213555
ACH-000257,-0.5626686800144209
ACH-000258,-0.13690534622444564
ACH-000259,-0.07052884483411184
ACH-000260,-0.0661272473962528
ACH-000261,-0.14275215008633205
ACH-000262,-0.05807454831989744
ACH-000263,-0.17313085651782525
ACH-000264,-0.03465285876019469
ACH-000265,-0.03744212668891988
ACH-000266,-0.09342004058184122
ACH-000272,-0.17449911056469758
ACH-000274,-0.13848147199285174
ACH-000277,-0.10068156357987593
ACH-000278,-0.14306618953620273
ACH-000279,-0.14562200145065915
ACH-000280,-0.16342312773627887
ACH-000281,-0.05710502218705076
ACH-000288,-0.11043188162359613
ACH-000291,-0.17656475991724407
ACH-000293,-0.1732751681490715
ACH-000294,-0.2376061954366901
ACH-000295,-0.040963226344041835
ACH-000296,-0.055595129706185686
ACH-000302,-0.08967451333946411
ACH-000304,-0.2308734967515487
ACH-000307,0.0024652022274809253
ACH-000308,-0.09381711987981206
ACH-000310,-0.09122843972500723
ACH-000311,-0.3437226706775035
ACH-000312,-0.0737364498064353
ACH-000315,-0.21808631350165916
ACH-000316,-0.021744356246910162
ACH-000317,-0.04546807783779888
ACH-000318,0.10143438944694333
ACH-000319,0.1107262010827154
ACH-000320,-0.14143657007959806
ACH-000322,-0.07711346122020511
ACH-000323,-0.0035704877588364423
ACH-000324,0.02375783813609804
ACH-000329,-0.07339829891579812
ACH-000330,-0.04371686632727779
ACH-000331,0.06031513847973609
ACH-000332,-0.17082471898513513
ACH-000334,-0.18588503176407875
ACH-000335,-0.2051755985400524
ACH-000336,-0.17802332973310794
ACH-000337,-0.22882100002430875
ACH-000338,0.32663202929160656
ACH-000339,-0.0480775746037246
ACH-000341,-0.05560861584009752
ACH-000348,-0.013201267277643123
ACH-000350,-0.0220135239780566
ACH-000352,-0.11339787415108035
ACH-000356,-0.06450288178749726
ACH-000361,0.06377552562065979
ACH-000362,-0.08209976798265001
ACH-000363,-0.11806203341774572
ACH-000364,0.04576878976945355
ACH-000365,-0.06559269653879564
ACH-000366,-0.20952858749350994
ACH-000368,-0.228132889634954
ACH-000374,0.05209556589007204
ACH-000375,-0.12763491440822106
ACH-000376,-0.1232804914715375
