,ABCB6 (10058)
ACH-000004,-0.08863139250422239
ACH-000005,0.20875541469817813
ACH-000007,-0.1118578149836551
ACH-000009,-0.19757863076347004
ACH-000011,-0.00919445823379036
ACH-000012,-0.14952457329522206
ACH-000013,0.05168780011713979
ACH-000014,-0.2340328782941985
ACH-000015,-0.06149061426633602
ACH-000017,-0.05427589629679018
ACH-000018,-0.12325234438086873
ACH-000019,-0.15369682889962602
ACH-000021,-0.032111898202618366
ACH-000022,-0.11202422502747142
ACH-000025,0.016745994448843244
ACH-000028,-0.1437586879751224
ACH-000030,-0.07101607492617636
ACH-000035,0.05953441750790271
ACH-000036,-0.09843368351160378
ACH-000037,-0.2303506511482538
ACH-000039,0.04802333243663921
ACH-000040,-0.2891231353077165
ACH-000041,0.019133257698432226
ACH-000042,-0.02139503908990481
ACH-000045,-0.065928017608851
ACH-000047,-0.06279714224882771
ACH-000052,-0.10494836435168804
ACH-000053,-0.051706746842306084
ACH-000054,-0.09113618521461284
ACH-000055,-0.06392492670696973
ACH-000060,0.11296280210415233
ACH-000067,-0.13044037683528092
ACH-000070,0.07967257610451656
ACH-000075,-0.15251738904810486
ACH-000078,-0.23735436917760894
ACH-000082,-0.1797842524025464
ACH-000085,-0.28549968793680985
ACH-000086,0.0322027061335486
ACH-000087,0.01101500419687768
ACH-000092,-0.04530484007528734
ACH-000095,-0.04881559627168888
ACH-000097,-0.1691025544607387
ACH-000098,-0.09052078956508806
ACH-000099,-0.18909856976786807
ACH-000108,0.015886499407614583
ACH-000113,-0.10203554834905763
ACH-000116,-0.04626588130496928
ACH-000118,-0.03459019139656018
ACH-000120,-0.06436693336837616
ACH-000123,-0.09400679802243954
ACH-000127,-0.10593667827334688
ACH-000128,-0.02245414159832605
ACH-000132,-0.07562950439739753
ACH-000133,-0.2011168462150267
ACH-000137,-0.06210061236016491
ACH-000138,0.006988546533300464
ACH-000142,-0.1935587847421986
ACH-000143,-0.07271637157769817
ACH-000146,0.012899683974410108
ACH-000148,0.10649931926991073
ACH-000150,0.03982815629534085
ACH-000152,0.022435695696190982
ACH-000153,0.02841815961109482
ACH-000159,-0.1538196324767603
ACH-000160,-0.11810326097587892
ACH-000163,-0.10084726642872772
ACH-000167,-0.1280217139135336
ACH-000168,-0.12918361724404898
ACH-000169,-0.046076951974728164
ACH-000178,-0.04799617434321556
ACH-000183,-0.012079657940815185
ACH-000188,-0.1218327045769322
ACH-000189,-0.01432577744721129
ACH-000190,-0.08573362234574952
ACH-000198,-0.04817116876630746
ACH-000203,0.5079975429723893
ACH-000204,-0.05331026495041071
ACH-000206,-0.17253488643468085
ACH-000207,0.12577798620147215
ACH-000208,-0.3721801485005808
