,SEC61G (23480)
ACH-000295,-0.8427405916959009
ACH-000296,-0.7134671434320935
ACH-000302,-0.776749421642255
ACH-000304,-0.4127007072230524
ACH-000307,-0.6557195112616728
ACH-000308,-0.8281898734398626
ACH-000310,-0.8304796501779678
ACH-000311,-0.7462348882509974
ACH-000312,-0.7523884417213739
ACH-000315,-0.5412422812985325
ACH-000316,-0.6071212567589636
ACH-000317,-0.7131563838496039
ACH-000318,-0.8818305412109653
ACH-000319,-0.6544824955553649
ACH-000320,-0.4908213314348066
ACH-000322,-0.5778959036189746
ACH-000323,-0.7919159400552765
ACH-000324,-0.8452509639996915
ACH-000329,-0.763849506750968
ACH-000330,-0.33667172070342405
ACH-000331,-0.9457170996459009
ACH-000332,-0.6361020102136354
ACH-000334,-0.4538656830099548
ACH-000335,-0.5258030584501343
ACH-000336,-0.743558912007441
ACH-000337,-0.6376211922662675
ACH-000338,-0.4719635767214362
ACH-000339,-0.7487989735237436
ACH-000341,-0.8002291374004527
ACH-000348,-0.5125943964263039
ACH-000350,-0.5959474251576086
ACH-000352,-0.6527508569247814
ACH-000356,-0.7544347740987409
ACH-000361,-0.6414494375883621
ACH-000362,-0.8248506488646058
ACH-000363,-0.7157318860448896
ACH-000364,-0.5693253226530149
ACH-000365,-0.4937029660709849
ACH-000366,-0.7334245599468922
ACH-000368,-0.6402629445903933
ACH-000374,-0.7238230944273255
ACH-000375,-0.5205960339305223
ACH-000376,-0.5625427659293536
ACH-000381,-0.4883281545241856
ACH-000383,-0.6375806274051213
ACH-000387,-0.6119253853849909
ACH-000389,-0.7283931864565563
ACH-000390,-0.7499100199931429
ACH-000393,-0.7782822392788591
ACH-000395,-0.5858837977981002
ACH-000396,-0.6159722803947887
ACH-000397,-0.6036151322314207
ACH-000401,-0.5563965007954492
ACH-000402,-0.6874435805308767
ACH-000403,-0.5707222316851847
ACH-000404,-0.6032234289763315
ACH-000406,-0.6250649927169516
ACH-000407,-0.7987369211052247
ACH-000408,-0.6238491120951656
ACH-000410,-0.6247845350044625
ACH-000411,-0.7728673167715224
ACH-000414,-0.8347042270126362
ACH-000415,-0.8316807903418613
ACH-000416,-0.9853054963443296
ACH-000420,-0.8513609032524688
ACH-000421,-0.8529511618294955
ACH-000424,-0.7362959849242707
ACH-000425,-0.7569745488936883
ACH-000426,-0.5480478785077905
ACH-000427,-0.7992980580550955
ACH-000433,-0.7436614977294922
ACH-000435,-0.6480596683313288
ACH-000436,-0.7954640084741831
ACH-000444,-0.7475331935312349
ACH-000445,-0.7193722385860742
ACH-000448,-0.6619172968126992
ACH-000450,-0.6853981391502029
ACH-000452,-1.0480372897558017
ACH-000454,-0.8097606897944062
ACH-000458,-0.6739939554157547
ACH-000459,-0.3623940040914917
ACH-000460,-0.7474739000352684
ACH-000461,-0.7441873823284599
ACH-000463,-0.971250635687951
ACH-000464,-0.6135017543361133
ACH-000466,-0.6162778060657341
ACH-000467,-0.5066247166284067
ACH-000468,-0.7365186769362558
ACH-000469,-0.6449905105154701
ACH-000470,-0.7154052981779692
ACH-000471,-1.0272901665652776
ACH-000472,-0.7687501627907771
ACH-000473,-0.7481215378692242
ACH-000475,-0.8006214775294853
ACH-000476,-0.5130023763426947
ACH-000477,-0.5431442578256185
ACH-000479,-0.8330546491702131
ACH-000480,-0.7327397912732699
ACH-000481,-0.7848873153778728
ACH-000483,-0.9110483320185082
ACH-000484,-0.7653498462593519
ACH-000485,-0.5822283064139832
ACH-000486,-0.8984188811962004
ACH-000487,-0.7695945501527918
ACH-000488,-0.6374013020268899
ACH-000490,-0.779319937422942
ACH-000491,-0.6591774760382663
ACH-000495,-0.7172620550066396
ACH-000496,-0.6952471189985223
ACH-000499,-0.6292106794642784
ACH-000500,-0.637397940711389
ACH-000502,-0.7318172274803175
ACH-000503,-0.6252868378093694
ACH-000505,-0.7731997274596628
ACH-000507,-0.5111596206346711
ACH-000510,-0.8263403840239432
ACH-000511,-0.7586524841845192
ACH-000512,-0.3942294173121384
ACH-000516,-0.710127599028175
ACH-000517,-0.5489775528092808
ACH-000518,-0.7492489183077473
ACH-000520,-0.6030635218913387
ACH-000521,-0.8963350317043847
ACH-000522,-0.8046954025917445
ACH-000524,-0.946778405176502
ACH-000527,-0.6708086439769223
ACH-000528,-0.6899288733281684
ACH-000537,-1.1149201422908754
ACH-000541,-0.6977751827430946
ACH-000542,-0.6810712522269384
ACH-000544,-0.9244617440178688
ACH-000545,-0.6485159950776882
ACH-000547,-0.7903040442225154
ACH-000548,-0.6950292712535225
ACH-000549,-0.7164689105173332
ACH-000550,-0.6827794763274903
ACH-000552,-0.7563891482096226
ACH-000556,-0.8276415656866074
ACH-000557,-0.5160177116101814
ACH-000569,-0.7893417667930722
ACH-000570,-0.616255649783154
ACH-000571,-0.5233361881389382
ACH-000573,-0.8360364349197386
ACH-000576,-0.7197378044402258
ACH-000579,-0.9344228339069269
ACH-000580,-0.7639306014477757
ACH-000584,-0.5853929294017213
ACH-000585,-0.8745076884564668
ACH-000588,-0.6942718532269323
ACH-000589,-0.6055946678133577
ACH-000591,-0.6072292272483725
ACH-000593,-0.7992324440327204
ACH-000600,-0.7582606638806494
ACH-000601,-0.693045015993165
ACH-000605,-0.7621449868858378
ACH-000606,-0.7613186721594709
ACH-000608,-0.5960269174384476
ACH-000614,-0.702977415892241
ACH-000616,-0.6921513676936915
ACH-000618,-0.8056051963158916
ACH-000619,-0.7103005264814616
ACH-000620,-0.7842145950458441
ACH-000621,-0.5505814566226124
ACH-000622,-0.8249032015597508
ACH-000623,-0.7590584825251988
ACH-000624,-0.8338961261312463
ACH-000627,-0.547081563219036
ACH-000630,-0.7758922906722004
ACH-000631,-0.7583669364031217
ACH-000632,-0.6897024525137052
ACH-000633,-0.7432222972975592
ACH-000637,-0.4867811464266599
ACH-000638,-0.6528911726420147
ACH-000646,-0.4961588856015524
ACH-000647,-0.5032171650629785
ACH-000648,-1.0230452893212814
ACH-000649,-0.7327552641149426
ACH-000651,-0.6633077379656558
ACH-000652,-0.7803074287795368
ACH-000653,-0.7492290906200216
ACH-000657,-0.7617437713237561
ACH-000658,-0.9190092503151815
ACH-000661,-0.5641211857752405
ACH-000662,-0.8406170616902576
ACH-000663,-0.8513972222035933
ACH-000665,-0.9200322567524396
ACH-000671,-0.8353055780465599
ACH-000672,-0.6738988733531328
ACH-000673,-0.8728432913161907
ACH-000676,-0.7286788905019608
ACH-000677,-0.9538914556820364
ACH-000681,-0.7125609925292282
ACH-000683,-0.4998518461719596
ACH-000684,-0.8988005721678305
ACH-000688,-1.096607486854766
ACH-000693,-0.6562936171376665
ACH-000694,-0.8979252499056968
ACH-000695,-0.7606105403887806
ACH-000696,-0.694216877370659
ACH-000697,-0.5832950476518287
ACH-000699,-0.9671242288287362
ACH-000701,-0.8167842505430398
ACH-000706,-0.7373524628972845
ACH-000711,-0.7596959294038538
ACH-000713,-0.8398159856561008
ACH-000714,-0.5666478929002503
ACH-000718,-0.5488610272401724
ACH-000720,-0.7511901399642593
ACH-000721,-0.9140865105367776
ACH-000724,-0.8642602139728165
ACH-000725,-0.7527943305945428
ACH-000732,-0.6865434021251243
ACH-000734,-0.5707879814024481
ACH-000735,-0.8515705519081462
ACH-000736,-0.6259085486063817
ACH-000738,-0.4851570003143136
ACH-000746,-0.5887642667414055
ACH-000747,-0.4464745546752789
ACH-000748,-0.9219483505961052
ACH-000753,-0.9285132999635524
ACH-000756,-0.3964088945700712
ACH-000757,-0.6986743461689197
ACH-000758,-0.5667978159033541
ACH-000760,-0.651529234938327
ACH-000762,-0.8863855126873392
ACH-000763,-0.9666423199974936
ACH-000764,-0.6266826286881639
ACH-000765,-0.5743653015860708
ACH-000766,-0.8612441153104222
ACH-000767,-0.6802373681891939
ACH-000768,-0.6462890366048222
ACH-000769,-0.8395030217281839
ACH-000770,-0.5701879935790789
ACH-000771,-0.725350799584139
ACH-000773,-0.6154783806968763
ACH-000776,-0.5923855791537229
ACH-000777,-0.6657592580408679
ACH-000778,-0.5550832630717649
ACH-000781,-0.778341976787452
ACH-000782,-0.8982483504056193
ACH-000783,-0.7253109948114741
ACH-000784,-0.7498807663745716
ACH-000785,-0.8368921498286405
ACH-000787,-0.6799385429957696
ACH-000788,-0.8950111815370805
ACH-000791,-0.6622935273450463
ACH-000792,-0.6126126920091087
ACH-000794,-0.8286048665347117
ACH-000796,-0.7734450892841016
ACH-000798,-0.8716676262247363
ACH-000799,-0.9309088324081458
ACH-000800,-0.5798617139878899
ACH-000802,-0.8808071663210926
ACH-000804,-0.7433455991434322
ACH-000805,-0.6032068763891889
ACH-000809,-0.5683481864148064
ACH-000810,-0.7962673259590975
ACH-000811,-0.9915791117477972
ACH-000817,-0.9042201254096868
ACH-000819,-0.6929850265801618
ACH-000820,-1.1078162962768252
ACH-000821,-0.7506239317592954
ACH-000822,-0.8009962750273738
ACH-000823,-0.5116510621375158
ACH-000824,-0.9390968883046272
ACH-000827,-0.6302411349100056
ACH-000829,-0.8222805555803708
ACH-000831,-0.6957054191236627
ACH-000832,-0.719516804610516
ACH-000833,-0.5227644466430041
ACH-000834,-0.5039261935314963
ACH-000835,-0.7405891249859652
ACH-000836,-0.6206589508650101
ACH-000837,-0.7633040009921817
ACH-000838,-0.7298595772565505
ACH-000839,-0.6967767518842509
ACH-000840,-0.634969577202504
ACH-000841,-0.4908511290804216
ACH-000843,-0.7700453079417138
ACH-000846,-0.6622627301717192
ACH-000847,-0.9692749506159364
ACH-000848,-0.8041377850596696
ACH-000849,-0.6564503089869347
ACH-000851,-0.7772661172026679
ACH-000855,-0.6080130822653947
ACH-000856,-0.6706636635576155
ACH-000858,-0.6721676263658212
ACH-000859,-0.9012228823046629
ACH-000861,-0.7318384324834833
ACH-000862,-0.7064546293799286
ACH-000865,-0.6436591021889064
ACH-000866,-0.9328099192733912
ACH-000867,-0.7253830134641209
ACH-000869,-0.6633939976543637
ACH-000872,-0.6386660163738811
ACH-000873,-0.556712953319083
ACH-000876,-0.6827298310444975
ACH-000878,-0.7307559661078497
ACH-000880,-0.6560000662210388
ACH-000881,-0.6339186309914734
ACH-000882,-0.5732644835046896
ACH-000884,-0.7102602597485054
ACH-000885,-1.0028833311837155
ACH-000887,-0.7468666697319578
ACH-000889,-0.6195195681985592
ACH-000896,-0.7508217384648044
ACH-000898,-0.5792890083368104
ACH-000900,-0.9828682382173912
ACH-000901,-0.8167607478627266
ACH-000905,-0.6914558356821098
ACH-000906,-0.7207704710148967
ACH-000907,-0.8725950274842432
ACH-000910,-0.9123541076095388
ACH-000911,-0.8281454346923659
ACH-000912,-0.8285582240088647
ACH-000913,-0.5578714892044119
ACH-000915,-0.78024803048441
ACH-000916,-0.6852462031479362
ACH-000917,-0.5789409449533253
ACH-000920,-0.9971597830736324
ACH-000921,-0.6562872473786732
ACH-000924,-0.9701387577160602
ACH-000926,-0.6625987784591839
ACH-000928,-0.7450064844828184
ACH-000929,-0.664220628653574
ACH-000932,-0.6286541822770013
ACH-000935,-0.4726608967194294
ACH-000936,-0.6790996562047843
ACH-000937,-0.5820519524237464
ACH-000938,-0.8060837780693878
ACH-000939,-0.5685098831939011
ACH-000941,-0.7558950503622704
ACH-000943,-0.7303511711806355
ACH-000946,-0.7378975478653621
ACH-000947,-0.7387243094821566
ACH-000948,-0.624850574718653
ACH-000950,-0.4177014405568337
ACH-000953,-0.4909333293079153
ACH-000954,-0.8899363057204915
ACH-000957,-0.8441345887479781
ACH-000958,-0.7300006893681308
ACH-000960,-0.8091878804187752
ACH-000963,-0.5149996854138337
ACH-000968,-0.5521768707508655
ACH-000969,-0.6245152474243879
ACH-000972,-0.9882927302290736
ACH-000973,-0.6304049759749396
ACH-000974,-0.7825578333732469
ACH-000978,-0.7958400478052867
ACH-000984,-0.6602779603508044
ACH-000986,-0.6724713074761182
ACH-000988,-0.7648132935571871
ACH-000993,-0.6941876732827927
ACH-000994,-0.56472662110827
ACH-000996,-0.4713498737337021
ACH-001001,-0.569563530639442
ACH-001020,-0.7993478504035586
ACH-001028,-0.8428558327245917
ACH-001031,-0.6189796169501529
ACH-001038,-0.4941691952900533
ACH-001048,-0.9236795396331255
ACH-001050,-0.7545884294926264
ACH-001053,-0.6453096842567321
ACH-001054,-0.5376648487918623
ACH-001061,-0.7597641556018375
ACH-001067,-0.6302373780712225
ACH-001075,-0.8087434846995508
ACH-001096,-0.654260538363619
ACH-001111,-0.53842977618258
ACH-001119,-0.6385181756646183
ACH-001128,-0.4025529028703028
ACH-001134,-0.7130645133114349
ACH-001151,-0.774385721402195
ACH-001163,-0.8452573555723818
ACH-001164,-0.7001161729694715
ACH-001183,-0.7327959116866162
ACH-001192,-0.3508132901925346
ACH-001193,-0.4452245230446901
ACH-001196,-0.6480103553649789
ACH-001197,-0.6079072904017419
ACH-001205,-0.8703306984767072
ACH-001211,-0.7847282923254999
ACH-001212,-0.7640171478545985
ACH-001228,-0.705981436286861
ACH-001232,-1.018229266831458
ACH-001239,-0.5971960165065754
ACH-001270,-0.5909152697488753
ACH-001274,-0.6073292614614015
ACH-001275,-0.5894426013743642
ACH-001277,-0.6785209064515781
ACH-001278,-0.5712461243597664
ACH-001280,-0.6661493256308133
ACH-001283,-0.6272574010788291
ACH-001289,-0.5922379252972676
ACH-001300,-0.7488793647428127
ACH-001301,-0.8880514611459888
ACH-001302,-0.9913681708862246
ACH-001306,-0.9253513982133283
ACH-001318,-0.9393700762493932
ACH-001322,-0.7541560326676565
ACH-001328,-0.839341450277403
ACH-001332,-0.8308959232910763
ACH-001336,-0.8841994636758947
ACH-001346,-0.6154548285178083
ACH-001353,-0.652040747657969
ACH-001354,-0.6889910338050973
ACH-001367,-0.5950808982567029
ACH-001368,-1.0126584449119351
ACH-001374,-0.8037603548710504
ACH-001377,-0.7752926498513598
ACH-001380,-0.5918591691282861
ACH-001391,-1.1025799871644213
ACH-001408,-0.6955170391832286
ACH-001430,-0.9421605336710512
ACH-001431,-0.7093428869344793
ACH-001450,-0.6757931417506199
ACH-001496,-0.7990390478073581
ACH-001500,-0.6074112836004072
ACH-001523,-0.6941324899492629
ACH-001532,-0.917583816974953
ACH-001550,-0.9451857133737316
ACH-001552,-0.7475452976071848
ACH-001554,-0.6977440021931127
ACH-001654,-0.8402660556846572
ACH-001735,-1.0737755351962048
ACH-001736,-0.5122722583313261
ACH-001737,-0.9677065871019398
ACH-001740,-0.6684625752539084
ACH-001745,-0.5424859626284637
ACH-001765,-0.4616806354402199
