,FXN (2395)
ACH-000601,-0.5041162752799331
ACH-000605,-0.6681781264316489
ACH-000606,-0.8253099992823473
ACH-000608,-0.4031953798220443
ACH-000614,-0.7235355717517988
ACH-000616,-0.6916740258272605
ACH-000618,-0.6171101541823271
ACH-000619,-0.6159708964858805
ACH-000620,-0.6511139337348165
ACH-000621,-0.8108234053730937
ACH-000622,-0.27138545050255203
ACH-000623,-0.4680015847377597
ACH-000624,-0.5559745025630087
ACH-000627,-0.3914004405887415
ACH-000630,-0.6768102383544604
ACH-000631,-0.5627001829638317
ACH-000632,-0.6127892158787411
ACH-000633,-0.34955793836626303
ACH-000637,-1.2984860949918204
ACH-000638,-0.8514368261868523
ACH-000646,-0.14746840391124155
ACH-000647,-0.5073960613293506
ACH-000648,-0.7557740411424734
ACH-000649,-0.7623104240829477
ACH-000651,-0.7493728537211743
ACH-000652,-0.6881671539190635
ACH-000653,-0.4048571865499297
ACH-000657,-0.6710096436456238
ACH-000658,-0.1887639239467402
ACH-000661,-0.9244724059722352
ACH-000662,-0.4928247439466712
ACH-000663,-0.9199879821112804
ACH-000665,-0.5551612746137546
ACH-000671,-0.7684689717947321
ACH-000672,-0.6457375087351676
ACH-000673,-0.6206098756620071
ACH-000676,-0.6321606602603417
ACH-000677,-0.4151482797498269
ACH-000681,-0.599147345830181
ACH-000683,-0.8769349483410539
ACH-000684,-1.0288084814260885
ACH-000688,-0.6603134766340061
ACH-000693,-0.6200985346444595
ACH-000694,-0.6740912749075401
ACH-000695,-0.5802978835079659
ACH-000696,-0.6744010934718687
ACH-000697,-0.26549306941575224
ACH-000699,-0.3544872669152787
ACH-000701,-0.4536842362973608
ACH-000706,-0.7519299178760879
ACH-000711,-0.6374221659732248
ACH-000713,-0.8054864603843006
ACH-000714,-0.7009891022333328
ACH-000718,-0.5339997674621749
ACH-000720,-0.6943993241187438
ACH-000721,-0.2546153891117843
ACH-000724,0.018673832103990987
ACH-000725,-0.3415595742649351
ACH-000732,-0.7888803037793641
ACH-000734,-0.3168665172642973
ACH-000735,-0.5919237071430077
ACH-000736,-0.6015204118230495
ACH-000738,-0.5901053101067075
ACH-000746,-0.2344539332083577
ACH-000747,-0.6352454212740329
ACH-000748,-0.7658702799658968
ACH-000753,-0.8260712425536686
ACH-000756,-0.5997073507447942
ACH-000757,-0.584988747691746
ACH-000758,-0.7025257965636202
ACH-000760,-0.6025674442290233
ACH-000762,-0.6906684691215845
ACH-000763,-0.4298465326199317
ACH-000764,-0.8464227682921541
ACH-000765,-0.7855395980389216
ACH-000766,-0.4544619673042118
ACH-000767,-0.3238089424478041
ACH-000768,-0.7891820003602887
ACH-000769,-0.6559741748099199
ACH-000770,-0.624171039611291
ACH-000771,-0.9325126911879648
ACH-000773,-0.6393592658943428
ACH-000776,-0.6636540534662999
ACH-000777,-0.8482797304924763
ACH-000778,-0.04677876715028286
ACH-000781,-0.7576168152115507
ACH-000782,-0.7891941087730137
ACH-000783,-0.316481776986536
ACH-000784,-0.5549196974467443
ACH-000785,-0.4946690500414176
ACH-000787,-0.7982910569476636
ACH-000788,-0.684588975080594
ACH-000791,-0.39323097909222665
ACH-000792,-0.7681067315891246
ACH-000794,-0.43079485117926897
ACH-000796,-0.3981747385130218
ACH-000798,-0.23569203657817905
ACH-000799,-0.6363789736938743
ACH-000800,-1.235381759760232
ACH-000802,-0.6623407987141102
ACH-000804,-0.9760520716576662
ACH-000805,-0.6804262121509463
ACH-000809,-0.5770763283978093
ACH-000810,-0.5844275143337674
ACH-000811,-0.6848198822754336
ACH-000817,-0.3877132234635712
ACH-000819,-0.7963745601513053
ACH-000820,-0.737223858357663
ACH-000821,-0.4867129331346773
ACH-000822,-0.4081636686641963
ACH-000823,-0.8488114375768502
ACH-000824,-0.3549678800961176
ACH-000827,-0.5125066417493078
ACH-000829,-0.3602628984941804
ACH-000831,-0.8322464003256089
ACH-000832,-0.5340411141747705
ACH-000833,-0.9989545765635086
ACH-000834,-0.4339944293627979
ACH-000835,-0.742357172910626
ACH-000836,-0.6683588813105571
ACH-000837,-0.7218032269051232
ACH-000838,-0.254960838020355
ACH-000839,-0.7085364019074668
ACH-000840,-0.3844377926544826
ACH-000841,-0.6510821775021839
ACH-000843,-0.682843890800185
ACH-000846,-0.5041189862274249
ACH-000847,-0.5525091831065486
ACH-000848,-0.4391507232506479
ACH-000849,-0.7307801535833817
ACH-000851,-0.6478969952735673
ACH-000855,-0.6962018404184981
ACH-000856,-0.8043222219624591
ACH-000858,-0.873242399230943
ACH-000859,-0.8635680033581535
ACH-000861,-1.1396234515768298
ACH-000862,-0.531222757655301
ACH-000865,-0.7907441261405386
ACH-000866,-0.5056123190676483
ACH-000867,-0.6194814809975577
ACH-000869,-0.8771808929607722
ACH-000872,-1.014295308750344
ACH-000873,-0.5391946780571827
ACH-000876,-0.6283853637634771
ACH-000878,-0.6970782447454893
ACH-000880,-0.7584672613789297
ACH-000881,-0.8648956769326057
ACH-000882,-0.8766796993943241
ACH-000884,-0.6908130519473048
ACH-000885,-0.6189405859720045
ACH-000887,-0.6294816865719548
ACH-000889,-0.5104880721226271
ACH-000896,-0.5087562873657647
ACH-000898,-0.3563707953401528
ACH-000900,-0.7165206840618696
ACH-000901,-0.7923894983998001
ACH-000905,-0.5701394072445276
ACH-000906,-0.8065427294476024
ACH-000907,-0.9563968087157596
ACH-000910,-0.9216566908898958
ACH-000911,-0.5324564148404691
ACH-000912,-0.8928210163913951
ACH-000913,-0.8491364657238639
ACH-000915,-0.7168129915826187
ACH-000916,-0.4537121177237936
ACH-000917,-0.7876898219264435
ACH-000920,-0.6575162096521285
ACH-000921,-0.8594615893021608
ACH-000924,-0.4466518136074405
ACH-000926,-0.10389207330514584
ACH-000928,-0.3447236912056326
ACH-000929,-0.4481219709092638
ACH-000932,-0.4978327015691431
ACH-000935,-0.8319231426186158
ACH-000936,-0.7017230931535217
ACH-000937,-0.5540890974384215
ACH-000938,-0.6323926603050549
ACH-000939,-0.9495968007562384
ACH-000941,-0.3817004932650496
ACH-000943,-0.9431417634689876
ACH-000946,-0.7965986195154222
ACH-000947,-0.907280341826553
ACH-000948,-0.4160754684162168
ACH-000950,-0.8409361260023817
ACH-000953,-0.4791548328556485
ACH-000954,-0.5073113998123799
ACH-000957,-0.6072482180230813
ACH-000958,-0.28822774890155217
ACH-000960,-0.4804528439844612
ACH-000963,-0.1025690186215988
ACH-000968,-0.6946233478273021
ACH-000969,-0.3708118353234032
ACH-000972,-0.3710111146330862
ACH-000973,-0.5308467770378553
ACH-000974,-0.7072286881203981
ACH-000978,-0.8535584213776248
ACH-000984,-0.21555393371469994
ACH-000986,-0.4595561405052485
ACH-000988,-0.7343070872157795
ACH-000993,-0.4955872433564402
ACH-000994,-0.24593384453191305
ACH-000996,-0.5660008133142939
ACH-001001,-0.4328354526703136
ACH-001020,-0.6092204720759817
ACH-001028,-0.6579414728684647
ACH-001031,-0.5158240286567444
ACH-001038,-0.4510362570373652
ACH-001048,-0.7272448164424842
ACH-001050,-0.5088090894167124
ACH-001053,-0.6105498019685406
ACH-001054,-0.7800256199629497
ACH-001061,-0.5886880120674582
ACH-001067,-0.1995008162335862
ACH-001075,-0.7176879140482137
ACH-001096,-0.949860650756864
ACH-001111,-0.3406123398387749
ACH-001119,-0.6129003959322095
ACH-001128,-0.3672183183298072
ACH-001134,-0.2812526901419675
ACH-001151,-0.6387081901444757
ACH-001163,-0.6564951606304619
ACH-001164,-0.5791644612035349
ACH-001183,-0.8091827727430893
ACH-001192,-0.85658786390221
ACH-001193,-0.7898500861129298
ACH-001196,-0.8895013452672208
ACH-001197,-0.8206633207531441
ACH-001205,-0.6637272888403047
ACH-001211,-0.5714356224432884
ACH-001212,-0.7007208476665812
ACH-001228,-0.332714432657261
ACH-001232,-1.0390560877827648
ACH-001239,-0.5745073208782683
ACH-001270,-0.3181217883623765
ACH-001274,-0.5333256996851664
ACH-001275,-0.7819931052840894
ACH-001277,-0.9609964491189368
ACH-001278,-1.0001430592419518
ACH-001280,-0.580731177346639
ACH-001283,-1.15188649573681
ACH-001289,-0.7065124661487071
ACH-001300,-0.7686829831976509
ACH-001301,-0.9642889648966764
ACH-001302,-0.3110256415027128
ACH-001306,-0.6421631227911885
ACH-001318,-0.8297120285330956
ACH-001322,-0.7662411468661646
ACH-001328,-0.7023419843595389
ACH-001332,-0.8128532973042077
ACH-001336,-1.0436999350740828
ACH-001346,-0.8395568468320451
ACH-001353,-0.8817114017782943
ACH-001354,-1.1152431948403654
ACH-001367,-0.8012747369525373
ACH-001368,-0.4740579416278136
ACH-001374,-1.1937969212171455
ACH-001377,-0.6589928771967839
ACH-001380,-0.6534947860279685
ACH-001391,-0.18583852905287876
ACH-001408,-1.0471958860299821
ACH-001430,-0.8741826945193596
ACH-001431,-0.43446899592637495
ACH-001450,-0.4483437022150729
ACH-001496,-0.3794664246766857
ACH-001500,-0.6904198985270406
ACH-001523,-0.4709588185785424
ACH-001532,-0.5104719936025781
ACH-001550,-0.5782622729195207
ACH-001552,-0.7353006872706406
ACH-001554,-0.8305810307125918
ACH-001654,-0.7879152638389454
ACH-001735,-0.3421046674851131
ACH-001736,-0.3438288022723888
ACH-001737,-0.5715967431424898
ACH-001740,-1.0879288137422096
ACH-001745,-0.8850929371889645
ACH-001765,-0.5510802507213045
