,PRKCE (5581)
ACH-000004,-0.08319986098980428
ACH-000005,-0.1531377868163657
ACH-000007,0.13675940182420532
ACH-000009,-0.0022818507805517853
ACH-000011,-0.1684543362560317
ACH-000012,-0.03065486475991828
ACH-000013,-0.14021043836694522
ACH-000014,-0.0402778796936796
ACH-000015,-0.0802200658640272
ACH-000017,-0.021077265329331418
ACH-000018,-0.4341079927510416
ACH-000019,-0.08991231834288704
ACH-000021,-0.08971729926486326
ACH-000022,-0.2897059607546593
ACH-000025,-0.4056121056814286
ACH-000028,-0.23990222747274295
ACH-000030,-0.11659617342995575
ACH-000035,-0.19865556770494566
ACH-000036,-0.003882494057109934
ACH-000037,-0.2762589352204066
ACH-000039,-0.14588207210607265
ACH-000040,-0.10792851895335773
ACH-000041,-0.07302189937577833
ACH-000042,-0.3241011060469316
ACH-000045,-0.09853409401033973
ACH-000047,-0.042609003756014126
ACH-000052,-0.23293625515323255
ACH-000053,-0.1125581291290801
ACH-000054,-0.3067909388003716
ACH-000055,-0.2703108763409037
ACH-000060,-0.3894702540490628
ACH-000067,-0.10612335107734566
ACH-000070,-0.7138876094460356
ACH-000075,-0.020943822632443074
ACH-000078,-0.3267674954248693
ACH-000082,-0.4138159263327852
ACH-000085,0.11693898341704292
ACH-000086,-0.16826712893027984
ACH-000087,0.055278270406671694
ACH-000092,-0.3435245013480966
ACH-000095,-0.13251205496406807
ACH-000097,-0.14145120067558162
ACH-000098,-0.15128319685644429
ACH-000099,-0.2518012266570269
ACH-000108,-0.26362982595076256
ACH-000113,-0.1996911288302264
ACH-000116,-0.19587952044254944
ACH-000118,-0.11379085784020301
ACH-000120,-0.5018329788409368
ACH-000123,0.04105771362207626
ACH-000127,-0.2295613777489096
ACH-000128,-0.20031228789467756
ACH-000132,-0.6199543909525574
ACH-000133,-0.18222513371841956
ACH-000137,-0.11680796497004944
ACH-000138,-0.16097618367251895
ACH-000142,-0.3402671866924329
ACH-000143,-0.27498563711148305
ACH-000146,-0.1014467011687464
ACH-000148,-0.05064417300348103
ACH-000150,-0.11020579260951847
ACH-000152,-0.2707082732662268
ACH-000153,0.10273937452271027
ACH-000159,-0.12486404443998975
ACH-000160,-0.16254500948521985
ACH-000163,-0.3084773115973889
ACH-000167,-0.18639269812958786
ACH-000168,-0.1605855575477857
ACH-000169,-0.13059226272871408
ACH-000178,-0.24059743237934694
ACH-000183,-0.15593749979842195
ACH-000188,-0.08078077635654499
ACH-000189,0.014518124335487641
ACH-000190,-0.12803106176941406
ACH-000198,-0.03887981368379904
ACH-000203,0.21135941204033687
ACH-000204,-0.30660352129069235
ACH-000206,-0.2208025278248892
ACH-000207,-0.2243727123789462
ACH-000208,-0.06400567338510861
ACH-000210,-0.2156303428856753
ACH-000211,-0.0834894349902561
ACH-000215,-0.18557990827634324
ACH-000221,-0.19611411883732774
ACH-000222,0.12486010805050032
ACH-000223,-0.2987737541746949
ACH-000226,-0.26106925854958385
ACH-000227,-0.3934458282828316
ACH-000228,-0.1300725790763667
ACH-000231,-0.2270863669999809
ACH-000232,-0.13940298242444635
ACH-000233,-0.19019780512999954
ACH-000234,-0.19385088792350544
ACH-000235,-0.07061920428187292
ACH-000237,-0.12158548597978652
ACH-000238,-0.22617192603828165
ACH-000242,-0.3957781314956744
ACH-000243,-0.1710486638630989
ACH-000244,-0.20786273066048727
ACH-000246,-0.06739679978033619
ACH-000248,-0.15799663921965149
ACH-000250,-0.16940671441711222
ACH-000251,-0.16143910217405566
ACH-000252,0.262296043990254
ACH-000253,-0.14461032958128808
ACH-000255,-0.08499130300023755
ACH-000256,-0.0696956541546993
ACH-000257,0.17761115560851296
ACH-000258,-0.10285433111040017
ACH-000259,-0.2618919907817192
ACH-000260,-0.2647586394602727
ACH-000261,-0.09383841140233876
ACH-000262,0.0032904664425210174
ACH-000263,0.12649796824890658
ACH-000264,-0.1961846880978343
ACH-000265,-0.030241356485336986
ACH-000266,-0.2157668910667042
ACH-000272,-0.13357935156557646
ACH-000274,-0.3499299053194567
ACH-000277,-0.240865243506224
ACH-000278,-0.2223208593107466
ACH-000279,-0.14717666569664173
ACH-000280,0.024235661270731488
ACH-000281,-0.08962865808516551
ACH-000288,-0.2930978973237324
ACH-000291,-0.09541492039397327
ACH-000293,-0.3848666060266243
ACH-000294,-0.14143176942399452
ACH-000295,-0.19286759591259955
ACH-000296,0.002522594908640889
ACH-000302,-0.10721479995901607
ACH-000304,-0.3726967986764148
ACH-000307,-0.16859911344230266
ACH-000308,-0.15382753687298192
ACH-000310,-0.12432639647586545
ACH-000311,-0.14252136417595135
ACH-000312,-0.3705280809827845
ACH-000315,-0.4916874702302427
ACH-000316,-0.12568941933379293
ACH-000317,-0.18863415054363986
ACH-000318,-0.13806690651118494
ACH-000319,-0.17240493820452266
ACH-000320,-0.096503145662497
ACH-000322,-0.2259879949671831
ACH-000323,-0.5126035730746927
ACH-000324,-0.15298396583579593
ACH-000329,-0.2008678165260211
ACH-000330,-0.2746557746275054
ACH-000331,-0.22465658546283748
ACH-000332,-0.1241922765295084
ACH-000334,-0.33009283680107115
ACH-000335,-0.1962356365362204
ACH-000336,0.012179916194176105
ACH-000337,-0.0002801045066753577
ACH-000338,-0.6286259026634966
ACH-000339,-0.10429440537480436
ACH-000341,-0.2706200528827621
ACH-000348,-0.07378235350089372
ACH-000350,-0.08482900506762896
ACH-000352,-0.20984938797175864
ACH-000356,0.17210468048451222
ACH-000361,-0.15917397601505964
ACH-000362,-0.17971032508542498
ACH-000363,-0.17289578183957374
ACH-000364,-0.2902338943493291
ACH-000365,-0.012442682020891892
ACH-000366,-0.1767265558228401
ACH-000368,-0.2462110870152983
ACH-000374,-0.2071502504473987
ACH-000375,-0.06734628554269448
ACH-000376,-0.1838267832045064
ACH-000381,-0.3601551555884464
ACH-000383,-0.17507346561562606
ACH-000387,-0.2295649564669937
ACH-000389,0.0011753622281807233
ACH-000390,-0.12111281638201238
ACH-000393,-0.18855897066671745
ACH-000395,-0.3233226153797797
ACH-000396,-0.28671897985374417
ACH-000397,-0.14417200937881625
ACH-000401,0.006176955333350699
ACH-000402,-0.3382244408682639
ACH-000403,-0.2496732406122851
ACH-000404,-0.13541043041782536
ACH-000406,-0.03270512457155934
ACH-000407,-0.2587912739167004
ACH-000408,-0.006297216922281737
ACH-000410,-0.18130221644604985
ACH-000411,-0.20394725050121415
ACH-000414,-0.13067761516779094
ACH-000415,-0.26245472748876003
ACH-000416,-0.15993067368882113
ACH-000420,-0.2136209460737328
