,INO80E (283899)
ACH-000004,-0.200435519015808
ACH-000005,-0.14839487617827707
ACH-000007,-0.2528572584509868
ACH-000009,-0.02035977242527293
ACH-000011,-0.16796720902716405
ACH-000012,-0.30070779807278275
ACH-000013,-0.2984668284237362
ACH-000014,-0.12607161264950809
ACH-000015,-0.26137439824857606
ACH-000017,-0.25413058200326233
ACH-000018,-0.21546154286931507
ACH-000019,0.009363076181924643
ACH-000021,-0.2765088389793368
ACH-000022,-0.14054733910630884
ACH-000025,-0.16917545080357801
ACH-000028,-0.13499577841443827
ACH-000030,-0.06068054818540072
ACH-000035,-0.2717499799346587
ACH-000036,-0.33017967681187343
ACH-000037,-0.10987248296500096
ACH-000039,-0.1554330724043725
ACH-000040,-0.01742661494993622
ACH-000041,0.041205751265757096
ACH-000042,0.09988215314884018
ACH-000045,-0.2670524394963969
ACH-000047,-0.16640286689243666
ACH-000052,0.022786738878963046
ACH-000053,-0.24010072243820396
ACH-000054,-0.02042342020331941
ACH-000055,-0.08950765304033073
ACH-000060,-0.25647433384585555
ACH-000067,-0.07252406025648947
ACH-000070,-0.12187442604672548
ACH-000075,-0.20366584379910724
ACH-000078,-0.0199776306413846
ACH-000082,-0.23935749777787035
ACH-000085,0.19217502719137136
ACH-000086,-0.17604804912772254
ACH-000087,-0.07982826686808529
ACH-000092,-0.2580951193072781
ACH-000095,-0.07724857978809499
ACH-000097,-0.20487771651342696
ACH-000098,-0.07707149035769509
ACH-000099,-0.255008912489609
ACH-000108,0.03736968159899138
ACH-000113,-0.08709993242731212
ACH-000116,-0.14069497756471014
ACH-000118,-0.334017680883583
ACH-000120,-0.14095474012864345
ACH-000123,-0.03914123692041383
ACH-000127,-0.2787827177779799
ACH-000128,0.07039510259902991
ACH-000132,-0.04648599124723048
ACH-000133,-0.25262993961429514
ACH-000137,-0.10886435890601018
ACH-000138,-0.13760805428928388
ACH-000142,-0.3031766432866858
ACH-000143,0.12289640922940805
ACH-000146,-0.2594171874168869
ACH-000148,-0.18454897399390013
ACH-000150,-0.11536475612134192
ACH-000152,0.11117631266619764
ACH-000153,-0.4462439240931833
ACH-000159,-0.2382044867627365
ACH-000160,0.181602077725608
ACH-000163,-0.11698275286589745
ACH-000167,0.04610836599985703
ACH-000168,-0.0699054950993972
ACH-000169,-0.2176329076742297
ACH-000178,-0.25498895796655235
ACH-000183,-0.38897801335031895
ACH-000188,0.1338380923023426
ACH-000189,-0.2337598536617886
ACH-000190,0.1495331438357134
ACH-000198,-0.1589261060589889
ACH-000203,-0.6059213534771926
ACH-000204,-0.4371005422629457
ACH-000206,-0.4814034843680964
ACH-000207,-0.04398338898854871
ACH-000208,0.2055871618776553
ACH-000210,-0.3765245716675236
ACH-000211,-0.2719758808030767
ACH-000215,-0.2153439736783806
ACH-000221,-0.219131591522061
ACH-000222,-0.5816967140260433
ACH-000223,-0.1741712705822528
ACH-000226,-0.3655053781445751
ACH-000227,0.00518356065562889
ACH-000228,-0.13473658799388874
ACH-000231,-0.22500005155438796
ACH-000232,0.1634113527246147
ACH-000233,-0.14216129565533034
ACH-000234,-0.13072522061706232
ACH-000235,-0.0023382596516528372
ACH-000237,-0.09876312167773513
ACH-000238,-0.09593149204563288
ACH-000242,-0.4160126512983346
ACH-000243,-0.3628062314351696
ACH-000244,-0.20390371484864944
ACH-000246,-0.3204920428122548
ACH-000248,-0.2452196951616442
ACH-000250,-0.310529512354014
ACH-000251,-0.19879843060945368
ACH-000252,-0.009214725267019379
ACH-000253,-0.2717068026296886
ACH-000255,-0.16162124299238892
ACH-000256,0.0897928713543818
ACH-000257,-0.27542925562489434
ACH-000258,-0.3712773010966959
ACH-000259,0.11718324341238512
ACH-000260,-0.31668121369965835
ACH-000261,-0.271682514290827
ACH-000262,-0.3479103500256953
ACH-000263,-0.2056762360592762
ACH-000264,-0.4463940578096737
ACH-000265,-0.2300578622897799
ACH-000266,0.1673164744051073
ACH-000272,0.03250825101638158
ACH-000274,-0.2948611395874949
ACH-000277,-0.07060399074806935
ACH-000278,-0.03264414008107997
ACH-000279,-0.11282842297178215
ACH-000280,-0.13657105348328452
ACH-000281,0.07398788343456379
ACH-000288,-0.1377888519255065
ACH-000291,-0.1106430891525074
