,DCC (1630)
ACH-000004,0.31082310050191503
ACH-000005,-0.06278511104844749
ACH-000007,0.20394187713902184
ACH-000009,0.11406105379819716
ACH-000011,0.2491850861447094
ACH-000012,0.09375526547096116
ACH-000013,0.10458736515408547
ACH-000014,0.08791318007941938
ACH-000015,0.13819758907957372
ACH-000017,-6.142107399643091e-05
ACH-000018,0.21484360077274944
ACH-000019,0.11583191502774615
ACH-000021,0.22379451684328688
ACH-000022,0.22908048592254834
ACH-000025,0.18164605078987334
ACH-000028,0.20347828049379407
ACH-000030,0.011440527151748578
ACH-000035,0.04152966135348101
ACH-000036,0.22258442615892085
ACH-000037,0.09729417983652684
ACH-000039,0.07278300124025104
ACH-000040,0.05802956786135224
ACH-000041,0.046582261232075366
ACH-000042,0.14581094440121636
ACH-000045,0.11405554127529688
ACH-000047,0.16459977668432774
ACH-000052,-0.018975262996641897
ACH-000053,0.1439202049730294
ACH-000054,0.15747976051153795
ACH-000055,-0.02043649699608947
ACH-000060,0.11208398672668476
ACH-000067,0.1052086748193715
ACH-000070,0.05958889525133972
ACH-000075,0.1390371338930272
ACH-000078,0.12351248561106977
ACH-000082,0.14397975630768514
ACH-000085,0.028456449612482438
ACH-000086,0.2261797305936556
ACH-000087,0.03007965749599477
ACH-000092,0.2002080955065312
ACH-000095,0.19485983330510012
ACH-000097,0.07202681793979074
ACH-000098,0.13370419110072926
ACH-000099,0.12059653034397487
ACH-000108,0.2270969810550216
ACH-000113,0.0236982281604659
ACH-000116,0.17804061319425785
ACH-000118,0.16853791827543615
ACH-000120,0.04552189115908432
ACH-000123,0.029755555450881887
ACH-000127,0.004944476842020698
ACH-000128,0.11922760527121368
ACH-000132,0.03632388324840213
ACH-000133,0.10415882605435006
ACH-000137,0.08871994493953213
ACH-000138,0.16297641814084676
ACH-000142,0.07290514224302644
ACH-000143,0.090838612648397
ACH-000146,0.07348251047234065
ACH-000148,0.1907226187355988
ACH-000150,0.19551228935610426
ACH-000152,0.028815796252472856
ACH-000153,0.09227381422416067
ACH-000159,0.17860626771961308
ACH-000160,0.2119111773517214
ACH-000163,-0.0005244069380863321
ACH-000167,0.0942478534221706
ACH-000168,0.025492971515276425
ACH-000169,0.12865610160389476
ACH-000178,0.06541591550719365
ACH-000183,0.24074341388064224
ACH-000188,0.13798903832891726
ACH-000189,0.10175990797746176
ACH-000190,0.11975235296451625
ACH-000198,0.12588911779403694
ACH-000203,0.3813502240637002
ACH-000204,-0.0037390391866223205
ACH-000206,0.09022294329446788
ACH-000207,0.07195525866480658
ACH-000208,0.008609864746947367
ACH-000210,0.3206526498675302
ACH-000211,0.11511206611763747
ACH-000215,0.08311713973640637
ACH-000221,-0.14179968949691815
ACH-000222,0.0816506667726718
ACH-000223,0.007969089011507034
ACH-000226,0.1904783450175406
ACH-000227,-0.009677162199344606
ACH-000228,0.033312688074176526
ACH-000231,0.22329488332672465
ACH-000232,0.07203131293360547
ACH-000233,0.1321083640717603
ACH-000234,0.1428574049584211
ACH-000235,0.10770337498415238
ACH-000237,0.1891560230355626
ACH-000238,0.18182220157734505
ACH-000242,-0.2658675942285483
ACH-000243,0.21814954501509012
ACH-000244,0.1767496784984521
ACH-000246,0.05458169700830545
ACH-000248,0.2435371375392549
ACH-000250,0.12720744872542186
ACH-000251,0.10665108612903083
ACH-000252,0.0042085428942496535
ACH-000253,0.13575248901054898
ACH-000255,0.19317223240227285
ACH-000256,-0.02346471806081428
ACH-000257,0.3414716509669449
ACH-000258,0.16321432748203193
ACH-000259,0.19070276380136908
ACH-000260,0.14467008544708765
ACH-000261,0.08071471237090651
