,PDE4C (5143)
ACH-000004,-0.3217549541370826
ACH-000005,-0.16185439917961478
ACH-000007,-0.1080133375949932
ACH-000009,0.023860695343353645
ACH-000011,-0.029355239329657213
ACH-000012,-0.2116134842731308
ACH-000013,-0.13814453286937145
ACH-000014,0.04411941179068517
ACH-000015,-0.16468294183072818
ACH-000017,-0.263658116629507
ACH-000018,-0.21519247540275388
ACH-000019,-0.2330295151873891
ACH-000021,-0.3499456512751068
ACH-000022,-0.27546731501567984
ACH-000025,-0.09704096688612723
ACH-000028,-0.09523823407543244
ACH-000030,-0.2588548991911826
ACH-000035,-0.08640834927049372
ACH-000036,-0.1865051286510786
ACH-000037,-0.06417853706435397
ACH-000039,-0.08543710856145102
ACH-000040,-0.07946457126315615
ACH-000041,-0.14650235170553852
ACH-000042,-0.12640854334659188
ACH-000045,-0.23968020159179826
ACH-000047,-0.28682579468409625
ACH-000052,-0.13395544637952447
ACH-000053,-0.2021314160106464
ACH-000054,-0.1785135765936096
ACH-000055,0.017328927209213463
ACH-000060,0.03776147188834336
ACH-000067,-0.037921554884901065
ACH-000070,-0.05995886130408608
ACH-000075,-0.20776048732294594
ACH-000078,-0.2176138639751755
ACH-000082,-0.13021252341565556
ACH-000085,-0.030364896578402276
ACH-000086,-0.17084667222333758
ACH-000087,-0.07476597189701502
ACH-000092,-0.0663760798298892
ACH-000095,-0.07785655578180815
ACH-000097,-0.02720569953932332
ACH-000098,-0.11606425099574234
ACH-000099,-0.10827280467674223
ACH-000108,-0.12715697437421344
ACH-000113,-0.30760800291028445
ACH-000116,-0.19697595966609605
ACH-000118,-0.03055465147551715
ACH-000120,-0.22106489270142168
ACH-000123,-0.08112124211002207
ACH-000127,-0.3046514328838416
ACH-000128,-0.27801989938141863
ACH-000132,-0.15348401659857747
ACH-000133,0.07216790004999782
ACH-000137,-0.17379082159996104
ACH-000138,-0.17610839328873654
ACH-000142,-0.21259850988136486
ACH-000143,-0.1520787979894338
ACH-000146,-0.08862536629070272
ACH-000148,-0.12307347025634233
ACH-000150,-0.001396094576116404
ACH-000152,-0.05065108900981167
ACH-000153,0.15730261752782587
ACH-000159,-0.11276909497633708
ACH-000160,-0.15242398825583384
ACH-000163,0.032458099795362634
ACH-000167,0.09759405427339793
ACH-000168,0.0795350441789711
ACH-000169,-0.1840166479800618
ACH-000178,-0.11720647964814487
ACH-000183,-0.012842653478311152
ACH-000188,-0.30533137687459777
ACH-000189,-0.15032521526651918
ACH-000190,-0.15656186931229085
ACH-000198,-0.09090391645611193
ACH-000203,0.16492315314545195
ACH-000204,-0.2145564254204424
ACH-000206,-0.12127313547016386
ACH-000207,-0.06342727141552452
