,STOM (2040)
ACH-000004,0.1805812787104196
ACH-000005,-0.0673583994432781
ACH-000007,-0.02656142937531601
ACH-000009,-0.006165404248326587
ACH-000011,0.06664266341746906
ACH-000012,0.056801058637968874
ACH-000013,0.04539762858849136
ACH-000014,0.2427815229522215
ACH-000015,-0.0089551537926822
ACH-000017,0.060123380794829324
ACH-000018,0.06717019322273753
ACH-000019,-0.017225778124585547
ACH-000021,0.04581469977407384
ACH-000022,0.024113975718223445
ACH-000025,0.08980172073525658
ACH-000028,0.03888757947483233
ACH-000030,0.05020601819253336
ACH-000035,0.04684312333564868
ACH-000036,0.003575387306247748
ACH-000037,-0.035157944834858
ACH-000039,0.16209676679668752
ACH-000040,0.1147457010130113
ACH-000041,0.1687458917602935
ACH-000042,0.013280166910566236
ACH-000045,0.1896304830966903
ACH-000047,0.09067651946431156
ACH-000052,-0.16421267151742835
ACH-000053,0.16268065600951068
ACH-000054,0.1308027543012968
ACH-000055,0.25752959067262776
ACH-000060,0.007297726289321242
ACH-000067,0.0984933820495633
ACH-000070,0.005893627140770295
ACH-000075,0.04805439098224406
ACH-000078,0.060058781723124885
ACH-000082,0.12927146135272435
ACH-000085,0.09369829622159027
ACH-000086,0.09425724875757822
ACH-000087,0.16631544322448286
ACH-000092,0.1883574636557165
ACH-000095,0.1179963503713406
ACH-000097,0.10716780395186963
ACH-000098,0.10148492718587744
ACH-000099,0.15350179410496892
ACH-000108,0.04256500500414466
ACH-000113,-0.002722374081943365
ACH-000116,0.0281277645362093
ACH-000118,0.06401829820151671
ACH-000120,-0.11648052093181045
ACH-000123,-0.05908455478119853
ACH-000127,0.1226803372605334
ACH-000128,-0.03950175047470885
ACH-000132,-0.00525294639502539
ACH-000133,0.168605677134717
ACH-000137,0.15868360828798164
ACH-000138,0.08213017222642936
ACH-000142,0.20981509401752094
ACH-000143,0.1812569382669439
ACH-000146,0.0718029837773187
ACH-000148,0.035373878254088574
ACH-000150,0.18241102833550094
ACH-000152,0.0399148351589229
ACH-000153,-0.09902610373112562
ACH-000159,0.1650030357025119
ACH-000160,0.022633674109757675
ACH-000163,-0.056522319709107566
ACH-000167,0.06870319803711207
ACH-000168,0.0593225371795532
