,ASUN (55726)
ACH-000004,-0.4612226136860714
ACH-000005,-0.12368803072001885
ACH-000007,-0.3776672611114385
ACH-000009,-0.3912568015712897
ACH-000011,-0.37863849656964016
ACH-000012,-0.3806234534630099
ACH-000013,-0.09011911789894828
ACH-000014,-0.5986083964967391
ACH-000015,-0.4687476339637967
ACH-000017,-0.3397870791811171
ACH-000018,-0.6069746243383448
ACH-000019,-0.6995103613007793
ACH-000021,-0.2766396890269021
ACH-000022,-0.2780054798528152
ACH-000025,-0.5483501548474229
ACH-000028,-0.5621216560019026
ACH-000030,-0.18646617262374746
ACH-000035,-0.5671176738718434
ACH-000036,-0.5085026675295601
ACH-000037,-0.3967412161521116
ACH-000039,-0.3005138216077751
ACH-000040,-0.5123258541037764
ACH-000041,-0.34239456640753857
ACH-000042,-0.5928438188641558
ACH-000045,-0.3760634804420584
ACH-000047,-0.6223086634395456
ACH-000052,-0.4480080980649808
ACH-000053,-0.4915475535674365
ACH-000054,-0.10424287717647436
ACH-000055,-0.7905171166170177
ACH-000060,-0.482127915768857
ACH-000067,-0.268615834776858
ACH-000070,-0.4128478568874017
ACH-000075,-0.1590611466326277
ACH-000078,-0.4037402085927392
ACH-000082,-0.5698895363018227
ACH-000085,-0.20773015456233085
ACH-000086,-0.5768714177862805
ACH-000087,-0.3842225113724094
ACH-000092,-0.4363694279590399
ACH-000095,-0.2765667514274881
ACH-000097,-0.6055495940870694
ACH-000098,-0.14277434070282655
ACH-000099,-0.4035120066002281
ACH-000108,-0.27137503350387665
ACH-000113,-0.5958120445007274
ACH-000116,-0.4600971509315255
ACH-000118,-0.6109346466534902
ACH-000120,-0.5732699123272167
ACH-000123,-0.4854737792011341
ACH-000127,-0.35559384404007593
ACH-000128,-0.2998182242998124
ACH-000132,-0.3184330502583505
ACH-000133,-0.2770966535015629
ACH-000137,-0.5383812954503766
ACH-000138,-0.6071513405942195
ACH-000142,-0.381374000974726
ACH-000143,-0.3934258269876287
ACH-000146,-0.4732116254959785
ACH-000148,-0.5366981722323102
ACH-000150,0.012555231759246787
ACH-000152,-0.7452952045203171
ACH-000153,-0.9825125420427044
ACH-000159,-0.4476297581291542
ACH-000160,-0.4958620332032492
ACH-000163,-0.5521834906319127
ACH-000167,-0.0188896201396319
ACH-000168,-0.3437471738521973
ACH-000169,-0.3266935460305021
ACH-000178,-0.5101331053310807
ACH-000183,-0.4357316225377655
ACH-000188,-0.3818939501022622
ACH-000189,-0.2877636560264973
ACH-000190,-0.3923399300947196
ACH-000198,-0.4840459347062193
ACH-000203,-0.3764947833318867
ACH-000204,-0.6207356257334233
ACH-000206,-0.4945169512702288
ACH-000207,-0.43037660287804136
ACH-000208,-0.4964418587840994
ACH-000210,-0.40228338169069744
ACH-000211,-0.4561506158685159
ACH-000215,-0.596238608342739
ACH-000221,-0.615283850510474
ACH-000222,-0.5220942710101135
ACH-000223,-0.5171722810071727
ACH-000226,-0.6353199370320349
ACH-000227,-0.419237860588711
ACH-000228,-0.7792970066876035
ACH-000231,-0.6747116876753235
ACH-000232,-0.5465255997233855
ACH-000233,-0.4593914191502987
ACH-000234,-0.5170298279747949
ACH-000235,-0.4087219860839913
ACH-000237,-0.4541838194716436
ACH-000238,-0.2793338353167321
ACH-000242,-0.16229314210926046
ACH-000243,-0.2935482578112015
ACH-000244,-0.6471593991659338
ACH-000246,-0.4644351459067732
ACH-000248,-0.5910255106986757
ACH-000250,-0.497013386303547
ACH-000251,-0.5141608439723693
ACH-000252,-0.6616282868154305
ACH-000253,-0.5799071470782726
ACH-000255,-0.4858994470227039
ACH-000256,-0.503151831777828
ACH-000257,-0.4713679414002134
ACH-000258,-0.5117958093889025
ACH-000259,-0.35428997196219536
ACH-000260,-0.3991897625674978
ACH-000261,-0.4266092197727565
ACH-000262,-0.42049065744474784
ACH-000263,-0.2915319845667967
ACH-000264,-0.4781937400672125
ACH-000265,-0.25102381582673816
ACH-000266,-0.5635700900214826
ACH-000272,-0.2036794872159433
ACH-000274,-0.197124206510444
ACH-000277,-0.40006396251909054
ACH-000278,-0.5067846174912063
ACH-000279,-0.32596130799479217
ACH-000280,-0.3751958625200257
ACH-000281,-0.4006697698847404
ACH-000288,-0.3189727679734021
ACH-000291,-0.6031586995584663
ACH-000293,-0.31058716362808897
ACH-000294,-0.23651489504903397
ACH-000295,-0.5086962885581044
ACH-000296,-0.6190594111220036
ACH-000302,-0.5425719604632566
ACH-000304,-0.3653650963923484
ACH-000307,-0.35951218583972283
ACH-000308,-0.4400634664050246
ACH-000310,-0.3175868414384149
ACH-000311,-0.33885978439511777
ACH-000312,-0.4113778750541782
ACH-000315,-0.32833675199461604
ACH-000316,-0.3425129424339317
ACH-000317,-0.38780120018178577
ACH-000318,-0.5039644288334633
ACH-000319,-0.4704999144719354
ACH-000320,-0.178772402975875
ACH-000322,-0.3608523391370255
ACH-000323,-0.6929618256798944
ACH-000324,-0.19207781698049006
ACH-000329,-0.5045669298657038
ACH-000330,-0.42626828493886704
ACH-000331,-0.6880508437365469
ACH-000332,-0.3156142964156055
ACH-000334,-0.4522249055633824
ACH-000335,-0.4819127812857347
ACH-000336,-0.42040050646416105
ACH-000337,-0.6064600540084456
ACH-000338,-0.5079080036775877
ACH-000339,-0.3760928460785115
ACH-000341,-0.5218105034538275
ACH-000348,-0.4122856537326416
ACH-000350,-0.3191625983787779
ACH-000352,-0.5358043339070511
ACH-000356,-0.4737937112699625
ACH-000361,-0.4225090447001813
ACH-000362,-0.26009605812098785
ACH-000363,-0.3972895652988676
ACH-000364,-0.35680450859832785
ACH-000365,-0.4677695491890877
ACH-000366,-0.3737503244253679
ACH-000368,-0.6199148512347452
ACH-000374,-0.4563575761138222
ACH-000375,-0.7648824963950471
ACH-000376,-0.4499793277390105
ACH-000381,-0.6689861689044888
ACH-000383,-0.35788598515824704
ACH-000387,-0.5418788833150386
ACH-000389,-0.7183802574871037
ACH-000390,-0.26327043122062804
ACH-000393,-0.4899317868757151
ACH-000395,-0.7069687144416793
ACH-000396,-0.5611368035682673
ACH-000397,-0.4427701276823645
ACH-000401,-0.4602673345716234
ACH-000402,0.07535673721620098
ACH-000403,-0.33059093619368823
ACH-000404,-0.5459850808186654
ACH-000406,-0.3208013573610905
ACH-000407,-0.4894421854157183
ACH-000408,-0.2350415945210623
ACH-000410,-0.7064001137046707
ACH-000411,-0.33794639911471336
ACH-000414,-0.20806279740737774
ACH-000415,-0.3380962970210726
ACH-000416,-0.4550025348859885
ACH-000420,-0.5951734565280913
ACH-000421,-0.6824165720200178
ACH-000424,-0.7389034827821228
ACH-000425,-0.3633371161946969
ACH-000426,-0.4058025771429489
ACH-000427,-0.17828054532609244
ACH-000433,-0.4970087587369576
ACH-000435,-0.4530155453839797
ACH-000436,-0.4704873087017818
ACH-000444,-0.3565351113139198
ACH-000445,-0.7225180386660793
ACH-000448,-0.6265524550699456
ACH-000450,-0.2347395505533517
ACH-000452,-0.42232664600119935
ACH-000454,-0.4114358500565539
ACH-000458,-0.27073425562768416
ACH-000459,-0.25259977814793266
ACH-000460,-0.5501447276615956
ACH-000461,-0.19668174743021025
ACH-000463,-0.6414467178458081
ACH-000464,-0.4391497631805747
ACH-000466,-0.4562348709233535
ACH-000467,-0.5833435711926901
ACH-000468,-0.37762674350314535
ACH-000469,-0.27374710334449465
ACH-000470,-0.5404609682340017
ACH-000471,-0.5506255342045238
ACH-000472,-0.3330207411099494
ACH-000473,-0.2775403634675619
ACH-000475,-0.36997735448439145
ACH-000476,-0.4660386972894355
ACH-000477,-0.29183405509913835
ACH-000479,-0.058491426617162064
ACH-000480,-0.5040192610846973
ACH-000481,-0.44271255158729694
ACH-000483,-0.5847653016089039
ACH-000484,-0.4482205178331641
ACH-000485,-0.2938924412352519
ACH-000486,-0.5558365173329607
ACH-000487,-0.4204825769979188
ACH-000488,-0.5095609320345623
ACH-000490,-0.3812620962567309
ACH-000491,-0.5647874130785906
ACH-000495,-0.4122618638907995
ACH-000496,-0.3877831564238245
ACH-000499,-0.30585483131338925
ACH-000500,-0.2988809741186336
ACH-000502,-0.36309546902640377
ACH-000503,-0.4195703724174337
ACH-000505,-0.3674736782495706
ACH-000507,-0.4818376892683127
ACH-000510,-0.4012805193742854
ACH-000511,-0.4542565735676333
ACH-000512,-0.642293064453656
ACH-000516,-0.6416121620805868
ACH-000517,-0.4499190956721565
ACH-000518,-0.3590886974928764
ACH-000520,-0.25557318988857186
ACH-000521,-0.5111889037490536
ACH-000522,-0.3682575016387423
ACH-000524,-0.21166237205420327
ACH-000527,-0.5782204215703641
ACH-000528,-0.7352690760836597
ACH-000537,-0.6069988492354839
ACH-000541,-0.4722950516183331
ACH-000542,-0.4067271290099621
ACH-000544,-0.29107133738882
ACH-000545,-0.3240013954170204
ACH-000547,-0.3771080636578119
ACH-000548,-0.5957120299710134
ACH-000549,-0.3276594304518797
ACH-000550,-0.40554984810438055
ACH-000552,-0.5279636778980378
ACH-000556,-0.21773605066861207
ACH-000557,0.11751546268336174
ACH-000569,-0.4087858243363088
ACH-000570,-0.3579186972519284
ACH-000571,-0.37366312383990985
ACH-000573,-0.20627199096241147
ACH-000576,-0.40170819904472205
ACH-000579,-0.5708599962661758
ACH-000580,-0.5716694705743425
ACH-000584,-0.4983239196004736
ACH-000585,-0.5015368230257286
ACH-000588,-0.21511622892104484
ACH-000589,-0.6214183214737705
ACH-000591,-0.5500869078922677
ACH-000593,-0.5988908048459127
ACH-000600,-0.535852311969646
ACH-000601,-0.17381066318142646
ACH-000605,-0.3699665441082174
ACH-000606,-0.4176911744551501
ACH-000608,-0.2994834091012352
ACH-000614,-0.6946162301173053
ACH-000616,-0.5900538567872013
ACH-000618,-0.18531115463698786
ACH-000619,-0.3446591859053052
ACH-000620,-0.4703151444327793
ACH-000621,-0.5827066714298674
ACH-000622,-0.5315188027613984
ACH-000623,-0.4545820128053651
ACH-000624,-0.4674232661688849
ACH-000627,-0.36925283264203984
ACH-000630,-0.3641962865047944
ACH-000631,-0.5445065233703837
ACH-000632,-0.5214808446473934
ACH-000633,-0.31065737722252074
ACH-000637,-0.32627682924526835
ACH-000638,-0.4845632694757732
ACH-000646,-0.4312457684338447
ACH-000647,-0.44504290027163773
ACH-000648,-0.2657146098588239
ACH-000649,-0.5047747073480561
ACH-000651,-0.1537407166759216
ACH-000652,-0.4413151506454669
ACH-000653,-0.4814408621857632
ACH-000657,-0.34939804738804675
ACH-000658,-0.3823937833737564
ACH-000661,-0.3621569612803585
ACH-000662,-0.7152209292662475
ACH-000663,-0.3301699342369872
ACH-000665,-0.4764383949048138
ACH-000671,-0.43355601936517335
ACH-000672,-0.3036878876032028
ACH-000673,-0.4872520793478702
ACH-000676,-0.498225444343623
ACH-000677,0.07465027892924027
ACH-000681,-0.3032321285052277
ACH-000683,-0.4091936895778411
ACH-000684,-0.44427756261530416
ACH-000688,-0.7444510089756254
ACH-000693,-0.4538515596513854
