,PGAM1 (5223)
ACH-000004,-0.7048806897026637
ACH-000005,-0.9441459392514768
ACH-000007,-0.5654151748428585
ACH-000009,-0.8693929109447059
ACH-000011,-0.7823123849783059
ACH-000012,-0.8238400697026558
ACH-000013,-0.7369420708593846
ACH-000014,-0.7540941944807559
ACH-000015,-0.6103545147313822
ACH-000017,-0.6492169210053299
ACH-000018,-0.7145164352982094
ACH-000019,-0.3513811505475932
ACH-000021,-0.7914343375321743
ACH-000022,-0.4069781919422804
ACH-000025,-0.7368798742396591
ACH-000028,-0.5465368417210178
ACH-000030,-0.8460508841214189
ACH-000035,-0.8011391984918919
ACH-000036,-0.6598386686021004
ACH-000037,-0.8493284963315917
ACH-000039,-0.8938815770009084
ACH-000040,-0.5501973400463683
ACH-000041,-0.647740956804051
ACH-000042,-0.7301947390057668
ACH-000045,-0.6102244874011796
ACH-000047,-0.4133937125741629
ACH-000052,-0.7354000462811814
ACH-000053,-0.5742904318261561
ACH-000054,-0.6513553263091859
ACH-000055,-0.5212071495380471
ACH-000060,-0.7110508157105404
ACH-000067,-0.7732154960450875
ACH-000070,-0.6482413635036677
ACH-000075,-0.6833652477819091
ACH-000078,-0.5912104086402142
ACH-000082,-0.6033235999769846
ACH-000085,-1.3411693970663272
ACH-000086,-0.8993447546211683
ACH-000087,-0.6724655670496503
ACH-000092,-0.3729106650375321
ACH-000095,-0.6393298493511159
ACH-000097,-0.4505028348020233
ACH-000098,-0.8499701381806911
ACH-000099,-0.7957209336053042
ACH-000108,-0.7526227708252299
ACH-000113,-0.5448472625846932
ACH-000116,-0.5160534554653514
ACH-000118,-0.670944895169791
ACH-000120,-0.6176105605287695
ACH-000123,-0.6798903728017758
ACH-000127,-0.6548922328651675
ACH-000128,-0.7300019525177751
ACH-000132,-0.4104706917908532
ACH-000133,-0.690801497739802
ACH-000137,-0.9506403493576868
ACH-000138,-0.756504047990792
ACH-000142,-0.8730845385909007
ACH-000143,-0.7119661113240531
ACH-000146,-0.6106503503896843
ACH-000148,-0.8453875355181194
ACH-000150,-0.8353061403357098
ACH-000152,-0.7903184774445308
ACH-000153,-0.2315016861410649
ACH-000159,-0.37366869204868197
ACH-000160,-0.5665023054510632
ACH-000163,-0.7983020989488594
ACH-000167,-0.04699082090703817
ACH-000168,-0.6156949482766573
ACH-000169,-0.7192206758203813
ACH-000178,-0.7771819909568497
ACH-000183,-0.8686897316768829
ACH-000188,-0.7559755741667884
ACH-000189,-0.5989543675027521
ACH-000190,-0.7058629056630611
ACH-000198,-0.3985740721287736
ACH-000203,-1.197799429578958
ACH-000204,-0.7998867633183955
ACH-000206,-0.6930796977557472
ACH-000207,-0.4465673724828204
ACH-000208,-0.6410527110511084
ACH-000210,-0.6437680955701293
ACH-000211,-0.8280640194435708
ACH-000215,-0.8569614253892991
ACH-000221,-0.5158822382832849
ACH-000222,-0.7684960547832493
ACH-000223,-0.7445348901716949
ACH-000226,-0.740907966872336
ACH-000227,-0.964003717228081
ACH-000228,-0.869581306994108
ACH-000231,-0.987145893254665
ACH-000232,-0.7793708312264822
ACH-000233,-0.5944683911550364
ACH-000234,-0.5605289190830364
ACH-000235,-0.7270849492479141
ACH-000237,-0.7009191463825716
ACH-000238,-0.7382805047146921
ACH-000242,-1.1098761668379755
ACH-000243,-0.6895871727516857
ACH-000244,-0.8726353060568357
ACH-000246,-0.515981558111738
ACH-000248,-0.8363301294982602
ACH-000250,-0.8196320000833066
ACH-000251,-0.9342065620274144
ACH-000252,-0.4260284449633714
ACH-000253,-0.5630574322008494
ACH-000255,-0.8170891597708277
ACH-000256,-0.8399165752362715
ACH-000257,-0.7470118925602851
ACH-000258,-0.8525109773117041
ACH-000259,-0.4500069855952733
ACH-000260,-0.8336303927811579
ACH-000261,-0.8033326537232247
ACH-000262,-0.7451704029915183
ACH-000263,-0.5901443823818411
ACH-000264,-0.6488105868885214
ACH-000265,-0.7368799516918165
ACH-000266,-0.4977923109286272
ACH-000272,-0.3324595921642012
ACH-000274,-0.8432506462365744
ACH-000277,-0.4919994918594338
ACH-000278,-0.7602395413128109
ACH-000279,-0.8629599061080095
ACH-000280,-0.6576803295172742
ACH-000281,-1.073530324590955
ACH-000288,-0.7980999499321659
ACH-000291,-0.6225375033221315
ACH-000293,-0.4133319050841737
ACH-000294,-0.6774260221355595
ACH-000295,-0.8058813973458545
ACH-000296,-0.8777161370891046
ACH-000302,-0.7346637417100736
ACH-000304,-0.7496648921131185
ACH-000307,-0.6920378993034852
ACH-000308,-0.3629923325432948
ACH-000310,-0.3998491045626417
ACH-000311,-0.40255580095385
ACH-000312,-0.7067114066420928
ACH-000315,-1.2016789162479355
ACH-000316,-0.8265979269350086
ACH-000317,-0.6956267373235318
ACH-000318,-0.5154842551155622
ACH-000319,-0.8512197866828304
ACH-000320,-0.9918767171310144
ACH-000322,-0.7486944722912388
ACH-000323,-0.9194535966544308
ACH-000324,-0.7178927562291947
ACH-000329,-0.6850876422109228
ACH-000330,-0.6949021496538976
ACH-000331,-0.6405865151443283
ACH-000332,-0.5549602000898685
ACH-000334,-0.4511147314058017
ACH-000335,-0.6930708067355676
ACH-000336,-0.2645726978959649
ACH-000337,-0.6800892597961079
ACH-000338,-0.5927478683396303
ACH-000339,-0.8694834193330354
ACH-000341,-0.6283895887260256
ACH-000348,-0.7327842706235715
ACH-000350,-0.7140289670009817
ACH-000352,-0.7118177327834099
ACH-000356,-0.7375741473108444
ACH-000361,-0.7766757091817676
ACH-000362,-0.6272385964572985
ACH-000363,-0.3532798609102045
ACH-000364,-0.7580608313195265
ACH-000365,-0.7397815144396628
ACH-000366,-0.6212691197740171
ACH-000368,-0.7319270013295476
ACH-000374,-0.8116755331606659
ACH-000375,-0.6864005081593795
ACH-000376,-0.7768384662181749
ACH-000381,-0.8712879120391307
ACH-000383,-0.5488666064431807
ACH-000387,-0.6509825211499771
ACH-000389,-0.6575345296824135
ACH-000390,-0.3787786646036221
ACH-000393,-0.9222180969198605
ACH-000395,-0.6069835589308599
ACH-000396,-0.6397228180206623
ACH-000397,-0.5444252584937644
ACH-000401,-0.8512350699056702
ACH-000402,-0.980553731219418
ACH-000403,-0.6982140007888216
ACH-000404,-0.7481304377616439
ACH-000406,-0.9081234890454588
ACH-000407,-0.8566770963436717
ACH-000408,-1.1249504896201197
ACH-000410,-0.6750221536708056
ACH-000411,-0.5246477295468019
ACH-000414,-0.4743409283975924
ACH-000415,-0.9301036834516421
ACH-000416,-0.7721638537777691
ACH-000420,-0.5935461151213213
ACH-000421,-0.7170570707714413
ACH-000424,-0.4628747215428791
ACH-000425,-0.6008933815678449
ACH-000426,-0.8311705299940089
ACH-000427,-0.48864642446530604
ACH-000433,-0.6973546174518558
ACH-000435,-0.7318607970630624
ACH-000436,-0.4770946094155189
ACH-000444,-1.180143014512434
ACH-000445,-0.918340162575403
ACH-000448,-0.5174069087232419
ACH-000450,-0.6784480577379179
ACH-000452,-0.8662136140999931
ACH-000454,-0.6889265754464251
ACH-000458,-0.8822254435583058
ACH-000459,-0.5568238668465191
ACH-000460,-0.7270500626870721
ACH-000461,-0.743572667828688
ACH-000463,-0.5267770460643841
ACH-000464,-0.8174850282342109
ACH-000466,-0.5186003642940608
ACH-000467,-0.5770381909114742
ACH-000468,-0.5341610896853146
ACH-000469,-0.7752537093191729
ACH-000470,-0.8118042001106691
ACH-000471,-0.6841703907906853
ACH-000472,-0.8154321970964336
ACH-000473,-0.6529166575203587
ACH-000475,-0.4985192807424155
ACH-000476,-0.5583007575550809
ACH-000477,-0.655292346427222
ACH-000479,-0.6551171041892538
ACH-000480,-0.8070766919163588
ACH-000481,-0.9307444867448954
ACH-000483,-0.5956949736148469
ACH-000484,-0.5371854219931429
ACH-000485,-0.6593427586341588
ACH-000486,-0.5513107987197805
ACH-000487,-0.6704125014603467
ACH-000488,-0.7031774240094045
ACH-000490,-0.7506536457246643
ACH-000491,-0.6541799802142809
ACH-000495,-0.5423263525714039
ACH-000496,-0.8453058579798338
ACH-000499,-0.6685190813179731
ACH-000500,-0.8773324834006815
ACH-000502,-0.5117946758417983
ACH-000503,-0.9351233695404528
ACH-000505,-0.6682302993989511
ACH-000507,-0.5656671945036907
ACH-000510,-0.6887338629194263
ACH-000511,-0.747675808630815
ACH-000512,-0.7278128119288992
ACH-000516,-0.6738022520051122
ACH-000517,-0.6691706861167788
ACH-000518,-0.8189633183757649
ACH-000520,-0.7473713617455102
ACH-000521,-0.7890072847699029
ACH-000522,-0.7831499050760097
ACH-000524,-0.5167296941531893
ACH-000527,-0.5898256884589284
ACH-000528,-0.4206701305462996
ACH-000537,-0.8233105973847059
ACH-000541,-0.5929660546205604
ACH-000542,-0.6732664830753521
ACH-000544,-0.8758660716814765
ACH-000545,-0.8127886421251295
ACH-000547,-0.7118176528877479
ACH-000548,-0.5591467420796412
ACH-000549,-0.7954677205432625
ACH-000550,-0.8878955339762122
ACH-000552,-0.5974033550143915
ACH-000556,-0.6031566916445652
ACH-000557,-0.5974154619863461
ACH-000569,-0.6927274357704389
ACH-000570,-0.5568715220721839
ACH-000571,-0.8661571555776051
ACH-000573,-0.7761401651068119
ACH-000576,-0.8132235406021213
ACH-000579,-0.9002044548753364
ACH-000580,-0.6732236846693157
ACH-000584,-0.8150692960280069
ACH-000585,-0.6382495293454551
ACH-000588,-0.7680846170789443
ACH-000589,-0.5943892329966888
ACH-000591,-0.8562771080701952
ACH-000593,-0.7267510728808233
ACH-000600,-0.4927784421981107
ACH-000601,-0.6496935156539373
ACH-000605,-0.6364153820954128
ACH-000606,-0.7513965271425932
ACH-000608,-0.7363170052389063
ACH-000614,-0.4669685458837706
ACH-000616,-0.6097476729893365
ACH-000618,-0.6875617903692739
ACH-000619,-0.7763230334135065
ACH-000620,-0.5400013116144381
ACH-000621,-0.6616289982570712
ACH-000622,-0.6370585886730153
ACH-000623,-0.7941651184744128
ACH-000624,-0.6896574188712652
ACH-000627,-0.7806476571273124
ACH-000630,-0.6272562684444816
ACH-000631,-0.5506820389150875
ACH-000632,-0.8548365441486208
ACH-000633,-0.5677889732451518
ACH-000637,-0.5622196912948055
ACH-000638,-0.6561187755356549
ACH-000646,-0.4193209784776745
ACH-000647,-0.7219328461964153
ACH-000648,-0.8053861863739087
ACH-000649,-0.7068776653320229
ACH-000651,-0.6488375066110411
ACH-000652,-0.7024481779314844
ACH-000653,-0.7247283467280148
ACH-000657,-0.5608539345040813
ACH-000658,-0.5216789698864156
ACH-000661,-0.6670269828528717
