,CD8B (926)
ACH-000004,-0.43084166288920256
ACH-000005,-0.1397698888458559
ACH-000007,-0.24993397837763864
ACH-000009,-0.1288622825418638
ACH-000011,-0.18107823951857008
ACH-000012,-0.1335414657598698
ACH-000013,-0.10343258368248186
ACH-000014,-0.1810213013390648
ACH-000015,-0.1297398992514861
ACH-000017,-0.12311893080972568
ACH-000018,-0.2349247051538188
ACH-000019,0.08368466837400901
ACH-000021,-0.15274774663747032
ACH-000022,-0.2259852984009597
ACH-000025,-0.26268680455901816
ACH-000028,-0.15736724265656415
ACH-000030,-0.2227745385116395
ACH-000035,-0.3634002690943328
ACH-000036,-0.12961565891592536
ACH-000037,-0.06330286706501125
ACH-000039,-0.12303674746860513
ACH-000040,-0.187005684593536
ACH-000041,-0.2382189457972285
ACH-000042,0.01674388001699706
ACH-000045,-0.17953278849820295
ACH-000047,0.0012205579784129535
ACH-000052,-0.12775232668181505
ACH-000053,-0.23194008087184145
ACH-000054,-0.14092798856761493
ACH-000055,-0.2614416285511877
ACH-000060,-0.12143163887853685
ACH-000067,-0.11362856749164715
ACH-000070,-0.3544858710622769
ACH-000075,0.17047344406316425
ACH-000078,-0.11829913073529323
ACH-000082,-0.12186852424867615
ACH-000085,-0.0010299984382184265
ACH-000086,-0.2393303717763313
ACH-000087,-0.1011859912990442
ACH-000092,-0.27466951314764426
ACH-000095,-0.057068825359932324
ACH-000097,-0.2380537518139745
ACH-000098,-0.20260724110750133
ACH-000099,-0.017153018279405095
ACH-000108,-0.02909928890653973
ACH-000113,-0.12591828681859565
ACH-000116,-0.13387022079283667
ACH-000118,-0.09865951734987777
ACH-000120,-0.0891548311646937
ACH-000123,-0.1346284051576015
ACH-000127,-0.1945281327687741
ACH-000128,-0.19342665812708865
ACH-000132,-0.09542821767276136
ACH-000133,-0.15834217005992626
ACH-000137,-0.1981195263806984
ACH-000138,-0.0423490863742707
ACH-000142,-0.24905806065903616
ACH-000143,-0.27097241638236896
ACH-000146,-0.22509097958791244
ACH-000148,-0.1585673751010832
ACH-000150,0.16437836823104554
ACH-000152,-0.3023356269846105
ACH-000153,-0.06518092596798519
ACH-000159,-0.2012374609103967
ACH-000160,-0.20366902776626725
ACH-000163,-0.038552646892978534
ACH-000167,-0.15872976713062675
ACH-000168,-0.12879199343689016
ACH-000169,-0.15071830608121506
ACH-000178,-0.10516327574707844
ACH-000183,-0.13871459331370134
ACH-000188,-0.3739202670034285
ACH-000189,-0.21972152005149714
ACH-000190,-0.20415726198961615
ACH-000198,0.017096534808594088
ACH-000203,-0.13406371313985802
ACH-000204,-0.10984323533360596
ACH-000206,-0.12556790225189654
ACH-000207,-0.07402152982718832
ACH-000208,0.2376344757742904
ACH-000210,-0.4007877774253445
ACH-000211,-0.18208874688701066
ACH-000215,-0.11656944430634986
ACH-000221,-0.0782978500942982
ACH-000222,0.10545018399646536
ACH-000223,-0.1608991637888539
ACH-000226,-0.2995229445689434
ACH-000227,-0.3413864806916916
ACH-000228,-0.043988441499898515
ACH-000231,-0.15079415246352762
ACH-000232,-0.23893736213137898
ACH-000233,-0.2341476111989014
ACH-000234,-0.13196356000373066
ACH-000235,-0.07857956364922747
ACH-000237,-0.12423783050778807
ACH-000238,-0.07470479534493811
ACH-000242,-0.5133149639561683
ACH-000243,-0.19056587064928007
ACH-000244,-0.2281379685089784
ACH-000246,-0.09099080656975986
ACH-000248,-0.015698718970017064
ACH-000250,-0.2284632507218262
ACH-000251,-0.17123617776789385
ACH-000252,-0.38002931145889823
ACH-000253,0.05381317968093585
