,TUT1 (64852)
ACH-000004,-1.2183979536672895
ACH-000005,-1.4666741779929835
ACH-000007,-0.9231429444411032
ACH-000009,-0.990085839608824
ACH-000011,-1.0945140707776146
ACH-000012,-1.2242751382190171
ACH-000013,-0.7188047766595074
ACH-000014,-0.9846766910372148
ACH-000015,-1.1572494765976695
ACH-000017,-1.016364692356593
ACH-000018,-1.0333458232545516
ACH-000019,-0.8716308193768678
ACH-000021,-1.0129605558497414
ACH-000022,-0.6824680664997215
ACH-000025,-1.092092635202528
ACH-000028,-1.033963223898989
ACH-000030,-0.9542284135603709
ACH-000035,-1.0097472572119737
ACH-000036,-0.6034532194321516
ACH-000037,-1.1708804927629517
ACH-000039,-1.0148726274930506
ACH-000040,-0.7409115024522803
ACH-000041,-1.103970278422083
ACH-000042,-0.9542029615221082
ACH-000045,-1.075650507168377
ACH-000047,-1.1394813321333608
ACH-000052,-1.0288868738718293
ACH-000053,-1.1749074843695837
ACH-000054,-1.1932689209033092
ACH-000055,-1.0803809025673954
ACH-000060,-0.9511752390040648
ACH-000067,-1.170744771220108
ACH-000070,-0.8165605270075117
ACH-000075,-1.2892353211391416
ACH-000078,-0.7428203248661206
ACH-000082,-0.8093393917149683
ACH-000085,-0.7884360799541771
ACH-000086,-1.0857806504449905
ACH-000087,-0.9974379510700352
ACH-000092,-1.143673262855661
ACH-000095,-1.1131435933340437
ACH-000097,-1.2867372688685157
ACH-000098,-1.1311186738943102
ACH-000099,-1.206309702678595
ACH-000108,-1.1999029710772573
ACH-000113,-1.1035290953078354
ACH-000116,-0.9011507342203972
ACH-000118,-1.0993368896908806
ACH-000120,-1.0430730953168883
ACH-000123,-1.323489941617482
ACH-000127,-1.0039494300768546
ACH-000128,-1.095788390337929
ACH-000132,-0.9251688728042468
ACH-000133,-1.0337692508579883
ACH-000137,-0.9563563817961408
ACH-000138,-1.0361268311330174
ACH-000142,-1.0187344732377062
ACH-000143,-1.092643790080442
ACH-000146,-1.16251974665779
ACH-000148,-0.9362916305168522
ACH-000150,-0.923479228998704
ACH-000152,-1.0113338806829544
ACH-000153,-1.183009687724934
ACH-000159,-0.9260897394128316
ACH-000160,-1.1904737376099988
ACH-000163,-1.147691485222646
ACH-000167,-1.4542451546741284
ACH-000168,-1.190179924708781
ACH-000169,-1.1941485627543875
ACH-000178,-0.9435374377804666
ACH-000183,-0.9300415263478452
ACH-000188,-0.8024724055878061
ACH-000189,-0.9165993430471574
ACH-000190,-1.3045357945199156
ACH-000198,-1.2282652790758048
ACH-000203,-1.028387117402283
ACH-000204,-1.0469011142914808
ACH-000206,-0.97103595169463
ACH-000207,-0.9475846306205348
ACH-000208,-1.2286151525549232
ACH-000210,-1.134445328722333
ACH-000211,-1.124923334115837
ACH-000215,-0.9941988811637829
ACH-000221,-1.2862618945942748
ACH-000222,-1.1156387644601922
ACH-000223,-1.055529218310152
