,YEATS2 (55689)
ACH-000004,-0.4756060860171528
ACH-000005,-0.3917329194615761
ACH-000007,-0.7728815990167106
ACH-000009,-0.5362035014318415
ACH-000011,-0.6707479996220151
ACH-000012,-0.7289050675554712
ACH-000013,-0.634452204805604
ACH-000014,-0.5371601054097276
ACH-000015,-0.5907882613014881
ACH-000017,-0.3034612841599169
ACH-000018,-0.6599892473662531
ACH-000019,-0.2726254760542981
ACH-000021,-0.5993200603539524
ACH-000022,-0.5862823464090017
ACH-000025,-0.6085729257546159
ACH-000028,-0.6665491537801966
ACH-000030,-0.6123450980048729
ACH-000035,-0.6407396521652285
ACH-000036,-0.7095666518537255
ACH-000037,-0.3799353857735208
ACH-000039,-0.7203318288326191
ACH-000040,-0.4878818271956456
ACH-000041,-0.6888484309846351
ACH-000042,-0.591826728937339
ACH-000045,-0.5395456541847926
ACH-000047,-0.5957478654670567
ACH-000052,-0.689195237180308
ACH-000053,-0.3738831526606687
ACH-000054,-0.6825334293103872
ACH-000055,-0.6816613126249167
ACH-000060,-0.6997893218131942
ACH-000067,-0.6275302217344508
ACH-000070,-0.6075535168082192
ACH-000075,-0.6900845212761479
ACH-000078,-0.6151168837562344
ACH-000082,-0.6714231660424979
ACH-000085,-0.5188875110840648
ACH-000086,-0.7240995230617903
ACH-000087,-0.8049520853595221
ACH-000092,-0.4829245743032882
ACH-000095,-0.7125708577269122
ACH-000097,-0.5156020285121817
ACH-000098,-0.5806043529609404
ACH-000099,-0.4680283271433195
ACH-000108,-0.5969590806162093
ACH-000113,-0.5011733540525453
ACH-000116,-0.5531317337586886
ACH-000118,-0.31381764741790363
ACH-000120,-0.7051377357305747
ACH-000123,-0.5733531832788752
ACH-000127,-0.3914576541671272
ACH-000128,-0.7421938306288554
ACH-000132,-0.5883962842921323
ACH-000133,-0.79977812286972
ACH-000137,-0.5512836887241986
ACH-000138,-0.6724300596858219
ACH-000142,-0.6705782555334049
ACH-000143,-0.7786318068019898
ACH-000146,-0.3970246465151747
ACH-000148,-0.4718524854860344
ACH-000150,-0.5503040770927923
ACH-000152,-1.0207955309620669
ACH-000153,-0.7689243482734431
ACH-000159,-0.6558540139977149
ACH-000160,-0.2511587611250728
ACH-000163,-0.6763071520767101
ACH-000167,0.1825352314267035
ACH-000168,-0.4001385494058735
ACH-000169,-0.6634272655765115
ACH-000178,-0.6563112953511341
ACH-000183,-0.5920142953639697
ACH-000188,-0.5842675026602343
ACH-000189,-0.7125122148946542
ACH-000190,-0.2532257909484862
ACH-000198,-0.7463649436249817
ACH-000203,-0.3825477554763777
ACH-000204,-0.8338907127260349
ACH-000206,-0.4794595115019784
ACH-000207,-0.6051764189836514
ACH-000208,-0.7217550177343108
ACH-000210,-0.4294223052784327
ACH-000211,-0.5549348684268084
ACH-000215,-0.6133791656242478
ACH-000221,-0.760772335111895
ACH-000222,-0.4439588498089176
ACH-000223,-0.5306687856579121
ACH-000226,-0.540701061923772
ACH-000227,-0.526133388944677
ACH-000228,-0.4667015536651756
ACH-000231,-0.6911719289628565
ACH-000232,-0.4627923932239268
ACH-000233,-0.4710726321796478
ACH-000234,-0.6558206369578055
ACH-000235,-0.6033528157124471
ACH-000237,-0.6724048215901783
ACH-000238,-0.6700094166767141
ACH-000242,-0.5514292937550874
ACH-000243,-0.6624099123288624
ACH-000244,-0.6461515836431337
ACH-000246,-0.610932794206437
ACH-000248,-0.462541472280713
ACH-000250,-0.6260145049693642
ACH-000251,-0.8186222743229917
ACH-000252,-0.4048054609064518
ACH-000253,-0.4904717552293427
ACH-000255,-0.8338152265050359
ACH-000256,-0.6219435407022118
ACH-000257,-0.5743621839226823
ACH-000258,-0.8151402871145581
ACH-000259,-0.5530867603896976
ACH-000260,-0.6185119664166074
ACH-000261,-0.5093171409511518
ACH-000262,-0.6458994117312423
ACH-000263,-0.3992204015085997
ACH-000264,-0.0919234831305424
ACH-000265,-0.7837331313257042
ACH-000266,-0.6631651036195547
ACH-000272,-0.6891779592109567
ACH-000274,-0.4537776673185336
ACH-000277,-0.7760512608234732
ACH-000278,-0.6964888909412997
ACH-000279,-0.5532034351377957
ACH-000280,-0.4965715263880355
ACH-000281,-0.8494268234706128
ACH-000288,-0.7067768895255278
ACH-000291,-0.819586910633319
ACH-000293,-0.4998847145089616
ACH-000294,-0.5056965884817698
ACH-000295,-0.7477758071754396
ACH-000296,-0.7113313121159918
ACH-000302,-0.5466053452687473
ACH-000304,-0.6990927450024518
ACH-000307,-0.6823425109218094
ACH-000308,-0.3386744244427616
ACH-000310,-0.5356579365895302
ACH-000311,-0.6400144887364593
ACH-000312,-0.5299745062866456
ACH-000315,-0.7706690011413742
ACH-000316,-0.8463335802421246
ACH-000317,-0.605131451029969
ACH-000318,-0.4979917189162858
ACH-000319,-0.8521919308226262
ACH-000320,-0.4399639826179382
ACH-000322,-0.4273539913524813
ACH-000323,-0.6529357440596789
ACH-000324,-0.6452931444697759
ACH-000329,-0.5455641944726293
ACH-000330,-0.8014465567151889
ACH-000331,-0.979421244769136
ACH-000332,-0.6060948561468295
ACH-000334,-0.5265067046425754
ACH-000335,-0.7166264137593132
ACH-000336,-0.4437265881943094
ACH-000337,-0.7434179479067713
ACH-000338,-0.7576329319928979
ACH-000339,-0.632187005658446
ACH-000341,-0.474708859315817
