,SPEG (10290)
ACH-000004,-0.14612711879448784
ACH-000005,0.23818991186652505
ACH-000007,-0.08250394266210116
ACH-000009,0.01493503996831109
ACH-000011,0.10617236710722848
ACH-000012,0.05284520922829728
ACH-000013,-0.006865634639921504
ACH-000014,-0.0925496283138768
ACH-000015,-0.04796095794350392
ACH-000017,0.027540169990046742
ACH-000018,-0.022357380347101403
ACH-000019,0.14576864420969646
ACH-000021,0.06332280577331477
ACH-000022,-0.048410866967387035
ACH-000025,0.028575977120199256
ACH-000028,0.08915317479837298
ACH-000030,0.06345823755022609
ACH-000035,0.1181601303385316
ACH-000036,-0.0384867749379698
ACH-000037,-0.18474911061583613
ACH-000039,-0.08287775395744182
ACH-000040,0.06724868215505755
ACH-000041,0.1973927046118245
ACH-000042,0.0488386752084324
ACH-000045,-0.15660620623558474
ACH-000047,0.029850665784838325
ACH-000052,0.09862554926323434
ACH-000053,0.08825037629650398
ACH-000054,-0.04582183651600541
ACH-000055,0.09233752902549748
ACH-000060,0.1064165397573224
ACH-000067,0.012999070478779115
ACH-000070,-0.07143821082484976
ACH-000075,-0.18244376230493795
ACH-000078,0.04401030004293113
ACH-000082,0.07798263890890626
ACH-000085,-0.16731068104033428
ACH-000086,-0.07344856046907107
ACH-000087,0.2114772365372656
ACH-000092,0.08695419178761744
ACH-000095,0.08120639677590377
ACH-000097,-0.05981368615915862
ACH-000098,-0.027180150292231326
ACH-000099,0.02263139755378948
ACH-000108,0.020276898195248663
ACH-000113,0.011045197052250695
ACH-000116,0.1545461901185937
ACH-000118,0.02525559390158616
ACH-000120,-0.037166830585271815
ACH-000123,0.16635458574809714
ACH-000127,0.00930289075361831
ACH-000128,-0.1525053774801607
ACH-000132,0.07951954304607116
ACH-000133,-0.07727672175198749
ACH-000137,0.08982292384528544
ACH-000138,0.017152448303386175
ACH-000142,-0.11788565094662172
ACH-000143,0.2519903080618973
ACH-000146,0.11944268068160553
ACH-000148,0.09224365116518406
ACH-000150,0.08401651892254074
ACH-000152,0.005516908964956567
ACH-000153,-0.16960264849072101
ACH-000159,0.0863898247882162
ACH-000160,0.09929144421579587
ACH-000163,0.05543399275665047
ACH-000167,0.28154136593405765
ACH-000168,0.018482074367781157
ACH-000169,0.0861636296941731
ACH-000178,0.01505593401538619
ACH-000183,0.04078338247856091
ACH-000188,0.015228519226740444
ACH-000189,0.02374425583701008
ACH-000190,0.1341074731130901
ACH-000198,-0.07627871267085128
ACH-000203,-0.2905373895058308
ACH-000204,0.005640683353623611
ACH-000206,-0.1396749497260915
ACH-000207,0.08115862324219687
ACH-000208,-0.06981975177698245
ACH-000210,-0.03374725269543618
ACH-000211,-0.0616100045632268
ACH-000215,0.035453307700546374
ACH-000221,-0.008377256147332908
ACH-000222,-0.07199934259668199
ACH-000223,-0.03658663666394518
ACH-000226,0.011707550793380274
ACH-000227,0.16308918637253034
ACH-000228,0.13559421525251528
ACH-000231,0.029746661589744625
ACH-000232,0.17117941111799936
ACH-000233,0.1144992608594945
ACH-000234,-0.055491350156993635
ACH-000235,-0.04153723030397735
ACH-000237,-0.02905970834681344
ACH-000238,0.10633893841713526
ACH-000242,0.3955024913033402
ACH-000243,0.029966445886779543
ACH-000244,0.01950627699910181
ACH-000246,0.07139192801290904
ACH-000248,-0.09328358186480404
ACH-000250,-0.03857480240822663
ACH-000251,-0.11923542446114675
ACH-000252,0.286746582953894
ACH-000253,-0.01592806952134501
ACH-000255,0.0407163398235265
ACH-000256,0.054783560515527435
ACH-000257,0.052802892043203695
ACH-000258,-0.096787377073277
ACH-000259,0.018374391741179563
ACH-000260,0.06599610948718962
ACH-000261,0.04294958773597197
ACH-000262,0.2225439347177143
ACH-000263,0.3338046674519258
ACH-000264,-0.025805722583801628
ACH-000265,0.0018733153548641508
ACH-000266,0.017990687605815295
ACH-000272,-0.008085782569976411
ACH-000274,-0.11278845514806025
ACH-000277,0.09084985084449118
ACH-000278,0.08355985657458967
ACH-000279,-0.18032114943968225
ACH-000280,-0.0025789249682594967
ACH-000281,0.022166442193845518
ACH-000288,-0.0648878186427254
ACH-000291,-0.0025720229912316915
ACH-000293,0.01565262908604413
ACH-000294,0.030326274607673474
ACH-000295,0.2801770353978564
ACH-000296,-0.09951304497621184
ACH-000302,0.07338712899131501
ACH-000304,-0.20804198204780971
ACH-000307,0.06482656919993815
ACH-000308,-0.01039703393859857
ACH-000310,0.09499413552260996
ACH-000311,-0.005924130062227502
ACH-000312,-0.01314058153619832
ACH-000315,-0.11504433866975007
ACH-000316,-0.003953825056266925
ACH-000317,-0.06835913176232457
ACH-000318,-0.1201402686280192
ACH-000319,0.015556356422777681
ACH-000320,-0.08945664060398524
ACH-000322,-0.1918145794779656
ACH-000323,0.0248608801434919
ACH-000324,-0.04048179713345983
ACH-000329,-0.02401174756365676
ACH-000330,-0.013179819417381358
ACH-000331,0.0006467296131145202
ACH-000332,-0.0015642942285389366
ACH-000334,0.14344827410639824
ACH-000335,0.0234943873303521
ACH-000336,0.056649551470660336
ACH-000337,0.058890289114942776
ACH-000338,0.0006178669831211821
ACH-000339,0.038224339511893995
ACH-000341,-0.014541796206761791
ACH-000348,-0.01716142088494055
