,OCIAD2 (132299)
ACH-000004,0.046747834891533335
ACH-000005,-0.34828595711426863
ACH-000007,0.1368061317098238
ACH-000009,0.13427531724574487
ACH-000011,0.0017057703033548372
ACH-000012,0.1876986494463345
ACH-000013,0.061831106042387236
ACH-000014,0.1875517308597961
ACH-000015,0.061540124728609376
ACH-000017,-0.0023057995110655877
ACH-000018,-0.02223468101611136
ACH-000019,-0.008909420911468291
ACH-000021,0.012209990569984015
ACH-000022,0.24934183646612226
ACH-000025,0.07483979941660948
ACH-000028,0.030152193052774463
ACH-000030,0.10102979630859824
ACH-000035,0.10157348625698803
ACH-000036,0.13517160990897653
ACH-000037,0.07821212578343414
ACH-000039,0.11771009883640494
ACH-000040,0.011365383913737086
ACH-000041,0.02638082273755513
ACH-000042,0.07442205654460736
ACH-000045,0.09162692065352396
ACH-000047,0.11452670141759205
ACH-000052,0.1322046146786927
ACH-000053,0.05147148472019513
ACH-000054,0.011036773234135806
ACH-000055,0.08913715315328677
ACH-000060,0.05578839522241318
ACH-000067,0.04616098842856827
ACH-000070,0.12630614347503516
ACH-000075,0.14782772248092074
ACH-000078,0.13066029489156072
ACH-000082,0.1372871336637781
ACH-000085,0.2192086667460095
ACH-000086,0.13832372934847012
ACH-000087,0.01700607224588745
ACH-000092,0.1478933405207657
ACH-000095,0.1139135931737872
ACH-000097,0.005068582605670642
ACH-000098,0.2442762378607037
ACH-000099,0.1730271515303886
ACH-000108,0.024648218859548883
ACH-000113,0.2713748003306339
ACH-000116,0.1098904427209626
ACH-000118,0.026168997221153862
ACH-000120,0.12401376715695635
ACH-000123,0.03311798372696026
ACH-000127,-0.0007187041755007138
ACH-000128,-0.058281793888902714
ACH-000132,0.03178579097349009
ACH-000133,0.1080307022879622
ACH-000137,-0.14376463501803338
ACH-000138,0.1311845128081873
ACH-000142,0.09040098590438901
ACH-000143,0.0036692758014214275
ACH-000146,0.07184866545980359
ACH-000148,0.056902469662104986
ACH-000150,0.06241567139538572
ACH-000152,-0.08160466956843156
ACH-000153,-0.09823503178476503
