,CNTFR (1271)
ACH-000004,-0.029038272168584026
ACH-000005,-0.030457413808073236
ACH-000007,-0.062272823184306124
ACH-000009,0.009808125294515706
ACH-000011,0.047273751741668577
ACH-000012,0.061764837654008274
ACH-000013,-0.07740971347577505
ACH-000014,-0.12942678820818476
ACH-000015,-0.12062528562452098
ACH-000017,-0.02753326386609317
ACH-000018,-0.00982857050760623
ACH-000019,-0.18270477616138409
ACH-000021,-0.17071060890278325
ACH-000022,-0.15797228984271014
ACH-000025,0.027209819718290344
ACH-000028,0.035981873303740544
ACH-000030,-0.1257322605264409
ACH-000035,0.048385824766735856
ACH-000036,-0.07469032535046605
ACH-000037,-0.010816121129824887
ACH-000039,0.16891924759576768
ACH-000040,-0.06656521575912802
ACH-000041,0.016776751702192984
ACH-000042,-0.14624086798408106
ACH-000045,-0.023100452555331948
ACH-000047,-0.005714278411954586
ACH-000052,0.13236394857252154
ACH-000053,-0.03462440999392531
ACH-000054,-0.025236276583666
ACH-000055,-0.11887709875117985
ACH-000060,0.055452061383860086
ACH-000067,-0.025394555518210283
ACH-000070,0.16610939850620618
ACH-000075,-0.0815433172817302
ACH-000078,0.06800293861470602
ACH-000082,-0.02522741753123455
ACH-000085,-0.2093582317973809
ACH-000086,-0.1045010303747186
ACH-000087,-0.026747217956579705
ACH-000092,-0.1602969423798832
ACH-000095,-0.0812322538851107
ACH-000097,-0.03731733454791066
ACH-000098,-0.13540643027691912
ACH-000099,-0.010290131949954198
ACH-000108,-0.08762534863350888
ACH-000113,-0.1189915095620918
ACH-000116,-0.0019931921639242648
ACH-000118,-0.13674369159175664
ACH-000120,0.08932831824735242
ACH-000123,-0.031745110797969586
ACH-000127,-0.017205677315591927
ACH-000128,-0.13616601227570566
ACH-000132,-0.05488110496962242
ACH-000133,-0.014537591934180074
ACH-000137,-0.1034470947015908
ACH-000138,-0.05992242310101122
ACH-000142,0.08858652589039646
ACH-000143,-0.2563144236167182
ACH-000146,-0.057718119172603964
ACH-000148,-0.02698183788744865
ACH-000150,-0.012516838481624366
ACH-000152,0.17176517623022822
ACH-000153,0.057415199637785824
ACH-000159,-0.1089344086663604
ACH-000160,-0.0922643555213575
ACH-000163,-0.1002428773898279
ACH-000167,-0.04377782973649612
ACH-000168,-0.1399805142839469
ACH-000169,-0.0993473500381921
ACH-000178,-0.08501765604717428
ACH-000183,-0.022977173053414502
ACH-000188,-0.14582182501973373
ACH-000189,-0.3239516242608413
ACH-000190,0.00011997059061817258
ACH-000198,-0.03135839368568144
ACH-000203,-0.2629676088602375
ACH-000204,-0.0761082490460921
ACH-000206,-0.05126392239132204
ACH-000207,0.01506586931109221
ACH-000208,-0.18406570977057335
ACH-000210,0.21810596867687332
ACH-000211,0.005130461005042704
ACH-000215,-0.08775568250091807
ACH-000221,-0.11390673851221607
ACH-000222,-0.2559446918234419
ACH-000223,0.01843885201870466
ACH-000226,-0.18709810165142646
ACH-000227,-0.006749422246197481
ACH-000228,-0.12564282410371466
ACH-000231,-0.0802577496950542
ACH-000232,-0.03620988037634437
ACH-000233,0.01009625264894962
ACH-000234,-0.015052004901078159
ACH-000235,-0.0026574550188450453
ACH-000237,-0.040222067035194535
ACH-000238,-0.13687371914149946
ACH-000242,0.2301797006707829
ACH-000243,-0.09005382226847758
ACH-000244,-0.06423271359467628
ACH-000246,-0.10781180944008642
ACH-000248,-0.14349212146465296
ACH-000250,0.06668174118397223
ACH-000251,0.040792137694091235
ACH-000252,0.1608343003210607
ACH-000253,-0.04785613201438044
ACH-000255,-0.09511787679830393
ACH-000256,-0.01138287258509277
ACH-000257,-0.012228999315846931
ACH-000258,0.09230801041725632
ACH-000259,-0.04089395678477194
ACH-000260,-0.005269209201883938
ACH-000261,-0.07426279715180424
ACH-000262,-0.19650091576949935
ACH-000263,-0.1314576015433912
ACH-000264,-0.09926120708014527
ACH-000265,-0.1687730190447046
ACH-000266,-0.034981971169829366
