,PLEKHM3 (389072)
ACH-000004,-0.27271195987531177
ACH-000005,-0.2366890887166633
ACH-000007,-0.2353400396065925
ACH-000009,-0.10212261193389638
ACH-000011,-0.1951202783001259
ACH-000012,-0.027127867708428538
ACH-000013,-0.04649779588565183
ACH-000014,-0.09992839441249082
ACH-000015,0.03714288279591228
ACH-000017,2.2920499024808723e-05
ACH-000018,-0.04522269396489649
ACH-000019,0.09729096187616043
ACH-000021,0.028927640974500218
ACH-000022,0.03234288926599157
ACH-000025,-0.09466176873897884
ACH-000028,-0.002542701556872973
ACH-000030,-0.02138440438428285
ACH-000035,0.16298989910026473
ACH-000036,-0.03286339711609588
ACH-000037,-0.00843385728883851
ACH-000039,0.07907885839026428
ACH-000040,0.13502821495243736
ACH-000041,-0.19488478946847326
ACH-000042,-0.07748909319251271
ACH-000045,-0.09583794448582028
ACH-000047,-0.035828385744641804
ACH-000052,0.0910785791782524
ACH-000053,-0.01316397644943875
ACH-000054,0.023606340047996745
ACH-000055,0.2561321260637459
ACH-000060,-0.03709888181643392
ACH-000067,-0.1038872797723797
ACH-000070,-0.0347615468376496
ACH-000075,-0.009589693170031893
ACH-000078,-0.0796459154334881
ACH-000082,-0.009181998174266513
ACH-000085,0.06931080904561311
ACH-000086,0.017768268988106822
ACH-000087,0.22111159147710246
ACH-000092,0.04590063430160599
ACH-000095,-0.10654674781363407
ACH-000097,0.03134173588624201
ACH-000098,-0.08291547196850965
ACH-000099,-0.08427945455257063
ACH-000108,-0.15432321824187928
ACH-000113,-0.08842804384211883
ACH-000116,0.06477507848964772
ACH-000118,-0.00932075719333127
ACH-000120,-0.05066309747363831
ACH-000123,-0.003218957296840087
ACH-000127,-0.034814145809152895
ACH-000128,-0.1065176571944098
ACH-000132,0.041725092606710784
ACH-000133,0.07088699076575783
ACH-000137,-0.08912745037019958
ACH-000138,-0.14742284151739318
ACH-000142,0.057075836890406476
ACH-000143,-0.1552822257841664
ACH-000146,0.03541080428895485
ACH-000148,-0.100724919449608
ACH-000150,0.06278680129946766
ACH-000152,-0.1343870302951614
ACH-000153,0.17395401275049788
ACH-000159,-0.08127211190631319
ACH-000160,0.2186173114492245
ACH-000163,-0.05364152708851086
ACH-000167,0.06673914089108825
ACH-000168,0.16339036585064876
ACH-000169,-0.0282470014058357
ACH-000178,-0.023754402822692988
ACH-000183,0.11645292247497407
ACH-000188,0.034927668884152746
ACH-000189,-0.0109640547297525
ACH-000190,0.2275838929114271
ACH-000198,-0.1325771833041582
ACH-000203,0.183259524174081
ACH-000204,-0.0881713379193522
ACH-000206,-0.19660786464811467
ACH-000207,0.06634665540157073
ACH-000208,0.03884197413937073
ACH-000210,-0.2096161516766485
ACH-000211,-0.05824556537017565
ACH-000215,-0.026516011949507257
ACH-000221,-0.08389009378262556
ACH-000222,-0.11329850435380348
ACH-000223,-0.042286850606868286
ACH-000226,0.02358823386616581
ACH-000227,0.14771527881944385
ACH-000228,-0.028723929237339244
ACH-000231,-0.10840722287147568
ACH-000232,0.035139240347144114
ACH-000233,0.03792711169529885
ACH-000234,-0.1302356410480266
ACH-000235,-0.021674387109301824
ACH-000237,-0.06685891205085512
ACH-000238,0.10091558091450528
ACH-000242,-0.2741474341865353
ACH-000243,0.017199071562014945
ACH-000244,-0.018828482429844383
ACH-000246,-0.0108466419324093
ACH-000248,-0.09053307322219373
ACH-000250,-0.04020409976389353
ACH-000251,0.022875970476450555
ACH-000252,-0.05434245543504412
ACH-000253,-0.046505782540643616
ACH-000255,0.01033962166997908
ACH-000256,-0.18083720535600886
ACH-000257,-0.0317519481648615
ACH-000258,0.1293626744227415
ACH-000259,-0.054325109496696895
ACH-000260,-0.055276025112679525
ACH-000261,-0.03916079288101235
ACH-000262,0.29920933205082473
ACH-000263,0.29714656787183674
ACH-000264,0.0276577447294214
ACH-000265,-0.03529940446424923
ACH-000266,-0.09466329433302682
ACH-000272,0.008001424637495029
ACH-000274,-0.05296555351852535
ACH-000277,-0.019416145564403308
ACH-000278,-0.04129550457113957
ACH-000279,-0.1263803155261179
ACH-000280,-0.1019074165080935
ACH-000281,-0.12040623255779842
ACH-000288,-0.02994327685693518
ACH-000291,-0.05311236215652671
ACH-000293,-0.12159621580866095
ACH-000294,0.008706721549830541
