,SDHD (6392)
ACH-000004,-0.941301272925602
ACH-000005,-0.9077111535657568
ACH-000007,-0.7139643980137917
ACH-000009,-0.7787061305487516
ACH-000011,-0.8482075314055826
ACH-000012,-0.6081620384511965
ACH-000013,-0.6132666064878469
ACH-000014,-0.9293039523061288
ACH-000015,-0.7185344572279214
ACH-000017,-0.8061580022765601
ACH-000018,-0.7339232744281249
ACH-000019,-0.8507634946141969
ACH-000021,-0.7647410991798109
ACH-000022,-0.6664250602858025
ACH-000025,-0.6544572359318778
ACH-000028,-0.7620324647001673
ACH-000030,-0.763095874808165
ACH-000035,-0.5719623032375458
ACH-000036,-0.18452918883948496
ACH-000037,-0.8906468239246516
ACH-000039,-0.8031748070586299
ACH-000040,-0.7894858364984227
ACH-000041,-0.5717976219921841
ACH-000042,-0.635231972525386
ACH-000045,-0.6008982152838278
ACH-000047,-0.7940075456914836
ACH-000052,-0.6182612060974436
ACH-000053,-1.0778788573421536
ACH-000054,-0.7799404460272458
ACH-000055,-0.6135716057083452
ACH-000060,-0.7651019950882968
ACH-000067,-0.7625732354527786
ACH-000070,-0.8958855057780863
ACH-000075,-0.4999475673931008
ACH-000078,-0.7989301201756741
ACH-000082,-0.788883459358715
ACH-000085,-0.6646437188279678
ACH-000086,-0.5091834127781778
ACH-000087,-0.6606698562696369
ACH-000092,-0.7165368914703595
ACH-000095,-0.5482166440529103
ACH-000097,-0.8088205868375666
ACH-000098,-0.6303976946907213
ACH-000099,-0.6280353594984449
ACH-000108,-0.7655743684985559
ACH-000113,-0.6578585619178214
ACH-000116,-0.7683853641976613
ACH-000118,-1.0262154461891766
ACH-000120,-0.41290298228632494
ACH-000123,-0.5616661197844225
ACH-000127,-0.7823677655257592
ACH-000128,-0.6393208777656794
ACH-000132,-0.7226483448863597
ACH-000133,-0.4688409890017225
ACH-000137,-0.7526718119768232
ACH-000138,-0.8760812724363162
ACH-000142,-0.7442954783497759
ACH-000143,-0.6286313072451511
ACH-000146,-0.9598305449170872
ACH-000148,-0.5518454747764043
ACH-000150,-0.8135825880389741
ACH-000152,-0.8106408123814568
ACH-000153,-0.6148763149793097
ACH-000159,-0.6134599359518382
ACH-000160,-0.855350729236366
