,SPRR2E (6704)
ACH-000004,0.3140206653820146
ACH-000005,0.34393125412432
ACH-000007,0.16736975651188746
ACH-000009,0.2502469614464027
ACH-000011,0.3553444264635705
ACH-000012,0.26388924225693233
ACH-000013,0.3010897762309893
ACH-000014,0.2297662217074752
ACH-000015,0.3312885672384716
ACH-000017,0.405598875631234
ACH-000018,0.22463210113272705
ACH-000019,0.20816799598368765
ACH-000021,0.3044010567023208
ACH-000022,0.27803984325922937
ACH-000025,0.2077958396770124
ACH-000028,0.30365739307930123
ACH-000030,0.3475567575522517
ACH-000035,0.24797773267564935
ACH-000036,0.252890609943742
ACH-000037,0.27671439582902146
ACH-000039,0.31465509661302044
ACH-000040,0.18164357209294107
ACH-000041,0.4307416378109917
ACH-000042,0.35144417310333576
ACH-000045,0.3206623236334896
ACH-000047,0.27424027558284275
ACH-000052,0.1974634603169663
ACH-000053,0.2441594052761161
ACH-000054,0.21833588784711214
ACH-000055,0.2473381565229681
ACH-000060,0.3820776732903667
ACH-000067,0.3501647642774081
ACH-000070,0.28433079585207305
ACH-000075,0.2565060839817046
ACH-000078,0.2615560594305893
ACH-000082,0.2914919800770598
ACH-000085,0.21507737138325425
ACH-000086,0.0795055227532686
ACH-000087,0.4676739648328682
ACH-000092,0.2292708305745181
ACH-000095,0.2625209625972347
ACH-000097,0.1848954057486772
ACH-000098,0.23130767819466974
ACH-000099,0.3830627194677151
ACH-000108,0.2728963233862989
ACH-000113,0.25688349482608563
ACH-000116,0.23168656052900444
ACH-000118,0.3475002477662187
ACH-000120,0.3669988999282068
ACH-000123,0.30634430728721984
ACH-000127,0.27489935669888105
ACH-000128,0.36153945029069945
ACH-000132,0.3376501511693992
ACH-000133,0.2881287891050872
ACH-000137,0.2665071423034181
ACH-000138,0.3459033309448664
ACH-000142,0.2974409789322374
ACH-000143,0.4140721506638789
ACH-000146,0.4127957945627525
ACH-000148,0.31149317932881554
ACH-000150,0.3320129911100324
ACH-000152,0.28239462720467506
ACH-000153,0.19212448255325365
ACH-000159,0.2982401100024413
ACH-000160,0.3126236231113517
ACH-000163,0.17412346015673327
ACH-000167,0.2277888325931261
ACH-000168,0.31546163250529186
ACH-000169,0.2822701812140375
ACH-000178,0.2928206956894852
ACH-000183,0.37137710137286667
ACH-000188,0.26208614469225355
ACH-000189,0.08454019225125252
ACH-000190,0.3212529595471233
ACH-000198,0.32858438972082155
ACH-000203,0.6316144774931605
ACH-000204,-0.0197170045709601
ACH-000206,0.2737807348861839
ACH-000207,0.3667806576165861
ACH-000208,0.26618731164615017
ACH-000210,0.20527096391857635
ACH-000211,0.2833572991859334
ACH-000215,0.2571853193053961
ACH-000221,0.4707274075198303
ACH-000222,0.31614449428068475
ACH-000223,0.19409844584831487
ACH-000226,0.2843807807932665
ACH-000227,0.4234851875174432
ACH-000228,0.12349077306035748
ACH-000231,0.3468523896813091
ACH-000232,0.2353631247382093
ACH-000233,0.28399148048245304
ACH-000234,0.28425588674576463
ACH-000235,0.19223133821992414
ACH-000237,0.22516614731238369
ACH-000238,0.27525549362330765
ACH-000242,0.34051890951906605
ACH-000243,0.2522246587410812
ACH-000244,0.2690966979773681
ACH-000246,0.22694495592614375
ACH-000248,0.27688583923479754
ACH-000250,0.3123032140519327
ACH-000251,0.2709257476954502
ACH-000252,0.26303341457322466
ACH-000253,0.2428806528006268
ACH-000255,0.2850227017694335
ACH-000256,0.34110945807156323
ACH-000257,0.3917032845611256
ACH-000258,0.2299923696903096
ACH-000259,0.3014558721302523
ACH-000260,0.3331027202289074
ACH-000261,0.4589786712542232
ACH-000262,0.31711921470922194
ACH-000263,0.3384302536239848
ACH-000264,0.30054683911708463
ACH-000265,0.3760621963899803
ACH-000266,0.29397735425275945
ACH-000272,0.2747020559290726
ACH-000274,0.3831936588949605
ACH-000277,0.3350051449040797
ACH-000278,0.29112358227199475
ACH-000279,0.5238140414269915
ACH-000280,0.22015252570494548
ACH-000281,0.41032704474100573
ACH-000288,0.2697058113558818
ACH-000291,0.391372590903133
ACH-000293,0.29559638972235514
ACH-000294,0.3757711845934929
ACH-000295,0.1540628695774079
ACH-000296,0.2328468755905078
ACH-000302,0.31202112625224426
ACH-000304,0.3447163504305311
ACH-000307,0.3020836929212815
ACH-000308,0.3649852743589437
ACH-000310,0.35508277014912665
ACH-000311,0.20312909405957752
ACH-000312,0.310736183506632
ACH-000315,0.3651958172603448
ACH-000316,0.24455079518048015
ACH-000317,0.3678266631172055
ACH-000318,0.18353160012676173
ACH-000319,0.3113660586547146
ACH-000320,0.28089614779183586
ACH-000322,0.2932432044451406
ACH-000323,0.233379921557018
ACH-000324,0.346829284673018
ACH-000329,0.255034326852701
ACH-000330,0.3813521840653333
ACH-000331,0.2652574117750269
ACH-000332,0.2531414073103715
ACH-000334,0.4413851256617601
ACH-000335,0.2711533614087571
ACH-000336,0.3084952057389532
ACH-000337,0.30867939665410044
ACH-000338,0.28437476742941264
ACH-000339,0.3901707595462352
ACH-000341,0.249009034057684
ACH-000348,0.23438488648446906
ACH-000350,0.3833597659158464
ACH-000352,0.3229912064685616
ACH-000356,0.28059995434057505
ACH-000361,0.2552945652943344
ACH-000362,0.32643353060568897
ACH-000363,0.2915029550825346
ACH-000364,0.2390582490220366
ACH-000365,0.29379855977414004
ACH-000366,0.33962512126936617
ACH-000368,0.3546050638499341
ACH-000374,0.24841087921807026
ACH-000375,0.35406143900292736
ACH-000376,0.24976705726638834
ACH-000381,0.29884527374431274
ACH-000383,0.24172693982176546
ACH-000387,0.3386043816604801
ACH-000389,0.1870048378957002
ACH-000390,0.2390353475566216
ACH-000393,0.4164210653365771
ACH-000395,0.2112241318799804
ACH-000396,0.2836179386230793
ACH-000397,0.31859488845553857
ACH-000401,0.32421301367998506
ACH-000402,0.2729215587383901
ACH-000403,0.2504880530959567
ACH-000404,0.4498254711286243
ACH-000406,0.3200901509500904
ACH-000407,0.3634042531916931
ACH-000408,0.33467133110853625
ACH-000410,0.2741998936450513
ACH-000411,0.3037562539090309
